N	3gram	Tiupa_Anal_2	Hudozhes
219	лишь поименованное в	1	1
220	особенно если говорить	1	1
221	момент нечто движущееся	1	1
222	несколькими голосами то	1	1
223	темной родинкой и	1	1
224	количество ударных слогов	1	1
225	диалогическим углом по	1	1
226	слой факторов художественного	1	1
227	к паузам ударения	1	1
228	пожелает представить себе	1	1
229	малый отрезок времени	1	1
230	принципом упорядоченного движения	1	1
231	и заключительные в	1	1
232	с самим собою	1	1
233	распределенности текста между	1	1
234	языковых нормативов актуальных	1	1
235	деталями кадр внутреннего	1	1
236	том или ином	2	1
237	точно так же	1	1
238	б построение фразы	1	1
239	верха низа левого	1	1
240	в ритмическом ряду	2	1
241	которого только и	1	1
242	построение фразы выбор	1	1
243	в рассказе чехова	1	1
244	основе весьма простых	1	1
245	ценностного центра этого	1	1
246	что может или	1	1
247	повествователя рассказчика хроникера	2	1
248	больше нежели число	1	1
249	формирующие тем самым	1	1
250	все прочие его	1	1
251	деталей а также	1	1
252	начале этой цепочки	1	1
253	паузами как чередование	1	1
254	плотность акцентуации количество	1	1
255	значении этого слова	1	1
256	текста как система	1	1
257	отношении художественному восприятию	1	1
258	одной из своих	1	1
259	ритмические концовки клаузулы	1	1
260	число композиционных субъектов	1	1
261	с этой точки	1	1
262	по крайней мере	3	1
263	пределах кадрового единства	1	1
264	с темной родинкой	1	1
265	очень здоровая порядок	1	1
266	и больше нежели	1	1
267	произведения в ее	1	1
268	актуальных для данного	1	1
269	на каждом из	1	1
270	читателю ракурс видения	1	1
271	форму в которую	1	1
272	текста даже самая	1	1
273	субъекта объекта и	2	1
274	щеки на мягкую	1	1
275	в пределах тех	1	1
276	литературного произведения в	1	1
277	кадры читательского восприятия	1	1
278	в исходном своем	1	1
279	облекается в данный	1	1
280	и конкретном целом	1	1
281	в кадры читательского	1	1
282	самым интонационные оттенки	1	1
283	эффект распределенности текста	1	1
284	слова б построение	1	1
285	под определенным диалогическим	1	1
286	диалектов а в	1	1
287	говорит о его	1	1
288	рода стилистике здесь	1	1
289	акцентуации количество ударных	1	1
290	наиболее значимы при	1	1
291	говорить о прозе	1	1
292	тогда как в	2	1
293	в тексте может	1	1
294	при этом синтаксических	1	1
295	полные розовые щеки	1	1
296	приобретать статус самостоятельного	1	1
297	также употребленных при	1	1
298	рассказе чехова душечка	1	1
299	художественного впечатления он	1	1
300	иначе говоря помимо	1	1
301	ибо и в	1	1
302	своих событийных границ	1	1
303	взглядом очень здоровая	1	1
304	едва ли не	2	1
305	осмысленном и конкретном	1	1
306	наше читательское внимание	1	1
307	средней длине ритмического	2	1
308	соотносительности стилистико-речевую определенность	1	1
309	кадрового единства фразы	1	1
310	в самом начале	3	1
311	все что может	1	1
312	произведения как единого	1	1
313	внешнего внутреннего центра	1	1
314	жизненных позиций может	1	1
315	слогов относительно длины	1	1
316	как это случается	1	1
317	содержит в себе	3	1
318	двумя паузами как	1	1
319	не совпадает с	1	1
320	непосредственно к внутреннему	1	1
321	ударных слогов относительно	1	1
322	варваризмы неологизмы и	1	1
323	центра этого мира	1	1
324	чередование напряжений и	1	1
325	как чередование напряжений	1	1
326	читателя находится или	1	1
327	в своего рода	1	1
328	что душевная характеристика	1	1
329	представленных в тексте	1	1
330	ритмического ряда и	1	1
331	статус самостоятельного голоса	1	1
332	нуждается в своего	1	1
333	это еще одна	1	1
334	углом по отношению	1	1
335	или иной эстетической	1	1
336	обозначает ту форму	1	1
337	читательское внимание не	1	1
338	если говорить о	2	1
339	стилей социальных диалектов	1	1
340	текста в целом	1	1
341	отношении ибо и	1	1
342	и слово литературной	1	1
343	своем составе столько	1	1
344	вследствие этой соотносительности	1	1
345	ритмическом ряду образующие	1	1
346	фразы выбор синтаксической	1	1
347	выбор слова б	1	1
348	крупным планом заключительного	1	1
349	ритмического ряда тем	1	1
350	рода субъектной детализации	1	1
351	на ее полные	1	1
352	ряда тем выше	1	1
353	может быть признано	1	1
354	ритмика интонирует всю	1	1
355	речевыми характеристиками глоссами	1	1
356	он состоит в	1	1
357	всякая фраза текста	1	1
358	субъектную организацию литературного	1	1
359	художественного восприятия как	1	1
360	в проекции текста	2	1
361	речь выступая под	1	1
362	говорящего иначе говоря	1	1
363	в своей эстетической	1	1
364	нейтральной в стилистическом	1	1
365	некоторая возможность выбора	1	1
366	т.п крайними пределами	1	1
367	и в пределах	1	1
368	в своем составе	3	1
369	длиной ритмических рядов	1	1
370	глоссами как именовал	1	1
371	как подчеркивал м.м	1	1
372	своем значении греческое	1	1
373	будучи принципом упорядоченного	1	1
374	в известном смысле	1	1
375	задана как более	1	1
376	движений бенвенист ритм	1	1
377	высказывания и соответственно	1	1
378	автора и читателя	1	1
379	в тексте а	1	1
380	движущееся изменчивое текучее	1	1
381	а читателем в	1	1
382	состоит в соотносительности	1	1
383	своей событийной границы	1	1
384	насыщенный деталями кадр	1	1
385	звучания ритмика интонирует	1	1
386	имеем дело с	1	1
387	вводятся автором в	1	1
388	деталей в пределах	1	1
389	этой соотносительности стилистико-речевую	1	1
390	нормативов актуальных для	1	1
391	стилистике здесь также	1	1
392	такого кадра входит	1	1
393	этом синтаксических конструкций	1	1
394	ритм представляет собой	1	1
395	это своего рода	1	1
396	каким диалогическим углом	1	1
397	пространственных и временных	1	1
398	в том или	2	1
399	актуализировано на основе	1	1
400	может приобретать статус	1	1
401	тихая добродушная жалостливая	1	1
402	в связи с	1	1
403	входит лишь поименованное	1	1
404	выше напряжение речевых	1	1
405	архаизмы варваризмы неологизмы	1	1
406	голосов сколько диалогически	1	1
407	некую систему голосов	1	1
408	взятое в аспекте	1	1
409	родинкой и т.д	1	1
410	и частной жизни	1	1
411	взаимоналожениях и взаимодействиях	1	1
412	однако при этом	1	1
413	медленных и быстрых	1	1
414	это ни парадоксально	1	1
415	художественному восприятию задана	1	1
416	и быстрых движений	1	1
417	простых текстовых показателей	1	1
418	их создает эффект	1	1
419	языковых стилей социальных	1	1
420	пределах тех или	1	1
421	один отдельный кадр	1	1
422	интонационные оттенки ритма	1	1
423	ночного мгновенного вечного	1	1
424	между несколькими голосами	1	1
425	выбора лингвистических средств	1	1
426	автором в кадры	1	1
427	как более или	1	1
428	его читательского внутреннего	1	1
429	его речевой строй	1	1
430	или противопоставлены в	1	1
431	имеет место слияние	1	1
432	в первую очередь	1	1
433	здоровая порядок фокусирующих	1	1
434	число голосов представленных	1	1
435	а всего лишь	1	1
436	барышня с кротким	1	1
437	глядя на ее	1	1
438	место слияние пространственных	1	1
439	чем выше плотность	1	1
440	заключительные в ритмическом	1	1
441	в пределах текста	2	1
442	с иными сознаниями	1	1
443	и спадов бенвенист	1	1
444	рядов измеряемой числом	1	1
445	находится или движется	1	1
446	нормативная литературная речь	1	1
447	героя как ценностного	1	1
448	движется один отдельный	1	1
449	субъектов высказывания с	1	1
450	роль в организации	1	1
451	а выбор слова	1	1
452	или лирического героя	1	1
453	упорядоченного движения бенвенист	1	1
454	казалось бы место	1	1
455	лишь в самом	1	1
456	в свое время	1	1
457	начальные и заключительные	1	1
458	средств осуществление которой	1	1
459	фразы устанавливает задаваемый	1	1
460	внутреннего исполнения как	1	1
461	общеязыковом отношении художественному	1	1
462	с субъектом речи	1	1
463	объекта и адресата	2	1
464	данного коммуникативного события	2	1
465	данный момент нечто	1	1
466	исходном своем значении	1	1
467	а в том	1	1
468	в соотносительности слов	1	1
469	том под каким	1	1
470	в частности в	2	1
471	паузам ударения начальные	1	1
472	один равнопротяженный тексту	1	1
473	произведения обнаруживается еще	1	1
474	есть не что	1	1
475	ту форму в	1	1
476	тексту слой факторов	1	1
477	это была тихая	1	1
478	героя внутренний хронотоп	1	1
479	отрезок времени в	1	1
480	определений таков что	1	1
481	в литературной практике	1	1
482	последовательно вводятся автором	1	1
483	соразмерных отрезков звучания	1	1
484	является фундаментом всей	1	1
485	характеризует говорящего иначе	1	1
486	ряду образующие ритмические	1	1
487	обратим внимание на	1	1
488	иных языковых нормативов	1	1
489	в которую облекается	1	1
490	при этом особенно	1	1
491	с объектной организацией	2	1
492	в том под	1	1
493	для сообщения о	1	1
494	сопоставлены или противопоставлены	1	1
495	ряд эпизодов становится	1	1
496	быстрых движений бенвенист	1	1
497	позиций может быть	1	1
498	образом характеризует говорящего	1	1
499	значимостей являются наиболее	1	1
500	характеристика душечки постепенно	1	1
501	кадры повествования а	1	1
502	самая тривиальная в	1	1
503	бы место лишь	1	1
504	о том что	6	1
505	о прозе ближайшие	1	1
506	то есть в	2	1
507	далекого близкого замкнутого	1	1
508	глоссализации имеет в	1	1
509	прозе ближайшие к	1	1
510	художественного произведения обнаруживается	1	1
511	в пределах кадрового	1	1
512	этой точки зрения	1	1
513	бенвенист ритм является	1	1
514	еще один равнопротяженный	1	1
515	и тем самым	2	1
516	поименованное в тексте	1	1
517	и в самом	2	1
518	текста наиболее значимы	1	1
519	подхваченная и усиленная	1	1
520	своей внутренней раздвоенности	1	1
521	кротким мягким взглядом	1	1
522	конструкций с субъектом	1	1
523	или движется один	1	1
524	устанавливает задаваемый читателю	1	1
525	ходе чтения в	1	1
526	душевная характеристика душечки	1	1
527	то ритм представляет	1	1
528	во времени и	1	1
529	равнопротяженный тексту слой	1	1
530	жалостливая барышня с	1	1
531	столько голосов сколько	1	1
532	которую облекается в	1	1
533	членения и размежевания	1	1
534	имеет в своем	1	1
535	поле зрения читателя	2	1
536	самом наличии определенных	1	1
537	речь идет о	1	1
538	и т.п глоссализация	1	1
539	тексте а не	1	1
540	текста так же	1	1
541	длине ритмического ряда	2	1
542	поскольку подводит некий	1	1
543	отрезков звучания ритмика	1	1
544	в субъектной организации	1	1
545	соотнесенности внешнего внутреннего	1	1
546	композиционных субъектов высказывания	1	1
547	получает вследствие этой	1	1
548	в ходе чтения	1	1
549	бахтин дело не	1	1
550	и ритмические концовки	1	1
551	читательского внутреннего исполнения	2	1
552	соотносительности слов избранных	1	1
553	таков что душевная	1	1
554	определенных языковых стилей	1	1
555	анакрусы и ритмические	1	1
556	которой определенным образом	1	1
557	наиболее генерализованные кругозоры	1	1
558	способно привести к	1	1
559	на мягкую белую	1	1
560	наличии определенных языковых	1	1
561	сколько диалогически соотнесенных	1	1
562	внутреннего центра периферии	1	1
563	между автором и	1	1
564	определенность собственный голос	1	1
565	литературная речь выступая	1	1
566	в этих случаях	1	1
567	текста поскольку подводит	1	1
568	выбор синтаксической конструкции	1	1
569	читателем в ходе	1	1
570	диалогическим углом они	1	1
571	речи последний получает	1	1
572	и т.п крайними	1	1
573	адресата при этом	1	1
574	была тихая добродушная	1	1
575	подводит некий общий	1	1
576	может быть актуализировано	1	1
577	всей субъектной организации	1	1
578	пределами этой субсистемы	1	1
579	весьма простых текстовых	1	1
580	речевую генерализацию текста	1	1
581	крайними пределами этой	1	1
582	неологизмы и т.п	1	1
583	стилистическом отношении ибо	1	1
584	в данном контексте	1	1
585	периферии верха низа	1	1
586	чтения в кадры	1	1
587	представляет собой речевую	1	1
588	лингвистических средств осуществление	1	1
589	углом они сопоставлены	1	1
590	тем самым интонационные	1	1
591	не что иное	1	1
592	левого правого далекого	1	1
593	в поле зрения	2	1
594	генерализацию текста поскольку	1	1
595	тех или иных	2	1
596	в отношении к	1	1
597	и тем же	1	1
598	всю субъектную организацию	1	1
599	стилистико-речевую определенность собственный	1	1
600	под все прочие	1	1
601	близкого замкнутого разомкнутого	1	1
602	меньше и больше	1	1
603	предстает системой хронотопов	1	1
604	быть актуализировано на	1	1
605	дело не в	1	1
606	белую шею с	1	1
607	с кротким мягким	1	1
608	он не только	1	1
609	голосов нормативная литературная	1	1
610	как и ее	1	1
611	заслоняется крупным планом	1	1
612	в соответствии с	2	1
613	же точно и	1	1
614	ракурс видения в	1	1
615	не может быть	1	1
616	в полной мере	1	1
617	показателей а выбор	1	1
618	кадр внутреннего зрения	1	1
619	значении греческое слово	1	1
620	временных примет в	1	1
621	в этом втором	1	1
622	голосами то ритм	1	1
623	единства фразы устанавливает	1	1
624	как и в	3	1
625	последний получает вследствие	1	1
626	числом слогов между	1	1
627	и эстетического адресата	1	1
628	к тому же	4	1
629	ритм является фундаментом	1	1
630	взаимодействиях с объектной	1	1
631	так же точно	1	1
632	субъект объект и	1	1
633	синтаксических конструкций с	1	1
634	в каждый малый	1	1
635	в рамках одного	1	1
636	между двумя паузами	3	1
637	глоссой нейтральной в	1	1
638	с самим собой	1	1
