N	2gram	Potebnia_M_3	VLabPisa
271	ни с	1	2
272	он не	4	2
273	как у	1	2
274	при помощи	1	2
275	от них	2	2
276	подобно тому	2	2
277	после этого	1	2
278	значит что	1	2
279	начиная с	1	2
280	его художественного	1	2
281	уже по	1	2
282	не подлежит	2	2
283	в области	2	2
284	в ней	8	2
285	что например	3	2
286	что она	3	2
287	для многих	1	2
288	формы и	1	2
289	он может	1	2
290	от его	1	2
291	носит в	1	2
292	заключается в	1	2
293	что оно	11	2
294	так например	2	2
295	каждой из	3	2
296	что мы	8	2
297	могло бы	1	2
298	мысль о	5	2
299	же самое	1	2
300	и образов	1	2
301	том чтобы	2	2
302	из ничего	1	2
303	что по	2	1
304	не означает	1	1
305	каждый из	1	1
306	сознание с	1	1
307	мысли а	4	1
308	что совокупность	1	1
309	связи со	1	1
310	и чисто	1	1
311	образом и	3	1
312	природу и	1	1
313	как мы	7	1
314	всех сторон	1	1
315	на его	2	1
316	но она	1	1
317	есть для	5	1
318	еще раз	2	1
319	в форме	2	1
320	исходя из	1	1
321	на себе	1	1
322	поэзии и	1	1
323	с к	2	1
324	для нас	20	1
325	мы бы	1	1
326	даже на	1	1
327	и наконец	2	1
328	одно и	5	1
329	воспринимается им	1	1
330	в чувственном	1	1
331	эти образы	1	1
332	данном случае	1	1
333	вопрос о	1	1
334	входит в	2	1
335	того чего	1	1
336	о значении	1	1
337	но он	1	1
338	ли эта	1	1
339	это то	1	1
340	в стороне	1	1
341	что будет	1	1
342	о котором	1	1
343	образа до	2	1
344	и чувства	1	1
345	или не	1	1
346	этого не	3	1
347	отдельных актов	1	1
348	в математике	1	1
349	то время	4	1
350	как много	1	1
351	содержание в	3	1
352	в более	1	1
353	в поэзии	1	1
354	себя от	2	1
355	свойственна не	1	1
356	и многие	1	1
357	по мере	4	1
358	сознания или	1	1
359	здесь не	1	1
360	на этот	1	1
361	это определение	1	1
362	из остальных	1	1
363	за жизнь	1	1
364	после того	1	1
365	должна быть	1	1
366	только на	3	1
367	не говоря	3	1
368	труд и	1	1
369	в каком	5	1
370	образом потому	1	1
371	поэтом в	1	1
372	еще одну	1	1
373	и все	3	1
374	а вместе	1	1
375	в сложном	1	1
376	есть в	3	1
377	и вместе	3	1
378	деятельность и	2	1
379	в устах	1	1
380	на то	2	1
381	в виде	2	1
382	ними в	1	1
383	со всех	1	1
384	к ее	1	1
385	мысль то	1	1
386	и связанное	1	1
387	говоря уже	1	1
388	смысле что	1	1
389	с ним	6	1
390	потому же	2	1
391	те или	1	1
392	здесь можно	1	1
393	в какой	2	1
394	даже во	1	1
395	и ряд	1	1
396	быть названо	1	1
397	как нечто	1	1
398	время как	1	1
399	его и	1	1
400	это в	2	1
401	но вместе	4	1
402	если это	1	1
403	что эта	2	1
404	самом деле	2	1
405	хотя может	1	1
406	уже из	1	1
407	забывать что	1	1
408	как увидим	1	1
409	как форма	1	1
410	в понимании	1	1
411	и без	7	1
412	каждого из	2	1
413	от него	2	1
414	е не	1	1
415	и значения	1	1
416	а только	3	1
417	не дает	2	1
418	а между	2	1
419	ответ на	3	1
420	который понимая	1	1
421	и наоборот	4	1
422	это значит	1	1
423	из сказанного	2	1
424	которой он	1	1
425	ее нельзя	1	1
426	же оно	1	1
427	и искусство	1	1
428	то в	1	1
429	заключает в	5	1
430	если не	4	1
431	есть и	1	1
432	этой жизни	1	1
433	что должно	2	1
434	что самые	1	1
435	принята в	1	1
436	по тому	5	1
437	деле в	1	1
438	или даже	1	1
439	слова к	1	1
440	таком случае	2	1
441	вещи в	1	1
442	этим путем	1	1
443	действительности как	1	1
444	места и	1	1
445	и иметь	1	1
446	все его	1	1
447	все то	1	1
448	что ее	1	1
449	нет это	1	1
450	но только	2	1
451	отражается в	2	1
452	не нашел	2	1
453	вообще но	1	1
454	не имели	1	1
455	свою очередь	3	1
456	отношение к	2	1
457	явлений в	1	1
458	потому что	46	1
459	как деятельность	1	1
460	иметь в	2	1
461	то есть	34	1
462	в начале	3	1
463	условие художественной	1	1
464	кажется что	1	1
465	в таких	1	1
466	в таком	3	1
467	и которая	1	1
468	случае он	1	1
469	нужно найти	1	1
470	из мира	1	1
471	гораздо сложнее	1	1
472	сами по	1	1
473	перед собою	2	1
474	может вызвать	1	1
475	такое толкование	1	1
476	работы то	1	1
477	сущность явлений	1	1
478	я то	1	1
479	слова и	5	1
480	к ней	5	1
481	этой способности	1	1
482	словесного выражения	1	1
483	жизнь и	1	1
484	в этих	1	1
485	и той	2	1
486	ли она	4	1
487	что этот	1	1
488	сама по	2	1
489	что есть	2	1
490	свою мать	1	1
491	на него	3	1
492	бы например	2	1
493	всего человека	2	1
494	не имеет	6	1
495	целого и	1	1
496	не видеть	2	1
497	роль играет	1	1
498	на свою	2	1
499	как в	10	1
500	противном случае	1	1
501	схему и	1	1
502	развития в	2	1
503	уже есть	1	1
504	что если	1	1
505	частью в	2	1
506	весь процесс	1	1
507	зрения и	2	1
508	есть то	2	1
509	общего с	1	1
510	что у	1	1
511	под ним	2	1
512	говоря о	4	1
513	на одном	1	1
514	своего развития	1	1
515	жизни не	3	1
516	своего опыта	1	1
517	именно эти	2	1
518	с этой	2	1
519	и если	2	1
520	образа есть	1	1
521	в противном	1	1
522	мысль в	3	1
523	не все	4	1
524	можно назвать	1	1
525	я с	1	1
526	ни в	2	1
527	да и	1	1
528	но на	1	1
529	уже в	5	1
530	находится в	1	1
531	со всем	1	1
532	что до	1	1
533	тому же	1	1
534	должно быть	5	1
535	только через	1	1
536	вообще в	1	1
537	а и	4	1
538	он был	1	1
539	в истории	1	1
540	тем что	7	1
541	который у	1	1
542	том смысле	3	1
543	не один	2	1
544	образом можно	1	1
545	целом и	1	1
546	ничего общего	2	1
547	в последнем	3	1
548	судя по	1	1
549	к более	1	1
550	творческую деятельность	1	1
551	почти то	2	1
552	представить себе	3	1
553	же и	3	1
554	не могло	1	1
555	собою в	1	1
556	уже не	6	1
557	заметить что	3	1
558	могут иметь	1	1
559	это с	1	1
560	образы из	1	1
561	это было	3	1
562	восприятии и	1	1
563	к чувственному	2	1
564	что а	2	1
565	и следует	2	1
566	ему самому	2	1
567	по своему	2	1
568	что эти	1	1
569	даже из	1	1
570	что конечно	3	1
571	сам по	5	1
572	для этого	1	1
573	понятия и	2	1
574	художник должен	1	1
575	общие идеи	1	1
576	вряд ли	1	1
577	все случайное	1	1
578	с бессознательным	1	1
579	в понятиях	1	1
580	предмета в	2	1
581	теперь можно	1	1
582	всем своем	1	1
583	и та	2	1
584	в логике	1	1
585	формы в	1	1
586	а к	3	1
587	другое более	1	1
588	содержания а	1	1
589	в сфере	1	1
590	так сказать	2	1
591	по слову	1	1
592	подлежит сомнению	1	1
593	впечатлений в	1	1
594	или с	2	1
595	то или	2	1
596	того как	4	1
597	художник в	1	1
598	лицо в	1	1
599	образ то	2	1
600	приходит к	1	1
601	деятельность в	1	1
602	содержания в	2	1
603	увидим ниже	1	1
604	только тогда	9	1
605	форма по	1	1
606	не выражается	1	1
607	стороне вопрос	1	1
608	единство и	2	1
609	события и	1	1
610	есть одно	2	1
611	бы быть	2	1
612	вне себя	2	1
613	деятельности но	1	1
614	а об	1	1
615	действительность художник	1	1
616	себя и	4	1
617	и что	10	1
618	романа и	1	1
619	бы с	1	1
620	силу того	1	1
621	данные в	1	1
622	похожи на	1	1
623	и образа	1	1
624	тем такая	1	1
625	и внешнего	1	1
626	из того	2	1
627	форму в	1	1
628	необходимое условие	1	1
629	не как	2	1
630	несмотря на	2	1
631	чувственное восприятие	3	1
632	образом это	1	1
633	в каждой	4	1
634	друг друга	3	1
635	что мысль	2	1
636	слова с	3	1
637	приходит в	1	1
638	или точнее	1	1
639	происходит в	1	1
640	уже о	1	1
641	отсюда как	1	1
642	в основании	2	1
643	к сознанию	2	1
644	отдельных частей	1	1
645	или наоборот	1	1
646	время и	2	1
647	между этими	1	1
648	самое понятие	1	1
649	но что	2	1
650	с которой	1	1
651	образ а	2	1
652	чем он	1	1
653	собою явления	1	1
654	в известной	1	1
655	только для	1	1
656	понятие или	1	1
657	собственно говоря	2	1
658	мы видим	2	1
659	в систему	1	1
660	целый ряд	2	1
661	которые не	1	1
662	свойств и	2	1
663	искусства образ	1	1
664	бы уже	1	1
665	всего остального	1	1
666	образ как	4	1
667	который в	1	1
668	он должен	1	1
669	себе все	1	1
670	бы при	1	1
671	то все	1	1
672	знает что	1	1
673	и целого	1	1
674	как оно	1	1
675	в ту	1	1
676	мы только	1	1
677	сознает свою	1	1
678	понятно что	1	1
679	первоначального замысла	1	1
680	хотя в	1	1
681	так или	2	1
682	имели бы	1	1
683	противоречия и	1	1
684	бросается в	1	1
685	себя это	1	1
686	и это	4	1
687	то уже	1	1
688	в понятие	1	1
689	конечно не	1	1
690	в глаза	1	1
691	действия не	1	1
692	в памяти	1	1
693	человека таким	1	1
694	остается только	2	1
695	искусства и	3	1
696	быть в	1	1
697	себе и	1	1
698	или иначе	1	1
699	и то	8	1
700	без этого	1	1
701	от всего	3	1
702	которое не	2	1
703	друг другу	1	1
704	следует однако	2	1
705	но это	6	1
706	в данном	1	1
707	в свою	3	1
708	д само	1	1
