N	2gram	Bakhtin_KF_1	slovoVRo
247	не с	1	2
248	произведения не	1	2
249	в контекст	1	2
250	в другом	3	2
251	можно сказать	1	2
252	жизни но	3	2
253	и всякое	1	2
254	в лучшем	1	2
255	оставаясь в	1	2
256	и самая	1	2
257	предмета и	1	2
258	известном смысле	1	2
259	здесь не	3	2
260	мы видим	1	2
261	каждый момент	1	2
262	осмысления и	1	2
263	между тем	4	2
264	и тем	3	2
265	же и	1	2
266	акт и	4	2
267	уже не	7	2
268	если мы	1	2
269	только на	1	2
270	до абсурда	1	2
271	моментами его	1	2
272	в виде	2	2
273	в одном	4	2
274	себя от	1	2
275	для того	3	2
276	именно как	1	2
277	не есть	20	2
278	а с	2	2
279	в определенных	1	2
280	точке зрения	1	2
281	с которым	1	2
282	жизнь в	1	2
283	совершенно не	6	2
284	что все	1	2
285	связь с	1	2
286	возможности в	2	2
287	эти слова	1	2
288	его как	5	2
289	и связанных	1	2
290	быть только	8	2
291	должно быть	6	2
292	в контексте	5	2
293	не единство	1	2
294	лучшем случае	1	2
295	того или	3	2
296	как раз	1	2
297	ибо он	1	2
298	не является	1	2
299	одна из	1	2
300	имеет дело	1	2
301	и кроме	1	2
302	потому что	2	2
303	и предметом	1	2
304	ни было	4	2
305	между ними	1	2
306	с ней	1	2
307	или иного	3	2
308	одновременно и	1	2
309	первом случае	1	2
310	бы его	1	2
311	и эта	2	2
312	конкретного и	1	2
313	к этому	2	2
314	себя как	2	1
315	только он	1	1
316	не остается	2	1
317	возможны и	1	1
318	в чужой	1	1
319	бы для	1	1
320	и есть	9	1
321	чего не	2	1
322	и до	1	1
323	единством в	1	1
324	из его	3	1
325	не имеют	1	1
326	ведь и	1	1
327	конечно в	2	1
328	действительности и	1	1
329	свой мир	1	1
330	его не	1	1
331	из всех	1	1
332	со всех	1	1
333	мы имеем	5	1
334	предмета в	2	1
335	что между	1	1
336	и свой	2	1
337	что уже	1	1
338	как из	1	1
339	именно к	1	1
340	место в	5	1
341	входит как	2	1
342	оба эти	2	1
343	и нераздельно	1	1
344	в некотором	3	1
345	своему смыслу	1	1
346	и он	1	1
347	всех сторон	1	1
348	не нужно	2	1
349	бы то	2	1
350	этим не	1	1
351	а следовательно	3	1
352	как целое	1	1
353	но как	5	1
354	только изнутри	6	1
355	предмета его	1	1
356	а только	1	1
357	со всеми	2	1
358	свою жизнь	2	1
359	менее всего	6	1
360	смыслу и	2	1
361	а через	1	1
362	и место	1	1
363	в едином	9	1
364	или иное	2	1
365	его собственном	1	1
366	смысловой и	1	1
367	один и	1	1
368	каково бы	1	1
369	систему и	1	1
370	определения и	1	1
371	характер и	1	1
372	контексте и	1	1
373	его на	2	1
374	в значительной	1	1
375	какие бы	1	1
376	то или	2	1
377	в противном	1	1
378	сознания в	2	1
379	его к	2	1
380	следующие строки	1	1
381	в действительности	1	1
382	и свою	1	1
383	в этот	1	1
384	где все	1	1
385	в себя	7	1
386	себе как	2	1
387	имеем в	2	1
388	бы не	3	1
389	близости к	1	1
390	момент как	1	1
391	в этой	2	1
392	разных точек	1	1
393	и тот	1	1
394	как основной	1	1
395	на то	1	1
396	вследствие этого	2	1
397	и единственному	4	1
398	с чем	1	1
399	что она	1	1
400	задний план	1	1
401	только себя	1	1
402	было с	1	1
403	к миру	1	1
404	бы через	1	1
405	отказа от	1	1
406	не значит	6	1
407	он должен	1	1
408	не к	1	1
409	жизнью и	1	1
410	оно должно	1	1
411	мир как	6	1
412	есть еще	1	1
413	и было	1	1
414	его объективный	1	1
415	осуществляются в	1	1
416	нечто чего	1	1
417	эта же	1	1
418	ни был	2	1
419	значительной степени	1	1
420	подход к	1	1
421	то ни	2	1
422	а затем	1	1
423	всякое живое	1	1
424	ним в	1	1
425	поэтому мы	1	1
426	не дает	3	1
427	бы быть	5	1
428	в многообразии	1	1
429	и единого	1	1
430	здесь как	1	1
431	особенно в	1	1
432	ответственного за	1	1
433	может стать	1	1
434	действительности в	2	1
435	форму и	1	1
436	содержание и	2	1
437	в жизни	2	1
438	смерть и	1	1
439	только одно	1	1
440	ни в	12	1
441	но уже	1	1
442	он действительно	1	1
443	этого не	1	1
444	и разнообразие	1	1
445	и уже	1	1
446	несмотря на	1	1
447	значит не	1	1
448	чем в	1	1
449	как таковой	1	1
450	в один	1	1
451	и того	2	1
452	смысл и	6	1
453	места в	4	1
454	от своего	1	1
455	в понятия	1	1
456	как все	1	1
457	включение в	1	1
458	к действительному	1	1
459	здесь существенно	1	1
460	данного предмета	1	1
461	своих моментах	2	1
462	это разные	1	1
463	он принимает	1	1
464	могла бы	4	1
465	отсюда его	1	1
466	мир и	1	1
467	есть его	2	1
468	исключительно на	1	1
469	но во	1	1
470	мире все	1	1
471	тем не	2	1
472	изнутри в	2	1
473	сама она	1	1
474	условия и	1	1
475	моментов их	1	1
476	мира он	1	1
477	не менее	3	1
478	и развивается	2	1
479	свое как	1	1
480	здесь лишь	1	1
481	мышления и	2	1
482	здесь на	1	1
483	его есть	1	1
484	ясность и	1	1
485	к такому	1	1
486	но только	1	1
487	того чтобы	2	1
488	определенного и	2	1
489	только не	1	1
490	что философия	2	1
491	возможно и	1	1
492	дело в	2	1
493	сознания это	1	1
494	они вообще	1	1
495	по своей	1	1
496	людей и	2	1
497	во всем	7	1
498	его он	1	1
499	в каком	4	1
500	к той	1	1
501	не от	1	1
502	в специальном	1	1
503	исходить из	1	1
504	есть только	1	1
505	во все	1	1
506	единства в	2	1
507	отличается от	1	1
508	единому и	4	1
509	всего в	1	1
510	и относит	1	1
511	его с	2	1
512	ориентируется в	1	1
513	как свой	1	1
514	не дано	1	1
515	социальные и	1	1
516	но сама	1	1
517	должен быть	7	1
518	и это	12	1
519	рассмотрения и	1	1
520	это единство	3	1
521	в виду	3	1
522	себя до	1	1
523	на задний	1	1
524	же не	1	1
525	для всего	1	1
526	культуры и	5	1
527	приводит к	1	1
528	его смысловую	1	1
529	нет подхода	2	1
530	дано в	1	1
531	и иные	1	1
532	и совершенно	3	1
533	что может	1	1
534	единство его	1	1
535	не предмет	1	1
536	вне ее	3	1
537	это только	2	1
538	жизнь и	2	1
539	даны в	2	1
540	был не	1	1
541	если бы	8	1
542	для этого	2	1
543	со стороны	7	1
544	смысле и	2	1
545	связанная с	1	1
546	тона и	1	1
547	все дело	1	1
548	в индивидуальный	1	1
549	сводится к	2	1
550	только так	1	1
551	не был	1	1
552	в действительной	4	1
553	объективного и	1	1
554	под эти	1	1
555	за свое	4	1
556	находятся в	1	1
557	его жизни	3	1
558	она всегда	1	1
559	и содержание	5	1
560	оно ни	1	1
561	в различных	1	1
562	качестве необходимого	1	1
563	в единую	1	1
564	казаться что	1	1
565	это было	2	1
566	и вследствие	1	1
567	это может	1	1
568	слово может	1	1
569	ибо нет	2	1
570	смысле не	2	1
571	во втором	1	1
572	нем может	1	1
573	нуждается в	1	1
574	что и	7	1
575	к своеобразному	1	1
576	и только	6	1
577	которой все	2	1
578	может иметь	2	1
579	и она	2	1
580	в литературе	1	1
581	разрыва между	1	1
582	изнутри этих	2	1
583	тот же	1	1
584	учитывает и	1	1
585	дело с	2	1
586	вступить в	1	1
587	сознание в	1	1
588	в стороне	1	1
589	и так	1	1
590	а лишь	3	1
591	мы ничего	1	1
592	именно на	2	1
593	между отдельными	1	1
594	в действительном	6	1
595	живое слово	1	1
596	в душе	1	1
597	специфическая особенность	1	1
598	него нет	1	1
599	и их	6	1
600	к ним	4	1
601	только с	3	1
602	другом в	1	1
603	чтобы не	2	1
604	не просто	1	1
605	от того	3	1
606	норм но	1	1
607	автора как	2	1
608	такие которые	1	1
609	предмету но	1	1
610	момент в	7	1
611	оторванные от	2	1
612	которые как	1	1
613	нет и	3	1
614	совершенно разные	1	1
615	со всем	5	1
616	себя и	2	1
617	что не	3	1
618	предмет и	2	1
619	противном случае	1	1
620	месте и	1	1
621	только по	2	1
622	из пределов	1	1
623	а изнутри	3	1
624	ничем не	1	1
625	в отвлечении	5	1
626	своем месте	2	1
627	свою правду	1	1
628	принципиально иначе	1	1
629	что мы	1	1
630	оценки и	2	1
631	мира в	6	1
632	ближе к	3	1
633	он и	2	1
634	отвлечении от	6	1
635	быть адекватно	1	1
636	бы оно	2	1
637	вступает в	3	1
638	нет ничего	1	1
639	вместе с	1	1
640	до этого	1	1
641	как одно	1	1
642	возможность в	2	1
643	относятся к	1	1
644	его содержание	1	1
645	книге о	1	1
646	этого момента	1	1
647	на границе	1	1
648	не существенно	1	1
649	к действительности	1	1
650	не понижает	2	1
651	быть не	2	1
652	в это	2	1
653	этого слова	2	1
654	в реальном	1	1
655	но это	6	1
656	между прочим	1	1
657	но с	1	1
658	от действительного	2	1
659	за его	1	1
660	которых он	1	1
661	живет и	1	1
662	конкретный и	1	1
663	не переходит	1	1
664	правду и	2	1
665	от них	1	1
666	от него	3	1
667	эти нормы	1	1
668	от единого	2	1
669	же в	1	1
670	все попытки	4	1
671	становления и	1	1
672	время находится	1	1
673	не знает	5	1
674	только как	4	1
675	равно как	1	1
676	себе самому	1	1
677	в последнем	1	1
678	переход из	1	1
679	не способны	1	1
680	та же	2	1
681	не достаточен	1	1
682	в какой	1	1
683	включает в	2	1
684	жизни и	8	1
685	который не	1	1
686	им и	1	1
687	нем причем	2	1
688	все что	1	1
689	они не	1	1
