N	2gram	Propp_Isto_3	KFilosof
180	с тем	2	2
181	можно ли	3	2
182	жизни является	1	2
183	тем не	5	2
184	и эти	3	2
185	войти в	1	2
186	по себе	1	2
187	случае мы	1	2
188	к себе	1	2
189	ничего общего	1	2
190	на нем	1	2
191	чтобы быть	1	2
192	чтобы дать	1	2
193	и та	1	2
194	на волю	1	2
195	однако что	3	2
196	ее от	1	2
197	и она	3	2
198	в него	2	2
199	тот же	1	2
200	дело с	2	2
201	что он	9	2
202	вступить в	3	2
203	именно на	1	2
204	со всеми	1	2
205	в качестве	2	2
206	него и	2	2
207	его и	4	2
208	были бы	1	2
209	ли это	2	2
210	для этого	1	2
211	себя и	1	2
212	но есть	2	2
213	предмет и	1	2
214	прежде всего	3	2
215	в соответствии	1	2
216	он и	3	2
217	если не	2	2
218	для этой	1	2
219	и потому	2	2
220	его на	2	2
221	что за	1	2
222	дело здесь	1	2
223	этого слова	1	2
224	все остальные	1	2
225	но для	1	2
226	которой он	1	2
227	это уже	1	2
228	это можно	1	2
229	человек и	1	2
230	еще более	2	2
231	он имеет	1	2
232	потому что	3	2
233	они находятся	1	2
234	его к	1	2
235	но этот	2	2
236	всякий предмет	1	2
237	и эта	1	2
238	к этому	7	2
239	ту же	2	1
240	также и	1	1
241	человека и	1	1
242	и через	1	1
243	бы для	1	1
244	и живут	1	1
245	здесь и	2	1
246	всем что	1	1
247	и до	1	1
248	имеем и	3	1
249	исходит из	1	1
250	не имеют	2	1
251	видеть в	1	1
252	действительности и	1	1
253	мы уже	6	1
254	той же	2	1
255	его не	3	1
256	их и	3	1
257	из всех	1	1
258	со всех	1	1
259	и лицо	1	1
260	корне неправильно	1	1
261	бы что	1	1
262	время от	2	1
263	во внутрь	1	1
264	и ее	3	1
265	как я	1	1
266	и он	2	1
267	столь же	1	1
268	в различных	1	1
269	этих случаях	7	1
270	как если	1	1
271	землю и	1	1
272	имеем здесь	1	1
273	они имеют	1	1
274	мы будем	1	1
275	нельзя говорить	1	1
276	а он	5	1
277	а через	3	1
278	не просто	1	1
279	браку но	1	1
280	есть просто	1	1
281	более чем	1	1
282	с этим	8	1
283	от до	1	1
284	что ее	1	1
285	такова же	1	1
286	хотя и	2	1
287	бы я	1	1
288	из сознания	1	1
289	он находится	1	1
290	и к	3	1
291	в этот	2	1
292	ни один	2	1
293	как основной	1	1
294	бы только	1	1
295	здесь есть	2	1
296	на то	1	1
297	если он	2	1
298	этот процесс	1	1
299	на его	3	1
300	что она	5	1
301	имеем не	3	1
302	не следует	1	1
303	главным образом	1	1
304	неправильно будет	1	1
305	перестает быть	1	1
306	нее и	2	1
307	весь и	1	1
308	прочим и	1	1
309	образом и	2	1
310	но прежде	1	1
311	их в	3	1
312	его от	1	1
313	и по	1	1
314	на этом	4	1
315	будем говорить	1	1
316	все с	1	1
317	а затем	3	1
318	же не	2	1
319	об этом	1	1
320	связанных с	2	1
321	и с	4	1
322	где оно	1	1
323	предположение что	1	1
324	должен был	3	1
325	и находит	1	1
326	смерть и	2	1
327	этого она	1	1
328	все равно	3	1
329	а за	1	1
330	всю жизнь	2	1
331	и уже	2	1
332	чем в	1	1
333	и было	2	1
334	такой же	2	1
335	в один	1	1
336	не мог	2	1
337	и видит	1	1
338	в этих	11	1
339	художественного творчества	1	1
340	всяком случае	2	1
341	на месте	2	1
342	она в	1	1
343	мы найдем	2	1
344	от времени	1	1
345	вышел из	1	1
346	выходит из	1	1
347	не будем	3	1
348	но он	4	1
349	действительно есть	1	1
350	ним в	1	1
351	и очень	1	1
352	она не	4	1
353	здесь входить	1	1
354	одна из	2	1
355	здесь на	2	1
356	смысле и	1	1
357	например что	1	1
358	для всего	1	1
359	только не	2	1
360	находятся в	1	1
361	впрочем в	1	1
362	между прочим	3	1
363	такая же	1	1
364	в индивидуальный	1	1
365	ему и	1	1
366	его он	2	1
367	меня с	1	1
368	до того	1	1
369	уже и	1	1
370	есть исторически	1	1
371	и говорят	3	1
372	у меня	5	1
373	к таким	1	1
374	но там	1	1
375	и должно	1	1
376	есть только	2	1
377	во все	2	1
378	оно именно	1	1
379	и другой	1	1
380	отличается от	1	1
381	к тому	3	1
382	всего что	1	1
383	за свою	1	1
384	него как	1	1
385	всегда в	1	1
386	и входит	1	1
387	и о	2	1
388	совершенно правильно	1	1
389	с ее	1	1
390	как не	1	1
391	свою очередь	1	1
392	и от	3	1
393	и получает	1	1
394	уже с	3	1
395	образом я	1	1
396	на том	3	1
397	именно момент	1	1
398	только через	1	1
399	с собой	2	1
400	не с	2	1
401	его совершенно	1	1
402	живет в	5	1
403	этой мысли	1	1
404	можно только	3	1
405	может возникнуть	1	1
406	и всякого	1	1
407	и даже	2	1
408	образом в	2	1
409	находится в	4	1
410	может ничего	1	1
411	я теперь	2	1
412	а время	1	1
413	на все	2	1
414	другими словами	1	1
415	она всегда	1	1
416	можно сказать	2	1
417	ли она	1	1
418	последних двух	1	1
419	и большой	2	1
420	которой мы	1	1
421	от них	3	1
422	это лишь	1	1
423	не знаю	8	1
424	человека как	1	1
425	если это	3	1
426	к ней	4	1
427	есть что	1	1
428	в жизнь	1	1
429	в каких	1	1
430	один из	5	1
431	которой и	1	1
432	или нет	1	1
433	мы видим	8	1
434	одной из	1	1
435	и так	2	1
436	оживает и	1	1
437	чтобы я	1	1
438	всего мы	1	1
439	можно установить	5	1
440	не можем	1	1
441	в большинстве	1	1
442	только на	2	1
443	а то	2	1
444	большинстве случаев	2	1
445	только к	1	1
446	только одно	1	1
447	одно из	1	1
448	себе в	2	1
449	никто не	2	1
450	смысле этого	1	1
451	так как	7	1
452	друг друга	6	1
453	мы можем	6	1
454	но уже	1	1
455	не противоречит	5	1
456	и также	1	1
457	она и	1	1
458	с другим	1	1
459	не знать	1	1
460	здесь в	1	1
461	а именно	4	1
462	или просто	1	1
463	только путем	1	1
464	во второй	1	1
465	и др	2	1
466	и затем	1	1
467	ты должен	1	1
468	превращается в	3	1
469	уже давно	2	1
470	здесь дело	2	1
471	она является	1	1
472	ничем не	1	1
473	что мы	1	1
474	себя от	1	1
475	лежащие на	1	1
476	связь с	6	1
477	нет ничего	2	1
478	вместе с	9	1
479	кто-нибудь стал	1	1
480	но такое	1	1
481	еще на	1	1
482	над ним	1	1
483	и объект	1	1
484	где же	1	1
485	не существенно	1	1
486	и всей	1	1
487	это значит	1	1
488	лежит в	1	1
489	том смысле	1	1
490	как из	1	1
491	своей жизни	1	1
492	только для	1	1
493	о его	1	1
494	как таковой	2	1
495	к двум	1	1
496	не раз	2	1
497	она должна	1	1
498	и сама	1	1
499	при таком	1	1
500	не существует	1	1
501	она может	1	1
502	или в	11	1
503	это может	1	1
504	в эту	1	1
505	мы должны	7	1
506	мы ничего	1	1
507	все они	1	1
508	или не	2	1
509	же в	2	1
510	и законов	1	1
511	могли быть	1	1
512	слова я	1	1
513	с ней	6	1
514	была бы	1	1
515	равно как	3	1
516	в иной	1	1
517	является и	1	1
518	нет но	1	1
519	для героя	1	1
520	характерной чертой	1	1
521	по которой	1	1
522	бы его	1	1
523	утверждать что	2	1
524	ней в	2	1
525	но эти	1	1
526	а я	2	1
527	ее в	3	1
528	это в	1	1
529	им и	1	1
530	во всяком	2	1
531	все что	3	1
532	они не	4	1
