N	2gram	Tiupa_Narr_2	Problemy
508	в основе	1	1
509	не случайно	2	1
510	и такого	2	1
511	не приносит	1	1
512	не оставив	1	1
513	а во	2	1
514	и по	3	1
515	это сделать	1	1
516	только внешне	1	1
517	с читателем	1	1
518	и теперь	1	1
519	связи с	1	1
520	не видит	1	1
521	этом отношении	3	1
522	похожи на	1	1
523	от их	1	1
524	ни о	1	1
525	не могут	1	1
526	об одном	1	1
527	только еще	1	1
528	все не	1	1
529	первом и	1	1
530	быстро что	1	1
531	встречаются и	1	1
532	для того	1	1
533	оно не	2	1
534	говорит сам	1	1
535	и о	1	1
536	того чтобы	3	1
537	но при	4	1
538	здесь не	2	1
539	данном случае	6	1
540	ни слова	2	1
541	не вступает	1	1
542	только не	2	1
543	в себя	4	1
544	приводит к	1	1
545	на свой	2	1
546	его самого	1	1
547	с собой	1	1
548	можно было	2	1
549	а рассказ	1	1
550	времени и	4	1
551	жизнь а	1	1
552	каждого из	1	1
553	того и	1	1
554	как ему	1	1
555	по сравнению	1	1
556	между собой	3	1
557	жизнь героя	1	1
558	тех кто	1	1
559	внимание на	3	1
560	оно лишено	1	1
561	никак не	3	1
562	героя не	1	1
563	из рассказа	1	1
564	или на	1	1
565	его тело	1	1
566	душ и	1	1
567	первая фраза	1	1
568	я а	1	1
569	он прямо	1	1
570	во всей	1	1
571	с матерью	3	1
572	по разным	1	1
573	внутренним голосом	1	1
574	выше в	1	1
575	на других	1	1
576	было тогда	1	1
577	не должен	2	1
578	и она	1	1
579	о своих	1	1
580	происходит в	1	1
581	в формах	1	1
582	по своей	3	1
583	слове и	1	1
584	что только	1	1
585	и дело	2	1
586	простым и	1	1
587	одного сознания	1	1
588	к вам	1	1
589	нем не	1	1
590	по мнению	1	1
591	протяжении рассказа	2	1
592	в уста	1	1
593	с одной	5	1
594	себя в	2	1
595	голосом и	1	1
596	со своим	2	1
597	в банке	1	1
598	и искусно	1	1
599	или не	1	1
600	героя с	1	1
601	этот момент	1	1
602	еще одной	1	1
603	а то	2	1
604	это такая	1	1
605	участие в	2	1
606	ответ на	5	1
607	и их	1	1
608	интриги в	3	1
609	никто не	1	1
610	в прошлом	1	1
611	установки и	1	1
612	после себя	1	1
613	но что	1	1
614	не хотел	1	1
615	к той	1	1
616	интенции автора	1	1
617	они становятся	1	1
618	после него	1	1
619	именно как	1	1
620	не оказывается	2	1
621	на второй	2	1
622	души человеческой	1	1
623	до сих	1	1
624	что человек	1	1
625	чем он	1	1
626	действующих лиц	3	1
627	и быть	1	1
628	другого что	1	1
629	или о	1	1
630	люди что	1	1
631	обратиться к	2	1
632	всех их	1	1
633	к человеку	1	1
634	можно представить	1	1
635	не обращая	1	1
636	на этот	1	1
637	ничем не	1	1
638	в рассказе	4	1
639	что находится	1	1
640	уже давно	1	1
641	было как	1	1
642	не последним	1	1
643	но оно	1	1
644	ее внутренняя	1	1
645	самого его	1	1
646	глядят на	1	1
647	к его	3	1
648	она тем	1	1
649	в строгом	2	1
650	что теперь	1	1
651	в столь	1	1
652	в данном	10	1
653	на себя	1	1
654	его участие	1	1
655	даже с	1	1
656	плачут и	1	1
657	главного героя	2	1
658	или хотя	1	1
659	вопреки этой	1	1
660	другому как	1	1
661	внимания на	1	1
662	в аспекте	3	1
663	что касается	1	1
664	какой он	1	1
665	событие взаимодействия	1	1
666	еще одна	1	1
667	слова но	1	1
668	убеждения в	1	1
669	ли в	1	1
670	котором он	1	1
671	или в	1	1
672	и среди	1	1
673	между ними	1	1
674	еще раз	1	1
675	и видит	1	1
676	своей собственной	2	1
677	мысль о	2	1
678	со второй	1	1
679	могу и	1	1
680	действительной жизни	1	1
681	несмотря на	2	1
682	хотя в	1	1
683	давно уже	2	1
684	определяется его	1	1
685	жизни ивана	1	1
686	одной из	1	1
687	требует чтобы	1	1
688	может и	1	1
689	о своем	2	1
690	в свою	2	1
691	в аналогичной	1	1
692	обратим внимание	1	1
693	своего мира	1	1
694	они все	2	1
695	того на	1	1
696	из этого	1	1
697	с каждым	1	1
698	который не	1	1
699	себе не	1	1
700	себе но	1	1
701	самое важное	1	1
702	речи как	1	1
703	два человека	1	1
704	в своих	2	1
705	кажется и	1	1
706	и вновь	2	1
