N	2gram	Voloshinov_1	VeschiIm
233	только к	1	2
234	мы можем	4	2
235	и если	1	2
236	в науке	1	2
237	в своих	2	2
238	все равно	1	2
239	не из	1	2
240	и уже	3	2
241	в самой	1	2
242	заключается в	1	2
243	в виду	1	2
244	человека и	1	2
245	где она	1	2
246	мог бы	2	2
247	понять и	1	2
248	все эти	2	1
249	слова есть	1	1
250	в которой	3	1
251	входя в	1	1
252	сводится к	1	1
253	для всех	1	1
254	и подобно	1	1
255	смысловой и	1	1
256	или только	1	1
257	только одного	1	1
258	то мы	1	1
259	которые только	2	1
260	в другом	2	1
261	в столь	1	1
262	отличие от	1	1
263	мое собственное	1	1
264	и оно	1	1
265	как ни	1	1
266	или в	1	1
267	и самый	1	1
268	в двух	4	1
269	одной стороны	2	1
270	на том	1	1
271	существует только	1	1
272	нами четыре	1	1
273	где нет	1	1
274	говоря и	1	1
275	ее на	1	1
276	переходим к	1	1
277	что данное	1	1
278	себе в	1	1
279	речи она	1	1
280	это слово	1	1
281	и является	2	1
282	ведь уже	1	1
283	лишь как	1	1
284	в поэтическом	1	1
285	учение о	2	1
286	думать что	2	1
287	этого слова	1	1
288	не было	1	1
289	к другим	1	1
290	равно и	1	1
291	вовсе не	2	1
292	и вместе	1	1
293	бесконечно разнообразной	1	1
294	вслед за	2	1
295	в виде	1	1
296	только о	1	1
297	и должна	1	1
298	в сознании	4	1
299	это конечно	1	1
300	или иных	1	1
301	этого мы	1	1
302	к которому	1	1
303	и творческого	1	1
304	что эта	2	1
305	которая как	1	1
306	позитивистической метафизикой	1	1
307	уже из	1	1
308	в конце	1	1
309	в некоторых	1	1
310	в понимании	1	1
311	и уж	1	1
312	материи и	1	1
313	которое мы	2	1
314	на нем	1	1
315	вообще в	1	1
316	ничего общего	3	1
317	осмысления и	1	1
318	из живой	1	1
319	и вне	1	1
320	но может	1	1
321	того или	2	1
322	нет никакого	1	1
323	мы должны	6	1
324	не можем	1	1
325	только ее	2	1
326	по своей	1	1
327	нуждается в	2	1
328	свойств а	1	1
329	и чем	1	1
330	но для	3	1
331	которую не	1	1
332	к этому	1	1
333	одной из	1	1
334	сознания и	2	1
335	один и	1	1
336	в субъекте	1	1
337	из него	1	1
338	конечно в	2	1
339	в начале	1	1
340	связанное с	1	1
341	возможность а	1	1
342	со всей	3	1
343	не имеют	1	1
344	он все	1	1
345	организма и	1	1
346	как из	1	1
347	наш анализ	1	1
348	я хочу	3	1
349	то можно	1	1
350	не всегда	1	1
351	и к	2	1
352	не имеет	2	1
353	представим себе	2	1
354	отождествляется с	1	1
355	они не	1	1
356	момента в	1	1
357	и один	1	1
358	понятно но	1	1
359	общения в	1	1
360	поэтому не	1	1
361	же точно	1	1
362	же самый	1	1
363	язык есть	1	1
364	до того	1	1
365	к новым	1	1
366	такого воззрения	1	1
367	сознание что	1	1
368	на одном	1	1
369	другое дело	1	1
370	эта связь	1	1
371	находятся в	1	1
372	этого общения	1	1
373	только с	1	1
374	она и	1	1
375	не является	4	1
376	зависимости от	2	1
377	есть прежде	3	1
378	сочетания этих	1	1
379	конечно не	1	1
380	а также	2	1
381	и который	1	1
382	на основе	1	1
383	подойти к	2	1
384	эти три	1	1
385	в истории	1	1
386	и наиболее	2	1
387	оба метода	1	1
388	психологизма и	1	1
389	слово для	1	1
390	едва ли	1	1
391	вне этой	1	1
392	лежит в	1	1
393	что существуют	1	1
394	нужно сказать	1	1
395	в пределах	3	1
396	является не	1	1
397	есть его	1	1
398	в них	2	1
399	в выражении	1	1
400	другой стороны	2	1
401	только потому	1	1
402	в зависимости	2	1
403	которая есть	1	1
404	форм но	2	1
405	в этой	1	1
406	при этом	2	1
407	же как	1	1
408	процессов в	1	1
409	могут быть	2	1
410	как то	1	1
411	с одной	2	1
412	общение по	1	1
413	слова и	2	1
414	он говорит	1	1
415	в едином	1	1
416	в отличие	1	1
417	мы понимаем	2	1
418	однако если	1	1
419	общения и	2	1
420	в организме	1	1
421	познания в	1	1
422	его чисто	1	1
423	ее и	1	1
424	почему же	1	1
425	в действительности	2	1
426	далеко не	1	1
427	ничего в	1	1
428	жизнь как	1	1
429	не как	3	1
430	нет ничего	2	1
431	представление о	1	1
432	с его	1	1
433	когда в	1	1
434	указать на	1	1
435	в общем	2	1
436	быть может	1	1
437	логики к	1	1
438	которую мы	1	1
439	случае и	2	1
440	это является	1	1
441	уже к	1	1
442	и у	1	1
443	в целях	2	1
444	которые не	1	1
445	была действительно	1	1
446	сознания но	1	1
447	должно было	1	1
448	и психологизма	1	1
449	нами вопроса	1	1
450	в абстрактное	1	1
451	он и	1	1
452	может стать	2	1
453	и речи	1	1
454	том основании	1	1
455	утверждается что	1	1
456	чтобы данная	1	1
457	не зная	1	1
458	уже в	2	1
459	остается только	1	1
460	слово в	3	1
461	обычно в	1	1
462	не знаем	1	1
463	и эта	5	1
464	этот метод	1	1
465	не имеющие	1	1
466	с самого	2	1
467	к одному	3	1
468	тело которое	1	1
469	связана с	3	1
470	может идти	1	1
