N	2gram	Bakhtin_Pr_2	VeschiIm
212	и самое	2	3
213	без всякого	2	3
214	в собственном	1	3
215	и сам	7	3
216	так и	3	3
217	и вообще	1	3
218	можно сказать	1	3
219	один из	1	3
220	явления как	1	3
221	мы видим	1	3
222	тот же	3	3
223	что он	13	3
224	но как	1	3
225	но то	1	3
226	без этого	1	3
227	только на	3	3
228	сама по	4	3
229	мы находим	1	3
230	в одном	12	3
231	отношение к	2	3
232	никогда не	9	3
233	эти две	1	3
234	а с	2	3
235	существенного и	1	3
236	вместе с	1	3
237	в той	5	3
238	да и	5	3
239	она может	1	3
240	она уже	1	3
241	себя самого	1	3
242	это может	1	3
243	бы в	5	3
244	и ни	1	3
245	тем более	1	3
246	хотя бы	2	3
247	я в	1	3
248	с самим	8	3
249	от этого	1	2
250	как это	1	2
251	тем же	2	2
252	в первом	2	2
253	ту же	2	2
254	из его	2	2
255	обойтись без	3	2
256	мы уже	3	2
257	той же	3	2
258	к чему	1	2
259	как мы	10	2
260	во внутреннем	2	2
261	человека и	2	2
262	но она	1	2
263	своей собственной	1	2
264	бы ни	2	2
265	конечно и	1	2
266	себе что	2	2
267	не нужно	2	2
268	мысли и	2	2
269	на их	1	2
270	мы будем	3	2
271	себе и	4	2
272	как в	2	2
273	и нет	4	2
274	когда он	3	2
275	и понимания	1	2
276	что на	2	2
277	то в	1	2
278	себе как	2	2
279	образом и	3	2
280	так или	1	2
281	же вы	1	2
282	приводит к	6	2
283	только один	1	2
284	но ведь	5	2
285	же но	1	2
286	и если	1	2
287	он не	9	2
288	говорите что	1	2
289	но все	2	2
290	а затем	2	2
291	об этом	2	2
292	есть конечно	3	2
293	то есть	4	2
294	на этой	1	2
295	себя не	1	2
296	от одного	2	2
297	затем и	2	2
298	и тем	1	2
299	ни в	2	2
300	но уже	1	2
301	все равно	1	2
302	в слове	5	2
303	и уже	1	2
304	не мог	1	2
305	жизнь и	1	2
306	и эти	1	2
307	нею и	1	2
308	но они	1	2
309	или что	1	2
310	что ему	1	2
311	дело в	2	2
312	и сама	1	2
313	на него	3	2
314	но только	1	2
315	для всего	1	2
316	это совершенно	1	2
317	в самой	4	2
318	и его	8	2
319	у меня	5	2
320	полную независимость	1	2
321	я сам	2	2
322	если же	4	2
323	самим собою	5	2
324	говорили что	2	2
325	степени и	1	2
326	с собой	4	2
327	не с	1	2
328	мог бы	1	2
329	том как	1	2
330	является в	1	2
331	в виду	3	2
332	но к	2	2
333	и та	2	2
334	никак не	5	2
335	не стоит	1	2
336	может не	1	2
337	и во	1	2
338	никакого реального	1	2
339	во втором	1	2
340	еще более	2	2
341	ни тем	1	2
342	но между	1	2
343	в качестве	1	2
344	и они	2	2
345	его и	2	2
346	же они	1	2
347	мы можем	2	2
348	не случайно	1	2
349	не говорит	1	2
350	о которых	1	2
351	или иначе	1	2
352	тоже ведь	1	2
353	при чем	4	2
354	превращается в	2	2
355	а так	1	2
356	о чем	1	2
357	что из	1	2
358	но оно	1	2
359	зачем же	1	2
360	мы говорили	1	2
361	в первой	2	2
362	первый тип	1	2
363	кроме того	3	2
364	просто как	1	2
365	при всем	1	2
366	но зато	3	2
367	есть уже	1	2
368	не я	1	2
369	отношении к	2	2
370	это все	3	2
371	была бы	2	2
372	но можно	1	2
373	а я	1	2
374	в своих	2	2
375	сущности не	1	2
376	так же	2	2
377	во всяком	2	2
378	этой точки	1	2
379	же нам	2	1
380	я и	2	1
381	от вас	1	1
382	же как	1	1
383	чтобы не	2	1
384	словом как	2	1
385	не объяснять	1	1
386	к полному	1	1
387	идет о	1	1
388	между двумя	1	1
389	не хочет	3	1
390	знаете что	1	1
391	к учению	1	1
392	оно было	1	1
393	все те	1	1
394	уже по	1	1
395	он ничего	4	1
396	бы уже	1	1
397	уже здесь	1	1
398	что если	3	1
399	которую мы	1	1
400	из своих	1	1
401	именно к	1	1
402	но по	1	1
403	он как	1	1
404	время как	2	1
405	вместо того	1	1
406	и со	3	1
407	и заставляет	1	1
408	одного слова	1	1
409	уже в	2	1
410	кто же	1	1
411	теперь на	1	1
412	и говорить	2	1
413	философских теорий	1	1
414	другим в	1	1
415	и на	10	1
416	между собой	2	1
417	себя а	1	1
418	это действительно	1	1
419	всего этого	2	1
420	с его	4	1
421	возможности и	1	1
422	то мы	1	1
423	в обеих	1	1
424	мыслить и	2	1
425	если в	1	1
426	в общем	1	1
427	для всякой	1	1
428	зрения это	1	1
429	отличие от	4	1
430	другое и	1	1
431	и речи	1	1
432	да так	1	1
433	один и	1	1
434	представим себе	2	1
435	но сущность	1	1
436	стороны и	3	1
437	тут уже	1	1
438	что как	1	1
439	внутренняя жизнь	1	1
440	словом в	4	1
441	как нам	2	1
442	перед нами	7	1
443	хотя и	5	1
444	к иному	1	1
445	было только	1	1
446	и к	3	1
447	что этим	1	1
448	слова он	2	1
449	о самом	1	1
450	чего же	1	1
451	бы с	1	1
452	все эти	5	1
453	учение о	1	1
454	в этой	1	1
455	еще один	3	1
456	раз в	1	1
457	и кто	2	1
458	тому же	3	1
459	собою или	1	1
460	как он	2	1
461	но на	2	1
462	не могла	1	1
463	может уже	1	1
464	при этом	6	1
465	чрезвычайно существенно	1	1
466	только себя	1	1
467	что же?	1	1
468	еще раньше	1	1
469	формы но	1	1
470	и еще	2	1
471	явления так	1	1
472	свою собственную	1	1
473	он должен	1	1
474	к одному	6	1
475	не к	1	1
476	не как	6	1
477	вы в	1	1
478	слово или	2	1
479	бы оно	1	1
480	и по	1	1
481	будем говорить	1	1
482	может понять	1	1
483	однако в	1	1
484	они должны	1	1
485	конечно в	2	1
486	форма есть	1	1
487	вы это	1	1
488	но чисто	1	1
489	который и	1	1
490	по природе	1	1
491	может стать	4	1
492	которая как	2	1
493	е уже	1	1
494	в существенном	1	1
495	форму и	1	1
496	же если	1	1
497	должен был	1	1
498	он все	1	1
499	выходя из	1	1
500	в это	1	1
501	может стремиться	1	1
502	что сама	1	1
503	во многом	1	1
504	таковы что	1	1
505	в них	4	1
506	но вся	1	1
507	далеко не	4	1
508	но лишь	1	1
509	а за	3	1
510	не всегда	1	1
511	переходим к	3	1
512	он и	3	1
513	тут что-нибудь	2	1
514	же самый	1	1
515	всякого сомнения	1	1
516	в научной	1	1
517	но почему	1	1
518	же я	1	1
519	я его	1	1
520	мы замечаем	1	1
521	именно и	1	1
522	мы конечно	1	1
523	и без	2	1
524	в котором	6	1
525	в отличие	4	1
526	не учитывает	1	1
527	собою а	2	1
528	от его	1	1
529	ничего это	1	1
530	стало быть	1	1
531	поэтому в	1	1
532	но эта	2	1
533	слово для	1	1
534	выставленные нами	1	1
535	же тут	2	1
536	что было	2	1
537	без всяких	1	1
538	с такими	1	1
539	где нет	1	1
540	даже в	3	1
541	заставляет его	1	1
542	и очень	2	1
543	раз и	2	1
544	сознании в	1	1
545	что с	1	1
546	иной раз	2	1
547	есть прежде	1	1
548	есть а	1	1
549	не имеет	1	1
550	жизни человек	1	1
551	эта внутренняя	1	1
552	о них	1	1
553	это еще	1	1
554	человека по	1	1
555	на меня	2	1
556	находятся в	1	1
557	всего на	1	1
558	явление в	1	1
559	находиться в	1	1
560	по своей	1	1
561	правда это	2	1
562	и является	2	1
563	это слово	5	1
564	в сознании	1	1
565	эти три	1	1
566	до того	1	1
567	только с	1	1
568	уже и	2	1
569	и делает	1	1
570	зрение и	1	1
571	с другом	4	1
572	свое собственное	1	1
573	не могут	4	1
574	могут быть	3	1
575	совершенно особая	1	1
576	понимает и	1	1
577	образом между	1	1
578	его значение	1	1
579	даже когда	1	1
580	ничего общего	1	1
581	что вы	1	1
582	стоит на	1	1
583	им в	2	1
584	вы не	1	1
585	в конце	2	1
586	какой-то другой	1	1
587	как не	1	1
588	изменения в	1	1
589	теперь что	1	1
590	типов и	4	1
591	свою идею	1	1
592	и от	1	1
593	только не	1	1
594	ни под	1	1
595	то время	2	1
596	в пределах	16	1
597	идет речь	1	1
598	стремиться к	1	1
599	на том	2	1
600	если они	1	1
601	они могут	2	1
602	что у	2	1
603	достаточно чтобы	1	1
604	в другом	7	1
605	на нее	1	1
606	от бытия	1	1
607	а этот	1	1
608	это вовсе	2	1
609	здесь как	1	1
610	отождествляется с	1	1
611	совершенно невозможно	1	1
612	быть или	1	1
613	ивана в	1	1
614	или иной	3	1
615	но может	1	1
616	образ или	1	1
617	говорят что	3	1
618	с явлением	1	1
619	все дело	1	1
620	о нем	6	1
621	только так	2	1
622	не был	2	1
623	это я	2	1
624	этот основной	1	1
625	за пределами	1	1
626	почему же	4	1
627	его своим	1	1
628	на что	1	1
629	или обращение	1	1
630	я которое	1	1
631	нас в	1	1
632	слово слово	3	1
633	от них	2	1
634	установка по	1	1
635	с вами	1	1
636	и всякая	1	1
637	на одном	1	1
638	е если	1	1
639	но конечно	2	1
640	резко отличается	1	1
641	смысле это	1	1
642	а именно	1	1
643	каких бы	1	1
644	притом конечно	1	1
645	но тут	1	1
646	к которому	1	1
647	что здесь	1	1
648	этом смысле	2	1
649	но с	1	1
650	его собственная	1	1
651	ничего а	1	1
652	в двух	1	1
653	целое не	1	1
654	в какой	1	1
655	и весьма	1	1
656	и так	2	1
657	или они	1	1
658	говорит только	1	1
659	не было	1	1
660	слово какое	1	1
661	второй тип	1	1
662	теперь в	3	1
663	с одной	1	1
664	именно на	1	1
665	бы вбирает	1	1
666	где они	1	1
667	конечно не	2	1
668	существенное для	1	1
669	в виде	3	1
670	в начале	1	1
671	мы переходим	2	1
672	зрения на	1	1
673	результате такого	1	1
674	всяком случае	1	1
675	слова в	12	1
676	сами по	1	1
677	вовсе не	5	1
678	в условность	1	1
679	реально не	1	1
680	не о	1	1
681	двумя разными	1	1
682	как его	4	1
683	у него	6	1
684	что та	1	1
685	в других	1	1
686	вид что	2	1
687	зрения этого	1	1
688	другого и	2	1
689	до сих	7	1
690	не обязательно	1	1
691	нельзя сказать	2	1
692	которых мы	1	1
693	к которым	1	1
694	но о	1	1
695	предмета но	1	1
696	говорит о	1	1
697	ничего что	2	1
698	одной стороны	1	1
699	есть лишь	1	1
700	слово из	1	1
701	жизнь в	1	1
702	его как	1	1
703	как ни	1	1
704	так значит	1	1
705	входить в	1	1
706	очень важное	1	1
707	нами как	1	1
708	а вы	1	1
709	их к	1	1
710	из которых	1	1
711	без труда	1	1
712	он говорит	2	1
713	смысле этого	1	1
714	на какой-то	1	1
715	вокруг себя	1	1
716	из этой	1	1
717	по существу	3	1
718	друг с	4	1
719	и другой	1	1
720	лежит в	2	1
721	как две	1	1
722	мы сказали	2	1
723	этого слова	2	1
724	слова и	12	1
725	личности другими	1	1
726	в любом	1	1
727	установки и	2	1
728	сих пор	7	1
729	проявляется и	1	1
730	является как	2	1
731	стоит только	1	1
732	не знаем	1	1
733	но для	3	1
734	к другим	1	1
735	не при	1	1
736	нами уже	2	1
737	а вот	2	1
738	самого все	1	1
739	этот образ	1	1
740	нет ибо	1	1
741	или в	8	1
742	сознания и	3	1
743	его с	1	1
744	о котором	1	1
745	сознания вообще	1	1
746	лишь как	2	1
747	в третьем	1	1
748	конце концов	2	1
749	ибо в	1	1
750	на более	1	1
751	реагирует на	2	1
752	уже нет	1	1
753	очень хорошо	2	1
754	к самому	3	1
755	одной из	1	1
756	слова я	1	1
757	слово в	8	1
758	другой стороны	3	1
759	это положение	1	1
760	по одному	1	1
761	жизни а	1	1
762	мы увидим	5	1
763	из этого	1	1
764	из своей	1	1
765	мысли но	1	1
766	общения оно	1	1
767	сущности в	1	1
768	но эти	4	1
769	и эта	2	1
770	к этому	1	1
771	можно назвать	1	1
772	в таком	2	1
773	они не	1	1
