N	2gram	Savitsky_P_1	FransuaR
271	которой в	1	1
272	в преодолении	1	1
273	судить по	1	1
274	того что	2	1
275	существенно и	1	1
276	в современной	1	1
277	и образы	1	1
278	иерархии и	1	1
279	обе эти	1	1
280	и народной	1	1
281	не имеет	1	1
282	вопрос об	1	1
283	с одной	3	1
284	в качестве	9	1
285	определенных и	1	1
286	в темном	1	1
287	новую и	1	1
288	получили в	1	1
289	в виде	2	1
290	всяком случае	1	1
291	к первой	1	1
292	само по	1	1
293	каждый из	1	1
294	широко и	1	1
295	эти явления	1	1
296	были бы	1	1
297	именно как	2	1
298	точек зрения	2	1
299	что не	1	1
300	в живом	1	1
301	только к	1	1
302	к более	1	1
303	них и	1	1
304	отнюдь не	2	1
305	эту эпоху	1	1
306	формах и	1	1
307	в творчестве	1	1
308	так же	1	1
309	и особенно	1	1
310	в церковь	1	1
311	в сборнике	1	1
312	применении к	1	1
313	времени с	1	1
314	да и	2	1
315	и жизнь	1	1
316	сознание исторической	1	1
317	в это	1	1
318	в формах	1	1
319	эти сроки	1	1
320	но для	1	1
321	в смысле	6	1
322	нисколько не	1	1
323	в результате	1	1
324	о котором	1	1
325	в настоящее	1	1
326	но также	4	1
327	как явление	1	1
328	ни к	1	1
329	же в	4	1
330	г и	2	1
331	в русскую	2	1
332	отрыве от	1	1
333	с ними	3	1
334	другой стороны	1	1
335	они как	1	1
336	теперь в	2	1
337	к формам	1	1
338	потому в	2	1
339	культуры в	2	1
340	который не	1	1
341	именно здесь	1	1
342	для каждого	1	1
343	как на	2	1
344	во всяком	1	1
345	гораздо более	1	1
