N	2gram	Vygotskiy__7	TeoriaLi
461	переход к	1	1
462	можно было	2	1
463	здесь как	2	1
464	начала и	1	1
465	с внутренним	1	1
466	что от	1	1
467	является в	5	1
468	в словах	1	1
469	для этого	3	1
470	деятельности в	2	1
471	к языку	1	1
472	с ним	3	1
473	не случайна	1	1
474	первом случае	3	1
475	ситуации и	2	1
476	о коммуникативной	1	1
477	на вопрос	5	1
478	никак не	5	1
479	не содержит	1	1
480	одного из	2	1
481	после того	1	1
482	в сущности	9	1
483	как внутреннее	1	1
484	эти два	1	1
485	нуждается в	3	1
486	ним и	1	1
487	от одного	2	1
488	и только	4	1
489	в другой	1	1
490	наконец в	2	1
491	во внутренней	2	1
492	для установления	1	1
493	внутренней стороны	1	1
494	не совпадает	3	1
495	на которой	1	1
496	один из	2	1
497	но с	2	1
498	есть процесс	1	1
499	оно и	1	1
500	в двух	1	1
501	ее к	1	1
502	и развитием	1	1
503	дело с	1	1
504	этом состоит	1	1
505	в какой	6	1
506	и является	3	1
507	даже если	2	1
508	может оказаться	1	1
509	и приобретает	2	1
510	жить и	1	1
511	который в	1	1
512	со всеми	2	1
513	с которыми	2	1
514	так что	4	1
515	внимание в	1	1
516	есть в	3	1
517	значения слов	3	1
518	если мы	5	1
519	только на	3	1
520	всем его	2	1
521	в значении	1	1
522	из них	1	1
523	за ним	1	1
524	только одно	2	1
525	одно из	5	1
526	и их	5	1
527	никто не	2	1
528	представить себе	3	1
529	ведь это	2	1
530	в одном	1	1
531	так как	14	1
532	тому же	1	1
533	к ним	1	1
534	ту сторону	1	1
535	случае не	2	1
536	различных способах	2	1
537	представленных в	1	1
538	как такового	2	1
539	не говорит	1	1
540	его мысли	2	1
541	в первую	1	1
542	ее на	1	1
543	для того	18	1
544	представляют собой	1	1
545	природу каждой	1	1
546	нашем примере	1	1
547	другого и	1	1
548	между ним	1	1
549	на ее	2	1
550	по своим	2	1
551	с той	1	1
552	в уме	2	1
553	в отсутствие	1	1
554	во внешней	4	1
555	что для	2	1
556	к более	1	1
557	противоречие между	2	1
558	с речью	1	1
559	не было	1	1
560	природе и	2	1
561	отношения в	1	1
562	принадлежит не	1	1
563	с которым	1	1
564	же точно	3	1
565	и первый	2	1
566	в письменном	1	1
567	своей структуре	3	1
568	в ряду	1	1
569	теоретической и	1	1
570	и слово	3	1
571	ближе к	1	1
572	его как	1	1
573	в одно	1	1
574	если не	1	1
575	в связи	1	1
576	речи хотя	2	1
577	как ни	1	1
578	с помощью	13	1
579	свести к	1	1
580	строя речи	1	1
581	в одной	3	1
582	от ее	2	1
583	со словом	1	1
584	сути дела	2	1
585	будущее в	2	1
586	обратил внимание	1	1
587	все люди	1	1
588	другу и	2	1
589	одновременно и	2	1
590	одновременно с	1	1
591	тому как	1	1
592	в наличии	1	1
593	степени и	1	1
594	с этой	5	1
595	этом случае	14	1
596	известном смысле	2	1
597	необходимым условием	1	1
598	как любая	1	1
599	о его	3	1
600	все это	3	1
601	этом и	2	1
602	каждой из	3	1
603	отношений и	1	1
604	и от	4	1
605	что делает	2	1
606	видно из	2	1
607	в результате	1	1
608	все они	1	1
609	о котором	1	1
610	больше и	2	1
611	и постепенное	1	1
612	бы в	5	1
613	своем значении	2	1
614	между вещами	1	1
615	с другими	3	1
616	своей внутренней	2	1
617	за его	1	1
618	же в	1	1
619	мы видим	3	1
620	но всегда	2	1
621	не есть	4	1
622	к самому	1	1
623	может и	2	1
624	в существовании	1	1
625	от первого	1	1
626	с ней	2	1
627	а внутри	1	1
628	самое существенное	1	1
629	совершенно не	2	1
630	внутреннее единство	2	1
631	из этого	2	1
632	только о	2	1
633	что такое	1	1
634	если она	1	1
635	включает в	1	1
636	котором по	1	1
637	ее в	8	1
638	видим в	1	1
639	и другие	1	1
640	в своих	2	1
641	по поводу	1	1
642	в таком	1	1
643	точно так	2	1
644	все что	6	1
645	этой точки	4	1
