N	2gram	Propp_Isto_6	Russkaja
216	по этому	1	2
217	так что	3	2
218	уже не	7	2
219	но совершенно	1	2
220	его и	1	2
221	не так	2	2
222	ни в	2	2
223	мы можем	7	2
224	только с	1	2
225	и вместе	1	2
226	в других	4	2
227	принадлежность к	1	2
228	и даже	1	2
229	а с	2	2
230	в некоторых	2	2
231	зависит от	4	2
232	а не	2	2
233	на эту	1	2
234	в частности	3	2
235	так же	2	2
236	противоречие с	1	2
237	их к	1	2
238	отношения к	1	2
239	есть и	4	2
240	но это	4	2
241	но для	2	2
242	остается в	1	2
243	и от	3	2
244	за нее	1	2
245	не должен	1	2
246	с ним	8	2
247	пути к	1	2
248	ее в	6	2
249	тем самым	2	2
250	точно так	2	2
251	в союзе	1	1
252	с новыми	1	1
253	потом и	1	1
254	и действительно	3	1
255	должен быть	1	1
256	того же	2	1
257	но тогда	1	1
258	силы и	1	1
259	тех же	1	1
260	опасность со	1	1
261	идет о	1	1
262	существовал в	1	1
263	ту же	2	1
264	что эти	2	1
265	в зависимости	1	1
266	то самое	2	1
267	также и	1	1
268	есть не	1	1
269	не удастся	1	1
270	своих целях	2	1
271	мы не	6	1
272	же как	3	1
273	ни у	1	1
274	на место	3	1
275	имеет свою	1	1
276	на эти	2	1
277	он как	1	1
278	оно есть	1	1
279	в полной	1	1
280	они были	1	1
281	образом оказывается	1	1
282	при переходе	1	1
283	себе что	1	1
284	формы в	1	1
285	когда речь	1	1
286	а другие	1	1
287	дать ему	1	1
288	стоят на	1	1
289	он был	2	1
290	на них	1	1
291	что его	1	1
292	важно отметить	1	1
293	и вопрос	1	1
294	ее к	3	1
295	к этому	3	1
296	но как	4	1
297	себе можно	1	1
298	которых как	1	1
299	только тогда	1	1
300	в китае	4	1
301	должны были	2	1
302	для борьбы	2	1
303	из таких	1	1
304	человек может	1	1
305	которые не	1	1
306	в истории	1	1
307	трудно сказать	1	1
308	первый взгляд	1	1
309	в одной	2	1
310	может принимать	1	1
311	что касается	2	1
312	перед нами	2	1
313	в полном	1	1
314	когда он	3	1
315	для которой	1	1
316	он на	1	1
317	этой цели	1	1
318	от этого	3	1
319	и богом	1	1
320	и конечно	2	1
321	ни один	1	1
322	китае и	1	1
323	то и	2	1
324	им в	1	1
325	в жертву	5	1
326	если он	3	1
327	но на	1	1
328	своим собственным	1	1
329	вообще не	3	1
330	на его	4	1
331	что когда	2	1
332	силу и	2	1
333	тем не	1	1
334	от которого	1	1
335	народов но	1	1
336	чтобы они	2	1
337	есть та	1	1
338	к одному	1	1
339	этого вопроса	1	1
340	пор мы	2	1
341	тоже нет	1	1
342	но дело	1	1
343	так например	3	1
344	но все	2	1
345	в одну	1	1
346	здесь мы	4	1
347	этим самым	2	1
348	об этом	1	1
349	а по	1	1
350	то есть	1	1
351	или даже	1	1
352	чтобы он	1	1
353	чтобы все	1	1
354	это не	4	1
355	уже знаем	2	1
356	обе стороны	2	1
357	чаще всего	5	1
358	в жизни	1	1
359	с богом	1	1
360	этого слова	1	1
361	она и	1	1
362	не всегда	4	1
363	воспринималась как	1	1
364	становится и	2	1
365	еще одну	2	1
366	такой же	3	1
367	в один	1	1
368	к пребыванию	1	1
369	в царстве	2	1
370	перед собой	1	1
371	на первый	3	1
372	переносится в	1	1
373	не познал	1	1
374	от своего	1	1
375	где мы	1	1
376	и народ	1	1
377	из которой	1	1
378	прийти к	1	1
379	не столько	1	1
380	на свою	1	1
381	представление о	9	1
382	оказывается что	1	1
383	в которых	2	1
384	он весь	1	1
385	и эти	5	1
386	на другую	2	1
387	вовсе не	2	1
388	даже в	2	1
389	все три	1	1
390	же мы	5	1
391	и вся	1	1
392	если и	1	1
393	не менее	1	1
394	к такой	1	1
395	случае совершенно	1	1
396	строя и	1	1
397	свой взор	1	1
398	и другое	2	1
399	ее с	1	1
400	на него	2	1
401	в основе	1	1
402	образом в	1	1
403	два вида	1	1
404	казалось бы	1	1
405	это то	2	1
406	суть дела	1	1
407	к ней	1	1
408	связь и	1	1
409	вне человека	1	1
410	что на	1	1
411	вот в	1	1
412	стороны и	2	1
413	нет ни	2	1
414	выход из	1	1
415	есть только	1	1
416	могут быть	3	1
417	похож на	1	1
418	человека в	2	1
419	как только	3	1
420	те кто	2	1
421	разницей что	1	1
422	должны быть	2	1
423	все попытки	1	1
424	что при	2	1
425	действительно можно	1	1
426	от которой	1	1
427	и это	8	1
428	оно может	2	1
429	как мы	4	1
430	с ее	1	1
431	но при	2	1
432	на нем	1	1
433	в ее	1	1
434	только при	1	1
435	не могло	2	1
436	совершенно ясно	4	1
437	только то	2	1
438	идет не	1	1
439	в индии	3	1
440	и когда	1	1
441	что у	2	1
442	так и	5	1
443	те же	1	1
444	и результаты	1	1
445	а там	2	1
446	народа его	1	1
447	нас и	1	1
448	иное как	1	1
449	другом месте	1	1
450	язык и	1	1
451	никак не	1	1
452	одного из	1	1
453	нужно бросить	1	1
454	можно сказать	2	1
455	там в	3	1
456	неблагоприятных условиях	1	1
457	с другой	10	1
458	пребыванию в	1	1
459	должно было	1	1
460	а во	1	1
461	которая сама	1	1
462	союзе с	1	1
463	от них	1	1
464	переходит в	1	1
465	ним с	1	1
466	как наши	1	1
467	представления о	10	1
468	этих общих	1	1
469	может иметь	2	1
470	в лице	2	1
471	он есть	1	1
472	по своей	1	1
473	один из	3	1
474	а если	1	1
475	с ними	2	1
476	на другие	1	1
477	только сам	1	1
478	может оказаться	1	1
479	тот или	1	1
480	человека с	1	1
481	же ее	1	1
482	же и	1	1
483	если мы	1	1
484	людей то	1	1
485	борьбы с	3	1
486	а это	1	1
487	здесь же	4	1
488	и других	3	1
489	всякие попытки	2	1
490	он имеет	4	1
491	у народа	2	1
492	мы знаем	2	1
493	роль и	1	1
494	к мысли	1	1
495	ее не	3	1
496	к ним	1	1
497	случае не	1	1
498	связано с	4	1
499	то у	1	1
500	превращается в	7	1
501	в очень	4	1
502	природы и	1	1
503	смотря по	1	1
504	связан с	6	1
505	из среды	1	1
506	в свои	2	1
507	государство и	1	1
508	не поддается	2	1
509	главное и	1	1
510	связаны с	5	1
511	совместной борьбе	1	1
512	еще и	1	1
513	что не	2	1
514	европы и	1	1
515	представляется в	1	1
516	а на	1	1
517	рассмотренные нами	2	1
518	на этот	1	1
519	не исключает	1	1
520	на которых	1	1
521	однако и	1	1
522	в свете	1	1
523	в одно	2	1
524	в связи	1	1
525	связь с	11	1
526	формы жизни	1	1
527	если этот	1	1
528	с идеями	1	1
529	как это	5	1
530	этих случаях	1	1
531	смысле этого	1	1
532	не удалось	1	1
533	также как	2	1
534	эту мысль	1	1
535	такие люди	1	1
536	где это	1	1
537	на ней	1	1
538	с этой	2	1
539	сейчас же	1	1
540	и некоторые	2	1
541	своей жизни	1	1
542	между прочим	1	1
543	по образцу	1	1
544	числе и	1	1
545	с большой	1	1
546	и надо	1	1
547	не является	1	1
548	на все	1	1
549	которых он	2	1
550	до неба	2	1
551	окрашено в	1	1
552	может но	1	1
553	своей собственной	1	1
554	ее и	1	1
555	бы в	1	1
556	тем более	1	1
557	шла об	1	1
558	от ее	1	1
559	от религии	1	1
560	может и	1	1
561	в свою	1	1
562	отношению к	2	1
563	что ни	1	1
564	они их	1	1
565	том числе	1	1
566	они не	3	1
