N	2gram	Berdyaev_M_2	Myslijsy
133	и тот	2	3
134	и если	2	3
135	на его	2	3
136	к одному	1	3
137	образа и	2	3
138	в нее	1	3
139	на нее	1	3
140	в каждом	3	3
141	не будет	3	3
142	лишь в	2	3
143	в них	3	3
144	все равно	3	3
145	к которым	1	3
146	не всегда	2	3
147	ведет к	13	3
148	с точки	1	3
149	но это	8	3
150	не от	2	3
151	в которых	1	3
152	их в	1	3
153	есть всегда	1	3
154	что есть	2	3
155	связанная с	1	3
156	никогда не	18	3
157	в разных	2	3
158	связи с	2	3
159	до того	1	3
160	а мы	1	3
161	должны быть	4	3
162	к тому	5	3
163	как человек	1	3
164	быть назван	2	3
165	что у	4	3
166	те же	5	3
167	было в	3	3
168	и только	1	3
169	пор не	1	3
170	то в	2	3
171	уже не	4	3
172	и других	2	3
173	себе в	2	3
174	представляю себе	1	3
175	что человек	2	3
176	более чем	2	3
177	нет ничего	3	3
178	это есть	2	3
179	о человеке	1	3
180	и другим	1	3
181	в этих	2	3
182	только что	1	3
183	на деле	4	2
184	такое же	1	2
185	явления и	1	2
186	человеческой природы	7	2
187	что иное	3	2
188	я не	5	2
189	же что	2	2
190	в ней	11	2
191	иное как	3	2
192	тем как	1	2
193	то он	2	2
194	значение и	1	2
195	я представляю	1	2
196	одном из	1	2
197	его к	1	2
198	это можно	1	2
199	в нашем	7	2
200	он думает	1	2
201	бы только	1	2
202	во многих	1	2
203	что она	5	2
204	он не	10	2
205	отношений между	1	2
206	подобно тому	2	2
207	человека в	14	2
208	значительной степени	1	2
209	в мире	7	2
210	об этом	1	2
211	за собою	1	2
212	тех которые	3	2
213	человек не	7	2
214	она и	1	2
215	одна и	3	2
216	чем в	2	2
217	но что	1	2
218	и без	1	2
219	от его	2	2
220	признать что	1	2
221	вопрос о	6	2
222	лишь один	2	2
223	тому что	4	2
224	она не	8	2
225	эта мысль	2	2
226	до известной	1	2
227	в сущности	2	2
228	к ней	2	2
229	и его	5	2
230	в более	2	2
231	сами не	1	2
232	уже и	1	2
233	что на	1	2
234	у нас	11	2
235	не могут	1	2
236	уже было	1	2
237	оно не	2	2
238	из себя	1	2
239	и это	5	2
240	не существует	3	2
241	не могу	6	2
242	в ее	1	2
243	на той	1	2
244	духа и	3	2
245	в образе	3	2
246	можно было	2	2
247	не с	1	2
248	сама она	1	2
249	и здесь	6	2
250	в самой	1	2
251	после того	2	2
252	нас в	2	2
253	все в	1	2
254	как нет	1	2
255	можно видеть	1	2
256	бы в	2	2
257	еще более	2	2
258	но так	1	2
259	происходит в	1	2
260	быть и	2	2
261	один из	5	2
262	мы видим	2	2
263	тот же	2	2
264	то так	1	2
265	бы ни	1	2
266	и у	1	2
267	и они	1	2
268	не так	3	2
269	никто не	1	2
270	отношение к	8	2
271	друг друга	12	2
272	из нее	1	2
273	не были	1	2
274	с другой	1	2
275	и прежде	1	2
276	в свою	4	2
277	и быть	1	2
278	превращается в	2	2
279	которые не	1	2
280	есть лишь	17	2
281	с которым	3	2
282	другая сторона	1	2
283	по своему	1	2
284	тому как	2	2
285	а может	1	2
286	есть одна	1	2
287	эту мысль	1	2
288	и для	7	2
289	как теперь	1	2
290	и как	1	2
291	мы должны	1	2
292	ни к	1	2
293	люди которые	1	2
294	мысли о	1	2
295	но эта	2	2
296	не что	3	2
297	из этого	1	2
298	есть и	3	2
299	уже есть	1	2
300	все что	4	2
301	в своих	3	2
302	всем и	1	1
303	который должен	2	1
304	стоит к	1	1
305	обращается в	1	1
306	связана с	7	1
307	того же	1	1
308	он может	1	1
309	бы для	1	1
310	к другому	3	1
311	человеческой души	1	1
312	в мыслях	1	1
313	должна быть	1	1
314	и за	2	1
315	в сфере	2	1
316	очень далеко	1	1
317	если я	2	1
318	это совершенно	1	1
319	есть первичное	1	1
320	большую роль	1	1
321	себе он	1	1
322	не была	1	1
323	бы мысль	1	1
324	значение всегда	1	1
325	и над	1	1
326	был прежде	1	1
327	степени как	1	1
328	из глубины	2	1
329	во мне	1	1
330	в xix	1	1
331	и этого	1	1
332	на них	1	1
333	он сам	6	1
334	быть в	1	1
335	в чем	3	1
336	и связь	1	1
337	во всех	2	1
338	а следовательно	1	1
339	на высоте	1	1
340	друг к	5	1
341	землю и	2	1
342	не все	1	1
343	в новом	1	1
344	нет и	1	1
345	души ее	1	1
346	нет как	1	1
347	человечества не	1	1
348	его на	4	1
349	что нет	3	1
350	ничего и	1	1
351	образа если	1	1
352	духа в	2	1
353	та же	10	1
354	он в	3	1
355	не оставляет	1	1
356	то я	1	1
357	в этой	7	1
358	человека ибо	1	1
359	только один	1	1
360	говорят о	1	1
361	жизнь как	1	1
362	и те	2	1
363	не приводит	1	1
364	если он	2	1
365	дальше и	2	1
366	цену но	1	1
367	но на	2	1
368	для исследования	1	1
369	этот процесс	2	1
370	этой природы	1	1
371	перестает быть	1	1
372	они в	1	1
373	и сам	1	1
374	наших глазах	1	1
375	одной и	2	1
376	имел бы	1	1
377	на этом	2	1
378	но все	1	1
379	человек для	1	1
380	что такой	1	1
381	него равно	1	1
382	к другу	5	1
383	на все	3	1
384	с целью	1	1
385	входит в	1	1
386	человека только	2	1
387	вот например	1	1
388	он есть	1	1
389	трудом и	1	1
390	не встречает	1	1
391	стоит на	2	1
392	из первых	1	1
393	был поставлен	1	1
394	нет в	4	1
395	он из	1	1
396	жизни то	1	1
397	всю жизнь	3	1
398	человека перед	1	1
399	в развитии	1	1
400	бога и	5	1
401	и тогда	3	1
402	не мог	3	1
403	то стало	1	1
404	перед собой	1	1
405	переносится в	1	1
406	к тем	1	1
407	от своего	1	1
408	в своей	5	1
409	человека хотя	1	1
410	в такой	3	1
411	нас может	1	1
412	не подозревает	1	1
413	в которые	2	1
414	а от	2	1
415	своего рода	1	1
416	сходства с	1	1
417	духа так	1	1
418	значение для	1	1
419	и той	2	1
420	которые в	2	1
421	но он	11	1
422	с человеком	1	1
423	есть еще	2	1
424	и потом	1	1
425	от тех	1	1
426	в отношении	5	1
427	существует для	1	1
428	стоит в	2	1
429	но они	1	1
430	человечества и	1	1
431	но для	2	1
432	подчинить ее	2	1
433	как о	1	1
434	на два	1	1
435	к этим	1	1
436	не по	1	1
437	жизни из	1	1
438	свободы и	4	1
439	не производит	1	1
440	в самых	1	1
441	во всякой	1	1
442	человека если	2	1
443	следовательно и	1	1
444	а для	2	1
445	о природе	1	1
446	ничего не	2	1
447	внутрь себя	2	1
448	повсюду у	1	1
449	или как	1	1
450	нее нет	1	1
451	природы в	2	1
452	во всем	5	1
453	не принадлежит	1	1
454	только с	3	1
455	как будто	2	1
456	этом отношении	1	1
457	полное равенство	1	1
458	не потому	1	1
459	перед ним	4	1
460	его для	1	1
461	истории не	1	1
462	лежит в	1	1
463	про себя	1	1
464	я сам	1	1
465	его с	2	1
466	бы он	1	1
467	той или	1	1
468	они и	4	1
469	всегда есть	2	1
470	на наших	1	1
471	как не	1	1
472	к нам	1	1
473	самим собою	2	1
474	х и	1	1
475	смотрели бы	2	1
476	в пределах	1	1
477	роль в	1	1
478	как с	1	1
479	невозможно и	1	1
480	в другом	1	1
481	есть также	2	1
482	сознания и	2	1
483	во второй	1	1
484	а все	1	1
485	как у	2	1
486	в словах	1	1
487	теперь и	1	1
488	не был	2	1
489	и поэтому	2	1
490	видеть на	1	1
491	не стоит	3	1
492	на что	1	1
493	мысль не	1	1
494	а также	1	1
495	может не	1	1
496	любви к	7	1
497	потому только	2	1
498	другому в	1	1
499	и слишком	1	1
500	доходит до	6	1
501	это в	1	1
502	эту гармонию	1	1
503	и во	3	1
504	во втором	1	1
505	народ как	1	1
506	стояли на	1	1
507	а потому	1	1
508	страдания в	1	1
509	другого в	2	1
510	он берет	1	1
511	и можно	3	1
512	вслед за	1	1
513	века и	1	1
514	из моментов	1	1
515	и мир	2	1
516	но судьба	1	1
517	но с	2	1
518	с себя	1	1
519	что лишь	1	1
520	вне себя	1	1
521	не доходит	3	1
522	известного рода	1	1
523	сознание в	1	1
524	лишь одна	2	1
525	чтобы оправдать	1	1
526	людям а	2	1
527	земного шара	1	1
528	есть я	1	1
529	это так	1	1
530	сознания не	1	1
531	человека на	2	1
532	не будут	2	1
533	в пространстве	1	1
534	к человеку	12	1
535	ту сторону	1	1
536	бытия и	1	1
537	у него	22	1
538	и никогда	3	1
539	есть выражение	2	1
540	к ближнему	3	1
541	ее на	1	1
542	происходит на	1	1
543	бы это	1	1
544	были бы	2	1
545	великой цели	1	1
546	с другим	3	1
547	каждый человек	1	1
548	за пределы	1	1
549	и против	3	1
550	к которому	3	1
551	самая главная	1	1
552	и русские	1	1
553	а с	1	1
554	в природе	1	1
555	прежде не	1	1
556	своего собственного	1	1
557	больше и	1	1
558	прежде всего	12	1
559	другому и	1	1
560	сойти с	1	1
561	может ли	1	1
562	так это	2	1
563	у человека	1	1
564	мире для	1	1
565	дойти до	1	1
566	вопрос можно	1	1
567	было для	2	1
568	человеческой жизни	2	1
569	в строении	3	1
570	и об	1	1
571	связь с	1	1
572	того чем	1	1
573	к самому	2	1
574	человек должен	2	1
575	в человеке	2	1
576	к своему	2	1
577	xix века	1	1
578	другу и	2	1
579	ближнему и	1	1
580	она есть	2	1
581	достигается в	1	1
582	смысле этого	1	1
583	на эту	1	1
584	друга до	1	1
585	если человек	2	1
586	а потом	1	1
587	образ и	5	1
588	из этой	2	1
589	такие явления	1	1
590	него есть	1	1
591	сам не	2	1
592	многих других	1	1
593	и менее	1	1
594	стремления к	1	1
595	этот не	1	1
596	связано со	3	1
597	человеку как	1	1
598	и нет	3	1
599	умственной жизни	1	1
600	всякое движение	1	1
601	ничего кроме	2	1
602	люди не	1	1
603	но раз	1	1
604	идеи не	2	1
605	их вовсе	1	1
606	друга потому	1	1
607	изменения в	1	1
608	тот путь	1	1
609	быть результатом	1	1
610	его не	2	1
611	мира и	1	1
612	думает что	1	1
613	человек и	2	1
614	ее и	2	1
615	но когда	2	1
616	лишь как	3	1
617	у них	4	1
618	и самое	2	1
619	его жизнь	1	1
620	ее в	2	1
621	бы на	1	1
622	могли быть	1	1
623	отношении к	3	1
624	от всякого	1	1
625	что ни	1	1
626	себе всю	1	1
627	а о	1	1
628	но если	1	1
629	две формы	1	1
630	не знает	9	1
631	не быть	1	1
632	была бы	1	1
633	от всех	1	1
634	через то	1	1
635	которым это	1	1
636	по которой	1	1
637	ее образ	1	1
638	в свое	1	1
639	жизни и	6	1
640	увидим что	2	1
641	человеку и	3	1
642	видим в	1	1
643	открывает себя	1	1
644	и эта	2	1
645	как на	1	1
646	образ этот	1	1
