N	2gram	Nazirov_Tv_1	formyVre
110	только в	5	4
111	в роман	1	4
112	влияние на	2	4
113	до конца	2	4
114	в последующем	1	4
115	на этой	1	4
116	пространства и	2	4
117	все это	10	4
118	между собой	1	4
119	кроме того	1	4
120	романе и	1	4
121	в движение	1	3
122	по преимуществу	2	3
123	не имеют	4	3
124	а как	2	3
125	есть не	2	3
126	в сущности	1	3
127	событий и	1	3
128	в виду	2	3
129	по отношению	1	3
130	хотя и	3	3
131	со своей	1	3
132	в себе	2	3
133	и те	1	3
134	вследствие этого	1	3
135	при этом	7	3
136	в основу	1	3
137	его в	1	3
138	и других	3	3
139	здесь нет	2	3
140	для них	1	3
141	и уже	1	3
142	в этих	2	3
143	в отношении	1	3
144	но эта	1	3
145	жизни не	1	3
146	уже говорили	1	3
147	не могут	1	3
148	героев и	3	3
149	к тому	2	3
150	романа мы	1	3
151	все его	1	3
152	нас в	1	3
153	человек был	1	3
154	что и	2	3
155	во всей	2	3
156	один из	4	3
157	романа и	1	3
158	одной из	4	3
159	во времени	3	3
160	и ее	1	3
161	с одной	1	3
162	со всеми	3	3
163	в качестве	2	3
164	только на	2	3
165	же в	1	3
166	был бы	2	3
167	одно из	1	3
168	в одном	1	3
169	до сих	1	3
170	именно в	2	3
171	себя и	1	3
172	что не	2	3
173	с тем	1	3
174	а не	5	3
175	мира в	2	3
176	в одно	2	3
177	вместе с	2	3
178	подхода к	3	3
179	да и	1	3
180	сих пор	1	3
181	и времени	1	3
182	или в	2	3
183	поэтому здесь	1	3
184	еще более	2	3
185	а в	6	3
186	всеми его	1	3
187	не знает	2	3
188	сказать что	2	3
189	имеет место	1	3
190	к этому	2	3
191	в таком	1	3
192	также и	1	2
193	же как	1	2
194	xvii века	1	2
195	к своей	1	2
196	той же	3	2
197	их и	1	2
198	для раскрытия	1	2
199	но она	2	2
200	принадлежит к	1	2
201	на себя	1	2
202	жизни это	1	2
203	сплошь и	1	2
204	в чем	2	2
205	совсем не	1	2
206	друг на	1	2
207	в истории	1	2
208	же и	2	2
209	для всех	1	2
210	и к	1	2
211	в этот	1	2
212	в целом	4	2
213	тому же	1	2
214	новый тип	1	2
215	как бы	17	2
216	как он	1	2
217	по самому	2	2
218	все другие	1	2
219	кризис и	1	2
220	уже не	3	2
221	и по	3	2
222	ее по	2	2
223	что все	3	2
224	об этом	2	2
225	мировой литературе	1	2
226	самим собой	4	2
227	было бы	1	2
228	на друга	1	2
229	чем в	1	2
230	и всей	1	2
231	места в	1	2
232	для него	6	2
233	в своей	4	2
234	место в	3	2
235	не к	1	2
236	в отличие	2	2
237	но он	2	2
238	человек по	4	2
239	том же	1	2
240	по себе	1	2
241	и время	2	2
242	самого начала	3	2
243	дело в	3	2
244	этот тип	1	2
245	никогда не	3	2
246	в самой	1	2
247	с большой	4	2
248	этой метаморфозы	1	2
249	к ней	2	2
250	в другую	1	2
251	всей жизни	1	2
252	время обладает	1	2
253	в трагедии	1	2
254	выход из	1	2
255	есть только	1	2
256	во все	1	2
257	оно не	1	2
258	но по	1	2
259	всего этого	1	2
260	как по	1	2
261	с самого	3	2
262	если они	1	2
263	по природе	6	2
264	во многом	7	2
265	времени во	1	2
266	можно только	1	2
267	ту же	3	2
268	с ним	3	2
269	в глаза	2	2
270	главный герой	1	2
271	связь между	1	2
272	случая в	1	2
273	того что	3	2
274	этом романе	2	2
275	уже в	3	2
276	если мы	1	2
277	его и	1	2
278	он весь	1	2
279	мы находим	2	2
280	исторического процесса	1	2
281	к ним	1	2
282	отличие от	2	2
283	жизни на	1	2
284	тем что	1	2
285	лишь один	1	2
286	само собой	1	2
287	романе мы	1	2
288	и даже	3	2
289	с другой	3	2
290	я был	1	2
291	далеко не	3	2
292	соответствии с	3	2
293	в соответствии	3	2
294	одной стороны	1	2
295	и стал	1	2
296	он только	1	2
297	жизнь в	1	2
298	только я	1	2
299	с помощью	1	2
300	в данном	2	2
301	к жизни	2	2
302	в романах	13	2
303	времени с	1	2
304	слова и	1	2
305	вне его	1	2
306	в более	1	2
307	одна из	2	2
308	в мировой	1	2
309	уже на	1	2
310	в точном	1	2
311	как она	1	2
312	человек и	1	2
313	мы должны	1	2
314	ее основных	1	2
315	хотя бы	5	2
316	ее в	3	2
317	личности и	2	2
318	была бы	1	2
319	равно как	1	2
320	в свою	7	2
321	этой проблемы	2	2
322	время не	2	2
323	в которой	3	2
324	всем и	1	1
325	я и	3	1
326	одним из	4	1
327	и через	1	1
328	он произносит	1	1
329	связана с	1	1
330	с исторической	1	1
331	и есть	1	1
332	большой четкостью	1	1
333	из самых	1	1
334	жизни есть	1	1
335	из всех	4	1
336	всей ее	1	1
337	мы имеем	1	1
338	развития человечества	1	1
339	бы и	1	1
340	происходило в	1	1
341	не вполне	1	1
342	я не	3	1
343	не совсем	1	1
344	характер времени	1	1
345	что можно	1	1
346	всего романа	1	1
347	и он	2	1
348	переплетается с	1	1
349	в xix	1	1
350	пародия на	1	1
351	он был	1	1
352	он сам	6	1
353	отличного от	1	1
354	свои права	1	1
355	самом деле	2	1
356	данном случае	2	1
357	в спальню	1	1
358	любви или	2	1
359	и место	1	1
360	человек может	2	1
361	и я	1	1
362	о жизни	1	1
363	более и	1	1
364	это был	1	1
365	перед нами	2	1
366	в полном	1	1
367	на самоубийство	1	1
368	и наконец	2	1
369	и сам	1	1
370	один ряд	1	1
371	себе не	2	1
372	он на	1	1
373	искусство и	1	1
374	образа была	1	1
375	сливается с	3	1
376	та же	4	1
377	из жизни	1	1
378	что это	1	1
379	время это	1	1
380	времени отсюда	1	1
381	но без	2	1
382	отчасти и	2	1
383	в этой	5	1
384	это тот	1	1
385	относительности мы	1	1
386	человеке и	1	1
387	и узнают	1	1
388	но его	2	1
389	очень важно	1	1
390	имеем в	1	1
391	в жертву	1	1
392	человек не	1	1
393	и пространство	1	1
394	связанные с	1	1
395	оно было	1	1
396	он ни	3	1
397	стремится к	3	1
398	к герою	1	1
399	о которой	1	1
400	что еще	1	1
401	братья карамазовы	1	1
402	дома на	1	1
403	в плане	1	1
404	его можно	1	1
405	в большой	1	1
406	здесь мы	2	1
407	человек а	1	1
408	в мире	4	1
409	мире не	1	1
410	или скажем	1	1
411	это было	1	1
412	на протяжении	3	1
413	особенно в	1	1
414	времени ибо	1	1
415	романное время	3	1
416	лишь на	1	1
417	люди не	1	1
418	о которых	1	1
419	четкостью и	1	1
420	когда я	2	1
421	нигде не	1	1
422	своей личности	3	1
423	конечно о	1	1
424	и некоторые	1	1
425	в один	2	1
426	и тогда	1	1
427	времени на	3	1
428	роль играют	1	1
429	русском переводе	1	1
430	во время	1	1
431	на месте	1	1
432	быть названы	1	1
433	однако этот	1	1
434	не столько	2	1
435	миф о	1	1
436	своего рода	4	1
437	единство и	1	1
438	и внутренних	1	1
439	образом и	1	1
440	в философии	1	1
441	времен и	1	1
442	и более	1	1
443	что этот	1	1
444	времени а	2	1
445	человека но	3	1
446	в историческом	1	1
447	власть в	1	1
448	вплоть до	1	1
449	в таких	1	1
450	она не	1	1
451	вторгается в	2	1
452	дело не	3	1
453	в романном	1	1
454	нас и	1	1
455	рыдает в	1	1
456	они же	1	1
457	и имеет	1	1
458	и снова	1	1
459	здесь лишь	1	1
460	и отношений	2	1
461	все без	1	1
462	этой схемы	1	1
463	втором плане	1	1
464	необходимо предполагает	1	1
465	что их	1	1
466	того в	1	1
467	в русском	1	1
468	это описание	1	1
469	характер однако	1	1
470	входят в	1	1
471	и со	1	1
472	у нас	1	1
473	такие же	1	1
474	xx века	1	1
475	в момент	4	1
476	конкретное и	1	1
477	всего они	1	1
478	включается в	1	1
479	своих поступков	1	1
480	строится как	1	1
481	сочетается в	1	1
482	отличается от	1	1
483	здесь они	1	1
484	что оно	1	1
485	бы он	1	1
486	вырождается в	1	1
487	в каждом	3	1
488	время он	2	1
489	времени но	1	1
490	приходит к	3	1
491	ни даже	1	1
492	свою очередь	1	1
493	это само	1	1
494	как самого	1	1
495	нет никакой	1	1
496	и человек	2	1
497	в себя	2	1
498	через три	1	1
499	во главе	2	1
500	так в	1	1
501	приводит к	2	1
502	обычно предполагают	1	1
503	времени это	2	1
504	на том	2	1
505	человека он	1	1
506	было в	2	1
507	живет в	2	1
508	собой в	2	1
509	в социальном	1	1
510	весь человек	1	1
511	идет за	1	1
512	жизнь это	1	1
513	в самые	1	1
514	в эпоху	1	1
515	и наказание	4	1
516	и здесь	1	1
517	не был	3	1
518	и возможно	1	1
519	о том	6	1
520	внимание на	1	1
521	находятся в	1	1
522	или на	1	1
523	них совершенно	1	1
524	этой почве	1	1
525	мы понимаем	1	1
526	героев например	1	1
527	всего на	1	1
528	путь к	1	1
529	от них	1	1
530	не чувствует	1	1
531	наконец в	1	1
532	на всю	1	1
533	в ту	3	1
534	человека как	2	1
535	в него	2	1
536	ряд с	1	1
537	и мир	2	1
538	герой в	2	1
539	бросается в	1	1
540	развитии все	1	1
541	в положение	1	1
542	героини и	1	1
543	время у	3	1
544	жизни тем	1	1
545	тот же	2	1
546	действие в	1	1
547	и роман	1	1
548	что он	6	1
549	очень много	1	1
550	это очень	1	1
551	в литературу	1	1
552	всех его	1	1
553	нам по	1	1
554	свою эпоху	1	1
555	их не	1	1
556	вопрос об	1	1
557	по этому	1	1
558	в эти	1	1
559	человека с	2	1
560	себя в	1	1
561	так что	2	1
562	успеха в	1	1
563	переходит в	2	1
564	изоляцию героя	1	1
565	этот момент	1	1
566	в больших	1	1
567	человека этот	1	1
568	чем обычно	1	1
569	от других	2	1
570	при помощи	2	1
571	из них	2	1
572	что происходило	1	1
573	ведь это	1	1
574	могло бы	1	1
575	существуют в	1	1
576	сущность человека	1	1
577	сами по	1	1
578	так начинается	1	1
579	и искусства	1	1
580	далек от	1	1
581	человек как	3	1
582	отдельного человека	2	1
583	на некоторые	1	1
584	счастья в	1	1
585	протяжении всего	2	1
586	на деле	2	1
587	но за	1	1
588	и герои	1	1
589	преимуществу в	1	1
590	связан с	3	1
591	преступление и	5	1
592	и обратно	1	1
593	с другим	1	1
594	о времени	4	1
595	что человек	3	1
596	к роману	1	1
597	читателей на	1	1
598	основном вне	1	1
599	точно не	1	1
600	резко отличается	1	1
601	сосредоточенность на	2	1
602	говорит о	3	1
603	к человеку	3	1
604	то и	1	1
605	а на	1	1
606	а наоборот	1	1
607	и самый	1	1
608	не на	1	1
609	с которым	2	1
610	и внутренне	1	1
611	о чем	1	1
612	романы достоевского	1	1
613	его характер	1	1
614	для этой	2	1
615	все более	2	1
616	отдельные стороны	1	1
617	начиная с	1	1
618	люди и	1	1
619	народ это	1	1
620	эта идея	1	1
621	себя по	1	1
622	по своему	1	1
623	и вот	1	1
624	это произведение	1	1
625	чувства времени	3	1
626	самого себя	1	1
627	и братья	1	1
628	из этой	1	1
629	у этого	1	1
630	бы его	1	1
631	человек с	1	1
632	плачут и	1	1
633	и мотивы	1	1
634	и смерти	1	1
635	широко использует	1	1
636	один день	1	1
637	греховной жизни	1	1
638	между прочим	1	1
639	имел в	1	1
640	поступков и	1	1
641	это уже	5	1
642	до них	1	1
643	не похож	1	1
644	живет и	1	1
645	не существует	3	1
646	и от	4	1
647	причем в	2	1
648	человека для	1	1
649	человека человека	1	1
650	и перед	1	1
651	в другое	1	1
652	на первый	1	1
653	но эти	1	1
654	от него	1	1
655	под свое	1	1
656	из себя	2	1
657	тем более	1	1
658	реальное время	1	1
659	у которого	1	1
660	и историчность	1	1
661	все они	1	1
662	на берегу	3	1
663	человека не	1	1
664	не обладает	1	1
665	он видит	3	1
666	с людьми	1	1
667	его к	1	1
668	смыкается с	1	1
669	с ними	1	1
670	литературе нового	1	1
671	этот вопрос	1	1
672	сюжетное движение	1	1
673	от всех	1	1
674	но когда	1	1
675	что ты	2	1
676	героя в	1	1
677	где он	2	1
678	к этой	1	1
679	в искусстве	1	1
680	в своих	5	1
681	он лишь	1	1
682	гораздо более	2	1
