N	2gram	Potebnia_M_2	TeoriaLi
347	связей с	1	1
348	случае мы	1	1
349	и вся	1	1
350	то с	1	1
351	между людьми	1	1
352	таких случаях	1	1
353	что звуки	1	1
354	в таких	1	1
355	с которой	1	1
356	она могла	1	1
357	по крайней	5	1
358	не имеет	6	1
359	дело в	1	1
360	одна из	4	1
361	на себе	1	1
362	к этим	1	1
363	звук в	2	1
364	средствами искусства	1	1
365	восприятия но	1	1
366	полнота и	1	1
367	он мог	1	1
368	каждый из	1	1
369	нельзя не	1	1
370	в самой	3	1
371	с одним	1	1
372	от него	4	1
373	связи с	6	1
374	как я	1	1
375	своей цели	1	1
376	из того	1	1
377	состоит не	2	1
378	зрение и	1	1
379	бы несколько	2	1
380	в каком	3	1
381	однако это	1	1
382	в тени	1	1
383	у нас	2	1
384	очень часто	1	1
385	не могут	7	1
386	когда мы	2	1
387	взятое в	1	1
388	во внешних	1	1
389	сравнении с	2	1
390	его за	1	1
391	значительной степени	1	1
392	его с	2	1
393	себя только	1	1
394	как следствие	1	1
395	указывает на	2	1
396	слова с	1	1
397	в каждом	2	1
398	оно не	3	1
399	на это	1	1
400	и своя	1	1
401	должен быть	1	1
402	из всего	1	1
403	как мы	1	1
404	того чтобы	2	1
405	существенное значение	1	1
406	есть чувство	1	1
407	к нам	2	1
408	только при	1	1
409	языка и	3	1
410	в собственном	2	1
411	мысль о	7	1
412	только то	1	1
413	то время	4	1
414	вопрос что	1	1
415	и совершенно	1	1
416	как содержание	2	1
417	окружающих его	1	1
418	на нее	1	1
419	здесь как	1	1
420	начала и	1	1
421	это событие	2	1
422	при одном	1	1
423	наше внимание	1	1
424	на каждом	1	1
425	в словах	3	1
426	к языку	4	1
427	с ним	5	1
428	с человеком	1	1
429	встречаться в	1	1
430	на вопрос	3	1
431	определенным образом	1	1
432	при котором	1	1
433	никак не	1	1
434	одного из	1	1
435	после того	2	1
436	для говорящего	2	1
437	звуков в	2	1
438	содержание к	1	1
439	всегда может	1	1
440	как внутреннее	1	1
441	от одного	3	1
442	и только	6	1
443	крайней мере	5	1
444	в другой	1	1
445	иначе в	1	1
446	глядя на	1	1
447	языка мы	2	1
448	индивидуального бытия	1	1
449	всех сторон	1	1
450	эти последние	2	1
451	в формах	2	1
452	один из	2	1
453	но с	1	1
454	д и	1	1
455	оно и	1	1
456	тот же	5	1
457	дело с	1	1
458	в какой	2	1
459	ее смысл	1	1
460	или же	7	1
461	между этими	1	1
462	их не	1	1
463	который в	1	1
464	отдельных лиц	2	1
465	со всеми	1	1
466	с которыми	2	1
467	собою как	1	1
468	так что	10	1
469	от одной	1	1
470	же и	1	1
471	для всех	1	1
472	есть в	2	1
473	человеком который	1	1
474	с нею	2	1
475	если мы	3	1
476	только на	1	1
477	голубой цвет	1	1
478	в единстве	1	1
479	в значении	1	1
480	других в	2	1
481	но самое	1	1
482	смысл слова	1	1
483	не дает	2	1
484	из них	5	1
485	одно из	3	1
486	и их	5	1
487	никто не	1	1
488	представить себе	1	1
489	и прежде	1	1
490	в одном	6	1
491	в пространстве	2	1
492	с этими	1	1
493	так как	10	1
494	тому же	1	1
495	к ним	1	1
496	может служить	1	1
497	входят в	3	1
498	не говорит	1	1
499	его мысли	1	1
500	для того	5	1
501	разница в	1	1
502	другого и	1	1
503	или а	1	1
504	на ее	1	1
505	связаны с	1	1
506	одновременно не	1	1
507	по своим	1	1
508	предположить в	1	1
509	такое же	2	1
510	души и	4	1
511	однако что	1	1
512	и внешнее	1	1
513	что для	3	1
514	бы никакого	1	1
515	превращается в	2	1
516	не было	6	1
517	стремится к	1	1
518	отношения в	1	1
519	зависит от	2	1
520	же точно	1	1
521	при воспоминании	2	1
522	когда же	1	1
523	могут служить	1	1
524	в ряду	6	1
525	что из	1	1
526	и слово	1	1
527	его как	1	1
528	в одно	8	1
529	то она	1	1
530	если не	4	1
531	в связи	2	1
532	как ни	1	1
533	может иметь	1	1
534	имея в	2	1
535	это на	1	1
536	в одной	1	1
537	а при	1	1
538	со словом	1	1
539	например если	1	1
540	к своему	1	1
541	другу и	1	1
542	тому как	4	1
543	чувства и	4	1
544	многих других	1	1
545	она названа	1	1
546	чем состоит	2	1
547	степени и	1	1
548	единения с	1	1
549	с этой	1	1
550	этом случае	1	1
551	каждом человеке	1	1
552	все это	2	1
553	этом и	1	1
554	я от	1	1
555	это уже	1	1
556	особенно для	1	1
557	известной степени	1	1
558	говорящего и	1	1
559	вид имеют	1	1
560	и от	3	1
561	видно из	2	1
562	все они	1	1
563	о котором	2	1
564	с содержанием	1	1
565	принимается за	1	1
566	бы в	2	1
567	не более	1	1
568	как явление	1	1
569	с другими	5	1
570	за его	1	1
571	в сравнении	2	1
572	ни было	3	1
573	же в	5	1
574	мы видим	2	1
575	но всегда	1	1
576	не есть	6	1
577	над собою	2	1
578	к самому	1	1
579	нами не	2	1
580	может и	1	1
581	две стороны	1	1
582	от всех	1	1
583	душе хотя	1	1
584	не сами	1	1
585	восприятие которое	1	1
586	только о	1	1
587	что такое	2	1
588	если она	1	1
589	просто не	1	1
590	этот звук	4	1
591	и б	2	1
592	жизни и	1	1
593	ее в	1	1
594	случае если	1	1
595	в своих	1	1
596	нее как	1	1
597	по поводу	6	1
598	в малом	1	1
599	можно назвать	2	1
600	в таком	4	1
601	точно так	9	1
602	все что	3	1
603	этой точки	1	1
