N	2gram	Propp_Isto_1	RusskieA
153	или с	1	3
154	для этой	1	3
155	тому как	1	3
156	и от	2	3
157	на новый	1	3
158	было бы	7	3
159	но если	2	3
160	также что	1	2
161	одним из	2	2
162	мы здесь	3	2
163	и то	1	2
164	на самом	1	2
165	в стороне	3	2
166	это и	1	2
167	рассматривается как	1	2
168	под деревом	1	2
169	так чтобы	2	2
170	но она	1	2
171	что иное	1	2
172	на себя	1	2
173	не совсем	3	2
174	это время	2	2
175	между собой	4	2
176	иное как	1	2
177	там и	3	2
178	природы и	1	2
179	с одной	4	2
180	из окошка	1	2
181	а он	1	2
182	иногда и	1	2
183	нам право	1	2
184	эта связь	1	2
185	мертвых и	2	2
186	с этим	4	2
187	ней в	1	2
188	все же	10	2
189	уже указывалось	1	2
190	как уже	2	2
191	и как	2	2
192	не было	1	2
193	к числу	1	2
194	этой цели	1	2
195	перед ней	1	2
196	них как	1	2
197	живут в	1	2
198	не можем	3	2
199	та же	1	2
200	в которой	1	2
201	представляет собой	4	2
202	из этих	1	2
203	право на	2	2
204	после чего	1	2
205	как оно	2	2
206	после этого	1	2
207	чтобы они	1	2
208	том чтобы	2	2
209	в образе	3	2
210	здесь мы	7	2
211	связанные с	2	2
212	об этом	4	2
213	материалы дают	1	2
214	хоронили в	1	2
215	смерть и	2	2
216	должно быть	2	2
217	многие другие	1	2
218	и еще	1	2
219	так в	4	2
220	в своей	1	2
221	нас не	3	2
222	в советской	1	2
223	в их	3	2
224	должны были	2	2
225	нечто вроде	1	2
226	для объяснения	2	2
227	тем не	6	2
228	дают нам	1	2
229	не менее	6	2
230	а иногда	2	2
231	как можно	1	2
232	в то	3	2
233	дело не	5	2
234	того как	3	2
235	сил природы	1	2
236	о них	1	2
237	никогда не	14	2
238	этого обряда	5	2
239	с религией	3	2
240	к ней	1	2
241	на природу	2	2
242	во всем	3	2
243	связи с	4	2
244	более позднее	1	2
245	кроме того	1	2
246	когда мы	2	2
247	на улицу	2	2
248	ходят вокруг	1	2
249	обряд и	1	2
250	говорит о	2	2
251	должен быть	3	2
252	в виду	1	2
253	вывод что	2	2
254	и многие	1	2
255	принимают форму	1	2
256	смерти в	1	2
257	то время	3	2
258	леса в	2	2
259	мнение что	1	2
260	можно было	5	2
261	не с	3	2
262	которые с	1	2
263	еще в	2	2
264	чтобы вызвать	1	2
265	мужик с	1	2
266	образом в	1	2
267	своей книге	1	2
268	будем здесь	1	2
269	в глаза	1	2
270	или их	1	2
271	после того	1	2
272	с другой	6	2
273	все в	1	2
274	связь между	3	2
275	у них	1	2
276	этому поводу	2	2
277	что и	6	2
278	в форме	3	2
279	также в	1	2
280	представления о	3	2
281	один из	4	2
282	с обрядами	3	2
283	совсем не	1	2
284	к дереву	1	2
285	этот вопрос	7	2
286	и ее	1	2
287	по этому	2	2
288	иной характер	1	2
289	совершался в	1	2
290	на эту	3	2
291	одно из	1	2
292	представлений о	3	2
293	царство мертвых	5	2
294	связано с	2	2
295	каждый из	1	2
296	заметить что	1	2
297	в руки	3	2
298	ее на	1	2
299	в целях	3	2
300	же деле	1	2
301	обряд с	1	2
302	чем в	1	2
303	здесь в	2	2
304	а с	2	2
305	прежде всего	10	2
306	и пр	4	2
307	самом же	1	2
308	одной стороны	4	2
309	там где	4	2
310	но можно	1	2
311	совершенно не	1	2
312	сказки о	1	2
313	если она	1	2
314	через него	1	2
315	многих случаях	1	2
316	из которых	3	2
317	могут быть	4	2
318	быть только	1	2
319	как средство	1	2
320	видно что	6	2
321	пока еще	1	2
322	и для	4	2
323	отправляется в	1	2
324	за этим	1	2
325	две формы	2	2
326	только как	1	2
327	на деревьях	1	2
328	не что	1	2
329	из этого	2	2
330	воздействовать на	2	2
331	приводит нас	1	2
332	представлениями о	3	2
333	с природой	2	1
334	ту же	1	1
335	вопрос мы	2	1
336	собой смерть	1	1
337	к этой	1	1
338	и есть	1	1
339	которую они	1	1
340	можно говорить	1	1
341	смысл этого	1	1
342	что эти	1	1
343	очень много	3	1
344	и должен	3	1
345	кто-нибудь из	1	1
346	мы уже	1	1
347	например в	5	1
348	тридевять земель	2	1
349	песен и	1	1
350	она в	1	1
351	отсюда видно	1	1
352	превратились в	1	1
353	как обряд	1	1
354	что если	2	1
355	и наш	1	1
356	почему во	1	1
357	под ней	1	1
358	делать не	1	1
359	на дерево	1	1
360	лес за	1	1
361	в египетской	1	1
362	представлением о	1	1
363	говорить о	1	1
364	в царство	7	1
365	их с	1	1
366	то это	3	1
367	д а	1	1
368	отражает земледельческие	1	1
369	ставит себе	1	1
370	в ней	7	1
371	это наблюдение	1	1
372	и иначе	1	1
373	нас важны	1	1
374	магии и	1	1
375	другим более	1	1
376	относится и	1	1
377	дома или	1	1
378	и хлеб	1	1
379	слова эти	1	1
380	корабль с	1	1
381	с умершим	1	1
382	оно совершенно	1	1
383	же на	1	1
384	ответ на	2	1
385	иные формы	1	1
386	что они	5	1
387	другой материал	1	1
388	к сожалению	3	1
389	относится к	2	1
390	отнюдь не	1	1
391	первый взгляд	2	1
392	независимо от	1	1
393	что именно	1	1
394	так называемая	3	1
395	для совершения	1	1
396	некоторое время	2	1
397	обычай убивать	1	1
398	народа в	2	1
399	стороны и	1	1
400	своей среды	1	1
401	и представляют	1	1
402	в своем	5	1
403	в противном	1	1
404	перед нами	3	1
405	этом же	1	1
406	хотя и	1	1
407	когда он	6	1
408	в круг	2	1
409	от других	1	1
410	по пути	1	1
411	том где	1	1
412	что этим	1	1
413	более или	5	1
414	увидим что	5	1
415	от этого	2	1
416	существ которые	1	1
417	еще ясно	1	1
418	еще на	1	1
419	этот случай	1	1
420	вопрос почему	2	1
421	он в	2	1
422	рассказ о	1	1
423	тому же	1	1
424	ее как	1	1
425	как он	2	1
426	на то	4	1
427	тесно связаны	3	1
428	чтобы установить	1	1
429	и если	2	1
430	в нем	2	1
431	ей в	1	1
432	так сказать	1	1
433	за тридевять	2	1
434	всех этих	2	1
435	различные формы	2	1
436	он должен	2	1
437	воду как	1	1
438	необходимо для	1	1
439	мало того	1	1
440	безотносительно к	2	1
441	только в	11	1
442	иногда подчеркивается	1	1
443	именно это	2	1
444	мы устанавливаем	1	1
445	но все	4	1
446	это конечно	3	1
447	форме а	1	1
448	по его	2	1
449	от нее	1	1
450	непосредственно а	1	1
451	могла бы	1	1
452	в другом	3	1
453	один какой-нибудь	2	1
454	и таких	1	1
455	связанных с	1	1
456	этому обряду	1	1
457	греко-римской античности	1	1
458	а как	1	1
459	знает что	1	1
460	того или	1	1
461	и наша	1	1
462	эту же	1	1
463	выходить из	1	1
464	известно что	1	1
465	целях и	1	1
466	за ней	1	1
467	чаще всего	1	1
468	не соответствует	1	1
469	еще одно	1	1
470	из первых	1	1
471	по всему	1	1
472	здесь пока	1	1
473	нет в	2	1
474	о которой	1	1
475	на основании	1	1
476	к некогда	1	1
477	для чего	1	1
478	другая форма	1	1
479	был обычай	1	1
480	существовал обычай	1	1
481	или менее	5	1
482	при изучении	1	1
483	форм обряда	1	1
484	таким же	1	1
485	этой связи	1	1
486	будто ничего	1	1
487	ее также	1	1
488	в такой	2	1
489	материалы показывают	2	1
490	бы к	1	1
491	его мнению	1	1
492	своего рода	1	1
493	ночь все	1	1
494	в сказке	44	1
495	ищут в	1	1
496	только для	2	1
497	свет на	1	1
498	над ними	1	1
499	но они	2	1
500	и обрядам	1	1
501	чтобы это	1	1
502	этом а	1	1
503	однако в	2	1
504	что этот	2	1
505	на всю	1	1
506	из разных	1	1
507	из числа	1	1
508	в древней	2	1
509	случае мы	1	1
510	этого делать	1	1
511	ее нужно	1	1
512	явление представляют	1	1
513	что эта	1	1
514	с которой	1	1
515	как о	2	1
516	в русской	2	1
517	эти формы	3	1
518	дело в	3	1
519	и притом	1	1
520	ее с	1	1
521	на него	4	1
522	в основе	4	1
523	в сад	3	1
524	это еще	1	1
525	вытекает из	1	1
526	ничего не	2	1
527	случай встречается	1	1
528	именно с	1	1
529	с одним	1	1
530	в полной	1	1
531	можно видеть	2	1
532	детей и	4	1
533	где уже	1	1
534	по своей	2	1
535	такая же	1	1
536	и его	3	1
537	так например	6	1
538	можно рассматривать	1	1
539	силы природы	3	1
540	как будто	4	1
541	этом отношении	1	1
542	и несколько	1	1
543	от их	1	1
544	и оно	1	1
545	и здесь	7	1
546	следы представлений	1	1
547	мифе часто	1	1
548	и всех	1	1
549	да по	1	1
550	в сказках	1	1
551	целью воздействовать	1	1
552	оно не	1	1
553	быть назван	2	1
554	здесь еще	1	1
555	и это	1	1
556	иметь в	1	1
557	из всего	1	1
558	сказке как	1	1
559	vii в	1	1
560	и обряд	4	1
561	сравнительно позднее	1	1
562	всем этим	1	1
563	здесь не	4	1
564	на основе	5	1
565	более высокой	1	1
566	животное или	1	1
567	в особенности	2	1
568	и этим	2	1
569	в пределах	4	1
570	приводит к	2	1
571	это для	2	1
572	идет речь	1	1
573	стороны его	2	1
574	и когда	2	1
575	что у	1	1
576	достаточно чтобы	1	1
577	иной мир	3	1
578	поэтому мы	1	1
579	пытается объяснить	1	1
580	с собой	1	1
581	так и	9	1
582	же говорит	3	1
583	это настолько	1	1
584	может удовлетворить	2	1
585	обрядов и	1	1
586	оно все	1	1
587	найти в	1	1
588	этим в	1	1
589	можно только	1	1
590	не пускает	1	1
591	к тем	1	1
592	том как	2	1
593	возможно что	1	1
594	он был	1	1
595	высокой ступени	1	1
596	основана на	1	1
597	имеем их	1	1
598	имеется довольно	1	1
599	если бы	8	1
600	собой и	1	1
601	не сообщается	1	1
602	нас нет	1	1
603	с ним	2	1
604	означает что	4	1
605	из других	1	1
606	находится в	4	1
607	сводится к	1	1
608	другом месте	1	1
609	ему нужно	1	1
610	совершенно иной	1	1
611	и объяснить	1	1
612	с того	3	1
613	можно напомнить	1	1
614	может не	1	1
615	нас в	2	1
616	из дому	5	1
617	каким-то образом	1	1
618	этот момент	2	1
619	в его	5	1
620	во всей	2	1
621	в древнем	1	1
622	в середине	2	1
623	материалов достаточно	1	1
624	в ту	2	1
625	как правило	4	1
626	если это	1	1
627	обряды или	1	1
628	дома в	1	1
629	это приводит	2	1
630	уходит в	1	1
631	с той	2	1
632	показывают что	5	1
633	но так	2	1
634	на которой	1	1
635	но с	1	1
636	сделать это	2	1
637	присмотреться к	2	1
638	идет по	1	1
639	тот же	2	1
640	в основном	2	1
641	что он	10	1
642	мы увидим	10	1
643	ли он	3	1
644	в какой	3	1
645	и так	1	1
646	верно и	1	1
647	несколько подробнее	1	1
648	который в	1	1
649	лучше чем	1	1
650	их не	2	1
651	она верна	1	1
652	эту связь	2	1
653	какой степени	1	1
654	по другим	1	1
655	же и	1	1
656	можно установить	1	1
657	он очень	1	1
658	в большинстве	4	1
659	только на	1	1
660	ее а	1	1
661	значение и	2	1
662	раньше чем	4	1
663	при помощи	2	1
664	в данной	2	1
665	они считались	1	1
666	но есть	1	1
667	ни с	1	1
668	был бы	2	1
669	не будут	1	1
670	не так	2	1
671	для него	2	1
672	заключить что	2	1
673	в одном	5	1
674	это предположение	1	1
675	в конце	1	1
676	себя от	1	1
677	для исполнения	1	1
678	к ним	4	1
679	этом обряде	1	1
680	как его	1	1
681	должны будем	4	1
682	как раз	2	1
683	не просто	3	1
684	своей дочери	1	1
685	время как	3	1
686	в другой	1	1
687	стоящие в	1	1
688	в это	1	1
689	нужно было	1	1
690	ней и	1	1
691	и даже	4	1
692	не сообщает	1	1
693	царстве в	1	1
694	даже не	2	1
695	почвой на	1	1
696	такое исследование	1	1
697	фольклоре в	1	1
698	этой религии	1	1
699	смерти но	2	1
700	и др	7	1
701	и затем	1	1
702	от другого	1	1
703	выступает в	1	1
704	превращается в	4	1
705	устанавливается связь	1	1
706	религия есть	1	1
707	не на	2	1
708	зависит от	2	1
709	дают своим	1	1
710	они часто	2	1
711	то происхождение	1	1
712	ответ с	1	1
713	на смерть	2	1
714	а по	2	1
715	имеем смешение	1	1
716	него не	1	1
717	в изучении	1	1
718	при начале	1	1
719	в исторической	6	1
720	советской науке	1	1
721	может иметь	1	1
722	эти слова	1	1
723	посева и	1	1
724	природе и	1	1
725	и потому	2	1
726	в иных	1	1
727	раз наоборот	1	1
728	книге о	1	1
729	не удается	1	1
730	а так	1	1
731	не дают	1	1
732	же представления	1	1
733	смысле этого	1	1
734	он может	1	1
735	другой вопрос	2	1
736	бы совсем	1	1
737	убивать стариков	1	1
738	связь образа	1	1
739	обряд этот	1	1
740	в тех	2	1
741	довольно много	1	1
742	в современной	3	1
743	и более	1	1
744	быть не	1	1
745	по ним	1	1
746	в путь	4	1
747	этого слова	1	1
748	и не	9	1
749	на коне	1	1
750	она состоит	1	1
751	на пути	1	1
752	сил которые	1	1
753	но вопрос	1	1
754	но это	4	1
755	в который	1	1
756	и тогда	3	1
757	из ряда	1	1
758	при всем	1	1
759	о божествах	1	1
760	происходит не	1	1
761	в обрядах	1	1
762	в царстве	1	1
763	более поздние	1	1
764	почему именно	1	1
765	связано не	1	1
766	глядит из	1	1
767	она может	1	1
768	они собираются	1	1
769	и другими	1	1
770	тот кто	1	1
771	там его	1	1
772	и вызывает	1	1
773	а может	1	1
774	не более	2	1
775	мы должны	13	1
776	первое что	1	1
777	солнца в	1	1
778	не непосредственно	3	1
779	же к	1	1
780	не связаны	1	1
781	девушку в	1	1
782	в мировом	1	1
783	которые в	2	1
784	собой очень	1	1
785	или не	1	1
786	в мифе	2	1
787	очень хорошо	1	1
788	и воскресение	1	1
789	несмотря на	1	1
790	только с	2	1
791	все еще	1	1
792	этой же	1	1
793	сказать что	5	1
794	другой стороны	5	1
795	на который	1	1
796	же относится	2	1
797	в точности	2	1
798	многих местах	1	1
799	нет но	1	1
800	не сами	1	1
801	фрэзер ставит	1	1
802	важны две	1	1
803	содержится в	1	1
804	однако нет	1	1
805	из своей	1	1
806	что обряд	1	1
807	быть признана	1	1
808	это так	4	1
809	во всяком	1	1
810	также не	1	1
811	очень редко	1	1
812	земли поэтому	1	1
