N	2gram	Vinokur_Ku_2	Problemy
230	бы к	1	2
231	в которых	2	2
232	но он	1	2
233	однако в	1	2
234	как можно	2	2
235	самого начала	1	2
236	на себе	4	2
237	поэтому в	1	2
238	какой бы	1	2
239	в структуре	1	2
240	следовательно и	2	2
241	связи с	3	2
242	е не	1	2
243	не потому	1	2
244	что оно	3	2
245	данном случае	2	2
246	они ни	1	2
247	и что	8	2
248	слова а	1	2
249	те же	3	2
250	отсюда и	2	2
251	находится в	1	2
252	то они	1	2
253	на вопрос	1	2
254	никак не	3	2
255	от них	1	2
256	а потому	1	2
257	в лучшем	3	2
258	для самого	2	2
259	как например	1	2
260	один из	5	2
261	тот же	5	2
262	хотя бы	9	2
263	тем или	1	2
264	или же	2	2
265	именно на	1	2
266	же и	2	2
267	к идее	1	2
268	конечно не	2	2
269	в большинстве	1	2
270	то и	3	2
271	ни одного	1	2
272	ни было	1	2
273	о слове	1	2
274	большинстве случаев	2	2
275	или даже	1	2
276	его и	1	2
277	одно из	1	2
278	ведь это	1	2
279	и даже	2	2
280	до сих	1	2
281	социальной жизни	1	2
282	здесь действительно	1	2
283	на этот	2	2
284	самое слово	1	2
285	самый факт	1	2
286	благодаря чему	1	2
287	только как	2	2
288	в данном	4	2
289	ведь только	1	2
290	и идеи	1	2
291	с этой	2	2
292	сих пор	1	2
293	лучшем случае	3	2
294	у вас	1	2
295	можно было	9	2
296	нисколько не	3	2
297	которые были	1	2
298	слова но	1	2
299	и от	2	2
300	и перед	1	2
301	находит свое	1	2
302	же в	3	2
303	не есть	1	2
304	е в	1	2
305	слово в	1	2
306	этот вопрос	6	2
307	не способна	1	2
308	между ними	1	2
309	но эти	1	2
310	заметить что	1	2
311	этом совершенно	1	1
312	смысле слова	2	1
313	к произведениям	1	1
314	это однако	1	1
315	же как	2	1
316	совершенно справедливо	1	1
317	новые элементы	1	1
318	становится в	1	1
319	получает в	1	1
320	не идет	1	1
321	же по	1	1
322	тем же	2	1
323	характерное для	2	1
324	имеют все	1	1
325	также что	2	1
326	исходит из	1	1
327	противном случае	1	1
328	едва ли	1	1
329	и должен	1	1
330	из всех	1	1
331	сводит его	1	1
332	мы не	1	1
333	на первом	1	1
334	в первый	3	1
335	на эти	1	1
336	есть нечто	1	1
337	время как	1	1
338	как во	1	1
339	оно есть	1	1
340	но даже	2	1
341	как впрочем	2	1
342	и он	1	1
343	следовательно в	1	1
344	меньшей степени	3	1
345	на их	1	1
346	тон этой	1	1
347	но конечно	1	1
348	а следовательно	2	1
349	он говорит	1	1
350	учителя и	1	1
351	а только	3	1
352	есть своя	1	1
353	явлений и	1	1
354	в противоречии	1	1
355	к слову	2	1
356	в ткань	1	1
357	ответ на	2	1
358	в качестве	8	1
359	и правда	2	1
360	нет и	1	1
361	да так	1	1
362	что они	2	1
363	сама по	1	1
364	к сожалению	1	1
365	относится к	1	1
366	в рамках	1	1
367	независимо от	1	1
368	что именно	1	1
369	вот как	1	1
370	и всякой	2	1
371	до его	1	1
372	что как	1	1
373	на минуту	1	1
374	что касается	2	1
375	в противном	1	1
376	хотя и	4	1
377	в действительности	1	1
378	от этого	2	1
379	взаимодействия между	2	1
380	за собой	2	1
381	себе как	1	1
382	не приходится	1	1
383	в литературном	1	1
384	что это	7	1
385	бы сказать	2	1
386	для данного	2	1
387	в нашем	7	1
388	не оставляет	1	1
389	из этих	1	1
390	одно время	2	1
391	ни одна	1	1
392	в известном	1	1
393	другом случае	1	1
394	как принцип	1	1
395	вместить в	1	1
396	и если	2	1
397	вообще не	1	1
398	сам автор	1	1
399	не следует	5	1
400	больше всего	1	1
401	в статье	3	1
402	в случае	1	1
403	что сказать	1	1
404	ощущаться как	1	1
405	и еще	2	1
406	первой части	1	1
407	он должен	1	1
408	же это	1	1
409	к одному	1	1
410	смысле или	1	1
411	и вот	5	1
412	имеет смысл	1	1
413	смысле как	1	1
414	и по	3	1
415	же остается	1	1
416	лишь с	2	1
417	прежде чем	1	1
418	или иных	1	1
419	могла бы	2	1
420	не будет	1	1
421	даны как	1	1
422	что все	5	1
423	пусть и	1	1
424	в совершенно	1	1
425	об этом	5	1
426	к другу	1	1
427	лишь в	5	1
428	знает что	3	1
429	заключается в	2	1
430	роль в	2	1
431	быть не	2	1
432	смысл лишь	1	1
433	здесь нет	1	1
434	а пока	1	1
435	но уже	2	1
436	быть только	2	1
437	все равно	2	1
438	мы имеем	5	1
439	т д	14	1
440	не всегда	2	1
441	и вне	1	1
442	между собою	1	1
443	становится и	1	1
444	ведет к	1	1
445	потому и	1	1
446	себе все	1	1
447	смысл и	3	1
448	и становится	1	1
449	в связь	1	1
450	можно найти	1	1
451	свою речь	4	1
452	и работает	4	1
453	что о	1	1
454	то для	3	1
455	что вся	1	1
456	место в	1	1
457	своего рода	4	1
458	признать что	1	1
459	значение для	1	1
460	и новые	1	1
461	его форма	1	1
462	по крайней	6	1
463	том и	1	1
464	того кто	1	1
465	в устах	2	1
466	так называемого	1	1
467	если и	3	1
468	из конкретных	1	1
469	далее что	1	1
470	xviii века	1	1
471	деле это	1	1
472	с современными	2	1
473	не имеет	4	1
474	дело в	1	1
475	только из	1	1
476	определяет как	1	1
477	гоголя как	1	1
478	и именно	1	1
479	наблюдений над	1	1
480	иметь в	2	1
481	того чтобы	11	1
482	словом но	1	1
483	не то	2	1
484	вообще нет	1	1
485	действительно в	1	1
486	на этом	3	1
487	на те	1	1
488	мы подходим	1	1
489	это слово	4	1
490	убедиться в	1	1
491	установки в	1	1
492	так то	1	1
493	в области	11	1
494	в каком	4	1
495	в стиле	1	1
496	у нас	12	1
497	среди них	1	1
498	смысл может	1	1
499	здесь совершенно	1	1
500	лежит в	1	1
501	которого я	1	1
502	должны быть	2	1
503	всего в	3	1
504	к тому	4	1
505	мысли о	1	1
506	все еще	1	1
507	свое значение	1	1
508	и свое	2	1
509	должен быть	5	1
510	особенности этого	1	1
511	пределах своего	1	1
512	но только	4	1
513	первом месте	1	1
514	то она	1	1
515	свою очередь	2	1
516	здесь не	3	1
517	в ее	1	1
518	характер и	2	1
519	от обычного	1	1
520	с самого	1	1
521	то время	1	1
522	ценный материал	1	1
523	это путь	1	1
524	и когда	1	1
525	лежащей в	1	1
526	что у	2	1
527	в соответствующем	1	1
528	в другом	2	1
529	не трудно	1	1
530	надо быть	1	1
531	здесь как	1	1
532	по природе	1	1
533	которая была	1	1
534	во многом	1	1
535	самого понятия	1	1
536	подойти к	1	1
537	именно этот	2	1
538	что дело	1	1
539	по сравнению	2	1
540	не исчерпывается	1	1
541	понятно что	1	1
542	для этого	3	1
543	в настоящее	1	1
544	со стороны	4	1
545	образом в	2	1
546	в виду	3	1
547	вот это	1	1
548	как идея	1	1
549	русских и	1	1
550	тех кто	1	1
551	о том	1	1
552	являются таким	1	1
553	таков например	1	1
554	то во	1	1
555	настоящее время	1	1
556	говорит об	1	1
557	обращается как	1	1
558	можно сказать	4	1
559	и смысловой	1	1
560	того как	2	1
561	ее от	1	1
562	они являются	1	1
563	увидеть и	1	1
564	отметить что	1	1
565	оно или	1	1
566	только такие	1	1
567	и только	1	1
568	крайней мере	6	1
569	не надо	3	1
570	найти и	1	1
571	она может	1	1
572	того что	3	1
573	большей или	3	1
574	быть и	1	1
575	известном смысле	1	1
576	он что	1	1
577	оно и	1	1
578	мысли не	1	1
579	или меньшей	3	1
580	всякого рода	2	1
581	одной из	1	1
582	что даже	1	1
583	в какой	1	1
584	они нуждаются	1	1
585	то в	1	1
586	впрочем и	1	1
587	и речах	1	1
588	нас здесь	1	1
589	их всякой	1	1
590	вся эта	2	1
591	как слова	1	1
592	вот почему	3	1
593	говорить об	1	1
594	или иным	1	1
595	не все	3	1
596	как более	1	1
597	слова не	3	1
598	следует что	3	1
599	не так	1	1
600	и их	1	1
601	могло бы	1	1
602	иначе как	1	1
603	не для	1	1
604	слово как	1	1
605	к ним	1	1
606	второй части	1	1
607	может служить	2	1
608	противоречии с	1	1
609	но что	2	1
610	и никогда	1	1
611	того или	2	1
612	на счет	1	1
613	в других	1	1
614	нет в	1	1
615	для того	9	1
616	важна нам	1	1
617	в особенности	4	1
618	выходит за	2	1
619	основная тенденция	1	1
620	как у	2	1
621	стороны эта	1	1
622	а именно	2	1
623	вообще и	2	1
624	вплотную к	1	1
625	возможно большее	1	1
626	если мы	4	1
627	что не	6	1
628	в живом	2	1
629	но есть	2	1
630	что для	2	1
631	от другого	1	1
632	этот термин	2	1
633	а на	2	1
634	жизнь в	1	1
635	а так	1	1
636	слова сами	1	1
637	не допускает	1	1
638	с немецкими	1	1
639	что мы	6	1
640	что существенно	1	1
641	в одно	1	1
642	если не	1	1
643	с помощью	7	1
644	позволяет нам	1	1
645	этой же	1	1
646	самая постановка	1	1
647	в частности	2	1
648	на который	2	1
649	одно слово	1	1
650	ни на	2	1
651	творческой работы	1	1
652	прямо сказать	1	1
653	и приобретает	1	1
654	и понимать	1	1
655	быть это	1	1
656	предисловии к	1	1
657	если оно	1	1
658	что за	2	1
659	сравнению с	1	1
660	такого рода	1	1
661	лежат в	1	1
662	и там	1	1
663	строится не	1	1
664	далеко за	1	1
665	одно общее	1	1
666	этого слова	5	1
667	и оформленные	1	1
668	этот не	1	1
669	слова и	5	1
670	этом случае	2	1
671	новые и	1	1
672	ничего кроме	1	1
673	не раз	1	1
674	слова так	1	1
675	анализа мы	1	1
676	тех или	1	1
677	в книге	1	1
678	что я	4	1
679	к голому	1	1
680	выражения но	1	1
681	своей книге	1	1
682	всего можно	1	1
683	и все	2	1
684	у них	1	1
685	в большей	3	1
686	будто бы	2	1
687	речи как	1	1
688	только что	1	1
689	все они	2	1
690	мы видели	2	1
691	я в	1	1
692	мне кажется	2	1
693	в искусстве	1	1
694	все элементы	1	1
695	распалось на	1	1
696	может и	1	1
697	в свою	2	1
698	лишь по	1	1
699	связей нашего	1	1
700	это в	2	1
701	этой проблемы	1	1
702	совершенно не	3	1
703	таков следовательно	1	1
704	эта установка	1	1
705	бы быть	1	1
706	или иного	2	1
707	лишает их	1	1
708	себе не	2	1
709	где он	1	1
710	к этой	3	1
711	внутри одного	1	1
712	и другие	1	1
713	случае если	2	1
714	сущности не	1	1
715	к этому	4	1
716	точно так	3	1
717	такой же	1	1
718	этой точки	2	1
719	только она	1	1
