N	2gram	Bakhtin_Fr_6	Mirosoze
201	различие между	1	2
202	и когда	2	2
203	есть также	1	2
204	еще в	5	2
205	с ним	4	2
206	и нужно	1	2
207	о нем	1	2
208	о том	9	2
209	и кровь	1	2
210	и во	2	2
211	и те	2	2
212	движения в	1	2
213	у всех	1	2
214	мы видим	6	2
215	нем не	1	2
216	начало в	1	2
217	жизни и	3	2
218	человека с	2	2
219	никто не	2	2
220	ведь это	2	2
221	была еще	1	2
222	отношению к	1	2
223	как будто	1	2
224	для того	1	2
225	момент в	1	2
226	до сих	3	2
227	мы еще	2	2
228	на людей	1	2
229	и самый	3	2
230	связано с	3	2
231	к гибели	1	2
232	нужно искать	1	2
233	света и	1	2
234	на этот	1	2
235	его как	1	2
236	о чем	1	2
237	от мира	2	2
238	он и	1	2
239	в той	5	2
240	и границы	1	2
241	как бы	7	2
242	образ и	1	2
243	и нет	1	2
244	в начале	3	2
245	и для	3	2
246	не существует	1	2
247	бы в	2	2
248	конце концов	1	2
249	сказать что	6	2
250	у которых	1	2
251	к этой	1	2
252	все что	4	2
253	всем и	2	1
254	ту же	1	1
255	также что	3	1
256	должно вести	1	1
257	повторяются в	1	1
258	через которые	1	1
259	и то	2	1
260	дело доходит	2	1
261	выражения в	1	1
262	на самом	1	1
263	между двумя	1	1
264	и до	7	1
265	внутреннюю жизнь	1	1
266	был и	1	1
267	с темой	2	1
268	в зависимости	1	1
269	из всех	1	1
270	характер его	1	1
271	мы не	2	1
272	уверен что	1	1
273	не во	1	1
274	и через	1	1
275	принадлежит к	1	1
276	не вполне	1	1
277	жизни как	1	1
278	ему в	1	1
279	то это	1	1
280	зависимости от	1	1
281	слово он	1	1
282	начало и	2	1
283	еще не	1	1
284	бы еще	1	1
285	во всех	17	1
286	своего тела	4	1
287	тем как	1	1
288	природы и	2	1
289	одним словом	1	1
290	самом деле	4	1
291	друг к	1	1
292	всякий раз	1	1
293	энергии и	1	1
294	и всякий	1	1
295	тех же	2	1
296	и речи	1	1
297	что они	2	1
298	природа в	1	1
299	мира в	2	1
300	как говорит	1	1
301	в одной	3	1
302	средневекового человека	1	1
303	это был	1	1
304	поднимается из	1	1
305	в противоположность	1	1
306	искусство и	1	1
307	со своей	1	1
308	что же	1	1
309	роль в	4	1
310	чувств и	1	1
311	во многих	1	1
312	ее как	1	1
313	имеет для	1	1
314	легенде с	1	1
315	эпохи возрождения	1	1
316	это связано	1	1
317	в первых	1	1
318	он все	1	1
319	видел в	1	1
320	всех этих	2	1
321	с именем	1	1
322	смертной казни	1	1
323	с таким	1	1
324	в плане	3	1
325	этой темы	1	1
326	из него	1	1
327	которому принадлежал	1	1
328	значительной степени	1	1
329	в каждом	1	1
330	как они	2	1
331	же не	1	1
332	значение в	2	1
333	была в	1	1
334	к другу	1	1
335	на все	3	1
336	это было	2	1
337	связываются с	1	1
338	не совпадает	1	1
339	всего того	1	1
340	с начала	1	1
341	весь мир	3	1
342	кажется что	2	1
343	которым он	1	1
344	не земля	1	1
345	все границы	1	1
346	которой он	1	1
347	не больше	1	1
348	нисколько не	1	1
349	во время	9	1
350	в преисподнюю	4	1
351	было очень	1	1
352	он дает	1	1
353	мир и	1	1
354	точку зрения	1	1
355	земле и	1	1
356	его время	1	1
357	и эти	1	1
358	как от	1	1
359	и почти	1	1
360	вовсе не	7	1
361	в землю	1	1
362	адама и	1	1
363	существуют две	1	1
364	мы чувствуем	1	1
365	почти все	1	1
366	в отношении	1	1
367	с миром	3	1
368	и против	1	1
369	не менее	1	1
370	не раз	1	1
371	эта мысль	1	1
372	в обоих	1	1
373	что их	2	1
374	у кого	2	1
375	и именно	1	1
376	когда они	3	1
377	мы все	1	1
378	себе самом	2	1
379	так много	1	1
380	положительный пафос	1	1
381	казалось бы	1	1
382	находятся в	2	1
383	к системе	1	1
384	с одним	1	1
385	строя жизни	1	1
386	во всем	5	1
387	образа но	1	1
388	с природным	1	1
389	ничто не	1	1
390	и исторического	1	1
391	только с	3	1
392	были еще	2	1
393	в области	2	1
394	ведь все	1	1
395	не знали	1	1
396	у меня	1	1
397	в космосе	1	1
398	все то	5	1
399	к себе	2	1
400	в духе	3	1
401	такова концепция	1	1
402	люди все	1	1
403	людей в	3	1
404	как человек	1	1
405	связывает его	1	1
406	приходит к	1	1
407	и о	1	1
408	к людям	1	1
409	город и	1	1
410	средневековья и	1	1
411	и всякой	2	1
412	и этим	2	1
413	в пределах	1	1
414	не столько	1	1
415	для нового	2	1
416	и сам	3	1
417	в образе	6	1
418	можно было	1	1
419	так и	5	1
420	нем есть	1	1
421	и каждый	1	1
422	когда его	1	1
423	жизнь и	1	1
424	поэтому в	1	1
425	в эпоху	6	1
426	и даже	4	1
427	непонятный для	1	1
428	он жил	1	1
429	об этом	1	1
430	связанная с	1	1
431	есть во	1	1
432	его интересует	1	1
433	а к	1	1
434	каждый раз	1	1
435	люди с	2	1
436	и поэтому	1	1
437	в глаза	1	1
438	одного из	1	1
439	в значительной	2	1
440	нас в	1	1
441	связанной с	2	1
442	заключается в	2	1
443	доходит до	2	1
444	от них	1	1
445	этот момент	1	1
446	и непонятный	1	1
447	восходит к	1	1
448	в другой	1	1
449	мире так	1	1
450	все время	4	1
451	и наконец	4	1
452	мы уже	18	1
453	в сферу	1	1
454	на которой	2	1
455	остается до	1	1
456	в сложном	1	1
457	одной из	3	1
458	этот вопрос	1	1
459	характерно для	1	1
460	же этот	1	1
461	то он	2	1
462	между тем	2	1
463	между этими	1	1
464	был также	1	1
465	в эти	2	1
466	так что	2	1
467	книгу о	1	1
468	литературы в	1	1
469	к земле	1	1
470	говорить об	1	1
471	одном отношении	1	1
472	оно всегда	1	1
473	рассказывает о	1	1
474	и небо	1	1
475	xvi века	2	1
476	себе в	2	1
477	в одном	5	1
478	у нее	1	1
479	ее не	1	1
480	к ним	1	1
481	как его	2	1
482	свои границы	1	1
483	уже совершенно	1	1
484	написал книгу	1	1
485	рядом с	5	1
486	от ее	1	1
487	связан с	1	1
488	не были	3	1
489	выходит за	3	1
490	и из	1	1
491	силы но	1	1
492	влияние на	1	1
493	как у	3	1
494	о влиянии	1	1
495	по своим	1	1
496	а именно	2	1
497	к которому	1	1
498	действующих лиц	1	1
499	были в	1	1
500	и др	10	1
501	что не	3	1
502	с большей	1	1
503	говорит о	1	1
504	притом не	1	1
505	нужно сказать	2	1
506	а на	2	1
507	это прежде	2	1
508	не на	2	1
509	не вера	1	1
510	было для	1	1
511	огонь а	1	1
512	остается и	1	1
513	и связанной	1	1
514	но оно	3	1
515	в частности	2	1
516	все основные	2	1
517	к его	1	1
518	мы говорим	1	1
519	подхода к	1	1
520	все высокое	1	1
521	эти пределы	1	1
522	над ним	1	1
523	влияния на	2	1
524	принужден был	1	1
525	все внимание	1	1
526	этих словах	1	1
527	знать что	2	1
528	наряду с	1	1
529	связаны с	7	1
530	если человек	1	1
531	когда она	1	1
532	да и	1	1
533	мук и	1	1
534	для понимания	1	1
535	общества в	1	1
536	мира с	1	1
537	земного рая	1	1
538	в огне	2	1
539	что мы	2	1
540	было сказано	1	1
541	только для	1	1
542	но это	3	1
543	в смысле	1	1
544	и преисподняя	1	1
545	под влиянием	1	1
546	и часто	2	1
547	еще страшнее	1	1
548	он чувствовал	1	1
549	из себя	1	1
550	еще более	2	1
551	тем более	2	1
552	ведь этот	2	1
553	за этим	1	1
554	это все	2	1
555	от всех	2	1
556	сказано но	1	1
557	но этот	1	1
558	для нашего	1	1
559	жизни а	1	1
560	самом человеке	1	1
561	та же	4	1
562	на это	1	1
563	пути к	1	1
564	в искусстве	3	1
565	так же	5	1
566	земли и	4	1
567	они не	3	1
