N	2gram	Propp_Russ_1	KulturaY
555	сюда же	1	1
556	совершенно ином	1	1
557	после смерти	1	1
558	происходит при	1	1
559	воспоминания о	2	1
560	в россии	4	1
561	что для	1	1
562	говорит о	1	1
563	но ему	1	1
564	от другого	1	1
565	в некоторых	4	1
566	что им	1	1
567	в любой	1	1
568	однако и	1	1
569	его как	2	1
570	долгое время	1	1
571	отнюдь не	2	1
572	пр и	1	1
573	в одно	1	1
574	так называемых	1	1
575	е тот	1	1
576	в ленинграде	1	1
577	вопрос этот	1	1
578	что именно	2	1
579	по своему	1	1
580	предположить что	2	1
581	наряду с	1	1
582	и смысла	1	1
583	и белорусским	1	1
584	как средство	1	1
585	где это	1	1
586	н а	5	1
587	лишает их	1	1
588	только о	1	1
589	весь этот	1	1
590	этот не	1	1
591	какие же	2	1
592	его в	1	1
593	с особым	1	1
594	ко времени	3	1
595	что мы	1	1
596	в основном	3	1
597	который по	1	1
598	только для	2	1
599	в начале	1	1
600	но для	1	1
601	кроме того	1	1
602	же значение	1	1
603	ниже мы	1	1
604	к вопросу	2	1
605	только одна	1	1
606	основании что	1	1
607	недавнего времени	1	1
608	эту точку	1	1
609	это часто	1	1
610	что некоторые	1	1
611	иное чем	1	1
612	или нет	1	1
613	интерес к	2	1
614	и н	2	1
615	главным образом	2	1
616	с понятием	1	1
617	будто бы	6	1
618	и обычаями	1	1
619	например на	1	1
620	чем свидетельствует	1	1
621	чем можно	2	1
622	слово в	1	1
623	они возникли	1	1
624	это все	1	1
625	не знает	1	1
626	сказать что	1	1
627	только как	1	1
628	с русской	1	1
629	это на	1	1
630	также в	3	1
631	не что	2	1
632	есть и	1	1
633	та же	2	1
634	который в	1	1
635	жизнь в	1	1
636	жизни и	1	1
637	но эти	3	1
638	также не	1	1
639	в роли	1	1
640	в своих	2	1
641	к этому	4	1
642	значение в	1	1
643	точно так	1	1
644	все что	1	1
