N	2gram	Propp_Russ_1	Istorich
100	в числе	2	4
101	в которых	5	4
102	тогда как	2	4
103	не просто	2	4
104	его на	1	4
105	в этот	10	4
106	с водой	1	4
107	но эта	1	4
108	что этот	4	4
109	того как	5	4
110	представляют собой	7	4
111	так в	4	4
112	о том	8	4
113	прибавить что	1	4
114	такое же	2	4
115	все что	1	4
116	в тех	4	4
117	приводит нас	2	4
118	например в	2	3
119	что иное	2	3
120	и действительно	1	3
121	из этих	4	3
122	более поздний	1	3
123	только тогда	1	3
124	относится к	1	3
125	перед нами	1	3
126	его к	2	3
127	все эти	2	3
128	и и	2	3
129	в лес	1	3
130	на то	1	3
131	что она	2	3
132	связанные с	3	3
133	при этом	6	3
134	он должен	1	3
135	что у	2	3
136	а затем	1	3
137	те же	1	3
138	должен был	1	3
139	том что	19	3
140	и при	1	3
141	и более	2	3
142	как это	8	3
143	не имеет	6	3
144	связи с	4	3
145	и он	1	3
146	она не	2	3
147	данном случае	1	3
148	большей частью	1	3
149	в образе	2	3
150	домой и	2	3
151	иное как	2	3
152	же происходит	1	3
153	но мы	1	3
154	чтобы вызвать	1	3
155	а также	3	3
156	представления о	1	3
157	это приводит	1	3
158	в том	17	3
159	мы увидим	8	3
160	только в	4	3
161	и других	7	3
162	не на	2	3
163	в свете	2	3
164	о чем	3	3
165	там где	2	3
166	что мы	1	3
167	в данном	1	3
168	наряду с	1	3
169	как бы	5	3
170	по существу	4	3
171	этом случае	5	3
172	случаях когда	1	3
173	или в	2	3
174	для нас	6	3
175	из своего	1	3
176	всякого рода	3	3
177	но это	4	3
178	же в	1	3
179	е в	8	3
180	на поле	1	3
181	между ними	1	3
182	на смену	1	3
183	является и	1	3
184	не что	2	3
185	и другие	13	3
186	в русских	1	2
187	эти случаи	1	2
188	мы здесь	1	2
189	такую же	1	2
190	должна быть	1	2
191	видеть в	1	2
192	и за	1	2
193	по его	1	2
194	ему в	1	2
195	случаи когда	1	2
196	за это	1	2
197	это видно	1	2
198	тех же	1	2
199	к ним	3	2
200	иногда и	5	2
201	тут же	2	2
202	в этой	1	2
203	в истории	1	2
204	исторически и	1	2
205	культа предков	1	2
206	почему и	1	2
207	с этим	2	2
208	в своем	3	2
209	тех случаях	1	2
210	указывают на	1	2
211	хотя и	2	2
212	в фольклоре	2	2
213	упомянуть что	2	2
214	увидим что	1	2
215	что это	3	2
216	в целом	2	2
217	представляет собой	4	2
218	на некоторых	1	2
219	в себе	1	2
220	в нем	2	2
221	не к	1	2
222	поле и	2	2
223	его от	2	2
224	на этом	3	2
225	так например	6	2
226	здесь мы	1	2
227	главным образом	2	2
228	связанных с	1	2
229	с целью	2	2
230	было бы	1	2
231	известно что	1	2
232	из них	8	2
233	и тем	1	2
234	он же	3	2
235	с тем	8	2
236	которой он	1	2
237	можно считать	1	2
238	земли и	1	2
239	и их	4	2
240	при изучении	5	2
241	указать что	1	2
242	установить что	1	2
243	что я	1	2
244	их происхождение	2	2
245	тем не	3	2
246	все это	6	2
247	и наоборот	1	2
248	что есть	1	2
249	не менее	3	2
250	дело не	1	2
251	или другие	2	2
252	здесь на	1	2
253	к этим	1	2
254	не по	1	2
255	они же	2	2
256	не могло	1	2
257	одна из	4	2
258	в тексте	1	2
259	что на	4	2
260	они показывают	1	2
261	в области	3	2
262	от того	1	2
263	у нас	8	2
264	в немецкой	1	2
265	не могут	1	2
266	его с	4	2
267	можно показать	1	2
268	на том	1	2
269	вопрос этот	1	2
270	иногда в	2	2
271	и на	10	2
272	имеется в	1	2
273	основана на	1	2
274	если бы	1	2
275	древнейшая форма	1	2
276	или на	3	2
277	после того	2	2
278	связь между	2	2
279	от них	3	2
280	и во	1	2
281	в форме	1	2
282	видим что	1	2
283	того что	4	2
284	с той	1	2
285	показывают что	2	2
286	на которой	1	2
287	содержится в	1	2
288	несколько примеров	1	2
289	их не	2	2
290	иметь власть	1	2
291	так что	2	2
292	уже в	1	2
293	в виде	6	2
294	есть в	1	2
295	не дает	1	2
296	его и	2	2
297	ни в	1	2
298	с этими	1	2
299	только с	1	2
300	не случайно	2	2
301	в других	11	2
302	в особенности	2	2
303	материалы по	1	2
304	возможно что	1	2
305	дают в	1	2
306	но есть	2	2
307	иногда это	1	2
308	говорит о	1	2
309	на этот	3	2
310	ниже в	1	2
311	его как	2	2
312	в частности	2	2
313	он уже	1	2
314	этого слова	3	2
315	в отдельности	2	2
316	есть и	1	2
317	приведем несколько	1	2
318	между прочим	2	2
319	речь будет	1	2
320	но для	1	2
321	только одна	1	2
322	в связи	4	2
323	от него	1	2
324	и все	1	2
325	на берегу	1	2
326	еще прибавить	1	2
327	и целый	1	2
328	случаи показывают	1	2
329	этот вопрос	2	2
330	сказать что	1	2
331	по свидетельству	1	2
332	в роли	1	2
333	говоря о	1	1
334	на горох	1	1
335	этого животного	1	1
336	увидим ниже	3	1
337	песни и	3	1
338	название как	1	1
339	переход от	2	1
340	эти сведения	1	1
341	показать что	1	1
342	описываются в	1	1
343	даже если	1	1
344	непосредственно не	1	1
345	полагают что	1	1
346	к другому	2	1
347	что эти	1	1
348	не имеют	1	1
349	серебро и	1	1
350	и могут	1	1
351	часть его	1	1
352	и встречается	1	1
353	явление он	1	1
354	их и	3	1
355	полагает что	6	1
356	землей и	1	1
357	на тех	2	1
358	мы не	6	1
359	собираются на	1	1
360	что между	1	1
361	что если	1	1
362	животного или	1	1
363	первоначальный смысл	1	1
364	приводят к	1	1
365	но она	2	1
366	не вполне	1	1
367	этом так	1	1
368	они были	2	1
369	но даже	2	1
370	не совсем	4	1
371	зависимости от	1	1
372	него он	1	1
373	в ней	2	1
374	происхождение этого	1	1
375	некогда представлял	1	1
376	такими какими	1	1
377	что умершие	1	1
378	он был	2	1
379	на них	1	1
380	как символ	2	1
381	объяснило бы	1	1
382	что по	4	1
383	в различных	2	1
384	в чем	1	1
385	во всех	4	1
386	некоторые другие	5	1
387	материалов но	1	1
388	их так	1	1
389	сообщают что	1	1
390	как правило	3	1
391	часть из	1	1
392	другой более	1	1
393	землю и	1	1
394	не все	1	1
395	если в	3	1
396	в эти	4	1
397	а и	5	1
398	себе и	1	1
399	иные формы	1	1
400	были не	1	1
401	обряды и	2	1
402	независимо от	2	1
403	общего с	1	1
404	что именно	2	1
405	здесь хозяин	1	1
406	рассматриваться как	1	1
407	однако не	1	1
408	представлял собой	1	1
409	уже указывалось	3	1
410	целый ряд	1	1
411	и русским	1	1
412	и наконец	1	1
413	бытовые формы	1	1
414	и к	3	1
415	это показывает	2	1
416	всегда был	1	1
417	животных и	4	1
418	та же	2	1
419	его следует	1	1
420	когда будет	1	1
421	земля и	1	1
422	думать что	3	1
423	жертвенных животных	1	1
424	то и	1	1
425	значение так	1	1
426	якобы не	1	1
427	говорят о	1	1
428	и те	3	1
429	в жертву	1	1
430	под землей	3	1
431	с новым	1	1
432	очень велико	1	1
433	на свой	1	1
434	и стало	1	1
435	в нашей	1	1
436	всех этих	2	1
437	не как	1	1
438	том чтобы	1	1
439	и связанные	2	1
440	но вместе	1	1
441	подобно тому	1	1
442	стоят три	1	1
443	они идут	1	1
444	эта же	1	1
445	какими их	1	1
446	исходя из	1	1
447	формы мышления	1	1
448	совпадают с	3	1
449	в совершенно	1	1
450	в старину	2	1
451	очень древний	1	1
452	вера в	1	1
453	на все	2	1
454	на этой	2	1
455	и мы	1	1
456	мы однако	1	1
457	земледелия и	1	1
458	по всему	1	1
459	этом мы	1	1
460	в них	6	1
461	по очень	1	1
462	со своими	1	1
463	сообщает и	1	1
464	у древних	1	1
465	следы его	1	1
466	дерево в	1	1
467	афанасьев в	1	1
468	в развитии	1	1
469	такой же	2	1
470	носит название	1	1
471	рассмотрим некоторые	1	1
472	никаких признаков	2	1
473	или вообще	1	1
474	точки зрения	3	1
475	часто в	1	1
476	песен и	3	1
477	рад бы	1	1
478	указывает и	1	1
479	представить себе	1	1
480	что дело	1	1
481	просто в	1	1
482	и звезды	2	1
483	как указывает	1	1
484	должны были	2	1
485	из сказки	1	1
486	не будем	3	1
487	их очень	1	1
488	свет на	1	1
489	при рассмотрении	1	1
490	что было	1	1
491	и эти	1	1
492	образом из	1	1
493	более древних	1	1
494	к хозяину	1	1
495	сам он	1	1
496	тому что	4	1
497	велит зарезать	1	1
498	будут рассмотрены	1	1
499	в пищу	3	1
500	вплоть до	4	1
501	эти дни	4	1
502	в то	1	1
503	целый год	1	1
504	тогда когда	1	1
505	народов в	1	1
506	тому кто	1	1
507	сидят на	1	1
508	можем предположить	1	1
509	животным на	1	1
510	связь этого	1	1
511	этого обряда	3	1
512	за услугу	1	1
513	именно с	2	1
514	которые и	1	1
515	впрочем в	1	1
516	явление в	1	1
517	в три	1	1
518	пристальное изучение	1	1
519	в русском	4	1
520	к ней	2	1
521	можно сказать	1	1
522	ее с	1	1
523	в глубоком	1	1
524	это слово	1	1
525	наша задача	1	1
526	что земля	1	1
527	ссылаясь на	1	1
528	до того	2	1
529	животных это	1	1
530	доказать что	1	1
531	как бог	3	1
532	труда а	1	1
533	в основе	1	1
534	при обряде	1	1
535	ему не	1	1
536	не потому	1	1
537	iii и	1	1
538	других случаях	3	1
539	и другой	3	1
540	года он	1	1
541	характер этой	1	1
542	в сказках	1	1
543	должны быть	1	1
544	в своего	1	1
545	к тому	4	1
546	служить и	1	1
547	их происхождения	1	1
548	в сибири	2	1
549	ничего общего	2	1
550	и это	1	1
551	творчества а	1	1
552	как не	2	1
553	и служит	1	1
554	на другой	1	1
555	на основе	1	1
556	только при	1	1
557	культу предков	1	1
558	идет не	1	1
559	то время	1	1
560	всей своей	1	1
561	в пределах	1	1
562	приводит к	3	1
563	сказки а	1	1
564	лучше понять	2	1
565	дополняет картину	1	1
566	в глаза	1	1
567	на заре	1	1
568	на путь	1	1
569	и каждый	1	1
570	культ мертвых	1	1
571	во второй	1	1
572	жизнь и	1	1
573	между собой	2	1
574	с этого	6	1
575	должны признать	1	1
576	собой и	1	1
577	для этого	2	1
578	по мере	1	1
579	быту и	1	1
580	с ним	2	1
581	но здесь	1	1
582	в виду	1	1
583	а к	1	1
584	слова а	1	1
585	что дает	1	1
586	происходило не	1	1
587	и пахоты	1	1
588	вот почему	1	1
589	заставляет видеть	1	1
590	характер этого	2	1
591	внимание на	1	1
592	этот все	1	1
593	говорилось о	2	1
594	на что	2	1
595	особое значение	1	1
596	как этот	1	1
597	нас в	1	1
598	в древнем	3	1
599	в середине	3	1
600	и следовательно	1	1
601	обряды или	1	1
602	это несомненно	1	1
603	в земле	2	1
604	по содержанию	3	1
605	быть и	2	1
606	один из	8	1
607	имеем здесь	1	1
608	оказалось что	1	1
609	обилия и	1	1
610	тот же	1	1
611	и социальным	1	1
612	соответствующих ему	1	1
613	жертвенного животного	1	1
614	который по	1	1
615	к их	1	1
616	очень много	1	1
617	и так	1	1
618	до нас	1	1
619	и раньше	1	1
620	или его	1	1
621	а только	1	1
622	одни и	1	1
623	чаще всего	3	1
624	этот очень	1	1
625	по другим	1	1
626	только этот	1	1
627	античности и	1	1
628	можно еще	1	1
629	же она	1	1
630	можно установить	1	1
631	не можем	3	1
632	своего рода	3	1
633	в большинстве	2	1
634	только на	3	1
635	до появления	1	1
636	в дом	2	1
637	в начале	1	1
638	предков на	1	1
639	большинстве случаев	2	1
640	объясняется тем	1	1
641	очевидно что	1	1
642	одно из	5	1
643	религии но	1	1
644	надо умилостивить	1	1
645	и один	1	1
646	много и	3	1
647	заметить что	1	1
648	смерти и	1	1
649	они становятся	1	1
650	в очень	1	1
651	и обряды	3	1
652	умерших предков	1	1
653	которые как	1	1
654	представление о	3	1
655	не делали	1	1
656	как у	1	1
657	на реку	1	1
658	с культом	1	1
659	к которому	1	1
660	русском фольклоре	1	1
661	он во	1	1
662	а с	4	1
663	цель и	1	1
664	мы еще	1	1
665	происходит при	1	1
666	что не	1	1
667	обратиться к	1	1
668	но ему	1	1
669	уже почти	1	1
670	связано с	1	1
671	только по	2	1
672	что им	1	1
673	не было	2	1
674	которые не	3	1
675	на которых	1	1
676	у других	1	1
677	с которым	1	1
678	его по	1	1
679	фигурируют в	1	1
680	долгое время	1	1
681	сослаться на	1	1
682	иногда называется	1	1
683	под влиянием	1	1
684	становится ясным	1	1
685	хозяев и	1	1
686	он и	1	1
687	уже давно	1	1
688	в ленинграде	1	1
689	приносили в	1	1
690	этой же	1	1
691	и могилы	1	1
692	состояла в	1	1
693	или черного	1	1
694	в иных	1	1
695	или по	1	1
696	фольклоре не	1	1
697	этого момента	3	1
698	материал материал	1	1
699	к жизни	3	1
700	содержанию и	1	1
701	к зеленина	1	1
702	тому как	1	1
703	а позже	1	1
704	и всей	2	1
705	года в	2	1
706	довольно много	2	1
707	как будто	5	1
708	в это	3	1
709	останавливаться на	2	1
710	в различные	1	1
711	в основном	3	1
712	видно что	6	1
713	см гл	1	1
714	случае он	1	1
715	на одной	1	1
716	по дороге	1	1
717	в более	2	1
718	прямо на	1	1
719	не оставляют	1	1
720	к пониманию	1	1
721	много но	1	1
722	основаны на	2	1
723	на новый	2	1
724	не объясняет	2	1
725	говорится в	1	1
726	вообще часто	1	1
727	жизни и	1	1
728	или нет	1	1
729	уже знаем	1	1
730	места на	1	1
731	будто бы	6	1
732	или не	1	1
733	и изобилие	1	1
734	но если	1	1
735	из работ	1	1
736	чтобы лучше	2	1
737	иначе чем	1	1
738	ты не	1	1
739	это все	1	1
740	не знает	1	1
741	только как	1	1
742	с греческим	1	1
743	легко заметить	1	1
744	объясняет почему	1	1
745	он прослеживается	1	1
746	еще упомянуть	2	1
747	этим объясняется	1	1
748	но эти	3	1
749	в своих	2	1
750	по поводу	1	1
751	как на	1	1
752	и вновь	1	1
753	они не	1	1
