N	2gram	Potebnia_M_3	Formalny
377	мы назовем	1	1
378	мы различаем	2	1
379	и прочно	1	1
380	увидим что	1	1
381	этим языком	1	1
382	произведение действительно	1	1
383	то в	1	1
384	содержание художественного	1	1
385	и конечно	1	1
386	словом не	1	1
387	та же	2	1
388	когда человек	1	1
389	так или	2	1
390	иначе и	2	1
391	из этих	9	1
392	так в	2	1
393	может считаться	1	1
394	формы не	1	1
395	от простого	1	1
396	понятие имеет	1	1
397	как он	1	1
398	на то	2	1
399	быть только	4	1
400	что без	1	1
401	этого отражения	1	1
402	противном случае	1	1
403	как оно	1	1
404	не следует	5	1
405	тем не	3	1
406	всем своем	1	1
407	выражения и	1	1
408	к одному	5	1
409	его сознание	2	1
410	не исчерпывают	2	1
411	это значение	1	1
412	как необходимое	1	1
413	произведения та	1	1
414	таких которые	1	1
415	на наш	1	1
416	и по	4	1
417	людей и	2	1
418	его содержании	1	1
419	в нее	1	1
420	и понятие	1	1
421	мыслью но	1	1
422	заключается в	1	1
423	время и	2	1
424	к природе	1	1
425	деле в	1	1
426	может стать	2	1
427	без нее	2	1
428	должен был	1	1
429	и тем	5	1
430	и каждый	1	1
431	только одно	1	1
432	его места	1	1
433	истории языка	1	1
434	сами эти	1	1
435	она и	1	1
436	даже без	1	1
437	далеко не	4	1
438	этого не	3	1
439	нигде не	1	1
440	к значению	1	1
441	и тогда	3	1
442	что собственно	2	1
443	искусства может	1	1
444	в этих	1	1
445	отнесено к	1	1
446	что между	1	1
447	что если	1	1
448	к тем	2	1
449	отдельное произведение	1	1
450	внешним и	1	1
451	вещь как	1	1
452	в такой	1	1
453	в котором	4	1
454	переносит в	1	1
455	чем более	1	1
456	не столько	2	1
457	в первый	1	1
458	содержания какое	1	1
459	знаем что	1	1
460	бы мы	2	1
461	от его	1	1
462	но здесь	1	1
463	что отдельное	2	1
464	произведение есть	2	1
465	в силу	3	1
466	эту идею	1	1
467	даны в	1	1
468	принадлежит ему	2	1
469	но он	1	1
470	друг другу	1	1
471	самих по	2	1
472	есть еще	3	1
473	возможно только	3	1
474	не должно	1	1
475	сама она	1	1
476	сам этот	1	1
477	не знает	3	1
478	тому что	3	1
479	вообще но	1	1
480	и развивается	1	1
481	человека но	1	1
482	не имеет	6	1
483	на котором	2	1
484	если в	1	1
485	и притом	2	1
486	душе и	1	1
487	и сама	1	1
488	которого он	1	1
489	но вместе	4	1
490	говорить о	3	1
491	но только	2	1
492	того чтобы	3	1
493	занять место	1	1
494	и без	7	1
495	под этим	1	1
496	это то	1	1
497	явлений как	1	1
498	в звуке	4	1
499	для мысли	4	1
500	своей природе	1	1
501	и чувства	1	1
502	потому что	46	1
503	в сознании	15	1
504	не принадлежит	1	1
505	на которой	3	1
506	было не	1	1
507	уже и	1	1
508	этом отношении	2	1
509	что на	1	1
510	может показаться	1	1
511	вместе как	1	1
512	и искусство	1	1
513	уже о	1	1
514	все то	1	1
515	над другими	1	1
516	не могут	5	1
517	встречается в	1	1
518	относиться к	1	1
519	есть только	5	1
520	могут быть	3	1
521	же что	6	1
522	начале развития	2	1
523	сверху и	1	1
524	того о	1	1
525	как для	1	1
526	что при	3	1
527	только это	1	1
528	ничего общего	2	1
529	касается до	1	1
530	и самое	2	1
531	и о	2	1
532	это единство	2	1
533	ни одно	1	1
534	данном случае	1	1
535	только при	2	1
536	языка и	2	1
537	быть вполне	1	1
538	друга не	1	1
539	с самого	1	1
540	не те	1	1
541	привести в	2	1
542	что у	1	1
543	уже достоянием	1	1
544	в образе	3	1
545	только через	1	1
546	было в	1	1
547	мог бы	1	1
548	выражен в	1	1
549	во многом	2	1
550	чувственного восприятия	1	1
551	остается только	2	1
552	все остальные	3	1
553	понятно что	1	1
554	с предшествующим	1	1
555	в словах	3	1
556	из одного	1	1
557	не меньше	1	1
558	связанное с	2	1
559	через этот	1	1
560	развития а	1	1
561	мы всегда	1	1
562	не существовало	1	1
563	перестать быть	1	1
564	другими словами	1	1
565	той степени	1	1
566	его жизни	2	1
567	одного из	1	1
568	можно сказать	3	1
569	понятие и	1	1
570	отражением в	1	1
571	нас а	1	1
572	связь между	2	1
573	от них	2	1
574	должно было	2	1
575	творчества в	1	1
576	и человеком	1	1
577	противоречия и	1	1
578	эти два	1	1
579	на одном	1	1
580	в языке	7	1
581	в форме	2	1
582	вслед за	3	1
583	искусства так	1	1
584	в художественной	1	1
585	содержание но	1	1
586	предмета и	1	1
587	как из	1	1
588	мысли не	3	1
589	к нему	3	1
590	в двух	1	1
591	когда мир	1	1
592	романа и	1	1
593	значений и	1	1
594	мы видим	2	1
595	от всего	3	1
596	их отношении	1	1
597	в стороне	1	1
598	внутренняя форма	15	1
599	который в	1	1
600	то эти	1	1
601	между этими	1	1
602	не мешает	1	1
603	вследствие чего	1	1
604	так что	7	1
605	которые мы	1	1
606	из которого	1	1
607	себя в	1	1
608	слова в	7	1
609	в виде	2	1
610	чем с	1	1
611	а это	1	1
612	в понятие	1	1
613	есть однако	1	1
614	или даже	1	1
615	из них	6	1
616	произведения не	2	1
617	предмет и	2	1
618	мы знаем	1	1
619	мир не	1	1
620	был бы	2	1
621	никто не	3	1
622	представить себе	3	1
623	и навсегда	1	1
624	заключается именно	1	1
625	так как	13	1
626	содержания а	1	1
627	художника и	2	1
628	как его	1	1
629	но что	2	1
630	у него	2	1
631	отличие от	1	1
632	явлений в	1	1
633	имеет значение	6	1
634	не переходя	1	1
635	не были	2	1
636	даже не	1	1
637	одном месте	1	1
638	основная задача	1	1
639	имеет и	1	1
640	он останавливается	1	1
641	как у	1	1
642	качества и	1	1
643	на ее	1	1
644	не один	2	1
645	что они	2	1
646	значения в	1	1
647	в ряде	1	1
648	а с	2	1
649	содержание его	1	1
650	один и	1	1
651	что не	8	1
652	что для	4	1
653	у человека	1	1
654	зависит от	6	1
655	к своему	2	1
656	этим определяются	1	1
657	то по	1	1
658	в слове	32	1
659	его собственной	1	1
660	о предмете	2	1
661	для человека	4	1
662	там где	3	1
663	или с	2	1
664	в море	1	1
665	несмотря на	2	1
666	как материал	1	1
667	только теперь	1	1
668	к содержанию	3	1
669	художественное значение	1	1
670	его на	1	1
671	какого бы	1	1
672	внутренней формы	19	1
673	и определения	1	1
674	по своему	2	1
675	самой а	1	1
676	если оно	1	1
677	по поводу	4	1
678	видя в	1	1
679	есть результат	1	1
680	с такой	1	1
681	деятельность не	1	1
682	что же	2	1
683	образ и	6	1
684	эти последние	2	1
685	как средство	2	1
686	об особенностях	1	1
687	и ближайшим	1	1
688	что как	2	1
689	значит что	1	1
690	это значит	1	1
691	мира все	1	1
692	форма и	1	1
693	своего содержания	1	1
694	тех пор	1	1
695	к следующему	1	1
696	с первой	1	1
697	как предмет	1	1
698	искусств и	1	1
699	всей совокупности	1	1
700	между прочим	1	1
701	в смысле	4	1
702	в противном	1	1
703	не одна	1	1
704	в более	1	1
705	не является	1	1
706	слова но	2	1
707	не подлежит	2	1
708	или в	3	1
709	что оно	11	1
710	сознания и	1	1
711	том что	18	1
712	к одной	3	1
713	для нас	20	1
714	к ряду	1	1
715	из себя	2	1
716	тем более	4	1
717	с понятием	2	1
718	только что	8	1
719	до тех	1	1
720	от ее	1	1
721	в какие	1	1
722	не говоря	3	1
723	сказать что	5	1
724	другой стороны	4	1
725	в последнем	3	1
726	формы его	1	1
727	есть и	1	1
728	значение не	3	1
729	только одну	2	1
730	себе не	4	1
731	можем не	1	1
732	в данную	1	1
733	ее в	1	1
734	и эта	1	1
735	это в	2	1
736	к этому	3	1
