N	2gram	Tiupa_Disk_1	EvropaiE
310	при этом	13	1
311	с еще	1	1
312	к некоторому	1	1
313	в принципе	2	1
314	состоит в	9	1
315	не как	4	1
316	ли не	3	1
317	на земле	1	1
318	любой из	1	1
319	на этом	2	1
320	или иных	1	1
321	но все	1	1
322	значительной степени	2	1
323	в нем	9	1
324	значение в	1	1
325	различие между	2	1
326	же касается	2	1
327	том случае	1	1
328	полной мере	1	1
329	говорить не	1	1
330	лишь в	4	1
331	которая как	1	1
332	ряд иных	1	1
333	в жизни	1	1
334	рассказывает что	2	1
335	который по	1	1
336	к области	2	1
337	о которых	1	1
338	соответствии с	2	1
339	этом явлении	1	1
340	нельзя признать	1	1
341	фигурирует в	1	1
342	и было	2	1
343	мировой истории	1	1
344	потому и	1	1
345	как таковой	1	1
346	или менее	2	1
347	в изучении	1	1
348	если можно	1	1
349	которые лежат	1	1
350	в отличие	5	1
351	на такие	1	1
352	своей судьбой	1	1
353	возникающих в	1	1
354	войти в	1	1
355	в современном	2	1
356	входящие в	1	1
357	если и	1	1
358	не менее	2	1
359	вплоть до	1	1
360	но они	2	1
361	что с	2	1
362	для каждого	1	1
363	принадлежат к	3	1
364	данной сферы	1	1
365	мы все	1	1
366	наблюдений над	1	1
367	он мог	3	1
368	для всего	1	1
369	рассматривать как	2	1
370	можно усмотреть	2	1
371	к концу	1	1
372	единой для	1	1
373	следует понимать	1	1
374	во всем	1	1
375	своего существования	1	1
376	и его	2	1
377	связи с	4	1
378	можно рассматривать	1	1
379	в основе	7	1
380	есть к	1	1
381	настоящего времени	1	1
382	такие же	1	1
383	образования как	1	1
384	к сфере	1	1
385	приобщения к	1	1
386	числе и	2	1
387	должны быть	3	1
388	все еще	1	1
389	отказаться от	1	1
390	для себя	4	1
391	своего развития	1	1
392	и о	4	1
393	то она	2	1
394	и сами	1	1
395	мысль о	1	1
396	то чтобы	1	1
397	мнение что	1	1
398	даже помимо	1	1
399	и сам	1	1
400	те же	1	1
401	одного из	2	1
402	по природе	5	1
403	об этом	2	1
404	еще в	3	1
405	поэтому в	1	1
406	которая в	1	1
407	и вообще	2	1
408	оно определяется	1	1
409	в определенной	1	1
410	в построении	2	1
411	сводится к	5	1
412	внимание на	4	1
413	или на	3	1
414	времени в	2	1
415	нас в	1	1
416	не заключает	1	1
417	различия между	3	1
418	большей или	2	1
419	при самом	1	1
420	быть и	1	1
421	один из	3	1
422	с ними	1	1
423	дело с	2	1
424	всех этих	1	1
425	как нечто	1	1
426	которое мы	1	1
427	являет собой	3	1
428	или же	1	1
429	и ее	2	1
430	уже не	4	1
431	уже в	2	1
432	то и	1	1
433	в начале	2	1
434	что не	4	1
435	занимающей нас	1	1
436	производство и	1	1
437	но от	1	1
438	это обстоятельство	1	1
439	для него	4	1
440	и их	1	1
441	к сознанию	1	1
442	не о	1	1
443	как его	2	1
444	от того	1	1
445	своем значении	1	1
446	в исторической	1	1
447	области культуры	1	1
448	выходит за	1	1
449	даже не	1	1
450	на примере	1	1
451	не обязательно	4	1
452	не сводится	3	1
453	в каких	1	1
454	к которому	2	1
455	а впоследствии	1	1
456	с той	1	1
457	в явлениях	1	1
458	или меньшей	2	1
459	общение с	1	1
460	существует поскольку	1	1
461	выступает в	1	1
462	в соответствии	2	1
463	не было	7	1
464	не одной	1	1
465	в любой	1	1
466	на которых	1	1
467	с большей	1	1
468	зависит от	2	1
469	было отмечено	1	1
470	должно происходить	1	1
471	в связи	1	1
472	каких же	1	1
473	уже о	2	1
474	что во	1	1
475	историческом и	1	1
476	их к	1	1
477	до настоящего	1	1
478	для всех	1	1
479	с некоторыми	2	1
480	одновременно с	2	1
481	на пересечении	1	1
482	с ее	2	1
483	этого слова	1	1
484	с некоторым	1	1
485	слова и	1	1
486	аналогии с	1	1
487	в формах	1	1
488	отношений или	1	1
489	в формировании	1	1
490	ближе к	1	1
491	тех или	1	1
492	более того	2	1
493	многие из	1	1
494	одного и	2	1
495	указать на	1	1
496	при таком	1	1
497	лицо и	1	1
498	о котором	2	1
499	а к	1	1
500	особого рода	2	1
501	лежали в	1	1
502	в большей	1	1
503	знание в	1	1
504	но это	1	1
505	в мировом	1	1
506	бы на	1	1
507	групп и	1	1
508	и другие	1	1
509	в отношениях	1	1
510	цель и	1	1
511	с ней	1	1
512	понимать как	1	1
513	оно не	2	1
514	что даже	2	1
515	в свое	1	1
516	имеют дело	1	1
517	к числу	1	1
518	будучи в	1	1
519	в чьих	1	1
520	но сама	1	1
521	свои особые	1	1
522	случае если	1	1
523	это в	2	1
524	который не	1	1
525	том числе	2	1
