N	2gram	Losev_Prob_1	Tvorches
275	в сущности	2	1
276	время как	1	1
277	говорить о	6	1
278	что иное	2	1
279	но даже	1	1
280	то это	1	1
281	с большим	1	1
282	большей частью	2	1
283	и самого	1	1
284	одно из	2	1
285	еще не	9	1
286	по этому	3	1
287	он был	1	1
288	иное как	2	1
289	нам представляется	1	1
290	бы то	1	1
291	собою только	2	1
292	во всех	7	1
293	в двойнике	1	1
294	определения этого	1	1
295	совсем не	4	1
296	в голове	1	1
297	наряду с	1	1
298	друг на	1	1
299	и всякий	1	1
300	его построения	1	1
301	ни слова	1	1
302	к сожалению	1	1
303	и рисует	1	1
304	в истории	4	1
305	выясняется что	1	1
306	из центральных	1	1
307	первый взгляд	1	1
308	а самый	1	1
309	с этим	3	1
310	в художественном	1	1
311	кроме того	2	1
312	в мысли	1	1
313	голядкина в	1	1
314	что по	1	1
315	к этой	1	1
316	это тоже	2	1
317	его к	1	1
318	и к	1	1
319	в действительности	3	1
320	нет никакой	2	1
321	этой цели	1	1
322	для которого	3	1
323	бы и	1	1
324	что это	3	1
325	он в	2	1
326	все эти	8	1
327	жизни так	1	1
328	поскольку в	2	1
329	учение о	3	1
330	еще один	1	1
331	в известном	1	1
332	им в	1	1
333	сливаются в	3	1
334	говорят о	2	1
335	тому же	1	1
336	и те	1	1
337	если он	1	1
338	и если	6	1
339	связанные с	1	1
340	да и	3	1
341	т д	10	1
342	пушкина и	1	1
343	предмет а	1	1
344	но само	1	1
345	всех этих	7	1
346	сам является	1	1
347	в первую	1	1
348	не значит	2	1
349	идеи и	1	1
350	этого вопроса	1	1
351	не к	1	1
352	ведь этот	1	1
353	с представлением	1	1
354	на этом	1	1
355	его можно	1	1
356	в нее	1	1
357	а вместе	1	1
358	то ни	1	1
359	не сознавать	1	1
360	человека тем	1	1
361	же касается	3	1
362	который превращает	1	1
363	и чтобы	2	1
364	на этой	2	1
365	г в	1	1
366	его в	6	1
367	это было	2	1
368	заключается в	1	1
369	характеристики этого	1	1
370	бы нам	2	1
371	было бы	8	1
372	то все	1	1
373	все другие	2	1
374	всего прочего	1	1
375	прочим в	1	1
376	ни в	7	1
377	для них	2	1
378	не люблю	1	1
379	в них	7	1
380	о которых	3	1
381	все равно	5	1
382	показывает что	1	1
383	с этой	1	1
384	с тем	5	1
385	на друга	1	1
386	и уже	3	1
387	он и	8	1
388	и было	1	1
389	с лизой	1	1
390	о которой	1	1
391	их на	1	1
392	одного и	2	1
393	поэтому здесь	1	1
394	на первый	2	1
395	что такое	6	1
396	и ее	8	1
397	именно и	1	1
398	ипполит в	1	1
399	бы что	1	1
400	миф о	1	1
401	знал и	1	1
402	и уж	2	1
403	на первой	1	1
404	образом и	2	1
405	том же	1	1
406	что этот	2	1
407	если нет	1	1
408	по себе	15	1
409	имел в	2	1
410	это является	1	1
411	тому что	4	1
412	этой области	2	1
413	в отношении	3	1
414	однако уже	2	1
415	вплоть до	1	1
416	в таких	2	1
417	что эта	1	1
418	и другое	2	1
419	что ему	1	1
420	же самую	1	1
421	в смысле	1	1
422	не имеет	2	1
423	так уж	1	1
424	что их	2	1
425	в процессе	1	1
426	в нас	2	1
427	для всего	2	1
428	а кто	1	1
429	это мы	2	1
430	черт возьми	1	1
431	существует также	1	1
432	через него	1	1
433	казалось бы	4	1
434	слово и	1	1
435	действительности но	4	1
436	в самой	3	1
437	на себя	2	1
438	учения о	2	1
439	же он	1	1
440	чем оно	2	1
441	существуют в	1	1
442	и искусства	4	1
443	только с	1	1
444	ним на	2	1
445	и делает	3	1
446	в области	2	1
447	у нас	14	1
448	автор понимает	1	1
449	xx века	2	1
450	уже о	1	1
451	начиная с	1	1
452	есть какая-нибудь	1	1
453	конкретное и	1	1
454	не могут	2	1
455	мечтает о	1	1
456	но все	3	1
457	в плеханов	1	1
458	в других	5	1
459	что оно	3	1
460	бы он	1	1
461	что на	1	1
462	ли что	1	1
463	указывает на	14	1
464	мысли о	1	1
465	не есть	29	1
466	анализа в	1	1
467	имеет место	1	1
468	оно не	3	1
469	если же	1	1
470	она не	2	1
471	число и	1	1
472	и это	9	1
473	и о	8	1
474	в конце	6	1
475	но по	1	1
476	не принимать	1	1
477	внимание на	1	1
478	в ее	3	1
479	лермонтова и	1	1
480	другой стороны	3	1
481	только не	3	1
482	только то	4	1
483	говорили что	2	1
484	на поверхность	1	1
485	мы наблюдаем	2	1
486	если они	1	1
487	и неизменно	1	1
488	на невском	1	1
489	слово о	2	1
490	решающую роль	1	1
491	что может	2	1
492	эту удивительную	1	1
493	это вовсе	2	1
494	особенно в	2	1
495	утверждает что	1	1
496	часто в	1	1
497	ли и	1	1
498	сам не	1	1
499	момента и	1	1
500	понятно как	1	1
501	которая в	1	1
502	по мере	1	1
503	нас и	1	1
504	сам факт	1	1
505	в глубине	1	1
506	в таком	9	1
507	каждый раз	1	1
508	и здесь	6	1
509	и должно	2	1
510	и возможно	1	1
511	никак не	4	1
512	и что	9	1
513	ясным что	2	1
514	или на	3	1
515	и просто	1	1
516	было слишком	1	1
517	но когда	2	1
518	кажется что	1	1
519	нас в	2	1
520	к нему	3	1
521	и всю	2	1
522	между тем	2	1
523	была бы	1	1
524	при исследовании	1	1
525	эти два	1	1
526	стоит и	2	1
527	чем и	1	1
528	вообще и	4	1
529	нем и	1	1
530	представления о	1	1
531	все время	2	1
532	разложения в	1	1
533	один момент	1	1
534	действительности не	1	1
535	известном смысле	1	1
536	он стал	1	1
537	как он	4	1
538	будь то	3	1
539	в разные	1	1
540	даже если	4	1
541	идет к	1	1
542	большим трудом	1	1
543	делает его	2	1
544	вот что	1	1
545	человека к	1	1
546	знал что	3	1
547	себя в	1	1
548	от одной	1	1
549	для всех	1	1
550	если мы	11	1
551	то и	6	1
552	образ но	1	1
553	даже целые	1	1
554	но с	1	1
555	а это	2	1
556	в душе	1	1
557	мышления и	4	1
558	его и	1	1
559	ту или	1	1
560	выражена в	1	1
561	мы знаем	1	1
562	ведь это	2	1
563	могло бы	1	1
564	сами по	3	1
565	ее не	1	1
566	далек от	1	1
567	но что	2	1
568	тем что	7	1
569	само собой	2	1
570	даже и	8	1
571	не было	4	1
572	же деле	1	1
573	без всякой	2	1
574	до сих	3	1
575	мне не	1	1
576	однако это	3	1
577	мы никогда	3	1
578	очень любят	1	1
579	для этого	3	1
580	чем он	1	1
581	такого понимания	1	1
582	было и	1	1
583	естественно что	2	1
584	что бы	1	1
585	и их	1	1
586	самом же	1	1
587	тот самый	1	1
588	связи с	5	1
589	он только	1	1
590	на этот	3	1
591	а наоборот	3	1
592	и самый	1	1
593	в картине	1	1
594	не на	3	1
595	мыслит в	1	1
596	означало бы	1	1
597	человек есть	1	1
598	о чем	6	1
599	и я	1	1
600	романы достоевского	1	1
601	о трагической	1	1
602	указывающий на	1	1
603	метафоры типа	1	1
604	деле это	1	1
605	бы ее	1	1
606	и xix	1	1
607	но кто	1	1
608	как это	6	1
609	свои права	1	1
610	чтобы мы	1	1
611	это-то и	1	1
612	бы дал	1	1
613	по своему	9	1
614	чувствовал что	1	1
615	а если	1	1
616	есть только	8	1
617	с типом	1	1
618	это есть	9	1
619	что же	9	1
620	находятся в	1	1
621	это значит	1	1
622	свидригайлов говорит	1	1
623	слова и	1	1
624	сейчас же	3	1
625	художественное произведение	1	1
626	и некоторые	1	1
627	сих пор	3	1
628	только для	3	1
629	о его	2	1
630	это выражение	1	1
631	между прочим	2	1
632	же самое	9	1
633	является как	1	1
634	и тогда	1	1
635	как раз	13	1
636	пока еще	3	1
637	в комедии	2	1
638	и сам	1	1
639	и часто	2	1
640	бы говорить	1	1
641	уже на	2	1
642	в связи	4	1
643	но на	1	1
644	сколько бы	2	1
645	начала и	1	1
646	в настоящее	3	1
647	во время	1	1
648	в другое	1	1
649	значило бы	1	1
650	от него	1	1
651	себе что	2	1
652	тем более	5	1
653	чтобы его	2	1
654	конце концов	4	1
655	мы должны	5	1
656	тоже есть	3	1
657	все они	1	1
658	ни было	1	1
659	же в	4	1
660	романа и	1	1
661	хотя в	3	1
662	в искусстве	3	1
663	в целях	2	1
664	может и	3	1
665	это все	1	1
666	этот вопрос	1	1
667	и свое	1	1
668	да не	1	1
669	только как	1	1
670	от всех	2	1
671	из тупика	1	1
672	к его	2	1
673	не что	2	1
674	ко всему	1	1
675	т е	1	1
676	бы его	1	1
677	закона и	1	1
678	первую очередь	1	1
679	о нем	3	1
680	важно для	1	1
681	но эти	1	1
682	а может	2	1
683	а я	1	1
684	с самим	1	1
