N	2gram	Trubetskoy_1	TeoriaLi
102	свою очередь	2	3
103	другой стороны	5	3
104	так в	1	3
105	в другом	2	3
106	и что	8	3
107	входит в	1	3
108	того что	6	3
109	а с	4	3
110	для него	2	3
111	с ее	2	3
112	на почве	3	3
113	именно в	5	3
114	прежде всего	3	3
115	и потому	3	3
116	по своему	5	3
117	этого слова	2	3
118	мира в	1	3
119	к которому	1	3
120	таким образом	31	3
121	в основе	2	3
122	я и	1	2
123	была бы	1	2
124	того же	9	2
125	и это	3	2
126	это и	1	2
127	на деле	1	2
128	собою в	1	2
129	на себя	1	2
130	я не	2	2
131	в целом	5	2
132	между собой	4	2
133	но как	2	2
134	у него	5	2
135	и весьма	1	2
136	что они	2	2
137	данный момент	4	2
138	как к	5	2
139	и как	1	2
140	в которой	5	2
141	образом и	2	2
142	так или	5	2
143	рассказ о	1	2
144	но на	2	2
145	однако при	2	2
146	к одному	1	2
147	без исключения	1	2
148	одно и	1	2
149	не следует	1	2
150	здесь мы	1	2
151	тем в	1	2
152	единое целое	1	2
153	нашем случае	2	2
154	это не	3	2
155	и тем	1	2
156	вовсе не	2	2
157	и того	3	2
158	иначе говоря	4	2
159	и некоторые	2	2
160	одного и	3	2
161	с точки	8	2
162	от себя	2	2
163	к такой	1	2
164	их в	2	2
165	в культуре	1	2
166	даже в	3	2
167	и притом	1	2
168	для меня	4	2
169	только не	2	2
170	вытекает из	1	2
171	этих двух	2	2
172	как будто	5	2
173	и для	6	2
174	следует признать	1	2
175	частной жизни	1	2
176	из перечисленных	1	2
177	имеет место	2	2
178	здесь не	1	2
179	в себя	2	2
180	роль в	1	2
181	к его	1	2
182	если бы	8	2
183	в виду	2	2
184	в состав	1	2
185	о том	7	2
186	что каждый	1	2
187	к действительности	1	2
188	это было	1	2
189	к нему	2	2
190	во всех	10	2
191	или иначе	5	2
192	во втором	2	2
193	усматривая в	1	2
194	тот или	1	2
195	с одной	3	2
196	этом что	2	2
197	в конце	4	2
198	во всей	1	2
199	вследствие этой	1	2
200	и даже	1	2
201	со стороны	1	2
202	в данный	1	2
203	в области	4	2
204	а именно	1	2
205	себя и	2	2
206	одной стороны	2	2
207	а на	1	2
208	одну из	1	2
209	вместе с	6	2
210	так же	8	2
211	и особенно	2	2
212	из которых	4	2
213	к жизни	1	2
214	могут быть	1	2
215	при условии	2	2
216	к тому	8	2
217	совершенно иной	2	2
218	в равной	1	2
219	жизни в	1	2
220	что он	7	2
221	культуры в	10	2
222	и состоит	2	2
223	себе никаких	1	1
224	а между	8	1
225	только к	1	1
226	говоря о	1	1
227	те же	2	1
228	также и	2	1
229	мы к	1	1
230	между всеми	1	1
231	вмещает в	1	1
232	тем же	2	1
233	от своей	2	1
234	и до	3	1
235	из его	1	1
236	можно лишь	2	1
237	и должен	1	1
238	одним из	4	1
239	той же	1	1
240	же как	3	1
241	нам всегда	2	1
242	людьми поэтому	1	1
243	не во	1	1
244	вопрос о	3	1
245	из своих	1	1
246	единство и	1	1
247	свое самобытное	1	1
248	от своих	1	1
249	в каждый	6	1
250	не вполне	3	1
251	и со	1	1
252	не от	1	1
253	и помимо	1	1
254	и на	6	1
255	на их	1	1
256	столь же	5	1
257	время в	1	1
258	бы то	2	1
259	в различных	1	1
260	ближайшие к	1	1
261	тем как	1	1
262	это имеет	1	1
263	сомневаться не	1	1
264	истинный смысл	1	1
265	совсем не	1	1
266	особенно если	1	1
267	если в	1	1
268	на то	9	1
269	еще один	1	1
270	отнюдь не	2	1
271	в истории	3	1
272	в центре	1	1
273	независимо от	2	1
274	что касается	6	1
275	и где	2	1
276	целый ряд	4	1
277	что по	3	1
278	и свою	1	1
279	то в	2	1
280	и идет	1	1
281	что это	5	1
282	он в	1	1
283	то я	1	1
284	из этих	8	1
285	эволюции человечества	5	1
286	двух других	1	1
287	если он	2	1
288	не могла	1	1
289	у а	1	1
290	вследствие этого	2	1
291	на его	1	1
292	исходит из	1	1
293	что она	1	1
294	но именно	1	1
295	одному из	1	1
296	весьма сложного	1	1
297	при виде	2	1
298	же явления	1	1
299	в силу	7	1
300	по существу	6	1
301	в первом	1	1
302	том числе	1	1
303	на земле	3	1
304	смертью в	1	1
305	его можно	1	1
306	с сожалением	1	1
307	по его	2	1
308	то ни	3	1
309	не будет	5	1
310	что все	5	1
311	различие между	1	1
312	речь в	1	1
313	том случае	4	1
314	несколько иной	1	1
315	для своей	1	1
316	все их	1	1
317	было бы	3	1
318	обе стороны	1	1
319	делает его	1	1
320	только лишь	1	1
321	же образом	2	1
322	в них	2	1
323	нет в	2	1
324	рядом с	1	1
325	она и	1	1
326	на второй	1	1
327	с тем	2	1
328	он и	1	1
329	сторону его	1	1
330	с не	1	1
331	в чистом	1	1
332	открытие и	1	1
333	остается в	1	1
334	же я	1	1
335	в на	2	1
336	с ума	1	1
337	но если	2	1
338	таким же	3	1
339	культуры ибо	2	1
340	в такой	4	1
341	и без	5	1
342	это делает	1	1
343	в котором	2	1
344	еще нет	1	1
345	большей степени	1	1
346	стоит в	1	1
347	оно стало	1	1
348	друг другу	1	1
349	и более	2	1
350	в прошлом	1	1
351	том и	2	1
352	произведения в	1	1
353	собой и	1	1
354	с такими	1	1
355	случае мы	1	1
356	жизни ее	1	1
357	то с	2	1
358	между людьми	2	1
359	чистом виде	1	1
360	ее не	1	1
361	с которой	1	1
362	из нас	1	1
363	по крайней	1	1
364	не имеет	1	1
365	принадлежат к	1	1
366	дело в	1	1
367	одна из	2	1
368	ценностей или	1	1
369	на себе	2	1
370	к этим	1	1
371	себя свою	1	1
372	и сама	1	1
373	каждый из	3	1
374	нельзя не	1	1
375	не своей	1	1
376	имеются и	1	1
377	в самой	2	1
378	есть культура	3	1
379	я во	1	1
380	от него	3	1
381	ему и	2	1
382	жизнью в	1	1
383	связи с	4	1
384	из того	4	1
385	не по	1	1
386	не принадлежат	1	1
387	однако это	2	1
388	у нас	3	1
389	только мы	2	1
390	это по	1	1
391	не могут	4	1
392	и заключается	1	1
393	и развития	1	1
394	числе и	1	1
395	всего что	1	1
396	в каждом	1	1
397	она не	2	1
398	должен быть	1	1
399	из всего	1	1
400	как мы	2	1
401	а затем	2	1
402	того чтобы	8	1
403	та или	1	1
404	только при	2	1
405	мысль о	1	1
406	чтобы быть	2	1
407	только то	2	1
408	то время	2	1
409	вопрос что	1	1
410	или иная	1	1
411	борющихся сторон	1	1
412	можно было	1	1
413	на нее	2	1
414	что от	1	1
415	жизнь и	3	1
416	на каждом	2	1
417	по признаку	1	1
418	для этого	7	1
419	с ним	6	1
420	культура есть	1	1
421	именно потому	2	1
422	на вопрос	4	1
423	настоящее время	2	1
424	никак не	1	1
425	такого что	1	1
426	или их	1	1
427	может не	3	1
428	в сущности	2	1
429	в значительной	1	1
430	это была	1	1
431	жизни если	1	1
432	жизни он	1	1
433	всегда может	1	1
434	стоит и	1	1
435	ним и	1	1
436	только такие	1	1
437	и только	2	1
438	крайней мере	1	1
439	в другой	1	1
440	эти последние	2	1
441	на которой	1	1
442	один из	1	1
443	но с	2	1
444	тот же	3	1
445	а у	1	1
446	даже если	2	1
447	самые разнообразные	1	1
448	между этими	2	1
449	и жизни	1	1
450	а после	1	1
451	с которыми	2	1
452	так что	5	1
453	же и	1	1
454	для всех	1	1
455	есть в	2	1
456	с нею	1	1
457	если мы	4	1
458	как быть	1	1
459	только на	1	1
460	этого я	1	1
461	из них	5	1
462	за ним	1	1
463	только одно	2	1
464	к каким	1	1
465	одно из	3	1
466	и их	5	1
467	никто не	2	1
468	представить себе	2	1
469	части и	1	1
470	так как	7	1
471	тому же	6	1
472	к ним	2	1
473	может служить	3	1
474	случае не	1	1
475	ее на	1	1
476	но из	1	1
477	для того	8	1
478	как у	3	1
479	связаны с	1	1
480	в уме	1	1
481	это необходимо	1	1
482	еще и	1	1
483	окружающей его	1	1
484	психики но	1	1
485	что для	4	1
486	и пр	1	1
487	не было	2	1
488	которую в	1	1
489	зависит от	1	1
490	долгое время	1	1
491	и я	1	1
492	когда же	1	1
493	крайними пределами	1	1
494	ближе к	3	1
495	в одно	2	1
496	в связи	3	1
497	которые будут	2	1
498	на новую	1	1
499	выше положений	1	1
500	некий общий	1	1
501	к своему	1	1
502	целом ряде	3	1
503	приобщение к	6	1
504	что этому	1	1
505	в европейской	4	1
506	есть как	1	1
507	им уже	1	1
508	да и	1	1
509	многих других	2	1
510	мыслится как	1	1
511	с этой	3	1
512	на время	1	1
513	этом случае	4	1
514	художественное произведение	1	1
515	быть и	5	1
516	каждого из	1	1
517	над тем	1	1
518	этот глубоко	1	1
519	все это	11	1
520	вытекающей из	1	1
521	этом и	1	1
522	точно и	1	1
523	себе еще	1	1
524	и от	5	1
525	в результате	9	1
526	все они	5	1
527	о котором	7	1
528	в настоящее	2	1
529	ибо без	1	1
530	которой я	1	1
531	своею и	1	1
532	его природы	1	1
533	чужой психики	1	1
534	это может	2	1
535	бы в	3	1
536	не более	2	1
537	с другими	1	1
538	ни было	2	1
539	мы видим	1	1
540	не есть	2	1
541	ценностей и	1	1
542	над собою	1	1
543	вступает в	1	1
544	с ней	1	1
545	две стороны	1	1
546	не быть	1	1
547	жизни постоянно	1	1
548	от всех	1	1
549	совершенно не	3	1
550	вступить в	1	1
551	начале этой	2	1
552	из этого	6	1
553	что такое	1	1
554	если она	1	1
555	просто не	1	1
556	жизни и	2	1
557	общий признак	1	1
558	ее в	1	1
559	и другие	1	1
560	случае если	5	1
561	в своих	2	1
562	можно назвать	3	1
563	в таком	4	1
564	не принять	1	1
565	точно так	1	1
566	все что	9	1
567	этой точки	1	1
