N	2gram	Bakhtin_Pr_1	Tvorches
126	героев и	3	3
127	никогда не	3	3
128	достоевский в	6	3
129	записок из	2	3
130	вот почему	1	3
131	и другие	1	3
132	с самого	1	3
133	с ним	5	3
134	мире достоевского	7	3
135	самого достоевского	6	3
136	романного мира	3	3
137	того что	1	3
138	который в	1	3
139	во времени	3	3
140	уже не	13	3
141	уже в	3	3
142	не так	1	3
143	так как	6	3
144	в которой	2	3
145	и даже	2	3
146	с другой	3	3
147	но и	14	3
148	ни на	1	3
149	подхода к	1	3
150	но не	9	3
151	он говорит	1	3
152	романов достоевского	8	3
153	в книге	1	3
154	достоевский как	1	3
155	не существует	1	3
156	своих героев	2	3
157	но если	1	3
158	жизни и	2	3
159	ее в	1	3
160	это в	1	3
161	так же	6	3
162	себя как	2	2
163	проблемы в	1	2
164	самом деле	6	2
165	в первом	1	2
166	по преимуществу	2	2
167	а как	7	2
168	на первом	1	2
169	социальной действительности	1	2
170	и иван	1	2
171	и он	1	2
172	героев в	3	2
173	героя и	10	2
174	в ней	2	2
175	людей в	1	2
176	не то	1	2
177	мир достоевского	12	2
178	и достоевский	1	2
179	в настоящем	2	2
180	в одной	6	2
181	как к	3	2
182	что как	1	2
183	и наконец	4	2
184	в материал	1	2
185	пространстве а	2	2
186	то в	1	2
187	по достоевскому	3	2
188	можно не	1	2
189	в себе	7	2
190	что она	6	2
191	так сказать	4	2
192	здесь мы	2	2
193	его романах	1	2
194	не будет	1	2
195	в вечности	1	2
196	достоевского он	2	2
197	действительности в	1	2
198	личности не	1	2
199	в данном	2	2
200	ведет к	1	2
201	такой же	1	2
202	в один	2	2
203	и диалектика	1	2
204	не во	3	2
205	не столько	1	2
206	говорит об	1	2
207	жизни с	1	2
208	самосознания героя	1	2
209	не в	7	2
210	в пространстве	3	2
211	но он	2	2
212	по крайней	1	2
213	т п	3	2
214	однако в	2	2
215	между людьми	1	2
216	одна из	3	2
217	и притом	1	2
218	в основе	4	2
219	но только	1	2
220	реализм достоевского	1	2
221	динамика достоевского	1	2
222	которого он	1	2
223	личности в	4	2
224	иван карамазов	1	2
225	в духе	3	2
226	нет ни	2	2
227	могут быть	6	2
228	к тому	1	2
229	достоевского может	1	2
230	где он	1	2
231	в жизни	2	2
232	в виду	1	2
233	данном случае	2	2
234	в себя	3	2
235	этот роман	1	2
236	приводит к	3	2
237	и когда	1	2
238	так и	7	2
239	здесь нет	1	2
240	об этом	1	2
241	во второй	1	2
242	невского проспекта	1	2
243	этой концепции	1	2
244	можно сказать	1	2
245	и та	1	2
246	настоящее время	1	2
247	что и	4	2
248	во всей	2	2
249	крайней мере	1	2
250	перед тем	1	2
251	вот в	1	2
252	в литературе	4	2
253	тот же	2	2
254	во вкусе	1	2
255	его произведений	1	2
256	тон рассказа	1	2
257	в качестве	1	2
258	так что	2	2
259	же и	2	2
260	и у	3	2
261	от других	1	2
262	из них	1	2
263	был бы	6	2
264	второй части	1	2
265	этой проблемы	1	2
266	именно в	5	2
267	что не	1	2
268	что для	1	2
269	до конца	8	2
270	зависит от	1	2
271	его как	4	2
272	сам себе	1	2
273	мира в	5	2
274	в частности	1	2
275	времени а	1	2
276	в мир	3	2
277	в первой	2	2
278	него есть	1	2
279	время не	3	2
280	перед нами	5	2
281	на эти	1	2
282	в одно	1	2
283	для автора	2	2
284	ее и	1	2
285	ибо в	2	2
286	отсюда же	2	2
287	только что	1	2
288	прошлого и	1	2
289	личности и	1	2
290	не знает	3	2
291	сказать что	3	2
292	себе не	1	2
293	и человек	2	2
294	к этому	1	2
295	точно так	1	2
296	только он	2	1
297	от этой	1	1
298	этого в	1	1
299	же как	1	1
300	в движение	1	1
301	совершенно справедливо	1	1
302	мы но	1	1
303	проявилась в	1	1
304	и есть	2	1
305	нам кажется	2	1
306	этого мира	6	1
307	из самых	1	1
308	и до	3	1
309	сам автор	1	1
310	видения мира	1	1
311	места в	1	1
312	сознания героя	1	1
313	мы уже	2	1
314	их и	1	1
315	своего индивидуального	1	1
316	мы имеем	1	1
317	лежит на	1	1
318	к воплощению	1	1
319	единство и	1	1
320	достоевского мы	3	1
321	в сущности	5	1
322	время как	1	1
323	в полной	1	1
324	но даже	1	1
325	становится объектом	1	1
326	достоевский прямо	1	1
327	то это	1	1
328	стремление достоевского	2	1
329	этом плане	1	1
330	разобраться в	2	1
331	не способен	1	1
332	преодолеть время	1	1
333	и самого	4	1
334	себе а	1	1
335	достоевского был	2	1
336	одно из	2	1
337	еще не	5	1
338	по этому	1	1
339	зеркалом и	1	1
340	не успел	1	1
341	бы то	2	1
342	как один	1	1
343	во всех	1	1
344	тем как	4	1
345	в создании	1	1
346	иного рода	1	1
347	в двойнике	1	1
348	роман достоевского	12	1
349	на трех	1	1
350	и всякий	1	1
351	его сознания	2	1
352	к слову	1	1
353	его построения	1	1
354	по отношению	8	1
355	к творчеству	1	1
356	а и	1	1
357	макара девушкина	1	1
358	тогда как	1	1
359	к сожалению	1	1
360	одного момента	1	1
361	из возможных	2	1
362	в истории	2	1
363	первый взгляд	1	1
364	не согласиться	1	1
365	с этим	2	1
366	для создания	2	1
367	своем творчестве	1	1
368	найти в	1	1
369	до его	1	1
370	в художественном	3	1
371	кроме того	3	1
372	разрезе одного	2	1
373	сознания в	1	1
374	как уже	1	1
375	к этой	1	1
376	это тоже	1	1
377	его романного	1	1
378	и превращается	1	1
379	его к	2	1
380	и к	2	1
381	в действительности	1	1
382	же катастрофическая	1	1
383	за собой	1	1
384	мир по	2	1
385	со своей	1	1
386	бы и	4	1
387	что это	1	1
388	всего романа	1	1
389	формы в	1	1
390	европейского романа	2	1
391	он в	3	1
392	все эти	9	1
393	его содержания	1	1
394	времени отсюда	2	1
395	в известном	1	1
396	и противоречивость	5	1
397	чем его	1	1
398	сливаются в	1	1
399	этого образа	1	1
400	достоевского таким	1	1
401	впервые отчетливо	1	1
402	имеем в	1	1
403	героя к	1	1
404	вследствие этого	2	1
405	и если	1	1
406	вечность ибо	1	1
407	больше всего	1	1
408	в статье	1	1
409	т д	1	1
410	перестает быть	4	1
411	явление но	1	1
412	всех этих	2	1
413	не значит	4	1
414	к одному	1	1
415	же порядка	1	1
416	и вот	1	1
417	кризис и	1	1
418	и сколько	1	1
419	на этом	1	1
420	его можно	1	1
421	достоевского каждое	1	1
422	находим у	1	1
423	достоевского как	9	1
424	в основу	1	1
425	то ни	2	1
426	а преодоление	1	1
427	же не	2	1
428	же касается	1	1
429	мира достоевский	3	1
430	его не	1	1
431	его индивидуальность	1	1
432	его в	6	1
433	это было	1	1
434	не чувствуем	1	1
435	заключается в	1	1
436	воспринимается как	3	1
437	действия вихревое	1	1
438	было бы	5	1
439	то все	1	1
440	одновременные и	1	1
441	роль в	1	1
442	лишь на	3	1
443	весь мир	1	1
444	приходит в	1	1
445	быть перенесено	1	1
446	что обычные	1	1
447	достоевского следовать	1	1
448	ни в	3	1
449	для них	1	1
450	сложными и	1	1
451	в них	3	1
452	героя или	1	1
453	все равно	1	1
454	достоевского динамика	1	1
455	их взаимоотношения	1	1
456	с этой	2	1
457	и уже	2	1
458	он и	5	1
459	меня но	1	1
460	появляется герой	1	1
461	чем в	2	1
462	единства времени	1	1
463	достоевский говорит	2	1
464	принципу единства	1	1
465	достоевского было	3	1
466	и угадать	1	1
467	укладывается ни	1	1
468	одного и	1	1
469	героя такова	1	1
470	достоевского нет	3	1
471	на первый	1	1
472	или другому	1	1
473	не мир	1	1
474	и ее	2	1
475	все как	1	1
476	к истории	1	1
477	центр тяжести	1	1
478	именно и	2	1
479	художественными средствами	1	1
480	же это	1	1
481	к предмету	1	1
482	человека до	1	1
483	воле в	1	1
484	как одна	1	1
485	героя то	1	1
486	но эта	4	1
487	художественного мира	5	1
488	образом и	1	1
489	художественный мир	2	1
490	в философии	1	1
491	действительность становится	1	1
492	героем достоевского	1	1
493	единственный способ	1	1
494	по себе	8	1
495	сам сознает	1	1
496	тому что	3	1
497	ему как	1	1
498	в отношении	2	1
499	несколько часов	2	1
500	котором оно	1	1
501	социальное положение	1	1
502	и другое	1	1
503	в смысле	2	1
504	в разрезе	6	1
505	не имеет	1	1
506	ее с	1	1
507	него была	1	1
508	к этим	2	1
509	на него	3	1
510	в процессе	4	1
511	в плане	5	1
512	и имеет	1	1
513	в нас	1	1
514	в вечность	2	1
515	даже как	1	1
516	взаимоотношения в	1	1
517	человека по	1	1
518	принципом одновременности	1	1
519	ним она	1	1
520	слово и	1	1
521	вот это	1	1
522	как формы	1	1
523	жизни не	2	1
524	в самой	6	1
525	трагедии в	1	1
526	на себя	2	1
527	всего на	1	1
528	это из	1	1
529	стороны достоевский	1	1
530	форме романа	1	1
531	на практике	1	1
532	того в	1	1
533	способ преодолеть	1	1
534	от почвы	1	1
535	уже говорили	1	1
536	со своим	2	1
537	рождается в	1	1
538	собственной личности	1	1
539	входят в	2	1
540	в области	1	1
541	подполья не	1	1
542	события но	1	1
543	содержания как	1	1
544	у нас	1	1
545	среди них	1	1
546	выпадает из	1	1
547	в трагедии	1	1
548	быстрота действия	1	1
549	к себе	2	1
550	притом это	1	1
551	не могут	6	1
552	но все	5	1
553	в других	1	1
554	одновременно все	1	1
555	что оно	2	1
556	бы он	2	1
557	мысли о	1	1
558	не есть	2	1
559	сознании героя	1	1
560	же его	1	1
561	оно не	3	1
562	если же	3	1
563	быть назван	1	1
564	она не	7	1
565	и это	5	1
566	он ищет	1	1
567	вихревое движение	2	1
568	для всей	1	1
569	торжество времени	1	1
570	в героях	1	1
571	и о	5	1
572	в конце	6	1
573	представляет в	1	1
574	свою очередь	1	1
575	перенесено и	1	1
576	но при	1	1
577	в ее	1	1
578	лермонтова и	1	1
579	от внешней	1	1
580	он просто	1	1
581	элементы повествования	1	1
582	другой стороны	3	1
583	только не	1	1
584	и говорит	1	1
585	только то	3	1
586	что у	1	1
587	слово о	7	1
588	что может	2	1
589	человека он	1	1
590	самого автора	7	1
591	мире не	1	1
592	весь человек	1	1
593	чужого сознания	2	1
594	утверждает что	1	1
595	но у	4	1
596	сходно с	1	1
597	достоевского до	1	1
598	в таком	1	1
599	это объясняется	1	1
600	не существовало	1	1
601	и здесь	3	1
602	на тех	1	1
603	своей книге	1	1
604	обычно служит	1	1
605	он живет	1	1
606	никак не	2	1
607	и что	2	1
608	достоевского все	1	1
609	что каждый	1	1
610	единство романа	3	1
611	все его	3	1
612	он стремился	1	1
613	кажется что	2	1
614	и многих	1	1
615	как у	1	1
616	знает что	1	1
617	черт его	1	1
618	к нему	6	1
619	литературе о	3	1
620	достоевский изображает	1	1
621	между тем	5	1
622	от них	2	1
623	была бы	3	1
624	свобода и	1	1
625	автор как	1	1
626	человека из	3	1
627	мучений и	1	1
628	вообще и	1	1
629	подполья и	2	1
630	резко отличается	1	1
631	нем и	1	1
632	все время	2	1
633	художественном мире	3	1
634	утвердить свою	1	1
635	типичное для	1	1
636	достоевского совершенно	1	1
637	сравнение с	1	1
638	такой человек	1	1
639	действительности не	1	1
640	известном смысле	1	1
641	достоевского то	1	1
642	как он	1	1
643	и быстрота	1	1
644	быстрота единственный	1	1
645	и действительно	1	1
646	даже если	1	1
647	это очень	1	1
648	создания такой	1	1
649	и оценку	1	1
650	широте и	1	1
651	вот что	1	1
652	вся эта	1	1
653	себя в	1	1
654	все одновременно	1	1
655	произведений достоевского	6	1
656	одновременно он	1	1
657	сколько в	2	1
658	он считал	1	1
659	романе драматическому	1	1
660	к идее	2	1
661	такого изображения	1	1
662	был так	1	1
663	если мы	1	1
664	то и	2	1
665	свидригайлов и	1	1
666	мир толстого	1	1
667	не все	1	1
668	но с	3	1
669	на этих	1	1
670	преодоление его	1	1
671	слова не	1	1
672	достоевский во	1	1
673	его и	2	1
674	его героев	6	1
675	катастрофическая быстрота	1	1
676	на столе	1	1
677	время во	1	1
678	ведь это	2	1
679	могло бы	1	1
680	в одном	10	1
681	сами по	3	1
682	и со	2	1
683	к ним	1	1
684	ибо быстрота	1	1
685	но что	1	1
686	и оправдывает	1	1
687	отметить что	1	1
688	бросает в	2	1
689	заметить что	2	1
690	тем что	4	1
691	творчеству достоевского	1	1
692	достоевского является	2	1
693	лишь один	2	1
694	рассказа не	1	1
695	и герои	1	1
696	не было	4	1
697	нет нужды	1	1
698	не укладывается	2	1
699	не торжество	1	1
700	и стремление	1	1
701	значило для	1	1
702	развития в	1	1
703	не надо	1	1
704	до сих	2	1
705	к которому	1	1
706	для этого	1	1
707	наконец в	2	1
708	а с	1	1
709	него помыслить	1	1
710	себя и	2	1
711	исходит из	1	1
712	элементов и	1	1
713	что бы	1	1
714	и их	1	1
715	превращается в	4	1
716	его романе	1	1
717	преимуществу в	1	1
718	достоевского глава	1	1
719	связи с	2	1
720	а на	1	1
721	это прежде	1	1
722	на этот	2	1
723	угадать их	1	1
724	на которых	1	1
725	и самый	1	1
726	не на	4	1
727	жизнь в	1	1
728	к уже	1	1
729	в руках	1	1
730	не утверждая	1	1
731	из героев	1	1
732	а так	1	1
733	романы достоевского	1	1
734	него не	2	1
735	следовать в	1	1
736	этот принцип	3	1
737	внешней средой	1	1
738	с помощью	1	1
739	помыслить все	1	1
740	из элементов	1	1
741	деле это	1	1
742	него в	2	1
743	драматическому принципу	1	1
744	люди и	1	1
745	единый мир	1	1
746	в изображении	2	1
747	грех преступление	1	1
748	внешних условий	1	1
749	художественного видения	7	1
750	в сферу	1	1
751	столкновение с	1	1
752	во все	2	1
753	что же	4	1
754	событий в	1	1
755	сравнительно с	1	1
756	можно допустить	1	1
757	психологии героев	1	1
758	толстого в	1	1
759	авторская позиция	1	1
760	одно общее	1	1
761	и раскольникова	1	1
762	героя проявляется	1	1
763	слова и	1	1
764	движение динамика	1	1
765	до достоевского	2	1
766	сих пор	2	1
767	отличается от	3	1
768	от героев	1	1
769	же самое	1	1
770	как одновременные	1	1
771	как раз	6	1
772	вне его	2	1
773	и сам	2	1
774	в более	1	1
775	с автором	1	1
776	но какие	1	1
777	подполья это	1	1
778	но на	1	1
779	раскольников и	2	1
780	он по	1	1
781	начала и	2	1
782	в настоящее	1	1
783	бедного чиновника	3	1
784	человек и	2	1
785	и перед	2	1
786	в другое	1	1
787	мире значило	1	1
788	бы заранее	1	1
789	о достоевском	7	1
790	чтобы его	1	1
791	у которого	1	1
792	конце концов	5	1
793	мы должны	3	1
794	человек из	4	1
795	динамика и	1	1
796	все они	1	1
797	я в	1	1
798	настоящим и	1	1
799	ни было	2	1
800	замысел достоевского	1	1
801	же в	2	1
802	романа и	3	1
803	в искусстве	1	1
804	отношении к	3	1
805	сознанием но	1	1
806	его ибо	1	1
807	действительности или	1	1
808	может и	1	1
809	первых произведениях	1	1
810	этот вопрос	2	1
811	мыслил свой	1	1
812	и свое	1	1
813	только как	2	1
814	и внутренне	3	1
815	все сосуществует	1	1
816	от всех	1	1
817	к его	1	1
818	жизни а	2	1
819	автора в	3	1
820	него и	1	1
821	отношению к	8	1
822	т е	21	1
823	бы его	1	1
824	героя в	4	1
825	ставрогина и	1	1
826	исключительное значение	1	1
827	будничной действительности	1	1
828	это та	1	1
829	в какой	1	1
830	достоевского никогда	1	1
831	о нем	9	1
832	художественного творчества	3	1
833	но эти	2	1
834	записок сумасшедшего	1	1
835	присущий ему	1	1
836	с самим	1	1
