N	2gram	Potebnia_M_3	Mirosoze
193	к миру	1	2
194	людей и	2	2
195	прежде чем	2	2
196	входит в	2	2
197	с самим	1	2
198	и мы	2	2
199	его был	1	2
200	место в	3	2
201	мысли и	2	2
202	от его	1	2
203	сих пор	3	2
204	природу и	1	2
205	любовь к	1	2
206	мир он	1	2
207	с которой	1	2
208	в то	10	2
209	того чтобы	3	2
210	и сама	1	2
211	не принадлежит	1	2
212	в каком	5	2
213	необходимости в	1	2
214	когда мы	2	2
215	есть только	5	2
216	могут быть	3	2
217	одно только	3	2
218	отличается от	1	2
219	его с	2	2
220	как для	1	2
221	мысли о	2	2
222	него как	1	2
223	должен быть	1	2
224	смысле в	2	2
225	ко второй	1	2
226	и от	4	2
227	то время	4	2
228	и что	10	2
229	и когда	1	2
230	с ним	6	2
231	о том	2	2
232	ли она	4	2
233	мы видим	2	2
234	добрый и	1	2
235	жизни и	2	2
236	человека с	1	2
237	никто не	3	2
238	отношению к	5	2
239	для того	4	2
240	в свой	2	2
241	до сих	3	2
242	мы еще	1	2
243	на людей	1	2
244	на этот	1	2
245	человеческой жизни	3	2
246	его как	1	2
247	его собственной	1	2
248	есть истина	1	2
249	от мира	1	2
250	есть одно	2	2
251	человека к	1	2
252	по своему	2	2
253	своей души	1	2
254	человека то	2	2
255	как бы	3	2
256	образ и	6	2
257	том смысле	3	2
258	быть не	2	2
259	в начале	3	2
260	душевной жизни	6	2
261	в более	1	2
262	не существует	3	2
263	всего что	1	2
264	бы в	2	2
265	отношении к	2	2
266	что без	1	2
267	жизни в	1	2
268	в свою	3	2
269	сказать что	5	2
270	эти слова	2	2
271	понять его	1	2
272	к этому	3	2
273	все что	4	2
274	я и	3	1
275	а под	1	1
276	и т	5	1
277	и то	8	1
278	на самом	1	1
279	его внутреннюю	2	1
280	не отражается	1	1
281	и до	2	1
282	имея в	1	1
283	к душевному	1	1
284	сказать с	1	1
285	разные стороны	1	1
286	бы уже	1	1
287	особенность его	1	1
288	мы не	9	1
289	опыта с	1	1
290	это знание	1	1
291	имеет свою	1	1
292	мир его	1	1
293	его вполне	1	1
294	но она	1	1
295	принадлежит к	1	1
296	не вполне	1	1
297	оно есть	3	1
298	бы ни	3	1
299	ему в	2	1
300	то это	6	1
301	существует лишь	1	1
302	есть вместе	2	1
303	начало и	1	1
304	себе а	4	1
305	еще не	5	1
306	хотя с	1	1
307	во всех	1	1
308	не без	1	1
309	природы и	2	1
310	одним словом	2	1
311	самом деле	2	1
312	всякий раз	1	1
313	тех же	1	1
314	если в	1	1
315	его во	1	1
316	отличие от	1	1
317	что они	2	1
318	которые не	1	1
319	же мало	1	1
320	стало быть	1	1
321	в одной	1	1
322	его на	1	1
323	совершенно другой	1	1
324	это был	1	1
325	конец у	1	1
326	отношение между	1	1
327	его к	2	1
328	все существует	1	1
329	и идеал	2	1
330	со своей	2	1
331	есть для	5	1
332	что же	2	1
333	во многих	1	1
334	имеет для	3	1
335	с чем	1	1
336	в первых	1	1
337	есть дело	2	1
338	и почему	2	1
339	как ум	1	1
340	к одному	5	1
341	в силу	3	1
342	с таким	2	1
343	его сознание	2	1
344	которое может	1	1
345	из него	2	1
346	ни был	1	1
347	дает человеку	1	1
348	в каждом	3	1
349	том случае	1	1
350	них не	1	1
351	на все	2	1
352	в понимании	1	1
353	перестать быть	1	1
354	знает что	1	1
355	в душе	10	1
356	это было	3	1
357	искусства в	1	1
358	от одного	1	1
359	сознание может	1	1
360	непосредственно примыкает	1	1
361	зрения и	2	1
362	связанным с	1	1
363	после этого	1	1
364	по целым	1	1
365	есть отрицание	1	1
366	кажется что	1	1
367	жизни то	1	1
368	быть даны	1	1
369	которой он	1	1
370	одна и	1	1
371	с такой	1	1
372	хотя в	1	1
373	и различие	1	1
374	нисколько не	1	1
375	закона и	1	1
376	во время	2	1
377	к тем	2	1
378	от своего	1	1
379	что такое	2	1
380	в такой	1	1
381	и без	7	1
382	есть та	1	1
383	возможны только	2	1
384	человека до	1	1
385	что до	1	1
386	это верно	1	1
387	есть явление	1	1
388	что я	5	1
389	иметь право	1	1
390	для многих	1	1
391	и более	1	1
392	и наоборот	4	1
393	не должно	1	1
394	бы быть	2	1
395	вовсе не	7	1
396	мы чувствуем	1	1
397	между людьми	2	1
398	с миром	1	1
399	не менее	5	1
400	чтобы иметь	1	1
401	от многих	1	1
402	его раскрывает	1	1
403	имеет смысла	1	1
404	или лучше	2	1
405	и именно	1	1
406	когда они	1	1
407	достигает своего	1	1
408	есть положительное	1	1
409	чем не	1	1
410	не могло	1	1
411	себе самом	1	1
412	все свои	1	1
413	находятся в	1	1
414	с одним	1	1
415	для ума	1	1
416	такая же	2	1
417	во всем	1	1
418	и после	2	1
419	есть огромное	1	1
420	образа но	1	1
421	и мысли	1	1
422	не нужен	1	1
423	века не	1	1
424	в области	2	1
425	может показаться	1	1
426	от того	8	1
427	у меня	2	1
428	и оно	3	1
429	только от	3	1
430	все то	1	1
431	нет ни	2	1
432	что мир	1	1
433	оно не	4	1
434	быть назван	1	1
435	почему он	1	1
436	и самое	2	1
437	приходит к	1	1
438	человека этой	1	1
439	из всего	1	1
440	и о	2	1
441	связи со	1	1
442	указывать на	2	1
443	его художественного	1	1
444	в душу	1	1
445	человек если	1	1
446	лучше сказать	2	1
447	человеческой и	1	1
448	так в	2	1
449	не столько	2	1
450	в образе	3	1
451	так и	11	1
452	было в	1	1
453	нужно было	1	1
454	и каждый	1	1
455	об этой	1	1
456	жизнь и	1	1
457	и трудно	1	1
458	без основания	1	1
459	человек находит	1	1
460	из одного	1	1
461	и даже	2	1
462	не меньше	1	1
463	об этом	2	1
464	в разных	2	1
465	находится в	1	1
466	а к	3	1
467	жизни не	3	1
468	каждый раз	2	1
469	именно потому	1	1
470	понять как	1	1
471	но нужно	1	1
472	есть акт	2	1
473	и та	2	1
474	при котором	1	1
475	к знанию	1	1
476	свобода с	1	1
477	в глаза	1	1
478	одного из	1	1
479	можно ожидать	1	1
480	этой мысли	2	1
481	принадлежит уже	1	1
482	нас в	1	1
483	заключается в	1	1
484	совершенно как	1	1
485	от них	2	1
486	образ но	1	1
487	таинственная связь	1	1
488	творчества в	1	1
489	противоречия и	1	1
490	внешней формы	1	1
491	не одна	1	1
492	примыкает к	1	1
493	в другой	1	1
494	и наконец	2	1
495	мы уже	2	1
496	же прежде	1	1
497	же новое	1	1
498	на которой	3	1
499	мысли не	3	1
500	в сложном	1	1
501	мы читаем	1	1
502	одной из	2	1
503	и быть	1	1
504	то он	2	1
505	что как	2	1
506	между тем	9	1
507	в обществе	1	1
508	образа в	4	1
509	между этими	1	1
510	и ее	1	1
511	и судьбе	1	1
512	так что	7	1
513	же и	3	1
514	с нею	2	1
515	то и	6	1
516	ряду других	2	1
517	к разложению	1	1
518	ответ на	3	1
519	его и	1	1
520	не сам	1	1
521	но нет	1	1
522	что она	3	1
523	на одном	1	1
524	в первый	1	1
525	в одном	2	1
526	т п	2	1
527	ничего но	1	1
528	произведения и	1	1
529	себя от	2	1
530	ее не	1	1
531	к ним	1	1
532	как его	1	1
533	явлений в	1	1
534	одного только	1	1
535	от ее	1	1
536	не были	2	1
537	как у	1	1
538	всего своего	1	1
539	о влиянии	1	1
540	есть знание	1	1
541	по своим	1	1
542	будет ли	2	1
543	не внешний	1	1
544	чем он	1	1
545	души и	2	1
546	что не	8	1
547	содержания как	1	1
548	притом не	2	1
549	которой нет	1	1
550	кто знает	1	1
551	может ли	1	1
552	ведет ко	1	1
553	не на	1	1
554	точек зрения	1	1
555	может создать	1	1
556	было для	1	1
557	в ряду	3	1
558	слова что	1	1
559	произведения искусства	2	1
560	вызывает в	1	1
561	если не	4	1
562	не видит	1	1
563	но оно	6	1
564	суждений о	1	1
565	из мира	1	1
566	уже так	1	1
567	могут понять	1	1
568	оно имеет	3	1
569	она есть	1	1
570	этих словах	1	1
571	к образу	1	1
572	да и	1	1
573	для понимания	4	1
574	бросается в	1	1
575	о жизни	1	1
576	про себя	1	1
577	многие другие	2	1
578	потому и	1	1
579	что мы	8	1
580	что сознание	1	1
581	только для	1	1
582	но это	6	1
583	от нас	3	1
584	в смысле	4	1
585	под влиянием	1	1
586	сознании и	2	1
587	мысль достигает	1	1
588	уже на	2	1
589	об отношении	4	1
590	сознания и	1	1
591	бы даже	1	1
592	что только	6	1
593	тянется к	1	1
594	то не	2	1
595	тот мир	1	1
596	целый ряд	2	1
597	из себя	2	1
598	или нет	1	1
599	себе что	2	1
600	тем более	4	1
601	которая дает	1	1
602	ли что	1	1
603	я в	1	1
604	что вообще	2	1
605	давно уже	1	1
606	своего народа	1	1
607	к ее	1	1
608	еще ничего	1	1
609	нужно для	1	1
610	существование и	1	1
611	нему как	2	1
612	самой своей	1	1
613	но этот	2	1
614	та же	2	1
615	есть то	2	1
616	лишь для	1	1
617	на это	4	1
618	можно назвать	1	1
619	собственной природы	1	1
620	в искусстве	3	1
621	случае если	1	1
622	и эта	1	1
623	так же	3	1
624	во всяком	1	1
625	которая не	2	1
626	смысле что	1	1
