N	2gram	Tiupa_Disk_2	Problemy
137	в записках	2	3
138	к одному	1	3
139	не как	1	3
140	их в	2	3
141	я бы	1	3
142	далеко не	2	3
143	этого не	1	3
144	должно быть	2	3
145	такой же	2	3
146	в своей	6	3
147	в котором	3	3
148	самого героя	1	3
149	и другого	2	3
150	не менее	7	3
151	по крайней	1	3
152	с миром	1	3
153	том что	10	3
154	которого он	1	3
155	во всем	1	3
156	с ее	2	3
157	в ее	1	3
158	характер и	1	3
159	еще в	3	3
160	для этого	1	3
161	сводится к	2	3
162	и во	1	3
163	между тем	2	3
164	крайней мере	1	3
165	в том	8	3
166	человека с	1	3
167	большинстве случаев	1	3
168	как такового	1	3
169	к самому	1	3
170	а с	5	3
171	до конца	1	3
172	в творчестве	3	3
173	по своему	1	3
174	но для	1	3
175	другой стороны	2	3
176	жизни и	3	3
177	я и	4	2
178	обращено к	1	2
179	например в	3	2
180	себя как	1	2
181	это и	1	2
182	той же	2	2
183	себе как	1	2
184	время от	1	2
185	героя но	1	2
186	совпадает с	2	2
187	того же	2	2
188	в которых	1	2
189	столь же	3	2
190	во всех	1	2
191	бы не	1	2
192	друг на	1	2
193	в сторону	1	2
194	эта особенность	1	2
195	отличие от	12	2
196	за пределы	1	2
197	в своем	5	2
198	когда он	1	2
199	в этот	1	2
200	к чему	1	2
201	в которой	1	2
202	в большинстве	2	2
203	раз в	1	2
204	вследствие этого	2	2
205	так сказать	1	2
206	он должен	1	2
207	пределах одного	1	2
208	подобно тому	2	2
209	не бывает	1	2
210	входит в	2	2
211	было в	3	2
212	лишь на	1	2
213	в жизни	1	2
214	в них	3	2
215	и того	3	2
216	от времени	1	2
217	в отличие	12	2
218	своего рода	10	2
219	ну как	2	2
220	тем не	1	2
221	речи в	2	2
222	в той	2	2
223	а тогда	1	2
224	своего героя	1	2
225	о них	1	2
226	чем не	2	2
227	этом случае	2	2
228	к ней	1	2
229	как она	1	2
230	такая же	1	2
231	как на	3	2
232	мире и	3	2
233	о нем	1	2
234	и со	1	2
235	не является	4	2
236	отнюдь не	6	2
237	отличается от	1	2
238	той или	3	2
239	всей своей	3	2
240	так в	1	2
241	не герой	1	2
242	обращаясь к	1	2
243	и определяется	1	2
244	с человеком	1	2
245	и должно	1	2
246	о том	4	2
247	на одном	1	2
248	в форме	1	2
249	и только	1	2
250	другого в	2	2
251	еще более	1	2
252	и мир	1	2
253	быть и	1	2
254	один из	1	2
255	но с	1	2
256	то в	1	2
257	и ее	3	2
258	при всей	7	2
259	с которыми	1	2
260	не то	1	2
261	же и	1	2
262	уже не	3	2
263	другим что	1	2
264	слова не	2	2
265	чего бы	1	2
266	не для	1	2
267	друг друга	1	2
268	каждый из	1	2
269	были бы	1	2
270	рассказ достоевского	1	2
271	или иной	3	2
272	слово в	1	2
273	не было	3	2
274	на друга	1	2
275	точек зрения	1	2
276	о чем	2	2
277	должна была	1	2
278	человек в	1	2
279	это в	2	2
280	тому как	2	2
281	самого себя	1	2
282	я к	1	2
283	рассказ в	2	2
284	с этой	1	2
285	пока еще	2	2
286	более того	1	2
287	вопрос о	1	2
288	а к	2	2
289	я как	2	2
290	обращается к	1	2
291	не с	2	2
292	но именно	1	2
293	будто бы	1	2
294	как слово	1	2
295	сказать что	1	2
296	сам в	1	2
297	диалогическая обращенность	1	2
298	к другим	1	2
299	того или	1	2
300	и оценкой	1	1
301	можно говорить	1	1
302	одним из	1	1
303	также и	3	1
304	чтобы не	1	1
305	тех же	1	1
306	идет о	2	1
307	его жизненного	1	1
308	в первом	1	1
309	по преимуществу	2	1
310	проникает в	1	1
311	к рассказу	1	1
312	и само	1	1
313	в каждый	1	1
314	благодаря тому	1	1
315	но она	3	1
316	оно разрушает	1	1
317	своему герою	1	1
318	считал главной	1	1
319	они были	1	1
320	но даже	1	1
321	жизни мир	1	1
322	из которых	1	1
323	начала в	1	1
324	проявляется в	3	1
325	обращен к	1	1
326	разумеется не	4	1
327	собой в	1	1
328	героев или	1	1
329	с народом	1	1
330	он был	1	1
331	как-то вдруг	1	1
332	я на	1	1
333	тем как	1	1
334	без которого	1	1
335	отказ от	1	1
336	к которой	2	1
337	всего он	1	1
338	к богу	1	1
339	с совершенно	1	1
340	xix столетия	1	1
341	уже как	2	1
342	тут же	2	1
343	не просто	1	1
344	лицом к	1	1
345	ней в	1	1
346	первых двух	1	1
347	в одних	1	1
348	перед нами	3	1
349	и точность	1	1
350	в полном	2	1
351	и между	1	1
352	еще на	1	1
353	ни один	1	1
354	в этой	4	1
355	этому я	1	1
356	с их	2	1
357	не приводит	1	1
358	им в	1	1
359	и до	1	1
360	роль в	4	1
361	говорят о	1	1
362	жизнь как	1	1
363	внутренним и	1	1
364	человек не	1	1
365	роли в	1	1
366	к миру	1	1
367	заявляет что	1	1
368	одному из	1	1
369	же это	1	1
370	из виду	3	1
371	к собственному	1	1
372	что может	1	1
373	заключает в	2	1
374	именно это	1	1
375	одно и	2	1
376	человека в	4	1
377	значительной степени	1	1
378	совпадают с	1	1
379	и тайным	1	1
380	и может	3	1
381	сознание и	1	1
382	об этом	1	1
383	то есть	12	1
384	мире как	1	1
385	и сердце	1	1
386	приходит в	1	1
387	рассказчика и	2	1
388	в мир	1	1
389	отказавшись от	1	1
390	ведет свою	1	1
391	но уже	2	1
392	она и	1	1
393	или напротив	2	1
394	движется в	1	1
395	и было	1	1
396	в романе	1	1
397	она была	1	1
398	одного и	3	1
399	в других	1	1
400	которую он	1	1
401	в этих	3	1
402	с ума	1	1
403	я может	1	1
404	можно сказать	3	1
405	рассказа о	1	1
406	как все	2	1
407	я его	1	1
408	о герое	1	1
409	человеком и	1	1
410	не столько	3	1
411	на фоне	1	1
412	утверждения что	1	1
413	прислушаться к	1	1
414	где на	1	1
415	стало быть	1	1
416	художественного мира	1	1
417	другом и	1	1
418	теми же	1	1
419	говорит как	1	1
420	и более	1	1
421	том же	1	1
422	что этот	1	1
423	в повести	1	1
424	для нее	1	1
425	представить себя	1	1
426	любви и	1	1
427	она не	1	1
428	одна из	1	1
429	первая часть	1	1
430	я буду	1	1
431	в процессе	1	1
432	в основе	4	1
433	мысли в	1	1
434	и именно	1	1
435	не случайно	1	1
436	в вечность	1	1
437	рассказ с	3	1
438	слова об	1	1
439	его речи	1	1
440	человек как	1	1
441	с читателем	3	1
442	некоторое время	1	1
443	этом отношении	4	1
444	этом диалоге	1	1
445	и несколько	1	1
446	быть а	1	1
447	от их	1	1
448	ни о	1	1
449	не могут	1	1
450	об одном	3	1
451	только еще	1	1
452	всего в	1	1
453	оно не	1	1
454	приходит к	1	1
455	момент в	2	1
456	но при	2	1
457	ни одно	2	1
458	здесь не	2	1
459	данном случае	6	1
460	в особенности	1	1
461	в себя	2	1
462	приводит к	3	1
463	на свой	1	1
464	как с	1	1
465	ибо она	1	1
466	же касается	2	1
467	времени и	2	1
468	того и	2	1
469	маленькие дети	1	1
470	строятся на	1	1
471	поэтому в	1	1
472	в разных	1	1
473	в применении	1	1
474	всем протяжении	1	1
475	внимание на	1	1
476	оно лишено	1	1
477	не перед	1	1
478	никак не	1	1
479	один голос	1	1
480	самому себе	1	1
481	в значительной	1	1
482	должно было	1	1
483	здесь со	1	1
484	двух героев	1	1
485	краткость и	1	1
486	ним и	1	1
487	в утверждении	2	1
488	равнодушие к	1	1
489	во внешнем	1	1
490	не зная	1	1
491	в формах	2	1
492	по своей	6	1
493	в позднейших	1	1
494	должен быть	1	1
495	не идет	1	1
496	поэтому и	1	1
497	у тебя	1	1
498	одних и	1	1
499	самого говорящего	1	1
500	на мир	1	1
501	с одной	4	1
502	себя в	6	1
503	сколько в	1	1
504	для всех	1	1
505	со своим	2	1
506	внешней причастности	1	1
507	на всем	1	1
508	или рассказчика	1	1
509	а напротив	1	1
510	же из	1	1
511	или не	1	1
512	героя с	1	1
513	определяет и	1	1
514	здесь это	1	1
515	ответ на	1	1
516	и их	1	1
517	которая может	1	1
518	для меня	1	1
519	в некоторых	1	1
520	случае не	1	1
521	и столь	1	1
522	к той	1	1
523	как рассказ	2	1
524	но из	1	1
525	является очевидной	1	1
526	что на	2	1
527	не были	1	1
528	его при	1	1
529	и тех	1	1
530	действующих лиц	1	1
531	и быть	1	1
532	в одного	1	1
533	еще и	1	1
534	или о	1	1
535	что будет	2	1
536	не говоря	1	1
537	к человеку	1	1
538	уж и	1	1
539	на этот	1	1
540	а сам	2	1
541	пожалуй и	2	1
542	в рассказе	4	1
543	не появляется	1	1
544	и вне	1	1
545	именно поэтому	1	1
546	к его	4	1
547	в строгом	3	1
548	формы определенного	1	1
549	речь не	1	1
550	слово рассказа	1	1
551	требует от	1	1
552	не одно	1	1
553	что первая	1	1
554	в данном	7	1
555	и там	1	1
556	это его	1	1
557	общения с	1	1
558	я с	2	1
559	главного героя	1	1
560	неожиданно и	1	1
561	столько в	1	1
562	тенденцию к	1	1
563	но им	1	1
564	что касается	1	1
565	под названием	1	1
566	слова но	1	1
567	ли в	1	1
568	его нет	1	1
569	между ними	1	1
570	которая в	2	1
571	своей собственной	1	1
572	мысль о	3	1
573	зрения именно	1	1
574	и ни	1	1
575	действительной жизни	1	1
576	несмотря на	1	1
577	хотя в	1	1
578	ним он	1	1
579	определяется его	1	1
580	к лицу	1	1
581	его произведениях	1	1
582	одной из	1	1
583	может и	2	1
584	о своем	1	1
585	с ней	2	1
586	обратим внимание	1	1
587	а со	1	1
588	своего мира	1	1
589	реальных и	1	1
590	из этого	1	1
591	с каждым	1	1
592	который не	2	1
593	себе не	1	1
594	в своих	6	1
595	причастности к	2	1
