N	2gram	Vinokur_St_1	Analitik
129	данном случае	6	3
130	не должно	1	3
131	так в	1	3
132	мысль о	1	3
133	именно в	6	3
134	было бы	17	3
135	дело с	2	3
136	однако с	1	3
137	этом отношении	7	3
138	были бы	1	3
139	еще и	2	3
140	что не	3	3
141	не было	4	3
142	однако и	2	3
143	не всегда	2	3
144	как это	4	3
145	первой строфе	2	3
146	по поводу	7	3
147	к этому	1	3
148	отношения к	2	2
149	например в	8	2
150	самом деле	11	2
151	мере в	2	2
152	в первом	2	2
153	на себя	1	2
154	в ней	3	2
155	во всех	8	2
156	в стихе	1	2
157	со всеми	2	2
158	очевидно что	1	2
159	это и	4	2
160	более чем	2	2
161	как к	3	2
162	но в	10	2
163	бы и	4	2
164	все эти	5	2
165	в тех	3	2
166	в себе	2	2
167	не могла	2	2
168	что она	4	2
169	в нем	5	2
170	о которой	3	2
171	видеть в	1	2
172	не как	1	2
173	и вот	1	2
174	свое время	2	2
175	и по	5	2
176	значительной степени	1	2
177	могла бы	1	2
178	данного текста	1	2
179	входит в	1	2
180	это не	8	2
181	в них	1	2
182	о которых	1	2
183	пушкина и	13	2
184	с тем	1	2
185	несмотря на	2	2
186	иначе говоря	1	2
187	с точки	8	2
188	тем не	2	2
189	доказывает что	1	2
190	но они	1	2
191	даже в	3	2
192	вплоть до	5	2
193	дело в	6	2
194	одна из	1	2
195	судя по	2	2
196	по своей	2	2
197	пушкина что	2	2
198	в момент	1	2
199	могут быть	5	2
200	для пушкина	3	2
201	что пушкин	8	2
202	со мною	1	2
203	в новом	4	2
204	поэтому в	3	2
205	об этом	3	2
206	или иным	3	2
207	в глаза	1	2
208	в глазах	1	2
209	в форме	1	2
210	но с	3	2
211	только в	10	2
212	тем или	3	2
213	то в	3	2
214	который как	2	2
215	с одной	3	2
216	вопроса о	3	2
217	как справедливо	1	2
218	всяком случае	6	2
219	нуждается в	1	2
220	не для	2	2
221	тем что	5	2
222	указание на	1	2
223	одной стороны	2	2
224	русской поэзии	1	2
225	который не	2	2
226	говорит о	3	2
227	в соответствии	1	2
228	на эту	4	2
229	там где	5	2
230	что мы	5	2
231	в пушкинском	1	2
232	не может	8	2
233	вместе с	1	2
234	и потому	2	2
235	в той	6	2
236	когда мы	1	2
237	да и	3	2
238	я с	2	2
239	этого слова	2	2
240	в культуре	1	2
241	ни для	1	2
242	и для	3	2
243	и от	1	2
244	и б	1	2
245	хотя и	1	2
246	и все	2	2
247	не должен	1	2
248	хотя в	2	2
249	то что	18	2
250	сказать что	7	2
251	совершенно не	5	2
252	в иной	1	2
253	в свое	2	2
254	к числу	2	2
255	а также	2	2
256	пушкина а	3	2
257	во всяком	6	2
258	гораздо более	4	2
259	а между	1	1
260	как известно	1	1
261	речь идет	4	1
262	ей пришлось	1	1
263	на самом	6	1
264	и есть	1	1
265	тем же	3	1
266	сказано что	1	1
267	и до	1	1
268	на две	1	1
269	из его	1	1
270	не имеют	1	1
271	этому пути	1	1
272	если к	1	1
273	в зависимости	1	1
274	анекдот не	1	1
275	вот о	1	1
276	с текстом	1	1
277	вопрос о	4	1
278	я не	7	1
279	бы ни	1	1
280	восходящие к	1	1
281	зависимости от	1	1
282	из перечисленных	1	1
283	революции в	1	1
284	проявляется в	1	1
285	во мне	1	1
286	в таком	3	1
287	с удовольствием	1	1
288	он был	3	1
289	между собой	1	1
290	о житии	1	1
291	этом и	1	1
292	время в	1	1
293	тут и	1	1
294	б с	1	1
295	не все	3	1
296	отношение к	2	1
297	друг от	1	1
298	должны были	1	1
299	и стиха	1	1
300	за пределы	2	1
301	знакомства с	1	1
302	пушкинских текстах	1	1
303	в истории	3	1
304	идет о	2	1
305	является к	1	1
306	что во	2	1
307	каждая из	1	1
308	одном из	1	1
309	путь в	1	1
310	этой стороны	1	1
311	говорит что	3	1
312	пушкинскую эпоху	1	1
313	в ожидании	1	1
314	в прижизненных	2	1
315	от этого	2	1
316	или иную	1	1
317	и у	2	1
318	момент его	1	1
319	так или	2	1
320	бы не	2	1
321	но без	1	1
322	в известном	1	1
323	это тот	1	1
324	раз в	2	1
325	во многих	3	1
326	на то	4	1
327	русской но	1	1
328	что каждая	1	1
329	в статье	7	1
330	отдельных случаях	1	1
331	время и	1	1
332	и частично	1	1
333	с именем	1	1
334	свою собственную	2	1
335	чем у	2	1
336	том чтобы	1	1
337	евгения онегина	5	1
338	именно такова	1	1
339	какой бы	1	1
340	но дело	1	1
341	ни был	1	1
342	такого же	1	1
343	в безударном	1	1
344	факт что	1	1
345	в другом	3	1
346	будто в	3	1
347	бы быть	1	1
348	а по	1	1
349	слов о	1	1
350	этой традиции	1	1
351	это было	1	1
352	заключается в	4	1
353	этом смысле	1	1
354	пушкина в	24	1
355	специальная литература	1	1
356	по мысли	1	1
357	отсюда и	1	1
358	только одно	1	1
359	д как	1	1
360	он именует	1	1
361	мировой литературы	1	1
362	место и	1	1
363	повестях по	3	1
364	во внимание	1	1
365	которой он	1	1
366	мере не	1	1
367	в один	1	1
368	со всей	1	1
369	всех этих	2	1
370	но я	4	1
371	не вина	1	1
372	в г	3	1
373	бы на	1	1
374	этом случае	2	1
375	от своего	1	1
376	и сейчас	4	1
377	в своей	6	1
378	никаких оснований	2	1
379	право на	1	1
380	в пушкинскую	1	1
381	это делает	1	1
382	разного рода	1	1
383	место в	1	1
384	прижизненных изданиях	3	1
385	далее в	2	1
386	от себя	1	1
387	пушкинского творчества	1	1
388	втором случае	2	1
389	каждое из	1	1
390	времени не	4	1
391	что было	1	1
392	произведения в	2	1
393	для этого	2	1
394	ни были	2	1
395	или иного	4	1
396	так называемого	1	1
397	же мы	1	1
398	нас к	1	1
399	же во	1	1
400	остальных его	1	1
401	дело когда	2	1
402	как можно	2	1
403	как о	2	1
404	на него	2	1
405	в основе	3	1
406	к изучению	1	1
407	совпадает с	2	1
408	у него	2	1
409	бы мы	2	1
410	того чтобы	11	1
411	не могло	1	1
412	каждый из	1	1
413	казалось бы	1	1
414	его речи	1	1
415	этот тезис	1	1
416	с одним	1	1
417	иными словами	1	1
418	многих отношениях	1	1
419	где уже	1	1
420	стола и	2	1
421	более что	2	1
422	и является	1	1
423	и чувства	1	1
424	ему и	1	1
425	потому что	6	1
426	быть ни	1	1
427	как я	1	1
428	как будто	4	1
429	не вправе	1	1
430	тему в	2	1
431	у нас	11	1
432	и далее	1	1
433	очень часто	3	1
434	уже о	5	1
435	не могут	1	1
436	с полной	1	1
437	в наши	1	1
438	есть люди	1	1
439	слова с	1	1
440	что при	2	1
441	в применении	3	1
442	для себя	3	1
443	как мы	1	1
444	и о	1	1
445	от друга	1	1
446	говоря уже	1	1
447	только при	1	1
448	выше с	1	1
449	ли с	1	1
450	что у	4	1
451	безударном положении	1	1
452	из двух	3	1
453	имею в	1	1
454	в одну	1	1
455	мог бы	1	1
456	произведения не	1	1
457	является в	1	1
458	на них	1	1
459	пушкина не	5	1
460	если бы	9	1
461	другое дело	1	1
462	образом в	1	1
463	о ней	1	1
464	уж редки	1	1
465	при котором	1	1
466	отдельном случае	1	1
467	все его	1	1
468	этих двух	3	1
469	должно было	2	1
470	того или	4	1
471	каждом из	1	1
472	чувства юмора	1	1
473	а потому	2	1
474	как варианты	1	1
475	отметить что	2	1
476	от прежнего	1	1
477	во всей	1	1
478	и только	3	1
479	новая форма	1	1
480	тем более	4	1
481	каждом отдельном	1	1
482	стихи и	1	1
483	пушкина к	3	1
484	счастье и	1	1
485	статье о	2	1
486	того что	9	1
487	д и	2	1
488	и дело	1	1
489	тот же	1	1
490	пушкин мог	1	1
491	одной из	1	1
492	которых в	3	1
493	и так	3	1
494	исходных положений	1	1
495	по этому	3	1
496	в уста	3	1
497	так что	6	1
498	есть в	2	1
499	не становится	1	1
500	оказывается в	2	1
501	главы евгения	1	1
502	литературы в	1	1
503	дважды в	1	1
504	слова не	1	1
505	была чужда	1	1
506	каким образом	1	1
507	его и	1	1
508	ту или	1	1
509	одно из	2	1
510	себе в	1	1
511	и их	2	1
512	ведь это	1	1
513	констатировать что	1	1
514	могло бы	2	1
515	слова в	1	1
516	вовсе не	19	1
517	с этими	1	1
518	этой поэмы	1	1
519	можно с	1	1
520	к ним	1	1
521	не о	1	1
522	случае не	2	1
523	и никогда	1	1
524	то у	1	1
525	и делает	1	1
526	он так	1	1
527	требует как	1	1
528	бы это	2	1
529	для того	10	1
530	что могло	1	1
531	что на	2	1
532	как сильно	1	1
533	до сих	7	1
534	или иначе	2	1
535	а именно	3	1
536	одну минуту	1	1
537	к которому	4	1
538	чем он	1	1
539	на чем	1	1
540	а с	3	1
541	мира это	1	1
542	и др	1	1
543	но о	1	1
544	обратить внимание	1	1
545	по тем	1	1
546	превращается в	2	1
547	иначе в	1	1
548	на этот	3	1
549	не знает	2	1
550	уже давно	1	1
551	и литературного	1	1
552	его собственной	2	1
553	в одно	1	1
554	не видит	1	1
555	оказывается не	1	1
556	усомниться в	1	1
557	я уже	3	1
558	и пушкин	1	1
559	в перспективе	1	1
560	а при	1	1
561	евгений онегин	2	1
562	из которых	1	1
563	судить по	1	1
564	к печати	1	1
565	а если	2	1
566	в течение	1	1
567	применении к	3	1
568	за рамки	1	1
569	это его	1	1
570	в москве	2	1
571	не говоря	1	1
572	текста как	1	1
573	тот факт	1	1
574	с этой	3	1
575	последовательности такие	1	1
576	сих пор	7	1
577	но это	6	1
578	между прочим	2	1
579	пушкина было	1	1
580	и тогда	2	1
581	каждой из	1	1
582	и позволяет	1	1
583	случаях когда	1	1
584	сколько бы	1	1
585	как на	1	1
586	в отдельных	1	1
587	обращается к	1	1
588	себя самого	1	1
589	ни одного	2	1
590	но еще	1	1
591	бы в	1	1
592	правда не	1	1
593	стороны в	2	1
594	с формой	1	1
595	хотя бы	6	1
596	будто бы	3	1
597	места в	2	1
598	но если	4	1
599	в равной	2	1
600	в стихах	1	1
601	этот вопрос	4	1
602	от всех	1	1
603	их с	1	1
604	к его	1	1
605	оно не	1	1
606	из этого	1	1
607	титульного листа	1	1
608	занимает в	2	1
609	в голову	1	1
610	жизни и	5	1
611	и другие	1	1
612	в своих	2	1
613	а того	1	1
614	ср с	2	1
615	они не	1	1
