N	2gram	Tiupa_Lite_2	Myslijsy
321	себя а	1	1
322	в чем	1	1
323	во всех	3	1
324	сказать и	1	1
325	словами как	1	1
326	землю и	1	1
327	но не	5	1
328	но как	2	1
329	не все	1	1
330	таится в	1	1
331	в новом	1	1
332	отличие от	1	1
333	каким например	1	1
334	ведь мы	2	1
335	нет и	1	1
336	относится к	1	1
337	в известном	1	1
338	несомненно что	1	1
339	его сердце	1	1
340	как нам	1	1
341	на память	1	1
342	и художественного	1	1
343	ложатся в	1	1
344	к художественному	1	1
345	словом не	1	1
346	себе как	1	1
347	не оставляет	1	1
348	в этой	3	1
349	еще один	1	1
350	человек то	1	1
351	жизнь как	2	1
352	и те	1	1
353	слово это	1	1
354	например как	1	1
355	уже тогда	1	1
356	перестает быть	3	1
357	слова а	1	1
358	и еще	2	1
359	поэта и	1	1
360	оно должно	1	1
361	том чтобы	3	1
362	и сам	2	1
363	свое время	2	1
364	на жизнь	2	1
365	не судит	1	1
366	на этом	2	1
367	чтобы слово	1	1
368	что этот	1	1
369	что такой	1	1
370	же касается	1	1
371	и сделал	1	1
372	творчество есть	1	1
373	начинать с	1	1
374	а по	1	1
375	по выражению	1	1
376	второй половины	1	1
377	он есть	1	1
378	должен был	1	1
379	роль что	1	1
380	нет в	2	1
381	случае мы	1	1
382	далеко не	1	1
383	всю жизнь	1	1
384	мы видели	1	1
385	мы с	3	1
386	в развитии	1	1
387	и было	1	1
388	и прямо	1	1
389	не мог	1	1
390	по той	1	1
391	есть деятельность	1	1
392	от своего	1	1
393	в своей	1	1
394	в такой	2	1
395	до слова	1	1
396	занимающего нас	1	1
397	от себя	1	1
398	если судить	1	1
399	своего рода	13	1
400	но он	1	1
401	пути на	1	1
402	в отношении	1	1
403	возникает в	1	1
404	но они	1	1
405	можно указать	1	1
406	на два	2	1
407	к новым	1	1
408	не по	2	1
409	уже раз	1	1
410	свободы и	1	1
411	для кого	2	1
412	а для	1	1
413	того и	1	1
414	казалось бы	1	1
415	ничего не	3	1
416	на наш	3	1
417	такова что	1	1
418	этих двух	1	1
419	только этим	1	1
420	во всем	1	1
421	этом отношении	3	1
422	перед ним	2	1
423	мысли так	1	1
424	все то	1	1
425	сравнении с	2	1
426	числе и	1	1
427	той или	1	1
428	в каждой	2	1
429	при таком	1	1
430	узком значении	1	1
431	самим собою	1	1
432	при котором	1	1
433	в собственном	1	1
434	к какой	1	1
435	свое имя	1	1
436	в себя	3	1
437	всей своей	3	1
438	в пределах	1	1
439	и находится	1	1
440	в другом	3	1
441	во второй	1	1
442	и трудно	1	1
443	является в	1	1
444	основана на	1	1
445	как у	1	1
446	в словах	1	1
447	два момента	1	1
448	не стоит	1	1
449	на что	1	1
450	а также	2	1
451	как форма	1	1
452	любви к	1	1
453	как было	1	1
454	времени в	1	1
455	на основе	1	1
456	искусством в	1	1
457	во втором	1	1
458	а потому	2	1
459	чем и	1	1
460	не более	2	1
461	отдельные слова	1	1
462	другого в	3	1
463	еще только	1	1
464	на отдельные	1	1
465	но с	3	1
466	другого не	1	1
467	одной из	2	1
468	дело с	1	1
469	что нам	2	1
470	состоит не	1	1
471	процессов в	1	1
472	с одной	7	1
473	в качестве	5	1
474	же он	1	1
475	человека с	1	1
476	в единстве	1	1
477	твое и	1	1
478	сознания не	1	1
479	других в	1	1
480	свидетельствует о	2	1
481	из них	2	1
482	искусство в	1	1
483	одно из	2	1
484	могло бы	2	1
485	в пространстве	1	1
486	для другого	1	1
487	к человеку	1	1
488	при всей	2	1
489	бытия и	1	1
490	у него	2	1
491	как при	1	1
492	образом не	1	1
493	ее на	1	1
494	понятия в	1	1
495	не противоречит	1	1
496	же это	1	1
497	рядом с	1	1
498	в данный	1	1
499	мне и	1	1
500	мы это	1	1
501	деле есть	1	1
502	с другим	2	1
503	за пределы	1	1
504	к которому	1	1
505	идут в	2	1
506	а с	1	1
507	не совпадающих	1	1
508	прежде всего	4	1
509	одной стороны	6	1
510	здесь дело	1	1
511	целым рядом	1	1
512	именно так	1	1
513	было сказано	2	1
514	в руках	2	1
515	однако не	1	1
516	не об	1	1
517	враг и	2	1
518	в частности	4	1
519	эти слова	1	1
520	с первого	1	1
521	как это	2	1
522	из трех	1	1
523	высшего порядка	1	1
524	о границах	1	1
525	к своему	2	1
526	он говорит	1	1
527	в последнем	1	1
528	пример в	1	1
529	в столь	1	1
530	я с	1	1
531	жизни слова	1	1
532	и менее	1	1
533	как действительность	1	1
534	и нет	2	1
535	не могло	1	1
536	бы лишь	1	1
537	говорит и	1	1
538	люди не	1	1
539	мире а	1	1
540	слова так	1	1
541	все же	2	1
542	его не	1	1
543	мира и	1	1
544	которая в	1	1
545	она уже	1	1
546	обращается к	3	1
547	ее и	1	1
548	как уже	2	1
549	от всего	1	1
550	ее в	1	1
551	отношению ко	1	1
552	же в	2	1
553	первый раз	2	1
554	к делу	1	1
555	отношении к	1	1
556	ее развития	1	1
557	и сила	1	1
558	что ни	1	1
559	на поле	1	1
560	не знает	2	1
561	другой стороны	4	1
562	общего с	1	1
563	от всех	1	1
564	например и	1	1
565	от поэзии	1	1
566	поменялись местами	1	1
567	по которой	1	1
568	в свое	2	1
569	жизни и	4	1
570	то оно	1	1
571	и эта	1	1
572	каждое слово	1	1
573	как на	3	1
574	том числе	2	1
575	ничего общего	1	1
