N	2gram	Nazirov_Tv_2	Dialekti
322	и он	2	1
323	всех сторон	1	1
324	говорил о	1	1
325	литературы и	1	1
326	он был	1	1
327	содержатся в	1	1
328	он сам	3	1
329	в различных	1	1
330	не без	1	1
331	они имеют	2	1
332	точка зрения	2	1
333	себе он	1	1
334	к которой	1	1
335	есть по	1	1
336	явления христа	1	1
337	нужно быть	1	1
338	в наиболее	1	1
339	отличие от	2	1
340	нет и	2	1
341	не буду	1	1
342	во что	2	1
343	мать ли	1	1
344	общего с	1	1
345	стороны и	1	1
346	такова же	1	1
347	однако не	1	1
348	когда он	4	1
349	с г	1	1
350	и отчасти	3	1
351	то в	1	1
352	из жизни	2	1
353	об этих	1	1
354	в целом	6	1
355	сказать о	1	1
356	образом и	1	1
357	за это	1	1
358	из этих	1	1
359	года и	4	1
360	с их	1	1
361	тому же	2	1
362	во многих	2	1
363	в жертву	1	1
364	если он	5	1
365	в братьях	6	1
366	непримиримость и	1	1
367	так сказать	2	1
368	к выводу	1	1
369	образ и	2	1
370	а скорее	2	1
371	и эти	1	1
372	и еще	2	1
373	них нет	1	1
374	этого вопроса	1	1
375	не к	1	1
376	дает нам	1	1
377	сердце и	2	1
378	и сколько	2	1
379	на земле	1	1
380	д все	1	1
381	я бы	3	1
382	жить в	1	1
383	что все	1	1
384	это случилось	1	1
385	этих восприятий	1	1
386	главным образом	1	1
387	значение в	1	1
388	в глубине	1	1
389	мифологии в	1	1
390	или даже	2	1
391	мы на	1	1
392	со всех	1	1
393	известно что	2	1
394	не выше	1	1
395	во многом	2	1
396	но уже	3	1
397	в них	1	1
398	мифа а	1	1
399	родные и	1	1
400	показывает что	4	1
401	свете есть	1	1
402	нас к	1	1
403	но лишь	1	1
404	всю жизнь	1	1
405	со своими	2	1
406	всегда и	1	1
407	потому и	1	1
408	когда в	1	1
409	его образ	1	1
410	в эту	1	1
411	но если	2	1
412	построение и	1	1
413	в недра	1	1
414	и ее	2	1
415	не зависит	1	1
416	в котором	3	1
417	в принципе	4	1
418	еще нет	1	1
419	еще с	1	1
420	или вернее	1	1
421	знаем что	1	1
422	смех в	1	1
423	сам же	1	1
424	есть его	1	1
425	но эта	2	1
426	имеем не	1	1
427	зрения и	1	1
428	на подлинно	1	1
429	это чувство	1	1
430	причем однако	1	1
431	в обоих	1	1
432	как о	2	1
433	в основе	2	1
434	бытия и	1	1
435	чем не	1	1
436	он с	1	1
437	а сама	1	1
438	она ни	1	1
439	одна из	3	1
440	на землю	2	1
441	у этого	1	1
442	и независимо	1	1
443	сама себе	1	1
444	остается в	1	1
445	ли это	1	1
446	ему не	1	1
447	и далее	2	1
448	идею и	1	1
449	начиная с	2	1
450	встречается в	1	1
451	истории не	1	1
452	похож на	1	1
453	выросла в	1	1
454	заметил что	1	1
455	отличается от	1	1
456	только еще	1	1
457	сходство с	1	1
458	ли вы	1	1
459	должен быть	1	1
460	опираясь на	2	1
461	к жизни	2	1
462	расходится с	1	1
463	своего развития	1	1
464	и о	1	1
465	более не	2	1
466	у себя	1	1
467	но при	1	1
468	мысль о	1	1
469	приводит к	2	1
470	в дальнейшем	4	1
471	по способу	1	1
472	мы наблюдаем	1	1
473	в живых	1	1
474	в образе	3	1
475	одного из	1	1
476	мог бы	1	1
477	отлична от	1	1
478	планы и	1	1
479	еще в	1	1
480	она была	1	1
481	не должны	2	1
482	и на	5	1
483	не стоит	2	1
484	быть может	3	1
485	по мере	1	1
486	с женщиной	1	1
487	против этого	1	1
488	образом в	1	1
489	познания и	2	1
490	же необходимо	1	1
491	и здесь	1	1
492	не был	1	1
493	это действительно	1	1
494	и поэтому	2	1
495	ли или	1	1
496	и умирает	1	1
497	почему же	1	1
498	у религиозных	1	1
499	любви к	3	1
500	мы понимаем	1	1
501	а напротив	1	1
502	в которую	2	1
503	и биографии	1	1
504	а у	1	1
505	как его	1	1
506	любил и	1	1
507	святых и	1	1
508	в художественной	1	1
509	увлекает нас	1	1
510	роль но	1	1
511	бы меня	1	1
512	в литературе	2	1
513	и одновременно	1	1
514	мне кажется	1	1
515	тот же	1	1
516	не имеет	1	1
517	из многих	1	1
518	уже говорили	1	1
519	даже если	1	1
520	же о	1	1
521	и начинаем	1	1
522	еще от	1	1
523	воздействие на	2	1
524	времени как	1	1
525	взятая в	1	1
526	и событий	1	1
527	этом что	1	1
528	не знал	2	1
529	и везде	1	1
530	является не	1	1
531	на этих	1	1
532	при помощи	2	1
533	они отличаются	1	1
534	его и	2	1
535	она действительно	1	1
536	мы знаем	1	1
537	у нее	3	1
538	для меня	1	1
539	при всей	1	1
540	не о	1	1
541	друг друга	2	1
542	братьях карамазовых	7	1
543	у него	6	1
544	и всякий	1	1
545	или иной	1	1
546	даже не	1	1
547	говорим о	1	1
548	с другим	2	1
549	и начинается	1	1
550	как у	3	1
551	на то	1	1
552	не сводится	1	1
553	к которому	2	1
554	сам себя	1	1
555	представляет собою	1	1
556	и др	3	1
557	на ней	2	1
558	связано с	1	1
559	превращается в	3	1
560	действительности и	1	1
561	и гибели	1	1
562	человек в	1	1
563	свое собственное	1	1
564	не он	1	1
565	через нее	1	1
566	нет никаких	1	1
567	нет ничего	3	1
568	д в	3	1
569	борис годунов	1	1
570	только его	1	1
571	если хочешь	1	1
572	одну общую	1	1
573	что за	1	1
574	искусства но	1	1
575	не дают	1	1
576	в характере	1	1
577	несравненно более	2	1
578	что весь	1	1
579	я никогда	1	1
580	когда же	1	1
581	видим как	1	1
582	можно принять	2	1
583	и такие	1	1
584	с этой	3	1
585	но почему	1	1
586	только для	2	1
587	отдельно от	1	1
588	вообще все	1	1
589	месте в	1	1
590	при всем	1	1
591	нам эту	1	1
592	об отношении	1	1
593	в его	10	1
594	есть одно	1	1
595	а все	1	1
596	своей собственной	1	1
597	человек и	1	1
598	из нее	1	1
599	а к	1	1
600	биографии и	2	1
601	себя самого	1	1
602	ее и	1	1
603	у достоевского	30	1
604	пустого и	1	1
605	в поле	1	1
606	не должен	1	1
607	но зато	3	1
608	мы не	4	1
609	дана в	1	1
610	по самой	3	1
611	уже давно	1	1
612	к самому	2	1
613	не видят	1	1
614	не знает	1	1
615	жить это	1	1
616	что угодно	1	1
617	самой своей	3	1
618	но этот	1	1
619	идея в	1	1
620	мире без	1	1
621	по причине	2	1
622	бытия а	1	1
623	или иного	1	1
624	из этого	2	1
625	ли он	1	1
626	всегда нечто	1	1
627	если же	1	1
628	в голову	1	1
629	но эти	2	1
630	сцену с	1	1
631	видим в	2	1
632	уже после	2	1
633	принимают за	1	1
634	как на	1	1
635	точно так	1	1
636	идеи если	1	1
