N	2gram	Bakhtin_fo_1	EvropaiE
179	например с	1	2
180	для них	3	2
181	далеко не	2	2
182	в своих	1	2
183	и того	6	2
184	в эту	1	2
185	в этих	3	2
186	в котором	4	2
187	не к	2	2
188	и более	1	2
189	она не	1	2
190	тогда когда	2	2
191	и имеет	1	2
192	по своей	1	2
193	мало как	1	2
194	отчасти уже	1	2
195	в порядке	3	2
196	не могут	3	2
197	могут быть	5	2
198	случаях когда	1	2
199	всего в	1	2
200	одну и	1	2
201	имеет место	3	2
202	но по	2	2
203	свою очередь	1	2
204	данном случае	1	2
205	на основе	2	2
206	и ту	1	2
207	во многом	2	2
208	на месте	1	2
209	наше внимание	1	2
210	по сравнению	2	2
211	если бы	5	2
212	и поэтому	1	2
213	притом в	1	2
214	в значительной	2	2
215	и во	7	2
216	во втором	2	2
217	в его	13	2
218	во всей	3	2
219	также в	1	2
220	мы должны	2	2
221	эти последние	1	2
222	этот вопрос	1	2
223	в органическом	1	2
224	есть в	2	2
225	в большинстве	1	2
226	при помощи	1	2
227	и других	3	2
228	бы совершенно	2	2
229	в одном	3	2
230	в других	9	2
231	влияние на	4	2
232	только к	3	2
233	в некоторых	2	2
234	а не	3	2
235	что все	2	2
236	начиная с	1	2
237	вместе с	3	2
238	сравнению с	2	2
239	наряду с	5	2
240	или хотя	1	2
241	мира но	1	2
242	с большой	2	2
243	происходит в	2	2
244	или в	3	2
245	и все	6	2
246	бы в	1	2
247	еще более	3	2
248	и наконец	1	2
249	же в	3	2
250	мы видим	3	2
251	а в	3	2
252	имеет в	2	2
253	между ними	3	2
254	жизни и	8	2
255	и эта	2	2
256	ту же	2	1
257	рода и	1	1
258	и т	8	1
259	например в	6	1
260	до него	1	1
261	связана с	1	1
262	в тех	1	1
263	не делает	1	1
264	и это	4	1
265	тех же	2	1
266	с природой	1	1
267	и до	5	1
268	часть его	1	1
269	или ее	1	1
270	той же	2	1
271	из всего	1	1
272	берегу моря	1	1
273	большую роль	3	1
274	почти все	1	1
275	время как	5	1
276	развернуть в	1	1
277	жизни почти	1	1
278	когда мы	1	1
279	и быта	1	1
280	и философские	1	1
281	совершенно определенных	1	1
282	с его	9	1
283	что люди	1	1
284	внутри этих	1	1
285	и всего	1	1
286	такова постановка	1	1
287	мы будем	2	1
288	значение и	3	1
289	по отношению	3	1
290	с совершенно	1	1
291	в новом	1	1
292	отличие от	2	1
293	как по	2	1
294	отдельных стран	1	1
295	в центре	2	1
296	течение которого	1	1
297	человеческого бытия	1	1
298	значение его	1	1
299	на минуту	2	1
300	все же	6	1
301	однако не	1	1
302	кроме того	4	1
303	тех случаях	1	1
304	в полном	1	1
305	смысле этого	1	1
306	могли бы	1	1
307	не являются	2	1
308	его к	1	1
309	этого мира	4	1
310	увидим что	1	1
311	в этот	2	1
312	психологии и	1	1
313	такая борьба	1	1
314	та же	1	1
315	этот новый	1	1
316	в нашем	2	1
317	которые в	1	1
318	с их	2	1
319	нами в	1	1
320	и тот	1	1
321	но его	1	1
322	тому же	2	1
323	и те	3	1
324	все ее	3	1
325	к выводу	1	1
326	при этом	3	1
327	и лучше	1	1
328	говорили в	1	1
329	культур в	1	1
330	не как	2	1
331	в корне	1	1
332	части этого	1	1
333	этом мире	2	1
334	его можно	1	1
335	в человеческом	1	1
336	но все	5	1
337	значительной степени	1	1
338	к созерцанию	1	1
339	как они	1	1
340	в нем	24	1
341	в совершенно	1	1
342	значение в	5	1
343	и неизбежно	1	1
344	лишь в	6	1
345	входит в	3	1
346	лишь на	1	1
347	мы сказали	1	1
348	каком же	2	1
349	в жизни	6	1
350	в ином	1	1
351	о которых	1	1
352	рядом с	2	1
353	она и	1	1
354	соответствии с	2	1
355	жизни но	5	1
356	и всей	2	1
357	стороне от	1	1
358	весьма часто	2	1
359	мы говорили	3	1
360	в отличие	2	1
361	далее в	1	1
362	на такие	1	1
363	свое существование	1	1
364	значение для	1	1
365	что имеет	2	1
366	друг другу	2	1
367	с такими	1	1
368	том же	2	1
369	для нее	1	1
370	возвращается к	1	1
371	ними но	1	1
372	это случается	1	1
373	за несколько	1	1
374	все эти	9	1
375	вплоть до	1	1
376	но они	3	1
377	этого же	1	1
378	правда в	1	1
379	одна из	2	1
380	здесь на	4	1
381	суша и	1	1
382	или это	1	1
383	где в	1	1
384	та или	1	1
385	области где	1	1
386	в разных	5	1
387	только и	5	1
388	в самой	2	1
389	находятся в	1	1
390	или иная	1	1
391	в русском	1	1
392	к концу	3	1
393	на себе	1	1
394	во всем	2	1
395	мире и	2	1
396	и его	16	1
397	связи с	6	1
398	так называемый	2	1
399	от конкретных	1	1
400	в основе	5	1
401	только наиболее	1	1
402	у нас	1	1
403	есть к	1	1
404	такие же	1	1
405	но какой	1	1
406	мир в	2	1
407	числе и	2	1
408	должны быть	1	1
409	оказались бы	3	1
410	свое значение	1	1
411	играть в	1	1
412	мы привели	1	1
413	для себя	7	1
414	где этот	1	1
415	приходит к	1	1
416	существенное значение	1	1
417	значительной мере	1	1
418	и сами	1	1
419	к какой	1	1
420	то время	4	1
421	степени и	1	1
422	имеют в	1	1
423	как с	1	1
424	и сам	1	1
425	с собой	1	1
426	был бы	3	1
427	те же	2	1
428	по природе	2	1
429	об этом	2	1
430	и происходит	1	1
431	чем обычно	1	1
432	и вообще	2	1
433	к другу	2	1
434	с ним	2	1
435	в построении	1	1
436	в состав	1	1
437	тех кто	1	1
438	внимание на	1	1
439	не перед	1	1
440	его жизни	8	1
441	или на	1	1
442	государственной власти	1	1
443	начале xx	1	1
444	времени в	7	1
445	нас в	3	1
446	затем в	1	1
447	связь между	2	1
448	из себя	1	1
449	того в	1	1
450	но нельзя	1	1
451	всего этого	2	1
452	в ту	1	1
453	и следовательно	4	1
454	ней по	2	1
455	друг к	2	1
456	быть и	2	1
457	один из	3	1
458	же все	1	1
459	тот же	1	1
460	речи о	1	1
461	с ними	1	1
462	всех этих	5	1
463	мы увидим	1	1
464	иначе если	1	1
465	на несколько	1	1
466	которое мы	1	1
467	иной степени	1	1
468	обладает и	1	1
469	эта идея	1	1
470	на которые	1	1
471	и ее	3	1
472	xix и	1	1
473	по этому	1	1
474	ведь в	1	1
475	переходит в	1	1
476	в указанном	1	1
477	конечно не	4	1
478	уже не	2	1
479	уже в	2	1
480	если мы	2	1
481	то и	1	1
482	оговориться что	1	1
483	в начале	3	1
484	что не	3	1
485	человека этот	1	1
486	от других	1	1
487	в точном	2	1
488	принадлежит не	2	1
489	географическом и	1	1
490	одно из	3	1
491	для него	2	1
492	и их	8	1
493	мы находим	2	1
494	исторического процесса	2	1
495	и искусства	1	1
496	не о	2	1
497	повсюду где	1	1
498	как его	1	1
499	бытия и	1	1
500	в более	2	1
501	но за	1	1
502	которые как	1	1
503	значение имеет	1	1
504	даже не	2	1
505	а на	1	1
506	время совершенно	1	1
507	не обязательно	2	1
508	в каких	1	1
509	одних и	2	1
510	в соответствии	2	1
511	не было	7	1
512	которых мы	1	1
513	с большей	2	1
514	и культур	2	1
515	человеческой жизни	6	1
516	с которым	1	1
517	находились в	1	1
518	что из	1	1
519	что мы	2	1
520	становится ясным	1	1
521	если не	1	1
522	в связи	5	1
523	xx века	1	1
524	нет ничего	4	1
525	что во	1	1
526	но кроме	1	1
527	пространства и	4	1
528	их к	2	1
529	эпох и	1	1
530	к жизни	2	1
531	для всех	2	1
532	она есть	1	1
533	есть только	2	1
534	только ее	1	1
535	и единственно	1	1
536	жизни эти	1	1
537	стран и	1	1
538	и разнообразие	1	1
539	должно быть	1	1
540	с ее	6	1
541	этого слова	1	1
542	слова и	2	1
543	живет и	1	1
544	они действуют	1	1
545	ближе к	1	1
546	более того	3	1
547	вопрос в	1	1
548	этих положений	1	1
549	одного и	5	1
550	в мировой	2	1
551	указать на	1	1
552	она может	1	1
553	что оно	1	1
554	в отдельных	1	1
555	политические и	1	1
556	но когда	1	1
557	своих произведений	1	1
558	значение лишь	1	1
559	находим в	1	1
560	на берегу	1	1
561	и другие	5	1
562	действуют и	1	1
563	с ней	1	1
564	этого времени	2	1
565	не быть	1	1
566	стран с	1	1
567	в последнем	1	1
568	оно не	2	1
569	что даже	1	1
570	от природы	2	1
571	время не	2	1
572	включает в	1	1
573	собой это	1	1
574	к этой	1	1
575	вполне понятно	4	1
576	время с	1	1
577	качестве одной	1	1
578	он на	1	1
579	которыми и	1	1
580	приобретают характер	1	1
581	можно назвать	2	1
582	том числе	4	1
583	гораздо более	1	1
584	раздроблен и	1	1
