N	2gram	Tiupa_Hudo_1	Problemy
125	в своей	10	4
126	в такой	2	4
127	но он	3	4
128	друг другу	1	4
129	по себе	2	4
130	от чужого	1	4
131	никогда не	6	4
132	и без	1	4
133	как раз	4	4
134	как будто	4	4
135	говорили что	1	4
136	еще в	3	4
137	он говорил	2	4
138	все его	1	4
139	между тем	8	4
140	тотчас же	1	4
141	наконец в	1	4
142	которым он	1	4
143	и так	2	4
144	и у	1	4
145	только на	2	4
146	не принимает	1	4
147	всяком случае	1	4
148	так как	1	4
149	не о	2	4
150	у него	9	4
151	тем что	3	4
152	с другой	1	4
153	с другом	1	4
154	что не	2	4
155	до конца	2	4
156	а не	12	4
157	но как	2	4
158	в творчестве	3	4
159	по своему	3	4
160	вот как	1	4
161	к чужому	1	4
162	бы в	1	4
163	я в	1	4
164	тот же	1	4
165	во всяком	1	4
166	о другом	1	4
167	а между	1	3
168	как его	3	3
169	это и	1	3
170	за собой	1	3
171	достоевского в	1	3
172	высшей степени	1	3
173	говорить о	3	3
174	в виду	1	3
175	теперь на	1	3
176	это действительно	1	3
177	во всех	1	3
178	установкой на	2	3
179	совсем не	1	3
180	для других	2	3
181	в общем	1	3
182	в одной	2	3
183	с этим	3	3
184	когда он	1	3
185	в целом	2	3
186	все эти	3	3
187	него и	1	3
188	то ни	1	3
189	было бы	6	3
190	этом смысле	1	3
191	в высшей	1	3
192	этого не	1	3
193	с тем	1	3
194	такой же	3	3
195	другим и	1	3
196	вот я	1	3
197	к одному	1	3
198	не как	1	3
199	раз и	1	3
200	появляется в	1	3
201	ничего не	8	3
202	или как	1	3
203	к концу	1	3
204	и т.д	1	3
205	перед его	1	3
206	с ее	2	3
207	в ее	3	3
208	и говорит	1	3
209	с внутренним	1	3
210	сводится к	1	3
211	из рассказа	3	3
212	время не	1	3
213	это не	7	3
214	в форме	2	3
215	слов и	1	3
216	в него	2	3
217	того что	4	3
218	но так	1	3
219	он уже	4	3
220	человека с	1	3
221	уже не	7	3
222	уже в	1	3
223	из них	4	3
224	его и	1	3
225	о своей	2	3
226	с оглядкой	1	3
227	а с	2	3
228	и своего	1	3
229	эти слова	2	3
230	со словом	1	3
231	другого человека	1	3
232	должно быть	2	3
233	в начале	2	3
234	которой он	1	3
235	не мог	1	3
236	и от	4	3
237	конце концов	1	3
238	мы должны	1	3
239	только что	4	3
240	том что	16	3
241	сказать что	1	3
242	я и	2	2
243	обращено к	1	2
244	например в	2	2
245	в первом	1	2
246	его же	1	2
247	из его	1	2
248	проникает в	1	2
249	он теперь	1	2
250	и этот	1	2
251	а как	1	2
252	она в	3	2
253	да еще	1	2
254	героя но	1	2
255	на тему	1	2
256	в каждой	1	2
257	слово не	2	2
258	в ней	4	2
259	в которых	1	2
260	столь же	4	2
261	что его	1	2
262	бы не	1	2
263	отличие от	1	2
264	офицер в	1	2
265	однако в	2	2
266	в произведениях	2	2
267	в своем	4	2
268	хотя и	2	2
269	и как	1	2
270	я к	1	2
271	знаю что	1	2
272	не кажется	1	2
273	в этот	1	2
274	в которой	1	2
275	раз в	2	2
276	диалог в	1	2
277	но ведь	1	2
278	как он	2	2
279	так сказать	2	2
280	вообще не	1	2
281	при этом	12	2
282	но именно	1	2
283	другом человеке	1	2
284	всех этих	1	2
285	с таким	1	2
286	их в	1	2
287	и по	3	2
288	на этом	3	2
289	что все	1	2
290	той же	2	2
291	героя на	2	2
292	уж не	1	2
293	он все	1	2
294	ни в	5	2
295	но уже	1	2
296	достоевского и	1	2
297	все равно	2	2
298	и того	1	2
299	в этих	5	2
300	я этого	1	2
301	места в	1	2
302	как все	2	2
303	с точки	3	2
304	в отличие	1	2
305	своего рода	7	2
306	и другого	1	2
307	задает себе	1	2
308	тому чтобы	1	2
309	на всю	1	2
310	как можно	1	2
311	тому что	4	2
312	вопрос о	2	2
313	не менее	5	2
314	этими двумя	1	2
315	мысли в	1	2
316	о них	1	2
317	к другим	1	2
318	не приносит	1	2
319	его внутренний	1	2
320	этих двух	1	2
321	по своей	4	2
322	такая же	1	2
323	внутренней жизни	2	2
324	теперь когда	1	2
325	про себя	2	2
326	для его	1	2
327	его внутреннему	1	2
328	и он	5	2
329	из их	1	2
330	обращенный к	1	2
331	в тонах	1	2
332	характер и	2	2
333	всей своей	1	2
334	так в	2	2
335	приводит к	3	2
336	в дальнейшем	1	2
337	можно было	5	2
338	на нее	1	2
339	времени и	1	2
340	особенно в	2	2
341	мог бы	1	2
342	жизнь и	1	2
343	о нем	3	2
344	о том	12	2
345	на вопрос	2	2
346	и та	1	2
347	переходит в	1	2
348	и об	2	2
349	среди других	1	2
350	одной из	2	2
351	и кажется	1	2
352	то в	4	2
353	в произведении	1	2
354	себя в	4	2
355	теперь же	1	2
356	со своим	2	2
357	в сторону	1	2
358	в жизни	1	2
359	к слову	1	2
360	за ним	2	2
361	мы знаем	2	2
362	друг друга	5	2
363	не случайно	7	2
364	каждый из	1	2
365	тогда в	1	2
366	что на	2	2
367	говорит о	1	2
368	реплики одного	1	2
369	в рассказе	11	2
370	их друг	1	2
371	одна и	1	2
372	вступает в	1	2
373	теперь он	1	2
374	него на	1	2
375	себя за	1	2
376	себя то	1	2
377	из этого	1	2
378	с этой	2	2
379	но для	1	2
380	пока еще	2	2
381	что оно	1	2
382	обращается к	1	2
383	в речи	2	2
384	хотя бы	1	2
385	будто бы	3	2
386	и внутренне	1	2
387	в последнем	1	2
388	его глазами	1	2
389	сущности в	1	2
390	ни на	1	2
391	того времени	1	2
392	это в	3	2
393	путь к	1	1
394	и поговорить	1	1
395	начинается с	2	1
396	достоевского у	1	1
397	мы здесь	1	1
398	я всем	1	1
399	каждый новый	1	1
400	своей основной	1	1
401	в стороне	1	1
402	нам кажется	1	1
403	ему что	1	1
404	по преимуществу	3	1
405	и до	1	1
406	характер это	1	1
407	нем но	1	1
408	к рассказу	1	1
409	в их	2	1
410	по его	1	1
411	человеком и	1	1
412	мы не	2	1
413	и лицо	1	1
414	что уже	1	1
415	опять как	1	1
416	ни единого	2	1
417	есть нечто	1	1
418	в каждый	1	1
419	итог его	1	1
420	не слушая	1	1
421	событий и	1	1
422	ему в	1	1
423	он вовсе	1	1
424	как впрочем	1	1
425	свою очередь	1	1
426	а другие	1	1
427	на другом	1	1
428	разумеется не	1	1
429	именно благодаря	1	1
430	а еще	1	1
431	без которого	1	1
432	в изображении	2	1
433	отказ от	2	1
434	с самой	1	1
435	ты их	1	1
436	тех же	1	1
437	его сознания	1	1
438	не все	1	1
439	в качестве	9	1
440	с совершенно	1	1
441	xix столетия	1	1
442	тут же	1	1
443	друг от	1	1
444	отнюдь не	3	1
445	тебе и	2	1
446	чем же	1	1
447	его я	2	1
448	в центре	4	1
449	но пока	1	1
450	тем более	1	1
451	где может	1	1
452	встречи с	1	1
453	за голову	1	1
454	как нам	2	1
455	что касается	1	1
456	перед нами	5	1
457	и точность	1	1
458	бы я	1	1
459	как характер	1	1
460	жизни нет	1	1
461	вдруг действительно	1	1
462	столкновение с	2	1
463	вообще по	1	1
464	внешних признаков	1	1
465	к чему	1	1
466	в письмах	1	1
467	в ответ	2	1
468	еще далеко	1	1
469	в этой	8	1
470	роль в	1	1
471	во многих	1	1
472	разным голосам	1	1
473	не могла	1	1
474	его но	1	1
475	в общении	1	1
476	и прислушивается	1	1
477	именно этим	2	1
478	все так	1	1
479	не следует	2	1
480	одному из	1	1
481	когда все	2	1
482	он должен	1	1
483	что еще	1	1
484	был и	1	1
485	характер в	2	1
486	свое время	1	1
487	чтобы в	1	1
488	никому не	1	1
489	заключает в	2	1
490	в нее	1	1
491	не бывает	2	1
492	человека в	6	1
493	что этот	1	1
494	об этом	5	1
495	а его	2	1
496	входит в	1	1
497	его личности	2	1
498	может стать	1	1
499	например герой	1	1
500	приходит в	2	1
501	к слушателю	1	1
502	в итоге	1	1
503	участие в	2	1
504	не чем	1	1
505	далеко не	1	1
506	все было	1	1
507	личности не	1	1
508	и вопреки	1	1
509	этим и	1	1
510	она действительно	1	1
511	такою же	1	1
512	оно внутренне	1	1
513	элемента в	1	1
514	как таковой	1	1
515	нисколько не	1	1
516	перед собой	2	1
517	мы как	1	1
518	в г	1	1
519	бы на	2	1
520	том как	3	1
521	таким же	1	1
522	рассказа о	3	1
523	и ее	1	1
524	я его	1	1
525	о герое	1	1
526	же это	1	1
527	глазами в	1	1
528	но у	1	1
529	они уже	1	1
530	мысли и	1	1
531	признать что	1	1
532	первого абзаца	1	1
533	его построения	1	1
534	об этих	1	1
535	из области	1	1
536	иначе как	1	1
537	другом и	1	1
538	иным как	1	1
539	тем не	4	1
540	есть именно	1	1
541	рассказа мы	2	1
542	и более	1	1
543	том и	1	1
544	с такими	2	1
545	бы быть	1	1
546	для нее	2	1
547	нас к	1	1
548	существует для	1	1
549	в рассказах	2	1
550	но они	1	1
551	дрожащим голосом	1	1
552	она не	4	1
553	иной раз	1	1
554	дело в	1	1
555	одна из	2	1
556	что их	1	1
557	на себе	2	1
558	у кого	1	1
559	в основе	1	1
560	и такого	1	1
561	нельзя ли	1	1
562	того чтобы	3	1
563	чем не	1	1
564	действующие лица	2	1
565	это еще	1	1
566	для всего	2	1
567	только не	1	1
568	и всегда	1	1
569	в самой	1	1
570	именно с	1	1
571	слова как	2	1
572	и весь	1	1
573	и существенное	1	1
574	оглядкой и	1	1
575	как она	2	1
576	а тогда	1	1
577	с читателем	1	1
578	связи с	4	1
579	этом отношении	3	1
580	не до	1	1
581	к читателю	2	1
582	не слышит	2	1
583	перед ним	1	1
584	еще резче	1	1
585	не могут	1	1
586	когда мы	1	1
587	и другой	1	1
588	что одни	1	1
589	же самое	1	1
590	об одном	2	1
591	только еще	1	1
592	всего в	1	1
593	значительной степени	2	1
594	тому и	1	1
595	за что	1	1
596	как для	1	1
597	и мне	1	1
598	мысли о	2	1
599	из нее	1	1
600	и которая	1	1
601	приходит к	1	1
602	в деревне	1	1
603	от друга	1	1
604	здесь не	2	1
605	данном случае	1	1
606	для читателя	1	1
607	реальной действительности	1	1
608	в особенности	1	1
609	в себя	2	1
610	но мы	1	1
611	на свой	1	1
612	его самого	1	1
613	друг для	3	1
614	же касается	2	1
615	что меня	1	1
616	и себе	1	1
617	за то	1	1
618	это замечание	1	1
619	вопрос который	1	1
620	во многом	1	1
621	чем у	1	1
622	за этими	2	1
623	если бы	3	1
624	но здесь	1	1
625	находится в	1	1
626	лицо его	1	1
627	все дело	1	1
628	как тень	1	1
629	только бы	1	1
630	тех кто	2	1
631	его художественной	1	1
632	и поэтому	2	1
633	не перед	1	1
634	никак не	2	1
635	героя не	1	1
636	самому себе	1	1
637	в значительной	2	1
638	нас в	1	1
639	все в	1	1
640	не хочется	1	1
641	реализма в	1	1
642	во втором	1	1
643	не понимаете	1	1
644	на одном	1	1
645	не видел	1	1
646	и только	1	1
647	должен ее	1	1
648	но она	1	1
649	еще придется	1	1
650	следовало бы	1	1
651	в последующих	1	1
652	и она	1	1
653	у которого	1	1
654	обращены к	1	1
655	происходит в	1	1
656	героя от	2	1
657	как например	1	1
658	один из	4	1
659	но с	2	1
660	сразу же	1	1
661	и смеялись	1	1
662	и дело	2	1
663	согласиться с	2	1
664	нем не	1	1
665	еще и	1	1
666	это очень	1	1
667	впрочем и	2	1
668	деле не	1	1
669	одних и	1	1
670	мыслей о	2	1
671	между этими	1	1
672	с одной	1	1
673	этого рассказа	1	1
674	же он	1	1
675	есть в	1	1
676	на всем	1	1
677	не укладывается	1	1
678	то и	3	1
679	же из	1	1
680	или не	3	1
681	равнодушие к	2	1
682	оно в	1	1
683	а они	1	1
684	этот момент	2	1
685	мнению и	1	1
686	а то	2	1
687	этого процесса	1	1
688	или даже	1	1
689	и чужой	1	1
690	ответ на	1	1
691	характерно что	1	1
692	в письме	1	1
693	которая может	1	1
694	центре художественного	1	1
695	художественному заданию	1	1
696	уклоняется от	1	1
697	это напряженное	1	1
698	и столь	1	1
699	ведь теперь	1	1
700	или напротив	2	1
701	падшую женщину	1	1
702	к той	1	1
703	то другой	1	1
704	ее на	1	1
705	слова живой	1	1
706	но из	1	1
707	рассказа не	2	1
708	да так	1	1
709	и из	1	1
710	до сих	2	1
711	каждый человек	1	1
712	и тех	1	1
713	по своим	1	1
714	и нельзя	1	1
715	человека а	1	1
716	слово но	1	1
717	при всей	2	1
718	действующих лиц	2	1
719	и быть	4	1
720	мы еще	1	1
721	себе сам	1	1
722	к его	1	1
723	обратиться к	1	1
724	превращается в	3	1
725	потом в	1	1
726	не на	1	1
727	о чем	1	1
728	или с	2	1
729	жизнь в	1	1
730	себя на	1	1
731	в символ	1	1
732	именно поэтому	1	1
733	их с	1	1
734	новый момент	1	1
735	нет ничего	2	1
736	человек в	2	1
737	на который	1	1
738	него в	1	1
739	и потому	2	1
740	в москве	1	1
741	речь не	1	1
742	из которых	1	1
743	в человеке	2	1
744	мне на	1	1
745	в данном	1	1
746	если оно	1	1
747	сострадания и	1	1
748	вы этого	1	1
749	лицо у	1	1
750	в положении	1	1
751	художественного мира	2	1
752	и всей	1	1
753	в мир	1	1
754	в тот	2	1
755	в первой	6	1
756	всякого сомнения	1	1
757	вопреки этой	1	1
758	еще раз	2	1
759	в любом	1	1
760	внутренняя жизнь	1	1
761	можно сказать	4	1
762	сих пор	2	1
763	только для	2	1
764	в который	1	1
765	в аспекте	5	1
766	не видит	1	1
767	русского романа	1	1
768	не два	1	1
769	под названием	1	1
770	еще одна	1	1
771	пор еще	1	1
772	рассказе мы	1	1
773	его творчества	1	1
774	его нет	1	1
775	в результате	2	1
776	в другой	1	1
777	своей собственной	2	1
778	в двух	1	1
779	в отдельных	1	1
780	в романе	1	1
781	главным образом	1	1
782	своих героев	2	1
783	на других	1	1
784	прямо противоположный	1	1
785	человека она	2	1
786	для друга	3	1
787	самоопределения но	1	1
788	укладывается в	1	1
789	же в	3	1
790	нем и	1	1
791	не я	1	1
792	но вот	1	1
793	тенденция к	1	1
794	давно уже	1	1
795	на фоне	2	1
796	может и	3	1
797	в свою	1	1
798	с генералом	1	1
799	а ведь	1	1
800	они все	1	1
801	этой позиции	1	1
802	чем иным	1	1
803	в свое	1	1
804	того или	2	1
805	как слово	1	1
806	и другие	1	1
807	в своих	3	1
808	и эта	1	1
809	который не	1	1
