N	2gram	Vinokur_St_2	Formalny
511	этой социальной	1	1
512	в форме	1	1
513	положение вещей	1	1
514	в свете	1	1
515	истории была	1	1
516	для самого	1	1
517	строится в	1	1
518	пути к	1	1
519	в двух	1	1
520	романа и	1	1
521	речи о	1	1
522	согласиться с	1	1
523	могло быть	3	1
524	и действительно	1	1
525	основанный на	1	1
526	очень много	1	1
527	смысле не	1	1
528	который в	1	1
529	по мнению	1	1
530	в предисловии	3	1
531	с которыми	1	1
532	так что	3	1
533	сколько в	3	1
534	к какому	1	1
535	в сторону	1	1
536	и исторических	1	1
537	борьбы с	3	1
538	а это	1	1
539	от других	1	1
540	эту формулу	1	1
541	из них	3	1
542	легко было	1	1
543	классической трагедии	5	1
544	литературного направления	1	1
545	себе в	1	1
546	у нее	1	1
547	так как	2	1
548	и близкого	1	1
549	они делают	1	1
550	как его	1	1
551	но что	1	1
552	у него	1	1
553	отличие от	2	1
554	образом не	2	1
555	в руки	1	1
556	все-таки не	1	1
557	имеет значение	1	1
558	лишь та	1	1
559	связан с	3	1
560	не были	1	1
561	даже не	1	1
562	как у	3	1
563	качества и	1	1
564	что они	2	1
565	такого понимания	1	1
566	во второй	1	1
567	а с	3	1
568	что для	1	1
569	связано с	1	1
570	нужно сказать	1	1
571	и литературной	1	1
572	а на	1	1
573	к своему	2	1
574	судьба его	1	1
575	этих данных	1	1
576	одну из	1	1
577	его собственной	1	1
578	здесь этот	1	1
579	и исторической	1	1
580	там где	2	1
581	или с	2	1
582	взглядов на	1	1
583	несмотря на	2	1
584	тех методов	1	1
585	как материал	1	1
586	поэмы или	2	1
587	в пушкинском	1	1
588	и теми	1	1
589	но критика	1	1
590	к его	1	1
591	своеобразия и	1	1
592	приводит в	1	1
593	по своему	2	1
594	время можно	1	1
595	если оно	1	1
596	по поводу	8	1
597	сравнению с	1	1
598	не дают	1	1
599	с такой	1	1
600	в той	5	1
601	что же	1	1
602	явлений может	1	1
603	что как	1	1
604	критики и	1	1
605	тех пор	1	1
606	в это	2	1
607	как политик	1	1
608	столько в	2	1
609	между прочим	12	1
610	кроме того	4	1
611	с приемами	1	1
612	при всем	1	1
613	в более	1	1
614	не является	3	1
615	и такая	1	1
616	и для	1	1
617	не подлежит	1	1
618	или в	1	1
619	что оно	1	1
620	том что	27	1
621	историк и	1	1
622	к одной	1	1
623	для нас	1	1
624	романа в	1	1
625	художественного изображения	2	1
626	которую он	2	1
627	еще более	4	1
628	и смысл	1	1
629	не должен	2	1
630	ни к	1	1
631	его жизнь	1	1
632	в г	7	1
633	только что	2	1
634	них и	1	1
635	они и	1	1
636	е в	1	1
637	своей статьи	1	1
638	лишь что	1	1
639	не говоря	1	1
640	сказать что	2	1
641	другой стороны	3	1
642	обычно не	1	1
643	совершенно не	2	1
644	о себе	1	1
645	перевод с	1	1
646	в последнем	1	1
647	одновременно и	1	1
648	из этого	1	1
649	если она	1	1
650	эпохи как	1	1
651	ее в	2	1
652	к этому	4	1
653	доступ к	1	1
654	том числе	1	1
