N	2gram	Propp_Russ_1	DiskursI
169	к другому	2	1
170	можно говорить	2	1
171	на две	1	1
172	но если	1	1
173	жизни здесь	1	1
174	в году	2	1
175	и могут	1	1
176	встречается и	2	1
177	мы не	6	1
178	собой как	1	1
179	вопрос о	1	1
180	мальчики и	1	1
181	этом не	1	1
182	с детства	1	1
183	этом так	1	1
184	они были	2	1
185	но даже	2	1
186	ему в	1	1
187	жизни это	1	1
188	полагается в	1	1
189	это время	2	1
190	может так	1	1
191	и определяется	1	1
192	он был	2	1
193	в чем	1	1
194	истории в	1	1
195	во всех	4	1
196	как правило	3	1
197	точка зрения	1	1
198	если в	3	1
199	ответ на	1	1
200	с совершенно	1	1
201	не просто	2	1
202	в е	2	1
203	в истории	1	1
204	почему и	1	1
205	из цикла	1	1
206	некоторое время	1	1
207	на какое-нибудь	1	1
208	однако не	1	1
209	хотя и	2	1
210	в круг	2	1
211	к числу	1	1
212	в этот	10	1
213	рассказов и	1	1
214	в которой	1	1
215	в нашем	2	1
216	поэтому и	1	1
217	так в	4	1
218	ни одна	1	1
219	значение так	1	1
220	говорят о	1	1
221	как у	1	1
222	в случае	1	1
223	с малым	1	1
224	теми же	1	1
225	к выводу	2	1
226	не имеют	1	1
227	он должен	1	1
228	не как	1	1
229	в силу	2	1
230	характерное для	1	1
231	его от	2	1
232	на этом	3	1
233	не бывает	1	1
234	таким образом	6	1
235	совпадают с	3	1
236	существования не	1	1
237	об этом	9	1
238	о русском	1	1
239	но их	1	1
240	не соответствует	1	1
241	в жизни	2	1
242	с которого	1	1
243	жизни то	1	1
244	первые два	1	1
245	несмотря на	3	1
246	и было	1	1
247	ряде других	1	1
248	на каждом	3	1
249	от времени	1	1
250	дальнейшее развитие	1	1
251	устных рассказов	1	1
252	в которых	5	1
253	мышления здесь	1	1
254	тем не	3	1
255	и более	2	1
256	и наоборот	1	1
257	том же	2	1
258	что этот	4	1
259	необходимо чтобы	1	1
260	превратилось в	1	1
261	любви и	1	1
262	при всех	1	1
263	вплоть до	4	1
264	но они	3	1
265	она не	2	1
266	виду что	1	1
267	дело не	1	1
268	одна из	4	1
269	или другие	2	1
270	к этим	1	1
271	они же	2	1
272	в самых	1	1
273	с некоторой	1	1
274	для современного	1	1
275	и всегда	1	1
276	не имели	1	1
277	ничего не	3	1
278	и проклятия	1	1
279	в москву	2	1
280	в разных	3	1
281	не вполне	1	1
282	того как	5	1
283	к ней	2	1
284	и до	2	1
285	нескольку раз	1	1
286	xix-xx вв	1	1
287	из значений	1	1
288	смысла по	1	1
289	является по	1	1
290	ему не	1	1
291	или не	1	1
292	ни о	1	1
293	начиная с	3	1
294	в городе	1	1
295	он видел	1	1
296	не могут	1	1
297	не оставляют	1	1
298	необходимо также	1	1
299	она имела	1	1
300	но все	3	1
301	и другой	3	1
302	в своего	1	1
303	к тому	4	1
304	его с	4	1
305	поэзии как	1	1
306	имеет место	2	1
307	также от	1	1
308	оно не	1	1
309	представляют собой	7	1
310	сцены из	2	1
311	приходит к	1	1
312	и служит	1	1
313	в в	2	1
314	в собственном	1	1
315	своем значении	1	1
316	говорится что	3	1
317	на свой	1	1
318	однако эта	1	1
319	слова а	1	1
320	и сам	1	1
321	в образе	2	1
322	и каждый	1	1
323	вопрос этот	1	1
324	чем у	2	1
325	для этого	2	1
326	с ним	2	1
327	каждый из	1	1
328	и здесь	2	1
329	не был	1	1
330	внимание на	1	1
331	никак не	1	1
332	и что	4	1
333	нас в	1	1
334	и во	1	1
335	в быт	2	1
336	должно было	2	1
337	в форме	1	1
338	исторического развития	1	1
339	и следовательно	1	1
340	в слово	1	1
341	в позднейших	1	1
342	и две	1	1
343	даже если	1	1
344	и так	1	1
345	до нас	1	1
346	от них	3	1
347	с которыми	1	1
348	так что	2	1
349	одном и	1	1
350	только на	3	1
351	себя и	2	1
352	во втором	1	1
353	у греков	1	1
354	не дает	1	1
355	большинстве случаев	2	1
356	и их	4	1
357	всяком случае	1	1
358	может служить	1	1
359	не случайно	2	1
360	случае не	1	1
361	тем что	4	1
362	в других	11	1
363	того что	4	1
364	не были	2	1
365	точек зрения	1	1
366	еще и	1	1
367	во второй	1	1
368	и др	4	1
369	между ними	1	1
370	но есть	2	1
371	поэзии и	1	1
372	по нескольку	2	1
373	в некоторых	4	1
374	света и	1	1
375	в любой	1	1
376	на этот	3	1
377	до конца	2	1
378	сколько в	1	1
379	его как	2	1
380	книга о	1	1
381	на смерть	1	1
382	подобного рода	1	1
383	сближает его	2	1
384	которые по	1	1
385	там где	2	1
386	и том	1	1
387	ближе к	1	1
388	в одно	1	1
389	должна была	2	1
390	культа предков	1	1
391	возвращаясь к	1	1
392	как это	8	1
393	в иных	1	1
394	в меру	1	1
395	этого момента	3	1
396	в особенности	2	1
397	из которых	1	1
398	центр этого	1	1
399	по своему	1	1
400	для обозначения	2	1
401	но который	1	1
402	представление будто	1	1
403	исходя из	1	1
404	и мотивы	1	1
405	значений слова	1	1
406	когда на	2	1
407	в это	3	1
408	и смерти	1	1
409	под названием	1	1
410	время от	1	1
411	видно что	6	1
412	и носит	1	1
413	что касается	1	1
414	но для	1	1
415	один из	8	1
416	рассматривать как	1	1
417	от слова	1	1
418	его нет	1	1
419	когда он	2	1
420	в третьем	1	1
421	его жизнь	1	1
422	будто бы	6	1
423	утверждение будто	1	1
424	же в	1	1
425	в равной	2	1
426	быть и	2	1
427	в новый	6	1
428	равной степени	2	1
429	слово в	1	1
430	сказать что	1	1
431	другой в	1	1
432	подтверждает его	1	1
433	при изучении	5	1
434	только о	1	1
435	в какой	2	1
436	прошлого в	1	1
437	а преимущественно	1	1
438	состояло в	2	1
439	также не	1	1
440	нас не	2	1
441	во всяком	1	1
