N	2gram	Tiupa_Anal_3	Formalny
191	у нас	1	3
192	на фоне	1	3
193	к его	1	3
194	в той	2	3
195	того что	1	3
196	отношению к	7	3
197	жизни в	1	3
198	может и	1	3
199	сказать что	2	3
200	героя в	1	3
201	отношения к	2	2
202	человека и	1	2
203	это и	2	2
204	нам кажется	2	2
205	к другому	1	2
206	с таким	1	2
207	что уже	1	2
208	в сущности	5	2
209	совпадает с	1	2
210	говорить о	3	2
211	в полной	1	2
212	неотделимо от	1	2
213	жанров в	1	2
214	всех сторон	1	2
215	проявляется в	1	2
216	роман и	1	2
217	с его	8	2
218	в общем	2	2
219	очевидно что	2	2
220	отличие от	2	2
221	за пределы	1	2
222	пределах одной	1	2
223	в своем	4	2
224	произведения так	1	2
225	от этого	1	2
226	то в	2	2
227	целого произведения	1	2
228	бы не	1	2
229	из этих	3	2
230	учение о	1	2
231	в этой	6	2
232	что она	2	2
233	всех этих	1	2
234	не как	2	2
235	из виду	1	2
236	на жизнь	1	2
237	какой бы	1	2
238	одной и	2	2
239	человека в	1	2
240	этим самым	1	2
241	от одного	1	2
242	на почве	1	2
243	этом смысле	1	2
244	ориентировано на	1	2
245	из нее	1	2
246	литературе как	1	2
247	и тогда	1	2
248	в эту	1	2
249	или точнее	2	2
250	таким же	1	2
251	не от	2	2
252	в отличие	2	2
253	произведение есть	1	2
254	однако в	5	2
255	даже в	2	2
256	до известной	3	2
257	как о	1	2
258	дело не	3	2
259	принадлежат к	1	2
260	дело в	2	2
261	одна из	2	2
262	не могло	1	2
263	только не	3	2
264	художественная реальность	1	2
265	поскольку оно	1	2
266	слова как	1	2
267	тем не	2	2
268	же слова	1	2
269	с ее	3	2
270	здесь не	3	2
271	идет не	1	2
272	так в	3	2
273	в пределе	1	2
274	является в	1	2
275	поэтому в	2	2
276	жанра в	1	2
277	для этого	1	2
278	ничего не	3	2
279	в самой	1	2
280	что и	5	2
281	и только	1	2
282	которыми располагается	1	2
283	человека как	1	2
284	может иметь	1	2
285	и мир	1	2
286	не можем	1	2
287	от других	1	2
288	ту или	1	2
289	характерно что	1	2
290	он становится	1	2
291	автор и	1	2
292	внутреннего мира	1	2
293	лишь к	1	2
294	и даже	8	2
295	или иной	5	2
296	связаны с	1	2
297	к которому	1	2
298	и др	1	2
299	превращается в	1	2
300	одну из	2	2
301	литературу то	1	2
302	этого слова	2	2
303	высказывания но	1	2
304	но это	1	2
305	ни для	2	2
306	известной степени	3	2
307	от него	1	2
308	мы должны	1	2
309	в стихах	1	2
310	к самому	1	2
311	одной из	1	2
312	но если	1	2
313	героя и	4	2
314	именно потому	1	2
315	бы быть	1	2
316	к этому	3	2
317	в таком	1	2
318	я и	3	1
319	также что	1	1
320	неотделима от	1	1
321	времени не	1	1
322	таком случае	1	1
323	рассматривать в	1	1
324	сам по	1	1
325	себе путь	1	1
326	дело обстоит	1	1
327	от своей	2	1
328	в первом	2	1
329	и до	1	1
330	не имеют	1	1
331	видеть в	2	1
332	приводимые в	1	1
333	со своей	8	1
334	в доме	1	1
335	собою в	1	1
336	есть не	2	1
337	со всех	1	1
338	первой и	1	1
339	мы имеем	5	1
340	готовом виде	1	1
341	обстоятельств места	1	1
342	ни единого	1	1
343	всех без	3	1
344	а для	2	1
345	оно есть	1	1
346	ему в	1	1
347	произведения со	1	1
348	так или	1	1
349	себе а	1	1
350	из литературы	1	1
351	его внутреннюю	1	1
352	так если	1	1
353	тем как	1	1
354	а отношение	1	1
355	как у	1	1
356	тот или	2	1
357	другого человека	1	1
358	в стихе	2	1
359	на чуждую	1	1
360	должны были	1	1
361	выделены в	1	1
362	к литературе	1	1
363	сама по	2	1
364	один и	1	1
365	последующих его	1	1
366	с чисто	1	1
367	с этим	3	1
368	ситуации высказывания	1	1
369	совершенно очевидно	2	1
370	путь в	1	1
371	не это	1	1
372	не два	1	1
373	дистанция между	2	1
374	этом же	1	1
375	хотя и	2	1
376	который будет	1	1
377	него самого	1	1
378	ответную реакцию	1	1
379	или иную	1	1
380	формы их	1	1
381	та же	1	1
382	эти герои	1	1
383	автора то	1	1
384	в иную	1	1
385	с их	3	1
386	данном контексте	1	1
387	и тот	1	1
388	художественной реальности	3	1
389	на то	1	1
390	не могла	2	1
391	искусства говорит	1	1
392	время и	1	1
393	все другие	1	1
394	он не	6	1
395	роли в	3	1
396	литературных произведений	3	1
397	ключ к	3	1
398	новой формы	1	1
399	в принципе	2	1
400	переходит от	1	1
401	художественного высказывания	2	1
402	ни были	1	1
403	евгения онегина	1	1
404	и по	2	1
405	в нее	1	1
406	ни был	1	1
407	мы обнаруживаем	1	1
408	поэтому слово	1	1
409	значительной степени	2	1
410	в одну	1	1
411	не будет	3	1
412	факт что	1	1
413	говорящих и	1	1
414	в мире	5	1
415	его не	3	1
416	все их	1	1
417	того или	1	1
418	формы целого	2	1
419	с другими	1	1
420	жизненной практике	1	1
421	отца и	1	1
422	чаще всего	1	1
423	еще одно	1	1
424	в единое	1	1
425	нет в	1	1
426	о которых	2	1
427	с этой	1	1
428	место и	1	1
429	или из	2	1
430	в чистом	1	1
431	должно быть	1	1
432	автора и	1	1
433	и того	3	1
434	который как	2	1
435	одного и	3	1
436	не выдерживает	1	1
437	что между	1	1
438	в их	6	1
439	формы так	1	1
440	с политической	1	1
441	могло бы	1	1
442	и той	2	1
443	единство и	1	1
444	остается вне	1	1
445	теми же	1	1
446	но наоборот	1	1
447	мере в	2	1
448	его роли	1	1
449	грамматическая форма	1	1
450	же мы	1	1
451	то с	1	1
452	высказывания в	1	1
453	а от	1	1
454	чистом виде	2	1
455	с ним	1	1
456	тем самым	4	1
457	на себе	1	1
458	на него	1	1
459	для всего	1	1
460	у о	2	1
461	то у	1	1
462	занимает место	1	1
463	формы высказывания	1	1
464	такого высказывания	1	1
465	и делает	1	1
466	в подобном	1	1
467	эстетический объект	1	1
468	в момент	2	1
469	своего становления	1	1
470	наконец в	1	1
471	к истолкованию	1	1
472	с полной	1	1
473	той или	3	1
474	в наши	1	1
475	что при	1	1
476	как известно	1	1
477	тем случаи	1	1
478	и был	1	1
479	произведения есть	1	1
480	правда не	1	1
481	этого целого	1	1
482	всего этого	1	1
483	общения между	1	1
484	только при	1	1
485	в себя	2	1
486	и может	1	1
487	не с	2	1
488	отсюда и	1	1
489	произведения не	1	1
490	для него	6	1
491	здесь слово	1	1
492	строго говоря	1	1
493	об этом	2	1
494	действительность с	1	1
495	и здесь	2	1
496	искусства и	1	1
497	и должно	1	1
498	одного из	1	1
499	е о	2	1
500	в значительной	2	1
501	произведение является	1	1
502	и смыслом	1	1
503	с читателями	1	1
504	путь к	3	1
505	от них	1	1
506	а потому	1	1
507	ними в	2	1
508	или напротив	1	1
509	в форме	2	1
510	новая форма	1	1
511	ее содержание	1	1
512	не сводится	1	1
513	и иных	1	1
514	не тот	1	1
515	является подлинным	1	1
516	но с	2	1
517	эпических жанров	1	1
518	тот же	1	1
519	одного сознания	1	1
520	историческую действительность	1	1
521	и так	1	1
522	который в	3	1
523	этим словом	1	1
524	его героя	1	1
525	с одной	2	1
526	в качестве	12	1
527	человека с	1	1
528	себя в	4	1
529	однако герой	1	1
530	так что	1	1
531	промежуток времени	1	1
532	для всех	2	1
533	есть в	1	1
534	оказывается в	1	1
535	завершение в	1	1
536	литературы в	1	1
537	да еще	1	1
538	и у	1	1
539	вопроса о	2	1
540	само становится	2	1
541	ни одного	1	1
542	же в	2	1
543	в начале	6	1
544	или даже	1	1
545	одно из	1	1
546	говорит о	2	1
547	себе в	1	1
548	ведь это	1	1
549	слова в	1	1
550	в одном	4	1
551	случае не	1	1
552	и никогда	1	1
553	и литературой	1	1
554	обнаружения в	1	1
555	не противоречит	1	1
556	из двух	1	1
557	до сих	1	1
558	или иначе	1	1
559	точнее как	1	1
560	именно в	3	1
561	а о	1	1
562	проблема была	1	1
563	еще и	3	1
564	тематические и	1	1
565	художественной организации	1	1
566	и затем	1	1
567	только к	2	1
568	по тем	1	1
569	не было	3	1
570	одной стороны	2	1
571	зависит от	1	1
572	она является	1	1
573	целым рядом	1	1
574	жизнь в	1	1
575	о чем	4	1
576	для их	1	1
577	или с	1	1
578	что мы	2	1
579	представляется нам	2	1
580	стороны в	1	1
581	в частности	12	1
582	своей значимости	1	1
583	не удается	1	1
584	в предыдущей	1	1
585	тот факт	1	1
586	требует от	1	1
587	художественное целое	6	1
588	в течение	1	1
589	произведение оно	1	1
590	новыми и	1	1
591	в точке	2	1
592	любое произведение	1	1
593	в отдельности	1	1
594	отдельности и	1	1
595	существенных моментах	1	1
596	дело здесь	1	1
597	в контексте	2	1
598	этом случае	1	1
599	высказывания жанр	1	1
600	герой не	1	1
601	и о	1	1
602	сих пор	1	1
603	один из	2	1
604	слова с	1	1
605	каждой из	1	1
606	словарного слова	1	1
607	мира и	2	1
608	есть система	1	1
609	не должен	2	1
610	из существеннейших	2	1
611	от всего	1	1
612	все они	2	1
613	анекдот и	2	1
614	только литературного	1	1
615	а в	10	1
616	в готовом	2	1
617	не знает	1	1
618	и внутренне	1	1
619	на общий	1	1
620	или иного	1	1
621	искусства является	1	1
622	тогда не	2	1
