N	2gram	Tiupa_Anal_1	Marksizm
562	читателя и	1	1
563	свой смысл	1	1
564	во всей	1	1
565	утрачивает свою	2	1
566	и только	1	1
567	не сводится	2	1
568	быть ничего	1	1
569	сомнения в	1	1
570	язык есть	2	1
571	единого и	1	1
572	которой в	1	1
573	в него	1	1
574	в лице	1	1
575	в современной	1	1
576	в лингвистике	1	1
577	оно и	1	1
578	с художественным	1	1
579	себе внимание	1	1
580	тот же	1	1
581	дело с	4	1
582	языка на	1	1
583	же оно	1	1
584	может оказаться	1	1
585	система знаков	1	1
586	место лишь	2	1
587	этих слов	1	1
588	четкость и	1	1
589	идет об	1	1
590	на элементы	1	1
591	социальное событие	1	1
592	с какой	1	1
593	так что	1	1
594	очередь оказывает	1	1
595	есть в	1	1
596	элементов не	1	1
597	и др	1	1
598	оказывается в	2	1
599	уже не	4	1
600	вопроса о	3	1
601	или не	2	1
602	еще одно	1	1
603	оно в	1	1
604	же в	1	1
605	если в	3	1
606	реальной единицы	1	1
607	смысла в	2	1
608	или даже	1	1
609	дает ему	1	1
610	из них	2	1
611	не сам	2	1
612	себе в	2	1
613	как языковой	1	1
614	эти три	1	1
615	могло бы	1	1
616	в одном	1	1
617	сами по	2	1
618	общего языка	1	1
619	не о	2	1
620	каждое высказывание	1	1
621	случае не	2	1
622	к чужой	1	1
623	эта граница	1	1
624	в широком	4	1
625	были бы	1	1
626	другого в	3	1
627	со стороны	2	1
628	в данный	1	1
629	между которыми	1	1
630	согласно учению	1	1
631	или иначе	1	1
632	а именно	3	1
633	соответствии с	2	1
634	с той	1	1
635	себя и	4	1
636	говорит о	1	1
637	равной степени	2	1
638	не говоря	2	1
639	в соответствии	1	1
640	превращается в	1	1
641	смысла и	3	1
642	ничего что	1	1
643	этой части	1	1
644	литературное произведение	12	1
645	другой стороны	2	1
646	его как	1	1
647	становится на	1	1
648	а всякое	1	1
649	для человека	1	1
650	быть сведена	1	1
651	произведение в	2	1
652	него не	1	1
653	реальности в	4	1
654	душевной жизни	2	1
655	если не	1	1
656	бы оно	1	1
657	на фоне	2	1
658	нет ничего	2	1
659	говорит нам	1	1
660	исходить из	1	1
661	внутреннего и	2	1
662	ни на	1	1
663	к себе	1	1
664	к самому	1	1
665	неотделимо от	2	1
666	для обозначения	1	1
667	если оно	1	1
668	в течение	1	1
669	своего языка	1	1
670	здесь имеется	1	1
671	что же	2	1
672	когда же	1	1
673	быть как	1	1
674	из этой	1	1
675	друг с	1	1
676	отношения не	1	1
677	исходя из	4	1
678	в состоянии	1	1
679	быть не	3	1
680	сказать не	1	1
681	быть признано	1	1
682	в целом	5	1
683	на которой	1	1
684	но это	1	1
685	в душевной	1	1
686	фактов в	1	1
687	силу и	1	1
688	реальность языка	1	1
689	однако не	3	1
690	ориентирован на	1	1
691	является ли	1	1
692	и внешнего	2	1
693	деле как	1	1
694	что ж	1	1
695	прежде чем	1	1
696	не подлежит	1	1
697	о котором	1	1
698	но отнюдь	1	1
699	хотя и	1	1
700	всего было	1	1
701	то о	1	1
702	высказывание остается	1	1
703	мы должны	1	1
704	на нем	1	1
705	зрения в	1	1
706	потому что	2	1
707	все они	1	1
708	исключительно в	1	1
709	в равной	3	1
710	на части	1	1
711	их жизни	1	1
712	жизни в	1	1
713	нам не	1	1
714	не сами	1	1
715	сознания на	1	1
716	этом мы	1	1
717	не что	4	1
718	из этого	1	1
719	проникнуть в	1	1
720	к живому	1	1
721	а может	1	1
722	в речь	2	1
723	ее в	1	1
724	по поводу	1	1
725	также не	1	1
726	произведения к	1	1
727	любой язык	1	1
728	том числе	3	1
729	позиция говорящего	1	1
