N	2gram	Bakhtin_Pr_1	Mirosoze
482	достоевского но	8	1
483	переносится в	1	1
484	человеку как	1	1
485	что такое	1	1
486	сознания но	1	1
487	можно найти	1	1
488	замыслу достоевского	1	1
489	эта тема	1	1
490	в котором	2	1
491	с точки	15	1
492	к одному	1	1
493	в другое	1	1
494	себе а	1	1
495	в которых	2	1
496	духа поэтому	1	1
497	своего рода	1	1
498	признать что	1	1
499	ее он	2	1
500	значение для	1	1
501	одном из	2	1
502	него не	2	1
503	не превращает	1	1
504	как достоевский	3	1
505	имеет смысл	2	1
506	и более	1	1
507	их в	2	1
508	путь его	1	1
509	потому они	1	1
510	с раскольниковым	1	1
511	но они	4	1
512	его нет	1	1
513	человека но	2	1
514	и раздвоенность	1	1
515	которой должен	1	1
516	не любил	1	1
517	к этим	1	1
518	и форм	1	1
519	личности от	1	1
520	и именно	1	1
521	же его	1	1
522	к такому	1	1
523	та или	1	1
524	земли в	1	1
525	следовательно и	2	1
526	и весь	1	1
527	или как	5	1
528	или иная	1	1
529	ту сторону	1	1
530	есть то	3	1
531	своих романах	1	1
532	духа а	1	1
533	ибо все	1	1
534	собственной личности	1	1
535	в сознании	2	1
536	находит себе	1	1
537	слова о	1	1
538	уже и	1	1
539	и делает	1	1
540	не потому	2	1
541	записок из	3	1
542	в момент	1	1
543	не могут	6	1
544	ее на	1	1
545	своей книге	1	1
546	лежит в	1	1
547	бы он	1	1
548	сам был	2	1
549	отличается от	2	1
550	это свое	1	1
551	может менее	1	1
552	для такого	1	1
553	воля к	2	1
554	мысли о	1	1
555	как человек	2	1
556	осуществляется эта	1	1
557	по сравнению	1	1
558	все еще	1	1
559	достоевского достоевский	2	1
560	в вечность	2	1
561	для себя	2	1
562	от человека	1	1
563	за бога	1	1
564	как не	4	1
565	в ее	1	1
566	его художественного	4	1
567	говорит об	1	1
568	насилие и	1	1
569	и неопределенное	1	1
570	в пределах	9	1
571	и хоть	1	1
572	приводит к	3	1
573	роль в	2	1
574	переживает кризис	1	1
575	дано в	2	1
576	природе своей	1	1
577	и сам	2	1
578	по природе	1	1
579	в борьбе	1	1
580	его героев	5	1
581	нельзя найти	1	1
582	мира и	7	1
583	но у	2	1
584	мысль не	1	1
585	была идея	2	1
586	в прошлое	2	1
587	находится в	1	1
588	голос самого	1	1
589	вот это	1	1
590	сознание не	1	1
591	именно потому	2	1
592	в самой	7	1
593	на вопрос	2	1
594	достоевского все	1	1
595	она всегда	1	1
596	дает никакой	1	1
597	в значительной	1	1
598	должен прийти	1	1
599	до известной	1	1
600	достоевского он	2	1
601	все в	6	1
602	это в	2	1
603	во втором	1	1
604	показывает как	1	1
605	хотел бы	2	1
606	и только	1	1
607	тотчас же	1	1
608	достоевского это	1	1
609	наконец в	2	1
610	нем и	1	1
611	слова для	1	1
612	последних пределов	1	1
613	к концу	1	1
614	нет такой	1	1
615	способна на	1	1
616	ли он	2	1
617	в какой	1	1
618	так всегда	1	1
619	как другое	1	1
620	сознание в	3	1
621	соня мармеладова	1	1
622	с какой-то	1	1
623	это очень	3	1
624	с чертом	1	1
625	к свободе	1	1
626	всех его	1	1
627	внешних условий	1	1
628	со всеми	1	1
629	не то	1	1
630	его жизнь	2	1
631	к идее	1	1
632	идеи в	7	1
633	и у	4	1
634	и хотел	1	1
635	другу как	1	1
636	не из	2	1
637	достоевском нельзя	1	1
638	не дает	3	1
639	но есть	1	1
640	его и	1	1
641	мир в	2	1
642	был бы	5	1
643	искать в	2	1
644	а потому	2	1
645	в письме	1	1
646	не находит	1	1
647	достоевского его	2	1
648	выход за	1	1
649	в пространстве	3	1
650	смысле этого	1	1
651	самосознания в	5	1
652	для них	1	1
653	дело и	1	1
654	бытия и	1	1
655	тезис достоевского	1	1
656	этом отношении	5	1
657	и всякий	1	1
658	бы это	1	1
659	лишь для	1	1
660	котором в	1	1
661	как можно	2	1
662	этого пути	1	1
663	подпольного человека	1	1
664	но потому	1	1
665	обычном смысле	1	1
666	с другой	2	1
667	хоть и	1	1
668	делает в	1	1
669	знал бы	1	1
670	вслед за	1	1
671	характерно для	1	1
672	во второй	1	1
673	а с	1	1
674	он считал	1	1
675	действие романа	2	1
676	к более	2	1
677	личности не	1	1
678	перед тем	1	1
679	достоевского с	7	1
680	дух и	1	1
681	от всех	1	1
682	знает только	1	1
683	представляется нам	2	1
684	люди в	1	1
685	нужно признать	1	1
686	он принимает	1	1
687	материал и	2	1
688	ни на	2	1
689	на самом	4	1
690	в изображении	2	1
691	сравнению с	1	1
692	в романах	7	1
693	в той	6	1
694	он становится	1	1
695	слова он	1	1
696	что весь	1	1
697	о человеке	1	1
698	глубинные и	1	1
699	у ивана	2	1
700	правде правда	1	1
701	многих других	1	1
702	чтобы сделать	1	1
703	распадается на	1	1
704	толстого в	1	1
705	мира с	1	1
706	этого слова	2	1
707	с этой	1	1
708	я сам	1	1
709	будет и	1	1
710	достоевском как	1	1
711	все это	7	1
712	я ты	1	1
713	которые были	3	1
714	письме к	1	1
715	во мне	1	1
716	которых он	1	1
717	достоевский как	2	1
718	не достигает	1	1
719	формы и	1	1
720	он по	1	1
721	она допускает	1	1
722	его природы	1	1
723	но внутренне	1	1
724	о достоевском	12	1
725	конце концов	4	1
726	мы должны	2	1
727	более всего	1	1
728	только что	1	1
729	все они	1	1
730	на такой	1	1
731	но сколько	1	1
732	нет свободы	1	1
733	этим он	1	1
734	самостоятельную жизнь	1	1
735	а о	1	1
736	в какие	1	1
737	на их	1	1
738	между ними	2	1
739	с ней	1	1
740	ценность личности	1	1
741	пределы своего	1	1
742	была бы	2	1
743	ко всему	1	1
744	что действие	1	1
745	из этого	1	1
746	сам в	1	1
747	на своем	1	1
748	ставрогина и	1	1
749	и смердяков	1	1
750	души все	1	1
751	в достоевском	1	1
752	но эти	2	1
753	по поводу	1	1
754	дмитрия и	1	1
755	к этому	2	1
756	как на	2	1
