N	2gram	Losev_Dial_2	Literetu
189	из которых	1	2
190	над ним	1	2
191	к жизни	1	2
192	а если	1	2
193	тому как	1	2
194	на свете	5	2
195	нового человека	1	2
196	и нет	2	2
197	при всем	1	2
198	в результате	2	2
199	а к	1	2
200	хотя бы	4	2
201	с ним	4	2
202	же в	2	2
203	не говоря	2	2
204	из тех	1	2
205	не знает	1	2
206	и судьба	1	2
207	сознания на	2	2
208	в свое	1	2
209	себе не	3	2
210	в своих	2	2
211	все что	1	2
212	от личности	5	1
213	коренное отличие	1	1
214	как живой	1	1
215	потом и	1	1
216	которая делает	2	1
217	многих отношениях	1	1
218	это и	3	1
219	перед лицом	1	1
220	от самого	1	1
221	должна быть	5	1
222	из трех	1	1
223	обойтись без	1	1
224	который создан	1	1
225	мы имеем	3	1
226	как мы	3	1
227	к женщине	1	1
228	что уже	2	1
229	в становлении	2	1
230	в царство	2	1
231	но даже	1	1
232	ему в	1	1
233	личности с	1	1
234	процессов в	1	1
235	не от	1	1
236	и этого	1	1
237	их жизнь	1	1
238	он был	1	1
239	он сам	1	1
240	за это	1	1
241	и личность	2	1
242	бы то	1	1
243	в чем	3	1
244	сказать и	1	1
245	самом деле	4	1
246	свою жизнь	1	1
247	а он	1	1
248	остаются в	1	1
249	в новом	1	1
250	отличие от	1	1
251	а слова	1	1
252	воздействием на	1	1
253	за пределы	4	1
254	которые не	2	1
255	и я	2	1
256	общего с	1	1
257	как в	2	1
258	по которому	1	1
259	стороны и	1	1
260	себе ни	1	1
261	она как	1	1
262	есть в	2	1
263	однако не	1	1
264	когда он	1	1
265	что по	2	1
266	его дела	1	1
267	личности а	2	1
268	от этого	3	1
269	искусство и	3	1
270	где все	1	1
271	в самом	5	1
272	и конечно	1	1
273	себе как	3	1
274	что это	10	1
275	все эти	2	1
276	бытие на	1	1
277	во многих	1	1
278	и руки	1	1
279	и пространства	2	1
280	к достижению	1	1
281	если есть	1	1
282	но он	4	1
283	на то	1	1
284	с чем	1	1
285	а скорее	1	1
286	таково что	1	1
287	конце концов	1	1
288	слова а	1	1
289	показал как	1	1
290	всех этих	3	1
291	же это	4	1
292	оно должно	2	1
293	и вот	4	1
294	вы в	1	1
295	в живых	1	1
296	на земле	1	1
297	мы за	1	1
298	и по	4	1
299	без исключения	1	1
300	а эти	1	1
301	таким образом	4	1
302	то ни	1	1
303	в вечности	6	1
304	личностного начала	1	1
305	со всеми	1	1
306	только не	2	1
307	его не	2	1
308	в глубине	1	1
309	входя в	1	1
310	от земли	2	1
311	его личности	2	1
312	это не	10	1
313	он есть	3	1
314	реальности и	2	1
315	сами эти	1	1
316	она и	2	1
317	далеко не	1	1
318	мира где	1	1
319	всю жизнь	1	1
320	между собою	3	1
321	жизни по	1	1
322	в этих	3	1
323	у тютчева	1	1
324	от первой	1	1
325	и понятиях	1	1
326	будущей жизни	1	1
327	в своей	8	1
328	как сама	2	1
329	пока не	1	1
330	себе а	1	1
331	от его	1	1
332	есть способ	1	1
333	сам же	1	1
334	но эта	1	1
335	времени не	1	1
336	их в	2	1
337	вещей и	3	1
338	что этот	3	1
339	тому что	2	1
340	что есть	2	1
341	быть с	1	1
342	что ему	1	1
343	не имеет	1	1
344	того как	2	1
345	и притом	7	1
346	и искусство	2	1
347	того и	2	1
348	и всегда	1	1
349	по своей	4	1
350	во всем	1	1
351	есть не	7	1
352	и теперь	1	1
353	связи с	4	1
354	дело сводится	1	1
355	мы и	1	1
356	что на	2	1
357	того это	1	1
358	однако это	2	1
359	свое собственное	1	1
360	все то	1	1
361	здесь я	1	1
362	не могут	4	1
363	сознания как	1	1
364	это конечно	4	1
365	в других	1	1
366	же самое	2	1
367	к тому	2	1
368	раньше не	1	1
369	мы ее	1	1
370	субстанциальное самоутверждение	3	1
371	что отождествление	1	1
372	расходится с	1	1
373	элементы в	1	1
374	можно и	1	1
375	и о	1	1
376	более не	1	1
377	вечности и	1	1
378	здесь не	1	1
379	в собственном	1	1
380	и всякой	1	1
381	мысль о	1	1
382	в особенности	1	1
383	только то	4	1
384	думаю что	3	1
385	культуры и	2	1
386	искусство должно	1	1
387	приводит к	1	1
388	на свой	1	1
389	личного бытия	1	1
390	это путь	1	1
391	и когда	4	1
392	в образе	1	1
393	на нее	1	1
394	мог бы	1	1
395	как таковую	1	1
396	остается только	2	1
397	не стоит	1	1
398	жизнь и	5	1
399	мы в	2	1
400	в таком	4	1
401	это мне	1	1
402	быть ни	1	1
403	искусства и	1	1
404	вот почему	1	1
405	это я	2	1
406	вот и	2	1
407	времени тогда	1	1
408	все прочие	1	1
409	но мы	2	1
410	одного из	1	1
411	все тем	1	1
412	на что	1	1
413	и просто	1	1
414	можно сказать	5	1
415	пор пока	1	1
416	любви к	1	1
417	времени в	2	1
418	в сегодняшнем	1	1
419	нет у	1	1
420	существования но	1	1
421	грань между	3	1
422	здесь мыслится	1	1
423	время здесь	1	1
424	отличалась от	1	1
425	или нет?	1	1
426	и мы	3	1
427	но тут	3	1
428	в литературе	1	1
429	все на	4	1
430	я ее	1	1
431	тех пор	3	1
432	с человеческим	1	1
433	эти души	1	1
434	наконец в-третьих	1	1
435	идет по	1	1
436	никакое другое	1	1
437	но зато	1	1
438	жизнь с	1	1
439	яркие явления	1	1
440	я слышу	1	1
441	в большом	1	1
442	но то	1	1
443	мире и	2	1
444	в эти	1	1
445	могу я	1	1
446	человека с	1	1
447	только на	1	1
448	а напротив	1	1
449	тем чтобы	1	1
450	не все	1	1
451	только ему	1	1
452	и поэзии	3	1
453	что лучше	1	1
454	с какой	1	1
455	ни с	4	1
456	сама а	1	1
457	тогда он	1	1
458	личности и	6	1
459	мы находим	3	1
460	в пространстве	1	1
461	чтобы она	1	1
462	бытия и	1	1
463	она имеет	1	1
464	во всей	1	1
465	до тех	1	1
466	ее на	1	1
467	нет и	1	1
468	в моменты	1	1
469	или иной	1	1
470	мне и	1	1
471	живой и	2	1
472	мы это	2	1
473	как у	1	1
474	не просто	12	1
475	именно в	2	1
476	сама с	1	1
477	к которому	1	1
478	я был	2	1
479	и прежде	2	1
480	как же	3	1
481	еще и	1	1
482	души и	2	1
483	и души	1	1
484	например о	1	1
485	живую душу	1	1
486	говорит о	1	1
487	только по	1	1
488	несколько примеров	1	1
489	мысли так	1	1
490	человек в	1	1
491	все время	3	1
492	когда же	1	1
493	не всегда	1	1
494	что мы	2	1
495	не об	1	1
496	имея в	1	1
497	все более	1	1
498	с первого	2	1
499	так же	2	1
500	и потому	5	1
501	мы говорим	3	1
502	пространства и	7	1
503	что же	2	1
504	с тех	2	1
505	и менее	1	1
506	в своем	4	1
507	в это	3	1
508	жизнь на	1	1
509	его в	3	1
510	и от	3	1
511	своей жизни	1	1
512	время не	3	1
513	силу и	1	1
514	в смысле	5	1
515	о мире	1	1
516	и где	3	1
517	мы есть	1	1
518	тех или	2	1
519	человек сам	1	1
520	и другим	1	1
521	которое и	1	1
522	на самом	2	1
523	мира и	1	1
524	поэт был	1	1
525	об одном	1	1
526	совершенно иной	1	1
527	ее и	1	1
528	и все	12	1
529	личность не	1	1
530	в подлинном	1	1
531	той или	4	1
532	не будучи	2	1
533	от всего	2	1
534	полное тождество	1	1
535	в системе	2	1
536	не предполагает	1	1
537	ты не	1	1
538	нет ничего	1	1
539	но разве	2	1
540	только и	2	1
541	только как	3	1
542	своего предмета	1	1
543	и живет	1	1
544	к его	1	1
545	от поэзии	1	1
546	элементов а	1	1
547	близким к	1	1
548	из этого	1	1
549	есть и	6	1
550	а я	2	1
551	также не	1	1
552	ее в	2	1
553	то оно	3	1
554	и эта	1	1
555	который не	1	1
556	можно назвать	1	1
557	они не	3	1
558	гораздо более	1	1
