N	2gram	Propp_Isto_1	Morfolog
375	или на	3	2
376	в большинстве	4	2
377	или не	1	2
378	в виде	2	2
379	от других	1	2
380	его и	2	2
381	никто не	2	2
382	коня и	1	2
383	у нее	1	2
384	должны будем	4	2
385	же способом	1	2
386	этим же	1	2
387	яги коня	1	2
388	момент в	1	2
389	о беде	1	2
390	типична для	1	2
391	пути героя	1	2
392	когда герой	1	2
393	но есть	1	2
394	пр то	1	2
395	не знает	5	2
396	сказать что	5	2
397	что мы	7	2
398	сказки могут	1	2
399	имеет свои	1	2
400	элементы сказки	3	2
401	в частности	2	2
402	мотив не	1	2
403	в лесу	8	2
404	одной стороны	4	2
405	сказок по	1	2
406	нам еще	1	2
407	основные элементы	1	2
408	или с	1	2
409	получает от	1	2
410	вопрос в	2	2
411	выдает себя	1	2
412	волшебной сказки	10	2
413	не существует	2	2
414	следует брак	1	2
415	или нет	1	2
416	одной из	2	2
417	или другими	1	2
418	и становятся	1	2
419	для каждой	1	2
420	поставить вопрос	2	2
421	также может	1	2
422	к этому	2	2
423	точно так	3	2
424	после чего	1	2
425	часто дают	1	1
426	вопрос мы	2	1
427	например в	5	1
428	в чужие	1	1
429	лес эта	1	1
430	не ходи	2	1
431	и то	1	1
432	утверждение что	1	1
433	исторической разработки	1	1
434	часто также	1	1
435	он может	1	1
436	к своей	1	1
437	примеры с	1	1
438	собой смерть	1	1
439	царевны но	1	1
440	аф надо	1	1
441	за ягодами	1	1
442	веселовский еще	1	1
443	она все	1	1
444	противном случае	1	1
445	в доме	2	1
446	действия это	1	1
447	уже по	1	1
448	уезжает он	1	1
449	приходит к	1	1
450	есть не	1	1
451	эту же	1	1
452	она в	1	1
453	быть объяснено	1	1
454	просит его	1	1
455	сказочных начал	2	1
456	контрольный материал	1	1
457	за той	1	1
458	вдруг совершенно	1	1
459	ответить на	1	1
460	установить что	4	1
461	пропасть в	1	1
462	на дерево	1	1
463	из спины	1	1
464	приводят к	1	1
465	он как	1	1
466	сказку об	2	1
467	так чтобы	2	1
468	но она	1	1
469	что это	8	1
470	что иное	1	1
471	сказки в	3	1
472	в дальний	1	1
473	не вполне	2	1
474	ему в	3	1
475	сказки так	3	1
476	не совсем	3	1
477	в виду	1	1
478	высока терема	3	1
479	оказывается что	1	1
480	сказке вообще	1	1
481	яги с	1	1
482	которые он	1	1
483	он был	1	1
484	баба-яга и	1	1
485	на курьих	5	1
486	к целому	1	1
487	там и	3	1
488	сама собой	1	1
489	одним словом	4	1
490	мы еще	3	1
491	все разновидности	1	1
492	мы будем	5	1
493	но как	1	1
494	не то	4	1
495	было указано	1	1
496	мы нашли	2	1
497	значение и	2	1
498	задача может	2	1
499	а он	1	1
500	ответ на	2	1
501	ходи со	1	1
502	отличие от	2	1
503	или иное	1	1
504	это или	1	1
505	основная задача	1	1
506	некоторые мотивы	1	1
507	царевна не	1	1
508	вспомним хотя	1	1
509	метод и	1	1
510	его не	1	1
511	в рамках	2	1
512	сказку с	3	1
513	вот как	1	1
514	дает нам	1	1
515	для всех	2	1
516	сравнивать сказку	3	1
517	далее мы	1	1
518	что ее	1	1
519	в противном	1	1
520	в полном	1	1
521	мысль о	2	1
522	явление это	1	1
523	своих детей	1	1
524	вопросом о	1	1
525	по пути	1	1
526	же герой	1	1
527	и был	1	1
528	царство и	1	1
529	образом они	1	1
530	имеет в	1	1
531	на войну	1	1
532	этой цели	1	1
533	в этот	1	1
534	ею только	1	1
535	не связаны	1	1
536	еще остановимся	1	1
537	со своей	1	1
538	многое не	1	1
539	руках уезжает	1	1
540	очень многие	1	1
541	ходу действия	2	1
542	в которой	1	1
543	тут и	2	1
544	из этих	1	1
545	одном случае	1	1
546	не в	9	1
547	в этой	6	1
548	рассказ о	1	1
549	выше было	1	1
550	герой берет	1	1
551	и тот	2	1
552	быть объяснена	1	1
553	во многих	2	1
554	но ведь	1	1
555	мнение что	1	1
556	этот вывод	1	1
557	на то	4	1
558	относятся такие	1	1
559	его но	2	1
560	уже иное	1	1
561	эту беду	1	1
562	этим создается	1	1
563	путь покидать	1	1
564	что она	5	1
565	главным образом	1	1
566	если один	1	1
567	отлучается из	1	1
568	слова а	1	1
569	похищенная царевна	1	1
570	за тридевять	2	1
571	всех этих	2	1
572	ее герой	1	1
573	нашли что	2	1
574	яги она	1	1
575	он пользуется	1	1
576	и вот	2	1
577	в мифах	1	1
578	отца а	1	1
579	гл vi	1	1
580	быть рассмотрены	2	1
581	необходимо для	1	1
582	братца не	1	1
583	следующее если	1	1
584	с отлучкой	1	1
585	при ближайшем	1	1
586	курьих ножках	5	1
587	о сказке	1	1
588	и этот	1	1
589	собственно говоря	1	1
590	сказка дает	2	1
591	по его	2	1
592	здесь мы	7	1
593	то ни	2	1
594	разных сказок	1	1
595	на летучем	1	1
596	связанные с	2	1
597	в совершенно	1	1
598	же касается	1	1
599	них не	1	1
600	тридевять земель	2	1
601	очень важны	1	1
602	сказке не	2	1
603	мы постараемся	2	1
604	князь ее	1	1
605	и тем	2	1
606	даже в	4	1
607	едой и	1	1
608	покидать жену	1	1
609	из первых	1	1
610	кажется что	1	1
611	в это	1	1
612	по всему	1	1
613	вводит в	1	1
614	всегда одинакова	1	1
615	нет в	2	1
616	к героям	1	1
617	д к	1	1
618	и герой	1	1
619	сказки о	1	1
620	герой сказки	1	1
621	между собою	1	1
622	или три	1	1
623	ею и	1	1
624	чем в	1	1
625	других и	1	1
626	берет с	1	1
627	сюжета мы	1	1
628	многие другие	1	1
629	этим в	1	1
630	и некоторые	1	1
631	нисколько не	2	1
632	коне или	1	1
633	в саду	1	1
634	что данный	2	1
635	этот материал	3	1
636	они объединены	1	1
637	этих сказок	1	1
638	том как	2	1
639	и их	3	1
640	яги и	1	1
641	при изучении	1	1
642	этой связи	1	1
643	лежат в	1	1
644	что данная	2	1
645	это делает	1	1
646	в их	3	1
647	мы говорили	1	1
648	имеется и	1	1
649	использован в	1	1
650	некоторые сказки	3	1
651	ниже пока	1	1
652	по сюжетам	2	1
653	исторической действительности	7	1
654	бы мы	2	1
655	героя то	1	1
656	для изучения	6	1
657	а есть	1	1
658	важные для	1	1
659	которые в	2	1
660	при этом	3	1
661	свет на	1	1
662	но он	1	1
663	такой способ	1	1
664	делать не	1	1
665	все это	4	1
666	далек и	1	1
667	имеет свою	1	1
668	где нет	2	1
669	чрезвычайно разнообразны	1	1
670	бы быть	3	1
671	мы пока	1	1
672	тому что	1	1
673	она не	1	1
674	задачи и	1	1
675	роль играют	2	1
676	что мотив	2	1
677	со сказкой	4	1
678	самого начала	2	1
679	то чего	1	1
680	жену на	1	1
681	того как	3	1
682	и притом	1	1
683	стороны у	1	1
684	весь этот	1	1
685	в основе	4	1
686	как его	1	1
687	быть рассмотрено	1	1
688	когда сказка	1	1
689	сказки к	2	1
690	дело не	5	1
691	иметь в	1	1
692	сказок имеется	1	1
693	вытекает из	1	1
694	основе очень	1	1
695	он купец	1	1
696	коня на	1	1
697	появляются в	1	1
698	дворец и	1	1
699	исходят из	1	1
700	на землю	1	1
701	возникает другой	1	1
702	с религией	3	1
703	можно усмотреть	1	1
704	быть ограничен	1	1
705	к концу	1	1
706	совершенно неожиданно	1	1
707	за развитием	1	1
708	не мотивируется	1	1
709	что герой	9	1
710	иногда не	4	1
711	легенд и	1	1
712	окна и	2	1
713	работу аф	1	1
714	что вопрос	2	1
715	здесь возможны	1	1
716	отец не	1	1
717	такое изучение	1	1
718	князю ехать	1	1
719	это один	2	1
720	в карман	1	1
721	все с	1	1
722	с другом	3	1
723	одним из	2	1
724	у нас	1	1
725	материала но	1	1
726	герой хочет	2	1
727	детей в	3	1
728	разнообразны и	1	1
729	если материал	1	1
730	в америке	1	1
731	начала действия	1	1
732	следует бегство	1	1
733	море куда	1	1
734	рога и	1	1
735	с нанесения	1	1
736	в сказках	1	1
737	уже было	1	1
738	должны быть	4	1
739	на улицу	2	1
740	всего в	2	1
741	является герой	1	1
742	к тому	6	1
743	золотыми яблоками	1	1
744	не есть	2	1
745	все еще	1	1
746	д иногда	1	1
747	на это	2	1
748	где он	1	1
749	др это	1	1
750	всех случаях	2	1
751	тех сказках	1	1
752	форму отлучки	1	1
753	быть рассмотрена	1	1
754	не делает	1	1
755	волшебные сказки	2	1
756	к яге	2	1
757	ехать в	1	1
758	это будет	1	1
759	и многие	1	1
760	будет видно	1	1
761	непосредственно или	1	1
762	что там	1	1
763	некоторые другие	1	1
764	же не	3	1
765	точности соответствуют	1	1
766	иногда она	2	1
767	как по	1	1
768	от изучения	1	1
769	мотив может	1	1
770	действия и	3	1
771	с самого	2	1
772	и исчезает	1	1
773	приводит к	2	1
774	месте иногда	1	1
775	на основании	1	1
776	как с	1	1
777	в глаза	1	1
778	те же	1	1
779	здесь как	1	1
780	сказках где	1	1
781	еще в	2	1
782	должны найти	1	1
783	и с	4	1
784	что от	2	1
785	в последней	1	1
786	семь лет	2	1
787	одном месте	2	1
788	как указано	1	1
789	царь или	1	1
790	находится в	4	1
791	иное как	1	1
792	наталкиваемся на	2	1
793	в известных	1	1
794	земель в	1	1
795	со двора	1	1
796	на вопрос	2	1
797	других вопросов	1	1
798	но мы	2	1
799	указано что	1	1
800	он пришел	2	1
801	сказки на	1	1
802	что существуют	1	1
803	бы то	2	1
804	иметь что-либо	1	1
805	там же	2	1
806	того или	1	1
807	их в	5	1
808	корабль с	1	1
809	за этим	1	1
810	другое явление	1	1
811	встречных и	1	1
812	в его	5	1
813	и хорошо	1	1
814	во всей	2	1
815	в другой	1	1
816	тот момент	1	1
817	еще пригодится	1	1
818	разнообразны что	1	1
819	как объяснить	1	1
820	если это	1	1
821	к ней	1	1
822	уже видели	1	1
823	еще несколько	1	1
824	покидать высока	3	1
825	но так	2	1
826	на которой	1	1
827	две формы	2	1
828	виды сказочных	1	1
829	жен в	1	1
830	береги братца	1	1
831	ее уговаривал	1	1
832	если сравнить	1	1
833	оговорить что	1	1
834	убежден что	1	1
835	наше рассмотрение	1	1
836	задача и	1	1
837	относительно друг	1	1
838	ли он	3	1
839	говорить о	1	1
840	очень много	3	1
841	верно и	1	1
842	который в	1	1
843	самые разнообразные	1	1
844	это видно	1	1
845	случаи когда	3	1
846	этой беды	2	1
847	играет роль	1	1
848	в предисловии	1	1
849	какой степени	1	1
850	вопрос откуда	1	1
851	встречу с	1	1
852	дальний путь	1	1
853	же и	1	1
854	к земле	1	1
855	и у	1	1
856	сказки и	6	1
857	поисков находится	1	1
858	борьбы с	2	1
859	мы получим	2	1
860	он непосредственно	1	1
861	этого нельзя	1	1
862	в подвале	1	1
863	что не	2	1
864	от царя	1	1
865	царство или	1	1
866	усиленную форму	1	1
867	всех видов	1	1
868	для сравнения	1	1
869	не дает	2	1
870	в данной	2	1
871	за ним	1	1
872	не знаешь	1	1
873	стороны оно	1	1
874	не так	2	1
875	не покидать	4	1
876	быть заменены	1	1
877	в одном	5	1
878	и со	1	1
879	здесь перед	1	1
880	у него	1	1
881	которые могут	3	1
882	материала может	1	1
883	сказок между	1	1
884	и выспрашивание	1	1
885	мы берем	1	1
886	сказок других	1	1
887	смерть родителей	1	1
888	и материал	1	1
889	чаще однако	1	1
890	были бы	2	1
891	к двум	1	1
892	только на	1	1
893	терема и	1	1
894	до начала	1	1
895	для исследователя	2	1
896	другого и	1	1
897	и даже	4	1
898	со стороны	2	1
899	даже не	2	1
900	до сих	5	1
901	при возвращении	1	1
902	может ли	1	1
903	начинается сказка	1	1
904	которые можно	2	1
905	именно в	3	1
906	а именно	4	1
907	эти две	2	1
908	еще и	2	1
909	царь в	1	1
910	показывает что	3	1
911	и несколько	1	1
912	однако что	1	1
913	избушка на	4	1
914	из страха	1	1
915	от другого	1	1
916	покажет что	2	1
917	элементы при	1	1
918	которые еще	1	1
919	отправляется ли	1	1
920	изучение структуры	1	1
921	материал в	1	1
922	изгнание и	1	1
923	на этот	2	1
924	а сам	2	1
925	ничем не	1	1
926	не на	2	1
927	вход в	6	1
928	они часто	2	1
929	систематизированы и	1	1
930	в заточении	1	1
931	заключениям несмотря	1	1
932	на смерть	2	1
933	под волшебными	1	1
934	примеров видно	1	1
935	могут служить	1	1
936	сказкой то	1	1
937	сбрасывают его	1	1
938	совершенно иное	1	1
939	уже давно	1	1
940	все более	1	1
941	вступает в	2	1
942	но оно	4	1
943	такими словами	1	1
944	того есть	1	1
945	но кроме	1	1
946	к ложным	1	1
947	ведьма и	1	1
948	ложным заключениям	1	1
949	чужих руках	1	1
950	эти сказки	1	1
951	сказку но	1	1
952	надо было	1	1
953	сказка может	1	1
954	так мы	1	1
955	в брак	2	1
956	царь посылает	1	1
957	не дают	1	1
958	три брата	1	1
959	отлучки представляет	1	1
960	мотивы которые	1	1
961	этим мы	1	1
962	ведет к	2	1
963	в особый	1	1
964	сказано ниже	1	1
965	этих типов	1	1
966	бы совсем	1	1
967	религиозного характера	1	1
968	в башне	2	1
969	в тот	1	1
970	отношения к	2	1
971	настолько разнообразны	1	1
972	друг с	4	1
973	прилетает к	1	1
974	с изучением	2	1
975	сказки прежде	1	1
976	как будто	4	1
977	быть не	1	1
978	на чужих	1	1
979	что же	3	1
980	эти детали	1	1
981	дело идет	1	1
982	или оно	1	1
983	сказке совершенно	1	1
984	происходит с	1	1
985	в формах	1	1
986	сих пор	5	1
987	не будем	5	1
988	только для	2	1
989	пришлось бы	1	1
990	сопоставлен с	1	1
991	же самое	3	1
992	у вас	2	1
993	помнить что	1	1
994	из ряда	1	1
995	д то	1	1
996	рассматривать как	2	1
997	с большой	1	1
998	к браку	2	1
999	она может	1	1
1000	чужие страны	1	1
1001	случайных встречных	1	1
1002	этой главе	1	1
1003	то не	1	1
1004	и воцаряется	1	1
1005	для нас	13	1
1006	могли бы	3	1
1007	и все	1	1
1008	обычно только	1	1
1009	бы в	2	1
1010	возникает вопрос	1	1
1011	в круг	2	1
1012	том случае	1	1
1013	связь сказки	2	1
1014	он во	1	1
1015	придется поставить	1	1
1016	будет сказано	1	1
1017	такое сопоставление	1	1
1018	материал но	1	1
1019	сторона в	1	1
1020	она его	2	1
1021	считать не	1	1
1022	здесь только	1	1
1023	между ними	2	1
1024	состоит из	1	1
1025	середине сказки	1	1
1026	же относится	2	1
1027	равно как	1	1
1028	сказка пользуется	1	1
1029	нет но	1	1
1030	не что	1	1
1031	содержится в	1	1
1032	и мотивировки	1	1
1033	случаях герой	1	1
1034	только о	1	1
1035	начинаются с	1	1
1036	на своем	1	1
1037	огромное значение	1	1
1038	таким же	1	1
1039	царь объявляет	1	1
1040	очень редко	1	1
1041	и представляют	1	1
1042	обращено внимание	1	1
1043	во всяком	1	1
1044	много князь	1	1
