N	2gram	Vygotskiy__6	Freidism
234	всех областях	1	2
235	это было	1	2
236	это не	5	2
237	на следующих	1	2
238	только о	1	2
239	которой он	1	2
240	приходит в	1	2
241	выйти за	1	2
242	и становится	1	2
243	том что	19	2
244	на один	1	2
245	но если	4	2
246	во второй	2	2
247	и при	1	2
248	лежат в	2	2
249	в их	3	2
250	мы говорили	1	2
251	приводится в	1	2
252	на первых	4	2
253	в отличие	1	2
254	его отношение	3	2
255	сих пор	3	2
256	возможно только	3	2
257	как это	3	2
258	в отношении	10	2
259	случае в	1	2
260	следующих ступенях	1	2
261	что с	3	2
262	дело не	1	2
263	и притом	1	2
264	к этим	1	2
265	в процессе	9	2
266	в самых	1	2
267	для всего	1	2
268	только не	3	2
269	тем не	1	2
270	и теперь	1	2
271	из того	5	2
272	только с	1	2
273	этом отношении	3	2
274	в области	6	2
275	в момент	1	2
276	когда мы	6	2
277	отличается от	3	2
278	для развития	5	2
279	должны быть	1	2
280	что оно	7	2
281	они и	1	2
282	оно не	4	2
283	оно может	1	2
284	и самое	1	2
285	на основе	4	2
286	нами выше	2	2
287	в глаза	1	2
288	не исчерпывается	1	2
289	и вообще	2	2
290	выводу что	1	2
291	в другом	2	2
292	до сих	3	2
293	этих двух	1	2
294	нуждается в	3	2
295	что и	4	2
296	во всей	1	2
297	которые он	2	2
298	от этих	1	2
299	в настоящей	2	2
300	своему содержанию	1	2
301	для ребенка	6	2
302	на которой	1	2
303	мы видим	7	2
304	может оказаться	1	2
305	с одной	1	2
306	для всех	2	2
307	на всем	1	2
308	не можем	1	2
309	и у	1	2
310	только на	2	2
311	в нашей	3	2
312	он продолжает	1	2
313	из них	2	2
314	его и	1	2
315	а потому	1	2
316	потому и	1	2
317	точка зрения	1	2
318	в прошлом	1	2
319	в конце	2	2
320	двух принципов	1	2
321	с этими	1	2
322	в систему	1	2
323	рядом с	1	2
324	и даже	1	2
325	в высшей	2	2
326	влияние на	1	2
327	с другой	2	2
328	мыслей которые	1	2
329	человека в	1	2
330	здесь в	1	2
331	в психологии	3	2
332	чем он	2	2
333	а с	1	2
334	до конца	3	2
335	связано с	3	2
336	одной стороны	1	2
337	которых мы	2	2
338	более того	2	2
339	зависит от	3	2
340	а не	3	2
341	что мы	11	2
342	речи и	5	2
343	так же	15	2
344	факты и	1	2
345	самого себя	1	2
346	и всей	1	2
347	в развитии	24	2
348	к объекту	14	2
349	в основном	1	2
350	же самое	6	2
351	к другим	11	2
352	похоже на	1	2
353	не существует	1	2
354	для нас	2	2
355	конце концов	1	2
356	и начинается	1	2
357	связанный с	1	2
358	из тех	1	2
359	к его	2	2
360	всех других	1	2
361	есть и	1	2
362	в заключение	1	2
363	настоящей главе	1	2
364	и другие	2	2
365	в своих	3	2
366	к этому	1	2
367	как на	3	2
368	они не	4	2
369	этом совершенно	1	1
370	ту же	3	1
371	одним из	2	1
372	же как	6	1
373	и через	1	1
374	а из	2	1
375	выражения в	1	1
376	бы для	1	1
377	не являлось	1	1
378	показать что	5	1
379	мы имели	1	1
380	далее и	1	1
381	которое мы	2	1
382	с таким	1	1
383	и должен	1	1
384	высшей сфере	1	1
385	совершенно невыясненным	1	1
386	возможны между	1	1
387	человека все	1	1
388	и образования	1	1
389	взрослых и	1	1
390	зрения обоих	1	1
391	вопрос о	5	1
392	ответить на	1	1
393	ступени развития	6	1
394	оба эти	3	1
395	и новых	1	1
396	как то	1	1
397	но даже	1	1
398	ему в	1	1
399	мы и	4	1
400	в будущем	1	1
401	в целом	3	1
402	что можно	1	1
403	свое отношение	1	1
404	что мог	1	1
405	образом оказывается	1	1
406	первого и	1	1
407	большей степени	1	1
408	не способен	1	1
409	в каждой	4	1
410	оказывается что	1	1
411	иное отношение	3	1
412	закончить изложение	1	1
413	что его	1	1
414	без всякого	1	1
415	окажется в	1	1
416	жить и	1	1
417	к которой	2	1
418	другую картину	1	1
419	при исследовании	1	1
420	в качестве	4	1
421	нет и	1	1
422	старая психология	1	1
423	что они	2	1
424	только путем	1	1
425	его развития	3	1
426	к сожалению	1	1
427	для объяснения	2	1
428	которые не	1	1
429	в истории	1	1
430	в центре	1	1
431	что во	1	1
432	объекту и	3	1
433	независимо от	3	1
434	общего с	1	1
435	пути в	1	1
436	определения этих	1	1
437	остановиться на	3	1
438	однако не	1	1
439	кто не	1	1
440	что когда	1	1
441	что ребенок	13	1
442	мы выясним	1	1
443	его к	1	1
444	показали что	4	1
445	и хотя	1	1
446	психологии и	1	1
447	за собой	3	1
448	меньшей мере	2	1
449	говорили что	1	1
450	другого как	1	1
451	он в	1	1
452	процесс образования	1	1
453	то обстоятельство	1	1
454	переходит на	1	1
455	объекта в	1	1
456	только один	1	1
457	нам как	1	1
458	низших животных	1	1
459	как он	1	1
460	на то	4	1
461	если он	2	1
462	в наших	4	1
463	вообще не	6	1
464	сфере есть	1	1
465	теории и	1	1
466	от его	1	1
467	он ни	1	1
468	единство в	1	1
469	и входит	1	1
470	свои собственные	1	1
471	новое и	1	1
472	этот период	2	1
473	но всегда	1	1
474	к выводу	1	1
475	в нее	1	1
476	конца и	1	1
477	может остаться	1	1
478	этим самым	2	1
479	как они	2	1
480	так ребенок	1	1
481	поэтому мы	2	1
482	ему возможность	1	1
483	то нам	1	1
484	развития на	3	1
485	на каком	1	1
486	входит в	1	1
487	не умеет	4	1
488	окажется что	1	1
489	этом смысле	2	1
490	уже сказано	1	1
491	к определенным	2	1
492	должен был	3	1
493	и тем	5	1
494	ребенка от	3	1
495	мы встречаемся	1	1
496	и сознания	1	1
497	далеко не	1	1
498	он действительно	1	1
499	во внимание	2	1
500	он и	1	1
501	рода и	1	1
502	чем в	2	1
503	можно считать	1	1
504	протекает в	1	1
505	обратимся к	1	1
506	не мог	1	1
507	какие же	2	1
508	не самостоятельно	1	1
509	на первый	1	1
510	этом случае	2	1
511	и мышления	1	1
512	таким же	1	1
513	он должен	4	1
514	и без	1	1
515	где мы	1	1
516	оказывается для	1	1
517	что всякий	2	1
518	мы называем	2	1
519	этим дело	1	1
520	чем заключается	1	1
521	развития ребенка	4	1
522	на первой	1	1
523	из области	2	1
524	совершенно новое	1	1
525	в одном	2	1
526	для данного	3	1
527	которые в	4	1
528	друг другу	2	1
529	так называемое	1	1
530	оно само	1	1
531	заставляет его	1	1
532	нас к	4	1
533	это является	1	1
534	новых и	2	1
535	раз и	2	1
536	рода в	2	1
537	возникает в	1	1
538	гораздо большей	1	1
539	до известной	3	1
540	исчерпывается мы	1	1
541	и функции	2	1
542	этого нужно	1	1
543	друг друга	4	1
544	тогда когда	6	1
545	к новым	1	1
546	не по	3	1
547	определенной ступени	1	1
548	современной психологии	1	1
549	но вместе	1	1
550	существеннее чем	1	1
551	и внутренней	1	1
552	образом в	3	1
553	должны прибавить	1	1
554	это с	1	1
555	это мы	3	1
556	только уже	1	1
557	вопрос который	1	1
558	не сделал	1	1
559	дело в	1	1
560	можем ли	1	1
561	ничего другого	1	1
562	положение вещей	1	1
563	один путь	1	1
564	и является	2	1
565	ребенка не	4	1
566	из той	1	1
567	научного и	2	1
568	что на	4	1
569	конечно только	1	1
570	обстоятельство что	1	1
571	и здесь	3	1
572	разрыв между	2	1
573	для овладения	3	1
574	в направлении	1	1
575	его за	1	1
576	сходство с	1	1
577	является одним	1	1
578	о таких	1	1
579	той или	1	1
580	к овладению	1	1
581	по сравнению	15	1
582	он никогда	1	1
583	ребенок в	7	1
584	на это	1	1
585	о том	1	1
586	этот путь	2	1
587	и это	1	1
588	приходит к	2	1
589	своего развития	4	1
590	и сами	1	1
591	на другой	1	1
592	направлении к	1	1
593	как по	4	1
594	действия и	3	1
595	то время	6	1
596	это для	1	1
597	как с	2	1
598	и когда	1	1
599	котором он	1	1
600	мы только	1	1
601	только через	1	1
602	по аналогии	1	1
603	переход к	3	1
604	эти факты	1	1
605	не с	2	1
606	ясно что	4	1
607	мог бы	3	1
608	само себя	1	1
609	в результате	1	1
610	можно только	2	1
611	как ему	1	1
612	жизнь и	1	1
613	означает что	2	1
614	рабочей гипотезы	1	1
615	которые у	1	1
616	этих особенностей	1	1
617	находится в	1	1
618	все его	1	1
619	совершенно особую	2	1
620	из основных	1	1
621	на все	1	1
622	в широком	1	1
623	в детском	1	1
624	ребенок на	1	1
625	внимание на	2	1
626	утверждает что	1	1
627	после того	1	1
628	в сфере	12	1
629	в пользу	2	1
630	но когда	2	1
631	особого рода	1	1
632	аналогии с	1	1
633	и во	1	1
634	с теми	1	1
635	всегда может	1	1
636	же самые	4	1
637	работе мы	1	1
638	ребенка еще	3	1
639	которые мы	1	1
640	для второго	1	1
641	или иными	1	1
642	на одном	2	1
643	ребенок оказывается	2	1
644	выше в	1	1
645	уже во	1	1
646	слов и	3	1
647	все время	3	1
648	и следовательно	4	1
649	содержание но	1	1
650	которую играют	1	1
651	эту область	1	1
652	к которому	2	1
653	чтобы ответить	1	1
654	но так	1	1
655	этого ряда	1	1
656	в двух	1	1
657	оказалось что	1	1
658	дело с	2	1
659	два основных	1	1
660	но этим	1	1
661	он еще	1	1
662	во всем	1	1
663	к нашему	1	1
664	который в	1	1
665	первой стадии	1	1
666	это означает	3	1
667	что нам	2	1
668	об их	1	1
669	быть изучены	1	1
670	есть в	3	1
671	возрасте в	1	1
672	то и	1	1
673	отношений к	1	1
674	в виде	1	1
675	различия в	2	1
676	ребенка прежде	1	1
677	а это	3	1
678	в ином	3	1
679	и других	7	1
680	дает ему	1	1
681	цели и	1	1
682	слова в	1	1
683	содержания и	1	1
684	моментов в	2	1
685	в случаях	1	1
686	тем что	8	1
687	они будут	1	1
688	раннего детства	1	1
689	а те	1	1
690	к той	1	1
691	давало бы	1	1
692	перейти к	2	1
693	и только	3	1
694	находит его	1	1
695	она вполне	1	1
696	в другой	3	1
697	представление о	1	1
698	или иной	1	1
699	на примере	3	1
700	этот взгляд	1	1
701	этим вопросом	1	1
702	т.е о	1	1
703	именно в	4	1
704	с той	1	1
705	с большим	1	1
706	и между	2	1
707	относящихся к	3	1
708	своего собственного	2	1
709	только по	4	1
710	процесс в	1	1
711	одного только	1	1
712	и своего	2	1
713	а на	1	1
714	в свете	5	1
715	отнюдь не	1	1
716	там где	7	1
717	ребенка и	2	1
718	вызвать в	1	1
719	действия в	1	1
720	является его	1	1
721	все основные	2	1
722	мы говорим	2	1
723	развития еще	1	1
724	подтверждение этого	1	1
725	требует от	3	1
726	перейти в	1	1
727	из которых	1	1
728	она отражает	1	1
729	мысли т.е	1	1
730	к своему	1	1
731	влияния на	1	1
732	сравнению с	14	1
733	который мы	4	1
734	и ведет	2	1
735	смысле этого	1	1
736	что всякое	2	1
737	и там	2	1
738	изучение этих	1	1
739	от раннего	1	1
740	этого сделать	1	1
741	который он	1	1
742	в это	1	1
743	этого слова	2	1
744	чтобы вообще	1	1
745	в гораздо	1	1
746	благодаря этому	1	1
747	является как	3	1
748	ближе к	1	1
749	остается в	2	1
750	под влиянием	1	1
751	становится ясным	1	1
752	помогает нам	1	1
753	известной степени	2	1
754	но на	2	1
755	этот принцип	1	1
756	т.е из	1	1
757	и крайне	1	1
758	совершенно иной	1	1
759	но эти	1	1
760	это часто	1	1
761	ступени к	6	1
762	целый ряд	4	1
763	у них	2	1
764	бы в	3	1
765	возникает вопрос	2	1
766	тем более	1	1
767	в динамике	1	1
768	основанное на	3	1
769	мышления не	3	1
770	в подтверждение	1	1
771	мы показали	1	1
772	в различных	1	1
773	всю полноту	1	1
774	в том	28	1
775	таким чисто	1	1
776	время когда	1	1
777	отношении к	3	1
778	нам не	1	1
779	может и	1	1
780	это все	1	1
781	обычно не	1	1
782	в иной	2	1
783	имеет место	2	1
784	ними существует	1	1
785	роли в	1	1
786	из этого	2	1
787	на ней	2	1
788	два момента	1	1
789	которых является	1	1
790	видим в	2	1
791	т.е как	1	1
792	весь процесс	1	1
793	значение в	1	1
