N	2gram	Bakhtin_fo_1	Vvedenie
166	на этой	4	3
167	и уже	3	3
168	строгом смысле	2	3
169	чем в	2	3
170	здесь все	2	3
171	в этих	3	3
172	понятно что	4	3
173	и вот	1	3
174	есть еще	1	3
175	тогда когда	2	3
176	дело в	2	3
177	дело не	1	3
178	своей природе	1	3
179	связи с	6	3
180	в каком	2	3
181	но все	5	3
182	должен быть	1	3
183	в ней	4	3
184	на том	1	3
185	и вообще	2	3
186	а также	2	3
187	времени в	7	3
188	или как	4	3
189	одной из	3	3
190	что даже	1	3
191	до нас	5	3
192	в начале	3	3
193	при помощи	1	3
194	и других	3	3
195	из них	1	3
196	в одном	3	3
197	в конце	9	3
198	что и	3	3
199	отношение к	2	3
200	именно как	4	3
201	до конца	4	3
202	говорит о	1	3
203	так же	6	3
204	в строгом	2	3
205	да и	3	3
206	действительность в	1	3
207	в своем	4	3
208	к тому	3	3
209	в результате	6	3
210	культуры в	1	3
211	к этому	3	3
212	в частности	6	3
213	гораздо более	1	3
214	же как	2	2
215	искусство и	1	2
216	наших дней	1	2
217	это делает	1	2
218	и до	5	2
219	что мы	2	2
220	мы уже	11	2
221	есть не	3	2
222	на вещи	1	2
223	мы не	3	2
224	конца xviii	1	2
225	жизни как	1	2
226	в основу	3	2
227	и со	1	2
228	что можно	1	2
229	того же	8	2
230	и был	1	2
231	время в	6	2
232	природы и	2	2
233	и всего	1	2
234	значение и	3	2
235	себе и	3	2
236	его к	1	2
237	в этот	2	2
238	применительно к	1	2
239	выражение в	2	2
240	и те	3	2
241	его прямой	1	2
242	не следует	1	2
243	о которой	1	2
244	и совершенно	1	2
245	не к	2	2
246	но вместе	1	2
247	проблемы и	1	2
248	но дело	2	2
249	не бывает	1	2
250	такого же	1	2
251	общий вопрос	1	2
252	в другом	1	2
253	и с	4	2
254	них не	1	2
255	входит в	3	2
256	на протяжении	1	2
257	в соответствии	2	2
258	уже знаем	1	2
259	на свои	1	2
260	для них	3	2
261	но уже	1	2
262	о которых	1	2
263	соответствии с	2	2
264	ни с	2	2
265	должно быть	1	2
266	и тогда	1	2
267	из того	1	2
268	и при	1	2
269	с точки	2	2
270	не столько	1	2
271	свое существование	1	2
272	том же	2	2
273	произведения и	1	2
274	в отношении	3	2
275	одна из	2	2
276	например что	1	2
277	никогда не	2	2
278	ничего не	9	2
279	находятся в	1	2
280	его можно	1	2
281	иной раз	1	2
282	исходный пункт	1	2
283	у нас	1	2
284	к отдельным	1	2
285	когда мы	1	2
286	есть только	2	2
287	в совокупности	1	2
288	как только	1	2
289	той или	2	2
290	рядом с	2	2
291	свое значение	1	2
292	значительной мере	1	2
293	в дальнейшем	6	2
294	значение в	5	2
295	и сам	1	2
296	наукой и	1	2
297	так и	12	2
298	собой в	1	2
299	отсюда и	2	2
300	смысле и	1	2
301	и здесь	1	2
302	другом месте	1	2
303	в значительной	2	2
304	связь между	2	2
305	во всех	6	2
306	во втором	2	2
307	в форме	3	2
308	тем более	1	2
309	единого и	1	2
310	этой почве	1	2
311	нового типа	2	2
312	быть и	2	2
313	здесь не	4	2
314	философии и	1	2
315	целого и	1	2
316	для нее	1	2
317	сопоставлении с	1	2
318	по этому	1	2
319	до наших	2	2
320	литературы в	1	2
321	только на	3	2
322	чем они	1	2
323	от других	1	2
324	мы можем	1	2
325	могло бы	1	2
326	само собой	2	2
327	или иной	2	2
328	по его	1	2
329	и др	9	2
330	них и	1	2
331	не было	7	2
332	более общего	1	2
333	ближе к	1	2
334	в связи	5	2
335	с помощью	2	2
336	все более	1	2
337	мы говорим	1	2
338	из которых	1	2
339	с этим	6	2
340	этого слова	1	2
341	того не	2	2
342	по существу	12	2
343	которые были	1	2
344	в более	2	2
345	это уже	1	2
346	и сама	1	2
347	не существует	1	2
348	между ними	3	2
349	у них	2	2
350	бы в	1	2
351	мы должны	2	2
352	ни к	3	2
353	но зато	1	2
354	с ней	1	2
355	время не	2	2
356	жизни и	8	2
357	и другие	5	2
358	которое возникает	1	1
359	я и	1	1
360	например в	6	1
361	до него	1	1
362	с исторической	1	1
363	века но	1	1
364	в стороне	2	1
365	на деле	1	1
366	в средние	1	1
367	к данному	1	1
368	например у	3	1
369	сохраняет свое	1	1
370	испытания в	1	1
371	наиболее отчетливое	1	1
372	ведь и	1	1
373	др в	2	1
374	объясняется и	1	1
375	в зависимости	1	1
376	отношения к	3	1
377	и за	1	1
378	которыми он	2	1
379	сказанного ясно	1	1
380	и ничего	1	1
381	развития человечества	1	1
382	теперь мы	1	1
383	та же	1	1
384	и последующих	1	1
385	на такие	1	1
386	нам в	1	1
387	и совсем	1	1
388	его использования	1	1
389	к частным	1	1
390	который был	1	1
391	для нашей	1	1
392	бы например	1	1
393	нем все	2	1
394	в xix	1	1
395	он был	1	1
396	на них	2	1
397	жизни данного	1	1
398	более того	3	1
399	как если	2	1
400	что этого	1	1
401	но как	1	1
402	в спальню	1	1
403	одном и	1	1
404	как в	6	1
405	в новом	1	1
406	этого типа	5	1
407	бы себя	1	1
408	существование в	1	1
409	отличие от	2	1
410	нет и	2	1
411	и речи	5	1
412	тесно связан	1	1
413	форме и	1	1
414	всех ее	1	1
415	и я	1	1
416	не входят	2	1
417	искусстве и	3	1
418	увидим далее	1	1
419	народа в	1	1
420	кроме того	4	1
421	разного рода	2	1
422	для которой	1	1
423	себе не	1	1
424	и принципиально	2	1
425	этой идеи	1	1
426	психологии и	1	1
427	из самых	1	1
428	не приходится	1	1
429	в которой	2	1
430	тем лучше	1	1
431	раз в	4	1
432	конкретное единство	1	1
433	и тот	1	1
434	имеем в	1	1
435	тому же	2	1
436	на то	1	1
437	но на	4	1
438	не могла	1	1
439	вследствие этого	3	1
440	с чем	1	1
441	оно было	1	1
442	время и	4	1
443	в какой-то	3	1
444	по глубине	1	1
445	же здесь	1	1
446	как часто	1	1
447	он должен	2	1
448	новое и	2	1
449	его от	2	1
450	лишь с	1	1
451	одно и	3	1
452	внешний характер	1	1
453	как они	1	1
454	факт что	1	1
455	что все	2	1
456	в определенном	3	1
457	или два	1	1
458	особенности в	1	1
459	сохраняет еще	1	1
460	зрения на	1	1
461	лишь в	6	1
462	в египте	1	1
463	лишь на	1	1
464	и основные	1	1
465	нам по	1	1
466	чаще всего	1	1
467	ведь в	1	1
468	говорить в	1	1
469	его и	2	1
470	она и	1	1
471	и совершается	1	1
472	были в	2	1
473	этим и	1	1
474	была уже	2	1
475	государственной жизни	2	1
476	уже у	1	1
477	этим в	1	1
478	автора и	2	1
479	и того	6	1
480	в научной	1	1
481	не больше	1	1
482	одного и	5	1
483	в эту	1	1
484	во время	1	1
485	эта черта	3	1
486	по внешности	1	1
487	с идеей	1	1
488	быть названы	1	1
489	целого но	1	1
490	из которой	1	1
491	говорил о	1	1
492	вещи и	1	1
493	в отличие	2	1
494	далее в	1	1
495	даже просто	1	1
496	должны были	1	1
497	и другого	1	1
498	широком и	1	1
499	для изучения	1	1
500	точку зрения	2	1
501	но он	2	1
502	зависимости от	1	1
503	что было	3	1
504	надо сказать	1	1
505	речи в	2	1
506	вещей и	1	1
507	не должно	1	1
508	что этот	1	1
509	этом ее	1	1
510	этом и	1	1
511	так называемого	1	1
512	в историческом	1	1
513	же мы	1	1
514	и очень	1	1
515	нет никакого	1	1
516	и разновидности	3	1
517	а наоборот	1	1
518	в таких	1	1
519	могло не	1	1
520	этого же	1	1
521	стадии развития	2	1
522	самого начала	2	1
523	что наука	1	1
524	связан и	1	1
525	исторических условиях	1	1
526	нас и	1	1
527	и имеет	1	1
528	которых и	1	1
529	та или	1	1
530	греческого и	1	1
531	не могло	5	1
532	следовательно и	1	1
533	правда в	1	1
534	это то	2	1
535	в самой	2	1
536	или иная	1	1
537	войны в	1	1
538	к концу	3	1
539	на те	1	1
540	и является	2	1
541	во всем	2	1
542	и после	1	1
543	входят в	1	1
544	из существенных	1	1
545	приступает к	1	1
546	что классическая	1	1
547	историей все	1	1
548	такие же	1	1
549	но какой	1	1
550	то более	1	1
551	человека в	17	1
552	отличается от	1	1
553	должны быть	1	1
554	содержанием и	1	1
555	всего в	1	1
556	как своего	1	1
557	не предполагает	1	1
558	оно не	2	1
559	опыта и	1	1
560	в эпоху	1	1
561	данной исторической	1	1
562	для себя	7	1
563	правда не	2	1
564	дошедшие до	1	1
565	приходит к	1	1
566	из всего	1	1
567	свою очередь	1	1
568	совершенно ясно	1	1
569	чтобы быть	1	1
570	все прочие	1	1
571	и этим	1	1
572	с самого	2	1
573	во главе	1	1
574	как с	1	1
575	и которые	1	1
576	этого целого	2	1
577	не место	2	1
578	из больших	1	1
579	можно только	2	1
580	мог возникнуть	1	1
581	жизнь и	4	1
582	между собой	4	1
583	образом в	1	1
584	но здесь	1	1
585	в построении	1	1
586	это было	1	1
587	все в	1	1
588	на отдельные	1	1
589	места и	1	1
590	путь к	1	1
591	нем не	3	1
592	не чувствует	1	1
593	когда оно	1	1
594	но нет	1	1
595	во всей	3	1
596	наконец в	1	1
597	также в	1	1
598	в литературе	16	1
599	в греческом	24	1
600	и дело	1	1
601	мы видим	3	1
602	определения в	1	1
603	явления в	2	1
604	могло быть	4	1
605	и особые	2	1
606	очень много	1	1
607	мифологического и	1	1
608	иной степени	1	1
609	всех его	1	1
610	дело здесь	1	1
611	на одно	1	1
612	известное значение	1	1
613	себя в	1	1
614	есть в	2	1
615	и у	5	1
616	вернуться к	1	1
617	на определенной	1	1
618	кризиса и	2	1
619	или даже	1	1
620	человека на	1	1
621	и понимание	1	1
622	и свойства	1	1
623	очень широком	1	1
624	для него	2	1
625	характер но	2	1
626	ведь это	1	1
627	мы находим	2	1
628	к ним	2	1
629	при всей	1	1
630	бытия и	1	1
631	у него	6	1
632	дошедших до	1	1
633	момент в	2	1
634	были бы	1	1
635	глубине и	1	1
636	говорим о	1	1
637	и т.п	4	1
638	разные и	1	1
639	эта работа	1	1
640	и тех	2	1
641	здесь в	2	1
642	совершенно та	1	1
643	бы назвать	1	1
644	в каких	1	1
645	от конкретного	1	1
646	и прежде	2	1
647	это своеобразное	1	1
648	на которые	1	1
649	но есть	1	1
650	к человеку	1	1
651	не на	1	1
652	притом не	1	1
653	не создает	1	1
654	он только	2	1
655	и составляет	1	1
656	тот факт	1	1
657	оторванной от	2	1
658	инициатива в	2	1
659	и внутренне	1	1
660	человек в	3	1
661	как греческий	1	1
662	одну из	1	1
663	в ряду	1	1
664	и том	1	1
665	жизнь в	2	1
666	мира в	3	1
667	его характер	1	1
668	в одно	3	1
669	если не	1	1
670	для этой	1	1
671	связей и	1	1
672	единство но	1	1
673	в момент	1	1
674	все то	2	1
675	отдельные стороны	1	1
676	и технической	1	1
677	эта идея	1	1
678	и потому	3	1
679	рода и	1	1
680	к своему	2	1
681	наряду с	5	1
682	и основной	1	1
683	в тех	1	1
684	быть только	3	1
685	и судьбы	1	1
686	сходство и	1	1
687	здесь идет	1	1
688	похож на	1	1
689	о жизни	1	1
690	культур в	1	1
691	слова и	2	1
692	что из	1	1
693	каким он	1	1
694	но для	2	1
695	имел в	1	1
696	с большой	2	1
697	на одной	1	1
698	этот образ	2	1
699	наука которая	1	1
700	и более	1	1
701	слова но	1	1
702	и от	1	1
703	она может	1	1
704	что оно	1	1
705	для нас	2	1
706	из различных	1	1
707	и все	6	1
708	лишь как	2	1
709	из себя	1	1
710	областях культуры	1	1
711	еще более	3	1
712	разной степени	1	1
713	же в	3	1
714	самому и	1	1
715	не осталось	2	1
716	них нет	1	1
717	становления и	1	1
718	прост и	1	1
719	в свою	2	1
720	средние века	1	1
721	не быть	1	1
722	совершенно не	2	1
723	себе самому	4	1
724	от природы	2	1
725	пока не	1	1
726	этим объясняется	1	1
727	включает в	1	1
728	ее в	2	1
729	в своих	1	1
730	и эта	2	1
731	историческая действительность	2	1
732	можно назвать	2	1
733	в таком	3	1
734	они не	3	1
