N	2gram	Vinokur_St_1	Myslijsy
143	и то	5	3
144	этого последнего	1	3
145	на деле	1	3
146	тем же	3	3
147	той же	5	3
148	полагает что	1	3
149	мы называем	1	3
150	но даже	1	3
151	то это	3	3
152	что его	1	3
153	если в	2	3
154	очевидно что	1	3
155	со стороны	6	3
156	хотя и	1	3
157	что это	4	3
158	в целом	5	3
159	думать что	2	3
160	во многих	3	3
161	имеет для	1	3
162	что она	4	3
163	т д	21	3
164	о которой	3	3
165	не как	1	3
166	так например	7	3
167	могла бы	1	3
168	его не	1	3
169	на все	1	3
170	его в	2	3
171	это не	8	3
172	и тем	3	3
173	кажется что	3	3
174	о которых	1	3
175	далеко не	1	3
176	и тогда	2	3
177	в этих	2	3
178	и при	1	3
179	себе в	1	3
180	быть не	1	3
181	бы быть	1	3
182	в ней	3	3
183	и притом	1	3
184	на него	2	3
185	которых мы	1	3
186	в каком	3	3
187	оно не	1	3
188	если мы	1	3
189	языка и	4	3
190	мог бы	1	3
191	том как	4	3
192	мы в	1	3
193	и вообще	3	3
194	на вопрос	4	3
195	которые мы	1	3
196	и во	2	3
197	как например	1	3
198	и у	2	3
199	одно из	2	3
200	не так	1	3
201	т п	9	3
202	что на	2	3
203	что для	3	3
204	одной стороны	2	3
205	мы говорим	1	3
206	смысле этого	2	3
207	но это	6	3
208	и для	3	3
209	и от	1	3
210	то не	2	3
211	и все	2	3
212	или нет	1	3
213	как на	1	3
214	с требованиями	1	2
215	самом деле	11	2
216	на самом	6	2
217	и есть	1	2
218	чего не	1	2
219	на две	1	2
220	не имеют	1	2
221	отношения к	2	2
222	бы что	2	2
223	вопрос о	4	2
224	оба эти	2	2
225	с его	1	2
226	разницы между	1	2
227	совсем не	2	2
228	не все	3	2
229	с которыми	2	2
230	по отношению	3	2
231	за пределы	2	2
232	что во	2	2
233	общего с	3	2
234	на память	1	2
235	все эти	5	2
236	в нашем	1	2
237	но на	2	2
238	время и	1	2
239	всех этих	2	2
240	как увидим	1	2
241	что ни	2	2
242	смысле как	1	2
243	и по	5	2
244	ни был	1	2
245	но все	4	2
246	такого же	1	2
247	в каждом	3	2
248	факт что	1	2
249	связанные с	3	2
250	в другом	3	2
251	разница между	2	2
252	где оно	1	2
253	нам до	1	2
254	ни с	3	2
255	что такое	1	2
256	из прежних	1	2
257	нет возможности	1	2
258	не столько	1	2
259	от себя	1	2
260	на такие	1	2
261	мы находим	4	2
262	но он	2	2
263	их в	2	2
264	не должно	1	2
265	тому что	3	2
266	если и	1	2
267	и его	8	2
268	что с	2	2
269	сказать что	7	2
270	для кого	1	2
271	но только	1	2
272	того чтобы	11	2
273	вытекает из	2	2
274	же время	4	2
275	и чувства	1	2
276	у нас	11	2
277	превращается в	2	2
278	когда мы	1	2
279	и это	2	2
280	что все	2	2
281	к нам	1	2
282	с каким	1	2
283	с самого	1	2
284	в пример	1	2
285	что у	4	2
286	видно из	1	2
287	было в	1	2
288	после того	1	2
289	стремление к	3	2
290	внимание на	3	2
291	образом мы	1	2
292	это было	1	2
293	если это	3	2
294	не зная	1	2
295	этом смысле	1	2
296	что только	1	2
297	в какой	3	2
298	есть в	2	2
299	а то	2	2
300	и других	1	2
301	допустим что	2	2
302	слово как	1	2
303	но что	1	2
304	у него	2	2
305	связано с	1	2
306	указание на	1	2
307	такие которые	1	2
308	с общим	1	2
309	себе представить	1	2
310	с известным	1	2
311	к которому	4	2
312	такое же	1	2
313	а с	3	2
314	не на	1	2
315	это самое	1	2
316	так же	5	2
317	и потому	2	2
318	как это	4	2
319	бы несколько	1	2
320	не дают	1	2
321	все это	5	2
322	например мы	1	2
323	в его	9	2
324	или в	1	2
325	что нет	2	2
326	о котором	2	2
327	бы в	1	2
328	хотя бы	6	2
329	на более	1	2
330	отношении к	1	2
331	но если	4	2
332	другой стороны	7	2
333	и б	1	2
334	но эти	1	2
335	даже и	2	2
336	к этому	1	2
337	можно назвать	2	2
338	нас более	1	1
339	отношение к	2	1
340	чтобы не	1	1
341	по отдельным	1	1
342	не имел	1	1
343	но тогда	1	1
344	тех же	1	1
345	словами и	1	1
346	мере в	2	1
347	и так	3	1
348	и до	1	1
349	много слов	1	1
350	должна быть	3	1
351	видеть в	1	1
352	если к	1	1
353	и за	3	1
354	и могут	1	1
355	же образ	1	1
356	которыми он	2	1
357	смотреть на	1	1
358	им самим	1	1
359	себе как	1	1
360	этом не	1	1
361	не была	2	1
362	на мой	1	1
363	и другая	1	1
364	от друга	1	1
365	как я	1	1
366	из того	2	1
367	так а	1	1
368	и самого	1	1
369	двух или	1	1
370	на нем	1	1
371	быть в	2	1
372	будет видно	1	1
373	бы то	1	1
374	мысль что	1	1
375	бы она	1	1
376	в ее	4	1
377	всякий раз	2	1
378	но как	1	1
379	в сторону	2	1
380	ответ на	3	1
381	должны были	1	1
382	друг от	1	1
383	общего правила	1	1
384	б с	1	1
385	только путем	1	1
386	смотрел на	1	1
387	в истории	3	1
388	в одной	1	1
389	что именно	1	1
390	отвечать на	1	1
391	чем мы	1	1
392	на которое	2	1
393	стороны и	1	1
394	как к	3	1
395	перед нами	1	1
396	систему как	1	1
397	применении к	3	1
398	и понимания	1	1
399	что по	1	1
400	и какой	1	1
401	от этого	2	1
402	то в	3	1
403	следует сделать	1	1
404	бы и	4	1
405	он в	1	1
406	и и	2	1
407	что пока	1	1
408	что так	3	1
409	в известном	1	1
410	в обширном	1	1
411	с их	1	1
412	звуков а	1	1
413	его и	1	1
414	и кто	1	1
415	иначе и	1	1
416	в наших	2	1
417	бы с	1	1
418	он не	2	1
419	от которого	1	1
420	нужно не	1	1
421	на том	1	1
422	свою собственную	2	1
423	он должен	2	1
424	том чтобы	1	1
425	несомненно что	1	1
426	наших глазах	2	1
427	чтобы в	1	1
428	приходим к	1	1
429	никому не	1	1
430	имел бы	1	1
431	что нельзя	1	1
432	а разве	1	1
433	значительной степени	1	1
434	том же	1	1
435	то ни	1	1
436	так называемым	1	1
437	же касается	3	1
438	том случае	1	1
439	об этом	3	1
440	и с	3	1
441	лишь в	3	1
442	на каком	1	1
443	входит в	1	1
444	известно что	1	1
445	но их	1	1
446	и дает	1	1
447	деле не	1	1
448	вопрос и	1	1
449	ни в	3	1
450	них это	2	1
451	не всегда	2	1
452	во внимание	1	1
453	нужно искать	3	1
454	чем в	3	1
455	в развитии	1	1
456	можно считать	1	1
457	что значит	1	1
458	можно сказать	1	1
459	никаких оснований	2	1
460	и находя	1	1
461	можно найти	2	1
462	а как	2	1
463	в такой	2	1
464	и без	3	1
465	же это	3	1
466	это только	1	1
467	с точки	8	1
468	ли можно	1	1
469	в которых	5	1
470	значение то	1	1
471	оно стало	1	1
472	что я	1	1
473	значение для	1	1
474	которые должны	1	1
475	поэтому в	3	1
476	втором случае	2	1
477	которые в	2	1
478	в прямом	1	1
479	доказывает что	1	1
480	и эти	1	1
481	действительно есть	1	1
482	на другую	1	1
483	и более	2	1
484	что то	2	1
485	всего его	1	1
486	рода в	2	1
487	таких случаях	1	1
488	в таких	1	1
489	на котором	1	1
490	дело в	6	1
491	не вытекает	1	1
492	к этим	1	1
493	и имеет	1	1
494	какой бы	1	1
495	не имели	2	1
496	ничего не	2	1
497	она ни	1	1
498	же несомненно	2	1
499	этих двух	3	1
500	с одним	1	1
501	приведены в	1	1
502	показывает как	1	1
503	еще для	1	1
504	по своей	2	1
505	есть такой	1	1
506	это слово	4	1
507	не нужен	1	1
508	уже и	1	1
509	которая по	1	1
510	не потому	1	1
511	разумеется с	1	1
512	к отдельным	1	1
513	степени как	1	1
514	начиная с	2	1
515	такие случаи	2	1
516	возможности но	1	1
517	и такие	2	1
518	и сам	2	1
519	него по	1	1
520	указать на	1	1
521	отличается от	1	1
522	кого не	1	1
523	содержанием и	1	1
524	и другой	1	1
525	к тому	1	1
526	целого то	1	1
527	слова с	1	1
528	языка что	1	1
529	что при	2	1
530	ничего общего	3	1
531	от той	1	1
532	в применении	3	1
533	должен быть	3	1
534	всех случаях	1	1
535	как мы	1	1
536	от разных	1	1
537	встречаем и	1	1
538	но при	1	1
539	находя в	1	1
540	без всякого	2	1
541	только при	1	1
542	не могло	1	1
543	могут и	1	1
544	первой из	1	1
545	только то	1	1
546	хотя не	1	1
547	непосредственно вытекает	1	1
548	времени и	1	1
549	больше в	1	1
550	во многом	1	1
551	на которую	1	1
552	которые с	1	1
553	законченные и	1	1
554	жизнь если	1	1
555	на них	1	1
556	и вкуса	1	1
557	разумеется что	1	1
558	в отдельном	1	1
559	хотя это	1	1
560	произвольное и	1	1
561	все его	1	1
562	некоторых из	1	1
563	и та	1	1
564	язык и	1	1
565	при котором	1	1
566	первого то	1	1
567	его жизни	3	1
568	от своего	1	1
569	утверждает что	1	1
570	и просто	1	1
571	отчета в	2	1
572	то тем	1	1
573	времени в	1	1
574	заключается в	4	1
575	но столь	1	1
576	в данных	1	1
577	слов от	1	1
578	во втором	4	1
579	в глазах	1	1
580	к истине	1	1
581	этого имени	1	1
582	все в	2	1
583	иначе в	1	1
584	их собственной	1	1
585	совсем в	1	1
586	не знаю	2	1
587	же можно	1	1
588	еще несколько	1	1
589	к нему	2	1
590	что здесь	2	1
591	но с	3	1
592	д и	2	1
593	оно совершенно	1	1
594	время когда	1	1
595	дело с	2	1
596	для себя	3	1
597	как нечто	1	1
598	красоту в	1	1
599	это стремление	1	1
600	наше время	1	1
601	по мнению	3	1
602	ему самому	1	1
603	который в	1	1
604	именно на	1	1
605	со всеми	2	1
606	менее и	1	1
607	же и	4	1
608	конечно не	2	1
609	эта привычка	1	1
610	в значении	1	1
611	как более	2	1
612	языка может	1	1
613	при помощи	2	1
614	он имеет	1	1
615	обратить внимание	1	1
616	никто не	4	1
617	представить себе	1	1
618	могло бы	2	1
619	не для	2	1
620	с этими	1	1
621	с собою	1	1
622	к ним	1	1
623	не о	1	1
624	и язык	1	1
625	в выборе	1	1
626	только с	2	1
627	каждый из	1	1
628	при отсутствии	1	1
629	бы это	2	1
630	г д	1	1
631	были бы	1	1
632	таком виде	1	1
633	в другой	1	1
634	не были	1	1
635	а на	3	1
636	говорим о	1	1
637	так не	1	1
638	с другим	1	1
639	и начинается	1	1
640	значение которое	1	1
641	на ее	1	1
642	не один	1	1
643	именно в	6	1
644	тот который	1	1
645	а именно	3	1
646	значения в	1	1
647	несколько примеров	5	1
648	во второй	9	1
649	и др	1	1
650	что будет	1	1
651	имеет ничего	2	1
652	явления до	1	1
653	притом не	1	1
654	чтобы убедиться	1	1
655	которое я	2	1
656	кто знает	2	1
657	самое слово	1	1
658	долго и	1	1
659	была бы	5	1
660	на основании	1	1
661	именно так	1	1
662	в подобных	1	1
663	оснований для	1	1
664	очень часто	3	1
665	виде в	1	1
666	не видит	1	1
667	уже давно	1	1
668	усомниться в	1	1
669	некоторые из	1	1
670	а при	1	1
671	довольно близко	1	1
672	многих случаях	2	1
673	п а	1	1
674	который видит	1	1
675	какого бы	1	1
676	к своему	1	1
677	личным достоянием	1	1
678	видит в	1	1
679	а если	2	1
680	в течение	1	1
681	в той	6	1
682	выйти за	1	1
683	что же	6	1
684	это его	1	1
685	и вполне	3	1
686	в первой	12	1
687	что как	2	1
688	ни одно	1	1
689	значит что	3	1
690	с этой	3	1
691	этом случае	2	1
692	и о	1	1
693	той мере	1	1
694	занимает в	2	1
695	кто считает	1	1
696	этом и	1	1
697	ни для	1	1
698	но для	2	1
699	между собой	1	1
700	же значение	1	1
701	но разумеется	1	1
702	в наше	1	1
703	для таких	1	1
704	мой взгляд	1	1
705	при таком	2	1
706	та и	1	1
707	тот кто	1	1
708	тем более	4	1
709	вообще в	1	1
710	что касается	3	1
711	которое должно	1	1
712	них и	1	1
713	бы на	1	1
714	того времени	5	1
715	эти общие	1	1
716	слово в	1	1
717	но эта	1	1
718	но всякий	1	1
719	две стороны	1	1
720	состоит из	1	1
721	ни была	1	1
722	от всех	1	1
723	на который	2	1
724	в последнем	1	1
725	который не	2	1
726	время не	1	1
727	например во	2	1
728	просто не	1	1
729	жизни и	5	1
730	но еще	1	1
731	ни на	2	1
732	в своих	2	1
733	подобные слова	1	1
734	в процессе	1	1
735	смысле что	1	1
