N	2gram	Vinokur_Vv_1	FransuaR
373	проявляются в	1	1
374	иными средствами	1	1
375	для которого	1	1
376	еще на	1	1
377	в которой	1	1
378	в известном	3	1
379	раз в	1	1
380	остановиться на	1	1
381	имеем в	1	1
382	тому же	1	1
383	как он	6	1
384	на то	1	1
385	не могла	1	1
386	что одним	1	1
387	вообще не	3	1
388	в свет	1	1
389	о которой	2	1
390	народности и	1	1
391	момента в	2	1
392	для того	21	1
393	же это	2	1
394	собой не	1	1
395	и более	1	1
396	и сам	2	1
397	нашего времени	2	1
398	не могли	2	1
399	ученики в	1	1
400	из него	1	1
401	на этом	3	1
402	но дело	3	1
403	в основу	2	1
404	исторического исследования	2	1
405	это конечно	1	1
406	в работе	3	1
407	как они	1	1
408	они должны	1	1
409	об этом	5	1
410	слова или	1	1
411	особенности в	1	1
412	них не	1	1
413	традиции и	4	1
414	литературного языка	1	1
415	развития на	1	1
416	лишь в	1	1
417	действительности в	2	1
418	было бы	5	1
419	продолжала жить	1	1
420	лишь на	1	1
421	более широком	1	1
422	обычно и	2	1
423	ведь в	1	1
424	стоит на	1	1
425	но уже	2	1
426	языка для	1	1
427	о которых	2	1
428	совершенно иного	1	1
429	как об	9	1
430	мы имеем	3	1
431	и уже	3	1
432	к самой	2	1
433	рода и	1	1
434	оно имеет	1	1
435	предисловии к	1	1
436	исторической действительности	1	1
437	веков в	1	1
438	его нельзя	1	1
439	и при	2	1
440	работы в	3	1
441	что такое	10	1
442	к истории	6	1
443	наших дней	1	1
444	это делает	2	1
445	почти не	1	1
446	их содержание	1	1
447	жизнь и	1	1
448	мы называем	2	1
449	не столько	2	1
450	представление о	1	1
451	большей степени	2	1
452	в которых	6	1
453	того особого	1	1
454	своего рода	3	1
455	для всякого	1	1
456	отношений между	3	1
457	как это	5	1
458	может вызвать	1	1
459	точку зрения	1	1
460	но он	1	1
461	есть еще	2	1
462	языков и	2	1
463	ним в	1	1
464	более древних	1	1
465	это особенно	1	1
466	так называемого	1	1
467	был уже	1	1
468	не менее	8	1
469	на рубеже	2	1
470	памятники античной	1	1
471	что с	3	1
472	в то	5	1
473	определяет как	2	1
474	мысли в	1	1
475	широком смысле	8	1
476	народов в	1	1
477	которого он	1	1
478	в самых	1	1
479	которые были	2	1
480	не могло	1	1
481	но разумеется	1	1
482	следовательно и	1	1
483	в разных	5	1
484	требует умения	1	1
485	же время	5	1
486	вопросом об	1	1
487	показывает как	1	1
488	своей природе	3	1
489	на те	1	1
490	другой стороны	5	1
491	особенно сильно	1	1
492	убедиться в	1	1
493	тех или	3	1
494	до того	2	1
495	из существенных	1	1
496	что на	1	1
497	или иных	3	1
498	ему не	1	1
499	не потому	1	1
500	смешным и	1	1
501	у нас	2	1
502	на соответствующие	2	1
503	все то	1	1
504	лежит в	2	1
505	становится возможным	1	1
506	свое значение	2	1
507	оно не	1	1
508	что при	1	1
509	вещей в	1	1
510	и которая	1	1
511	значения и	1	1
512	того чтобы	21	1
513	что все	1	1
514	он вовсе	1	1
515	того времени	1	1
516	здесь не	2	1
517	без всякого	1	1
518	быть никакой	1	1
519	в собственном	2	1
520	он определяет	1	1
521	то или	1	1
522	котором мы	1	1
523	можно было	7	1
524	сущность этой	1	1
525	германии в	1	1
526	отсюда и	2	1
527	здесь нет	4	1
528	еще в	1	1
529	изучения в	1	1
530	и многое	1	1
531	это только	4	1
532	которого был	1	1
533	нас и	1	1
534	но здесь	1	1
535	сложившиеся в	1	1
536	дальнейшего развития	1	1
537	по себе	9	1
538	вот почему	3	1
539	и та	1	1
540	настоящее время	1	1
541	говорит об	1	1
542	и объяснить	1	1
543	теми или	1	1
544	они принадлежат	1	1
545	времени в	3	1
546	по их	2	1
547	должно было	1	1
548	но нет	1	1
549	в языке	1	1
550	именно она	1	1
551	бы в	1	1
552	лишь к	1	1
553	явления действительности	1	1
554	них в	1	1
555	наконец в	1	1
556	именно в	8	1
557	единого и	2	1
558	на других	1	1
559	и стилистические	1	1
560	наук и	3	1
561	которой в	2	1
562	нет он	1	1
563	как ее	1	1
564	известном смысле	3	1
565	один из	6	1
566	рассуждение о	1	1
567	и воспринимать	1	1
568	в новой	1	1
569	одной из	3	1
570	с ними	1	1
571	языка на	2	1
572	в какой	4	1
573	приводил к	1	1
574	героического эпоса	1	1
575	всяком случае	3	1
576	и ее	4	1
577	не было	1	1
578	в уста	1	1
579	этой системе	1	1
580	литературы с	2	1
581	уже в	5	1
582	античного мира	1	1
583	кризиса и	1	1
584	от других	2	1
585	этого процесса	1	1
586	и обратно	4	1
587	но от	1	1
588	его и	1	1
589	за ним	1	1
590	новых европейских	1	1
591	в так	1	1
592	или иными	1	1
593	на части	1	1
594	и конечной	1	1
595	в конце	3	1
596	что и	3	1
597	без особых	1	1
598	в цепи	1	1
599	к ним	1	1
600	без этого	1	1
601	у него	1	1
602	только по	3	1
603	тем что	6	1
604	в очень	3	1
605	их непосредственной	1	1
606	момент в	1	1
607	этот последний	1	1
608	до наших	1	1
609	именно как	3	1
610	со стороны	12	1
611	и речи	1	1
612	отрицательный характер	1	1
613	одном месте	1	1
614	трактат по	1	1
615	объяснение в	1	1
616	к которому	1	1
617	она и	1	1
618	фантазии и	1	1
619	которые не	1	1
620	очень сильно	1	1
621	говорит о	3	1
622	к человеку	1	1
623	чтобы убедиться	1	1
624	он только	1	1
625	был в	2	1
626	которых мы	1	1
627	не на	1	1
628	а не	3	1
629	однако и	1	1
630	к таким	1	1
631	необходимость в	1	1
632	и своим	1	1
633	жизнь в	1	1
634	он рассматривает	1	1
635	так называемой	3	1
636	о чем	4	1
637	одна из	2	1
638	его собственной	1	1
639	философской мысли	2	1
640	человеческой культуры	2	1
641	должны сейчас	1	1
642	для этой	1	1
643	как именно	1	1
644	проникновения в	1	1
645	имея в	1	1
646	все более	3	1
647	эта идея	1	1
648	и литературе	1	1
649	в xix	1	1
650	своеобразия и	1	1
651	например когда	1	1
652	из которых	2	1
653	не одно	1	1
654	не осталось	1	1
655	а потому	3	1
656	именно для	1	1
657	понимает как	1	1
658	в область	1	1
659	целом ряде	2	1
660	этого типа	1	1
661	в течение	5	1
662	культурой в	1	1
663	понятия о	1	1
664	подлинном смысле	1	1
665	ее традиции	1	1
666	объединяются в	1	1
667	такие явления	1	1
668	ее мы	1	1
669	есть и	4	1
670	слова и	1	1
671	как например	5	1
672	отличается от	1	1
673	ведь и	1	1
674	в начале	3	1
675	ее можно	1	1
676	этот образ	1	1
677	искусства как	1	1
678	в связи	2	1
679	этот процесс	3	1
680	новому времени	1	1
681	об особом	2	1
682	в результате	3	1
683	в настоящее	1	1
684	как эта	1	1
685	особого рода	4	1
686	и классического	1	1
687	в эту	1	1
688	по одной	1	1
689	находит свое	1	1
690	только литературные	1	1
691	но зато	2	1
692	хотя бы	5	1
693	не выдерживает	1	1
694	и искусств	1	1
695	разных сторон	1	1
696	самому и	1	1
697	отношении к	2	1
698	становления и	1	1
699	с ней	2	1
700	смысле они	1	1
701	типа и	1	1
702	отношению к	4	1
703	чем иным	1	1
704	достаточно в	1	1
705	области жизни	1	1
706	просто не	1	1
707	но еще	1	1
708	также не	1	1
709	для дальнейшего	1	1
710	к этому	3	1
711	как на	11	1
712	во всяком	3	1
713	все что	1	1
714	они не	1	1
