N	2gram	Bakhtin_KF_1	FransuaR
135	это и	2	2
136	с точки	9	2
137	ведь и	1	2
138	должна быть	4	2
139	было и	2	2
140	включая и	1	2
141	мы не	3	2
142	не будем	1	2
143	говорить о	2	2
144	а для	2	2
145	но уже	1	2
146	но конечно	3	2
147	землю и	1	2
148	но не	12	2
149	в истории	1	2
150	точки зрения	12	2
151	что именно	1	2
152	хотя и	1	2
153	где все	1	2
154	и тот	1	2
155	на его	1	2
156	он не	6	2
157	всех этих	3	2
158	есть именно	2	2
159	в корне	2	2
160	на этом	1	2
161	будем говорить	1	2
162	что все	1	2
163	лишь в	8	2
164	это было	2	2
165	а за	1	2
166	и само	1	2
167	одного и	1	2
168	был бы	3	2
169	в своей	10	2
170	но эта	5	2
171	их в	1	2
172	для этого	2	2
173	и очень	1	2
174	как о	1	2
175	тогда когда	3	2
176	для всего	1	2
177	находятся в	1	2
178	это уже	2	2
179	превращается в	1	2
180	к себе	2	2
181	этой книги	1	2
182	в области	2	2
183	должен быть	7	2
184	где этот	2	2
185	характер и	1	2
186	и этим	3	2
187	и когда	2	2
188	конечно в	2	2
189	времени и	4	2
190	образом в	1	2
191	но здесь	3	2
192	и смерть	1	2
193	в значительной	1	2
194	между тем	4	2
195	и во	1	2
196	кажется что	2	2
197	его то	1	2
198	а именно	1	2
199	но с	1	2
200	со всеми	2	2
201	себя в	8	2
202	всего мы	1	2
203	нужно еще	1	2
204	себе в	1	2
205	никто не	1	2
206	ведь это	1	2
207	как его	4	2
208	может быть	45	2
209	как раз	1	2
210	и самая	1	2
211	если мы	1	2
212	до конца	3	2
213	мир а	1	2
214	а не	17	2
215	мира в	6	2
216	высот и	1	2
217	в последней	1	2
218	и потому	2	2
219	как это	1	2
220	не был	1	2
221	знать что	2	2
222	в мистерии	1	2
223	что мы	1	2
224	мира и	4	2
225	в индивидуальном	1	2
226	для нас	4	2
227	от него	3	2
228	в эту	1	2
229	в этих	1	2
230	еще более	2	2
231	в том	6	2
232	все они	1	2
233	здесь же	1	2
234	жизнь человека	1	1
235	ту же	1	1
236	смерти другого	1	1
237	все остальное	2	1
238	мир где	5	1
239	утверждение что	1	1
240	на самом	3	1
241	он может	2	1
242	тем же	1	1
243	из его	3	1
244	в зависимости	1	1
245	в их	8	1
246	его не	1	1
247	здесь нам	1	1
248	и себя	1	1
249	на первом	2	1
250	что уже	1	1
251	чтобы не	2	1
252	он как	1	1
253	так чтобы	1	1
254	совпадает с	1	1
255	жизни как	5	1
256	были в	1	1
257	ему в	2	1
258	зависимости от	1	1
259	мы здесь	2	1
260	и говорить	1	1
261	еще не	4	1
262	мысли и	1	1
263	в различных	1	1
264	и мира	1	1
265	тем как	3	1
266	бы не	3	1
267	для жизни	1	1
268	и всякий	1	1
269	свою жизнь	2	1
270	и оценок	1	1
271	по отношению	26	1
272	менее всего	6	1
273	на которого	1	1
274	отношение к	5	1
275	себе и	3	1
276	не просто	1	1
277	нет и	3	1
278	есть просто	1	1
279	один и	1	1
280	стал бы	2	1
281	и я	5	1
282	мы дадим	1	1
283	ибо на	1	1
284	нечто подобное	1	1
285	которую и	1	1
286	и к	1	1
287	в действительности	1	1
288	в этот	1	1
289	и полностью	1	1
290	в которой	1	1
291	в целом	10	1
292	в нашем	1	1
293	думать что	2	1
294	для мира	1	1
295	как основной	1	1
296	бы только	1	1
297	ее как	2	1
298	если он	1	1
299	этот процесс	1	1
300	жизнью и	1	1
301	такие которые	1	1
302	по самому	1	1
303	оно было	1	1
304	в соответствующей	1	1
305	являются лишь	1	1
306	перестает быть	1	1
307	неотъемлемый момент	1	1
308	он должен	1	1
309	не как	4	1
310	падает в	1	1
311	события в	3	1
312	и напряжение	1	1
313	новое и	1	1
314	другого мира	1	1
315	из него	3	1
316	и по	1	1
317	т.е от	1	1
318	с собой	1	1
319	но все	5	1
320	значительной степени	1	1
321	котором говорит	1	1
322	в каждом	3	1
323	и момент	4	1
324	их и	1	1
325	значило бы	2	1
326	его в	5	1
327	и других	2	1
328	он есть	1	1
329	не совпадает	1	1
330	форму и	1	1
331	должен был	1	1
332	эти моменты	2	1
333	и тем	3	1
334	между отдельными	1	1
335	здесь нет	2	1
336	в жизни	2	1
337	смерть и	1	1
338	говорить в	1	1
339	все границы	1	1
340	с тем	2	1
341	которой он	2	1
342	он и	2	1
343	несмотря на	1	1
344	чем в	1	1
345	и было	1	1
346	и того	2	1
347	отсюда что	1	1
348	момента в	1	1
349	но где	1	1
350	место в	5	1
351	содержания а	1	1
352	могло бы	4	1
353	от его	5	1
354	признать что	1	1
355	веков и	1	1
356	поэтому в	1	1
357	мир и	1	1
358	совершенно иначе	1	1
359	был не	1	1
360	и эти	2	1
361	ним в	1	1
362	для нее	7	1
363	по себе	2	1
364	в отношении	1	1
365	при всех	1	1
366	не менее	3	1
367	не раз	1	1
368	эта мысль	1	1
369	в смысле	6	1
370	дело в	2	1
371	существенная связь	1	1
372	и именно	2	1
373	но только	1	1
374	не имеет	5	1
375	ничего не	3	1
376	одна из	1	1
377	между жизнью	1	1
378	и весь	2	1
379	место это	1	1
380	ровно ничего	1	1
381	самому своему	1	1
382	ему и	1	1
383	факта что	1	1
384	у меня	1	1
385	ни о	1	1
386	представляется нам	1	1
387	в момент	3	1
388	исходить из	1	1
389	могут быть	3	1
390	во все	1	1
391	такова концепция	1	1
392	его с	2	1
393	смерти и	1	1
394	той или	3	1
395	игра в	1	1
396	день и	1	1
397	для героя	1	1
398	где он	3	1
399	этот акт	6	1
400	и это	12	1
401	оно может	1	1
402	аналогию с	1	1
403	и о	1	1
404	более не	1	1
405	и землю	1	1
406	и завершенное	1	1
407	здесь не	3	1
408	всего этого	1	1
409	же не	1	1
410	в себя	7	1
411	в ту	2	1
412	по способу	1	1
413	дано в	1	1
414	если ты	3	1
415	его самого	1	1
416	не за	1	1
417	ясно что	3	1
418	особенно в	1	1
419	мог бы	1	1
420	и каждый	1	1
421	в весьма	1	1
422	жизнь и	2	1
423	основана на	1	1
424	книги только	1	1
425	даны в	2	1
426	собой и	1	1
427	границу между	1	1
428	остановимся на	1	1
429	но эту	1	1
430	об этом	1	1
431	связанная с	1	1
432	и глубокая	1	1
433	со всех	1	1
434	о нем	4	1
435	каждый раз	1	1
436	и здесь	7	1
437	где оно	1	1
438	и т.д	2	1
439	и плотью	1	1
440	настоящее время	1	1
441	места для	1	1
442	мысль не	2	1
443	только за	1	1
444	оно ни	1	1
445	можно сказать	1	1
446	основе своей	2	1
447	акта в	2	1
448	положения и	3	1
449	места и	4	1
450	нем не	1	1
451	за этим	1	1
452	от них	1	1
453	этот момент	6	1
454	что и	7	1
455	это не	10	1
456	сказать и	1	1
457	нем и	3	1
458	в лучшем	1	1
459	различия между	1	1
460	всех сторон	1	1
461	то все	1	1
462	здесь вовсе	1	1
463	из всех	1	1
464	с ними	3	1
465	целого и	1	1
466	и так	1	1
467	это очень	1	1
468	которых он	1	1
469	их не	1	1
470	индивидуальную и	1	1
471	конечно этот	2	1
472	события и	1	1
473	уже не	7	1
474	далее здесь	1	1
475	а то	1	1
476	не дает	3	1
477	и небо	1	1
478	мир в	11	1
479	и час	2	1
480	одно из	1	1
481	для него	8	1
482	ни в	12	1
483	говорить об	1	1
484	акт в	1	1
485	и должна	3	1
486	ее не	1	1
487	к ним	4	1
488	мы можем	1	1
489	это значило	2	1
490	вернется к	1	1
491	они будут	1	1
492	для того	3	1
493	момент в	7	1
494	чувствует себя	1	1
495	со всем	5	1
496	или иной	2	1
497	и из	1	1
498	однако что	2	1
499	должно знать	1	1
500	во второй	1	1
501	а с	2	1
502	по всей	1	1
503	себя и	2	1
504	слиты в	1	1
505	ты должен	1	1
506	положений и	1	1
507	притом не	1	1
508	не было	8	1
509	но лишь	6	1
510	не знает	5	1
511	ничем не	1	1
512	только момент	4	1
513	его как	5	1
514	здесь лишь	1	1
515	для этой	3	1
516	в системах	1	1
517	стороны в	3	1
518	связь с	1	1
519	него в	1	1
520	на чем	1	1
521	к его	1	1
522	мы говорим	1	1
523	подхода к	2	1
524	места где	1	1
525	но этот	1	1
526	не из	2	1
527	над ним	1	1
528	остается и	1	1
529	что за	2	1
530	не он	1	1
531	смысле этого	1	1
532	это есть	2	1
533	и связанных	1	1
534	действительно ли	2	1
535	системы поэтому	1	1
536	час и	1	1
537	этого слова	2	1
538	не является	1	1
539	первом плане	2	1
540	слова и	1	1
541	не касается	1	1
542	только для	1	1
543	на своем	3	1
544	лучшем случае	1	1
545	между прочим	1	1
546	здесь есть	1	1
547	и времени	1	1
548	ты хочешь	2	1
549	не существует	1	1
550	не подлежит	1	1
551	действительно есть	1	1
552	имеет дело	1	1
553	и видит	1	1
554	в настоящее	1	1
555	а к	1	1
556	из себя	8	1
557	что значит	2	1
558	и оформление	1	1
559	не падает	1	1
560	нисколько не	4	1
561	видения и	2	1
562	что форма	1	1
563	жизни а	1	1
564	него и	1	1
565	отношению к	22	1
566	бы его	1	1
567	и другой	1	1
568	но эти	1	1
569	пространстве и	1	1
570	по поводу	1	1
571	это в	1	1
