N	2gram	Bakhtin_Fr_4	StatiiOP
200	знаком с	1	2
201	раз в	2	2
202	ни с	2	2
203	в конце	9	2
204	так как	7	2
205	может быть	2	2
206	в них	7	2
207	в особенности	2	2
208	со стороны	2	2
209	о своей	2	2
210	и др	4	2
211	говорит о	1	2
212	и самый	1	2
213	в некоторых	1	2
214	на этот	1	2
215	не на	2	2
216	или с	1	2
217	и вообще	1	2
218	эти слова	1	2
219	и потому	1	2
220	отрывок из	1	2
221	по своему	4	2
222	в данном	1	2
223	в тех	1	2
224	из этой	1	2
225	только о	1	2
226	с этой	1	2
227	это был	2	2
228	сцены в	1	2
229	как своего	1	2
230	в результате	4	2
231	конечно и	3	2
232	не должен	1	2
233	только что	1	2
234	во время	10	2
235	сказать что	5	2
236	утверждать что	1	2
237	и другие	2	2
238	они не	2	2
239	ту же	1	1
240	xvii века	1	1
241	с жизнью	2	1
242	жил в	1	1
243	с кем	1	1
244	и то	2	1
245	это и	5	1
246	в приведенном	2	1
247	освящены традицией	1	1
248	характерное для	1	1
249	по преимуществу	3	1
250	и до	5	1
251	но важно	1	1
252	в какой-то	1	1
253	века в	1	1
254	той же	3	1
255	несколько лет	1	1
256	возможно по	1	1
257	брань и	3	1
258	мы не	1	1
259	большую роль	2	1
260	этот был	2	1
261	в сущности	6	1
262	говорить о	1	1
263	не вполне	1	1
264	и отрицательных	2	1
265	результате с	1	1
266	на свою	1	1
267	при решении	1	1
268	которое в	1	1
269	к брату	1	1
270	в каждой	1	1
271	литературы и	1	1
272	еще не	4	1
273	на них	2	1
274	он сам	1	1
275	в чем	3	1
276	этого эпизода	7	1
277	понятно почему	2	1
278	а тем	1	1
279	но как	3	1
280	отношение к	1	1
281	были глубоко	1	1
282	тут же	1	1
283	воплощенной в	1	1
284	независимо от	1	1
285	вот как	2	1
286	до его	1	1
287	от истории	1	1
288	становится особенно	1	1
289	на высоту	1	1
290	целый ряд	1	1
291	новую жизнь	1	1
292	нового и	1	1
293	непосредственно из	1	1
294	что слово	1	1
295	за собой	1	1
296	они представители	1	1
297	нее так	1	1
298	из соображений	1	1
299	с тех	1	1
300	всего к	1	1
301	с их	1	1
302	им в	2	1
303	своем романе	2	1
304	и тот	2	1
305	только один	1	1
306	говорят о	1	1
307	о ее	1	1
308	исторические события	1	1
309	с громадным	1	1
310	спустя после	1	1
311	к участию	1	1
312	и если	1	1
313	что она	1	1
314	этом споре	1	1
315	приведенный отрывок	1	1
316	одному из	2	1
317	эта последняя	1	1
318	к одному	1	1
319	не как	1	1
320	новое и	2	1
321	например как	1	1
322	мало того	1	1
323	на этом	2	1
324	одно и	1	1
325	в основу	2	1
326	старика но	1	1
327	он просто	1	1
328	они должны	1	1
329	значение в	1	1
330	об этой	1	1
331	связанных с	2	1
332	что мне	1	1
333	те же	1	1
334	была в	1	1
335	обратился к	1	1
336	на этой	2	1
337	зрения на	1	1
338	роль в	3	1
339	что один	1	1
340	почти единственным	1	1
341	был очень	1	1
342	текст в	1	1
343	площадной и	1	1
344	а за	1	1
345	мы видели	7	1
346	на пир	3	1
347	в тоне	1	1
348	ряд новых	1	1
349	такой же	3	1
350	еще раз	2	1
351	на таких	1	1
352	во второй	2	1
353	и их	3	1
354	пор в	1	1
355	что вся	1	1
356	место в	2	1
357	его современников	2	1
358	то его	1	1
359	в условиях	1	1
360	прочим и	1	1
361	значение для	1	1
362	вплоть до	1	1
363	нельзя было	1	1
364	эпизода и	2	1
365	было связано	1	1
366	и почти	1	1
367	и очень	1	1
368	несовместимое с	1	1
369	можно ли	1	1
370	собственному признанию	1	1
371	виду что	1	1
372	принадлежат к	2	1
373	существенно связан	3	1
374	на него	1	1
375	тех пор	1	1
376	в основе	2	1
377	которого он	1	1
378	но только	2	1
379	совершенно правильно	1	1
380	чем не	1	1
381	и без	1	1
382	же время	8	1
383	как она	1	1
384	и народной	1	1
385	прежде чем	1	1
386	участию в	1	1
387	в стихотворной	1	1
388	как будто	2	1
389	в городе	1	1
390	нам что	1	1
391	главный мотив	1	1
392	он и	5	1
393	под видом	2	1
394	и вполне	3	1
395	похож на	1	1
396	которого я	1	1
397	его за	1	1
398	с полной	2	1
399	они и	1	1
400	этого рода	2	1
401	как мы	10	1
402	значения и	1	1
403	что все	1	1
404	четыре раза	1	1
405	свою очередь	1	1
406	здесь не	3	1
407	данном случае	1	1
408	средних веков	3	1
409	эпизода в	2	1
410	то время	2	1
411	так в	1	1
412	отрицательную оценку	1	1
413	на том	1	1
414	легенды о	1	1
415	переход к	1	1
416	можно было	1	1
417	в борьбе	1	1
418	однако ж	3	1
419	найти в	1	1
420	она была	1	1
421	с реальными	1	1
422	возможно что	1	1
423	поэтому в	2	1
424	и всякого	1	1
425	в эпоху	15	1
426	что значит	3	1
427	образом в	3	1
428	связанное с	1	1
429	со всех	1	1
430	быть ни	1	1
431	не существовало	1	1
432	и источников	1	1
433	но к	1	1
434	скажу что	1	1
435	с того	1	1
436	можно сказать	1	1
437	и во	1	1
438	обходилось без	1	1
439	лет спустя	1	1
440	от них	1	1
441	только после	1	1
442	судить о	1	1
443	эти два	1	1
444	и разнообразием	1	1
445	в форме	1	1
446	все время	3	1
447	для самого	1	1
448	конце концов	4	1
449	и всего	1	1
450	каждая реплика	1	1
451	не случайно	3	1
452	один из	4	1
453	не хотят	1	1
454	из толпы	1	1
455	тот же	3	1
456	с ними	3	1
457	недаром и	2	1
458	будто бы	1	1
459	и освящены	1	1
460	до нас	2	1
461	поэтому и	5	1
462	на смертном	1	1
463	или же	1	1
464	все были	1	1
465	это же	2	1
466	не будет	1	1
467	его друзей	1	1
468	кто хотел	2	1
469	конечно не	4	1
470	и исторических	1	1
471	уже в	2	1
472	только на	1	1
473	и новым	1	1
474	чем обычно	1	1
475	г и	1	1
476	этого процесса	1	1
477	ж не	1	1
478	средства для	2	1
479	был вполне	1	1
480	ведь это	3	1
481	в известной	3	1
482	у нее	1	1
483	мы можем	3	1
484	как его	1	1
485	у него	5	1
486	смысле слова	1	1
487	усматривали в	1	1
488	но за	1	1
489	в очень	1	1
490	раза в	2	1
491	за пределы	1	1
492	и создавал	1	1
493	что тот	1	1
494	очень много	1	1
495	к которому	2	1
496	романа в	1	1
497	в живом	1	1
498	них и	1	1
499	церкви и	3	1
500	нужно сказать	2	1
501	и стал	1	1
502	после этих	1	1
503	не исключает	1	1
504	на которых	1	1
505	который с	1	1
506	в ту	2	1
507	с которым	1	1
508	в свете	1	1
509	в руках	1	1
510	не умеют	1	1
511	на эту	3	1
512	что из	2	1
513	французской поэзии	1	1
514	и тут	1	1
515	и слово	1	1
516	жизнь в	1	1
517	в связи	1	1
518	не обходилось	1	1
519	было в	2	1
520	но оно	2	1
521	года но	1	1
522	находим и	1	1
523	над ним	1	1
524	в изображении	1	1
525	исторических и	1	1
526	одновременно и	3	1
527	и всей	1	1
528	со всею	1	1
529	да и	2	1
530	жизни в	2	1
531	на свете	2	1
532	ссылается на	2	1
533	все как	1	1
534	смертном одре	1	1
535	нечто совершенно	1	1
536	по дороге	1	1
537	народном языке	1	1
538	нужно отметить	3	1
539	этом и	1	1
540	слова самые	1	1
541	которые были	1	1
542	сторона этого	1	1
543	при всем	1	1
544	в книге	1	1
545	в более	1	1
546	отправился к	1	1
547	и для	2	1
548	которых он	2	1
549	и сами	1	1
550	поэму в	1	1
551	стихию как	1	1
552	и от	1	1
553	или в	2	1
554	этой системы	4	1
555	в отдельных	1	1
556	к одной	1	1
557	для нас	1	1
558	от него	1	1
559	и все	13	1
560	идет не	1	1
561	бы он	1	1
562	исторической действительности	1	1
563	у которого	1	1
564	все они	5	1
565	и роста	1	1
566	важно подчеркнуть	1	1
567	в свою	1	1
568	к самому	1	1
569	между ними	2	1
570	и внутренне	1	1
571	их с	2	1
572	перестали быть	1	1
573	что многие	1	1
574	к его	1	1
575	но этот	2	1
576	из этого	2	1
577	этой сцены	2	1
578	в трех	2	1
579	жизни и	4	1
580	но эти	2	1
581	а я	1	1
582	при оценке	1	1
583	как слово	1	1
584	в своих	2	1
585	и языковой	1	1
586	в таком	1	1
587	все что	1	1
588	и низкий	1	1
589	том числе	3	1
