N	2gram	Bakhtin_Pr_2	EvropaiC
344	но для	1	2
345	с уже	1	2
346	на более	1	2
347	не от	1	2
348	с ними	4	2
349	между ними	4	2
350	не знает	4	2
351	возможно лишь	1	2
352	в свою	1	2
353	два человека	1	2
354	они не	2	2
355	я и	3	1
356	например в	2	1
357	все остальное	1	1
358	и понимает	3	1
359	он может	2	1
360	силы и	1	1
361	показаться что	1	1
362	это и	1	1
363	в первом	1	1
364	смысл этого	1	1
365	какого-нибудь другого	1	1
366	из его	1	1
367	сам автор	4	1
368	эпохи то	1	1
369	все те	2	1
370	высшей степени	1	1
371	но те	1	1
372	в зависимости	3	1
373	собою в	1	1
374	и должен	1	1
375	она к	1	1
376	той же	1	1
377	отношения к	2	1
378	а как	4	1
379	есть не	1	1
380	говорит за	2	1
381	на тех	1	1
382	мы не	1	1
383	которую мы	2	1
384	из своих	2	1
385	единство и	1	1
386	только благодаря	1	1
387	такое положение	1	1
388	время как	1	1
389	на практике	1	1
390	я не	6	1
391	смотря на	1	1
392	зависимости от	3	1
393	собою и	1	1
394	духе и	1	1
395	стороны его	2	1
396	на них	2	1
397	он сам	6	1
398	всем этим	2	1
399	всю свою	1	1
400	с его	8	1
401	точками зрения	2	1
402	бы не	3	1
403	в теснейшей	1	1
404	истинный смысл	2	1
405	и другие	4	1
406	а только	2	1
407	слова были	1	1
408	перед глазами	1	1
409	него все	1	1
410	со стороны	4	1
411	ее он	1	1
412	нет и	3	1
413	трудно для	1	1
414	него только	1	1
415	в центре	1	1
416	если она	1	1
417	из возможных	2	1
418	как в	4	1
419	есть они	2	1
420	на вид	1	1
421	перед нами	4	1
422	кроме того	1	1
423	каждого своя	1	1
424	и как	2	1
425	вне этого	1	1
426	громче но	1	1
427	что входит	2	1
428	психологии и	1	1
429	самой природе	1	1
430	бы с	1	1
431	он в	1	1
432	они почти	1	1
433	у каждого	1	1
434	является лишь	1	1
435	ни одна	1	1
436	нами в	4	1
437	вид и	1	1
438	сливаются в	1	1
439	действительно становится	1	1
440	на его	5	1
441	видит и	5	1
442	но именно	1	1
443	раз навсегда	1	1
444	одному из	1	1
445	силой и	2	1
446	перестает быть	3	1
447	когда все	1	1
448	и еще	1	1
449	идеи и	4	1
450	и вот	2	1
451	т.е что	1	1
452	произведения в	1	1
453	его можно	1	1
454	людей и	2	1
455	лишь с	1	1
456	тут не	2	1
457	в каждом	4	1
458	здесь мы	1	1
459	друг в	3	1
460	другом случае	1	1
461	в каком-нибудь	1	1
462	из самой	1	1
463	зрения на	5	1
464	и другом	1	1
465	входит в	9	1
466	это было	2	1
467	тут надо	1	1
468	с другими	7	1
469	он есть	2	1
470	лишь на	2	1
471	характер не	1	1
472	цветов радуги	2	1
473	стоит на	1	1
474	указаний на	1	1
475	кажется что	2	1
476	по всему	1	1
477	их всех	1	1
478	рядом с	3	1
479	она и	3	1
480	на второй	1	1
481	разобранные нами	1	1
482	до сознания	1	1
483	их взаимоотношения	1	1
484	но лишь	1	1
485	а за	2	1
486	его сознании	1	1
487	слова что	1	1
488	которой он	1	1
489	с большою	1	1
490	говорили в	2	1
491	в развитии	2	1
492	ряде других	2	1
493	в научной	1	1
494	будут сидеть	1	1
495	лучше всего	1	1
496	в своей	6	1
497	можно найти	2	1
498	это делает	2	1
499	с только	1	1
500	жизни с	1	1
501	что я	1	1
502	и нужно	1	1
503	для всякого	1	1
504	строго говоря	1	1
505	является только	1	1
506	из области	1	1
507	и той	3	1
508	и определенной	1	1
509	но он	1	1
510	друг другу	1	1
511	по крайней	2	1
512	а всегда	1	1
513	и эти	1	1
514	их в	7	1
515	с такими	2	1
516	на всю	1	1
517	того кто	1	1
518	ее дальнейшего	1	1
519	в отношении	1	1
520	а от	1	1
521	вещи не	1	1
522	все три	6	1
523	есть нечто	1	1
524	самого начала	1	1
525	не имеет	3	1
526	на котором	1	1
527	в науке	2	1
528	и притом	1	1
529	ее с	3	1
530	к этим	1	1
531	и сама	1	1
532	уже очень	1	1
533	не по	3	1
534	или лучше	1	1
535	может только	1	1
536	нельзя не	1	1
537	дело в	1	1
538	они являются	1	1
539	бы все	1	1
540	всех своих	1	1
541	более что	1	1
542	видим что	1	1
543	ни тем	1	1
544	и относится	1	1
545	уже говорили	2	1
546	и его	8	1
547	со своим	1	1
548	мы бы	1	1
549	характерного для	1	1
550	и свою	2	1
551	только с	1	1
552	чтобы решение	1	1
553	не потому	2	1
554	может показаться	1	1
555	не совсем	2	1
556	конечно только	1	1
557	гораздо сложнее	1	1
558	становится как	1	1
559	есть только	4	1
560	да и	1	1
561	для развития	1	1
562	только еще	1	1
563	числе и	2	1
564	является одним	1	1
565	всего что	1	1
566	бы он	2	1
567	теснейшей связи	1	1
568	как человек	2	1
569	они и	2	1
570	даже когда	1	1
571	т.е в	1	1
572	для себя	3	1
573	правда не	1	1
574	оно может	1	1
575	своего развития	2	1
576	потому не	1	1
577	бы их	5	1
578	на нем	1	1
579	эта борьба	1	1
580	здесь не	2	1
581	не могу	1	1
582	без всякого	1	1
583	некоторые другие	1	1
584	зрения всякой	1	1
585	сохраняет свою	1	1
586	с самого	1	1
587	лучше сказать	1	1
588	говорили что	1	1
589	то время	1	1
590	так в	1	1
591	приводит к	1	1
592	как с	1	1
593	котором мы	1	1
594	о тех	1	1
595	поставив себе	1	1
596	и другими	2	1
597	самого понятия	1	1
598	сам он	2	1
599	иногда в	1	1
600	ибо только	1	1
601	именно этот	1	1
602	можно только	1	1
603	не исчерпывается	2	1
604	важно чтобы	1	1
605	ничего не	3	1
606	или иной	3	1
607	одно это	1	1
608	находится в	2	1
609	говорят что	1	1
610	быть в	2	1
611	этих идей	1	1
612	другом месте	1	1
613	и ничем	1	1
614	и та	1	1
615	за пределами	1	1
616	никак не	1	1
617	этой мысли	1	1
618	с постоянным	1	1
619	других людей	1	1
620	образом мы	1	1
621	котором они	1	1
622	препятствия и	1	1
623	которых они	1	1
624	от них	2	1
625	вся эта	1	1
626	на одном	1	1
627	во всей	1	1
628	крайней мере	2	1
629	в другой	1	1
630	и главное	1	1
631	принципов до	1	1
632	свободно без	1	1
633	и следовательно	7	1
634	и всякое	1	1
635	в лучшем	1	1
636	человека нам	1	1
637	но тут	1	1
638	в современной	1	1
639	основанное на	1	1
640	как из	1	1
641	на которой	1	1
642	один из	2	1
643	мы видим	2	1
644	к их	1	1
645	в разные	1	1
646	оценивает все	1	1
647	поэтому и	3	1
648	за себя	2	1
649	что так	1	1
650	бы ни	1	1
651	окружающей его	1	1
652	с которыми	2	1
653	со своих	1	1
654	же и	1	1
655	с нею	1	1
656	уже не	6	1
657	уже в	4	1
658	только на	1	1
659	благодаря постоянному	1	1
660	двумя основными	1	1
661	на этих	1	1
662	может случиться	1	1
663	другими людьми	1	1
664	этой новой	2	1
665	за ним	1	1
666	возможности для	1	1
667	в этом-то	1	1
668	бы тот	1	1
669	ними нет	1	1
670	мы находим	1	1
671	и со	2	1
672	в прошлом	1	1
673	для меня	2	1
674	друг друга	7	1
675	мы охарактеризовали	1	1
676	тем что	2	1
677	в других	1	1
678	даже и	2	1
679	были бы	2	1
680	именно как	1	1
681	к совершенно	1	1
682	одном уровне	1	1
683	и даже	3	1
684	в высшей	1	1
685	а именно	3	1
686	эти две	1	1
687	будет ли	1	1
688	в меньшей	1	1
689	случаев в	1	1
690	как же	2	1
691	к его	1	1
692	и затем	2	1
693	точке зрения	3	1
694	и пр	2	1
695	а на	2	1
696	может ли	1	1
697	а сам	1	1
698	до конца	7	1
699	а не	10	1
700	зависит от	1	1
701	миром в	1	1
702	и оно	2	1
703	а так	1	1
704	на эту	1	1
705	или с	1	1
706	среди других	2	1
707	он и	4	1
708	себя на	2	1
709	к сознанию	1	1
710	именно поэтому	1	1
711	знает все	1	1
712	вступает в	4	1
713	эта идея	1	1
714	данного произведения	2	1
715	о возможности	1	1
716	конечно на	2	1
717	в человеке	10	1
718	в область	1	1
719	и трагическую	1	1
720	наряду с	1	1
721	смысле этого	2	1
722	могут быть	4	1
723	есть как	1	1
724	главным предметом	1	1
725	общения с	1	1
726	для их	1	1
727	каждом индивидуальном	1	1
728	из отдельных	1	1
729	их отношение	1	1
730	быть не	1	1
731	стремления к	1	1
732	дело идет	6	1
733	общение между	1	1
734	только для	2	1
735	строить какие-либо	1	1
736	лучшем случае	1	1
737	все остальные	1	1
738	мире а	1	1
739	силы над	1	1
740	она должна	1	1
741	всего в	1	1
742	в более	1	1
743	доказательной силы	1	1
744	пор еще	1	1
745	в самые	1	1
746	и среди	2	1
747	и перед	1	1
748	лишь из	1	1
749	лишь как	1	1
750	или нет	1	1
751	еще более	1	1
752	в большей	1	1
753	всю эту	1	1
754	или не	2	1
755	в друге	3	1
756	в равной	1	1
757	в целях	1	1
758	жизни в	2	1
759	это все	1	1
760	две стороны	1	1
761	сказать что	5	1
762	подошел к	1	1
763	была бы	3	1
764	у людей	1	1
765	мы считаем	2	1
766	всех других	1	1
767	стоящей на	1	1
768	что ни	1	1
769	не способны	1	1
770	эту традицию	1	1
771	на своем	1	1
772	проникнуть в	1	1
773	которые имеют	2	1
774	всем этом	1	1
775	а может	3	1
776	вполне понятно	1	1
777	ее в	2	1
778	в своих	4	1
779	и эта	3	1
780	они вступают	1	1
781	том числе	2	1
