N	2gram	Kanaev_Sov_1	Problema
142	но уже	1	3
143	все равно	1	3
144	и тогда	1	3
145	что такое	2	3
146	бы к	1	3
147	но эта	1	3
148	необходимо сказать	1	3
149	ничего не	6	3
150	для его	2	3
151	если же	2	3
152	она не	1	3
153	когда в	1	3
154	если бы	1	3
155	виде и	1	3
156	каждый раз	6	3
157	или как	1	3
158	во всей	1	3
159	может иметь	2	3
160	быть и	2	3
161	этот вопрос	1	3
162	вся эта	1	3
163	самом деле	2	3
164	уже в	3	3
165	а это	1	3
166	этот раз	1	3
167	случае не	1	3
168	отличие от	2	3
169	говорим о	2	3
170	здесь в	1	3
171	прежде всего	5	3
172	ни о	1	3
173	это за	2	3
174	в любом	1	3
175	в условиях	5	3
176	в заключение	1	3
177	это уже	1	3
178	она уже	1	3
179	и все	3	3
180	и ни	1	3
181	ни было	1	3
182	же в	1	3
183	есть то	1	3
184	того же	1	2
185	и до	1	2
186	значение но	1	2
187	и могут	1	2
188	мы имеем	1	2
189	быть в	1	2
190	во всех	1	2
191	совсем не	1	2
192	то он	1	2
193	мы будем	1	2
194	и будет	2	2
195	в известном	1	2
196	с этим	2	2
197	дает нам	2	2
198	и нет	1	2
199	тем же	2	2
200	для ее	1	2
201	в которой	2	2
202	не будем	2	2
203	он в	3	2
204	а может	1	2
205	нами в	1	2
206	в наших	3	2
207	что все	2	2
208	и может	1	2
209	в другом	1	2
210	ведь в	1	2
211	для них	1	2
212	для чего	1	2
213	мы видели	4	2
214	жизни но	1	2
215	и при	1	2
216	с точки	5	2
217	что вся	1	2
218	в отличие	2	2
219	от его	1	2
220	и более	1	2
221	если нет	1	2
222	при условии	1	2
223	на котором	2	2
224	в процессе	1	2
225	но что	1	2
226	и именно	2	2
227	и всегда	1	2
228	и по	2	2
229	ровно ничего	1	2
230	ничто не	1	2
231	могут быть	2	2
232	что при	2	2
233	можем назвать	3	2
234	с ее	1	2
235	настоящее время	2	2
236	определенным образом	1	2
237	она может	2	2
238	том как	1	2
239	что дело	1	2
240	в настоящее	2	2
241	и во	2	2
242	природы и	1	2
243	очень мало	1	2
244	и следовательно	1	2
245	по мнению	2	2
246	с одной	2	2
247	да еще	1	2
248	и у	1	2
249	ведь если	1	2
250	в начале	1	2
251	из них	4	2
252	случае когда	1	2
253	много и	1	2
254	о каком	1	2
255	нет нужды	1	2
256	до сих	1	2
257	от другой	1	2
258	на ее	1	2
259	нельзя сказать	1	2
260	именно в	1	2
261	в природе	1	2
262	только к	1	2
263	вместе с	4	2
264	и особенно	1	2
265	из которых	2	2
266	этим мы	3	2
267	по существу	1	2
268	сих пор	1	2
269	и для	1	2
270	при таком	3	2
271	в результате	6	2
272	другое дело	1	2
273	все они	1	2
274	и начала	1	1
275	он может	3	1
276	мы получили	1	1
277	идет о	1	1
278	мы имели	1	1
279	в первом	3	1
280	строго отличать	1	1
281	той же	2	1
282	из всех	1	1
283	принадлежит только	1	1
284	и само	1	1
285	всякой реальной	1	1
286	и ничего	1	1
287	существующими в	1	1
288	вопрос о	4	1
289	именно к	1	1
290	совсем иное	1	1
291	для нашей	1	1
292	мы ее	1	1
293	подчеркнуть что	1	1
294	может выполнять	1	1
295	между собой	3	1
296	идти некуда	1	1
297	видели что	3	1
298	данного элемента	1	1
299	и все-таки	1	1
300	и речи	1	1
301	один и	1	1
302	всю эту	1	1
303	всего мы	1	1
304	независимо от	1	1
305	угодно и	1	1
306	следующим образом	3	1
307	именно эта	1	1
308	в этот	1	1
309	чего же	1	1
310	на какой	1	1
311	делать так	1	1
312	из этих	2	1
313	одном случае	1	1
314	и действительное	1	1
315	говорить об	2	1
316	остановиться на	1	1
317	и тот	1	1
318	но ведь	1	1
319	как он	3	1
320	на его	2	1
321	все те	2	1
322	что сказать	1	1
323	наконец мы	1	1
324	с бесконечным	1	1
325	возникновения и	1	1
326	какой бы	1	1
327	что она	3	1
328	это конечно	1	1
329	конечно в	2	1
330	общего не	1	1
331	жизни вообще	1	1
332	каждого элемента	4	1
333	может стать	1	1
334	своя собственная	1	1
335	отличать от	1	1
336	само собою	3	1
337	ценность и	1	1
338	роли и	1	1
339	на второй	1	1
340	в своих	1	1
341	которой он	2	1
342	всегда и	1	1
343	в один	2	1
344	сказать так	1	1
345	в такой	1	1
346	наших дней	1	1
347	мы конечно	1	1
348	это делает	1	1
349	и благодаря	1	1
350	она в	1	1
351	никакому сомнению	1	1
352	мы называем	3	1
353	представление о	1	1
354	то его	1	1
355	знаем что	2	1
356	и значит	1	1
357	и той	1	1
358	точку зрения	4	1
359	но они	1	1
360	на другую	1	1
361	без всяких	1	1
362	общего и	1	1
363	которых данное	1	1
364	зрения и	1	1
365	же мы	2	1
366	и вся	1	1
367	что с	1	1
368	ее даже	1	1
369	далее что	1	1
370	мысли в	1	1
371	только из	1	1
372	говорить что	1	1
373	одной и	1	1
374	исчезает из	1	1
375	только не	1	1
376	и займемся	2	1
377	представлять себе	2	1
378	такие же	2	1
379	и живой	1	1
380	если у	1	1
381	не могут	2	1
382	хотя конечно	1	1
383	назвать в	1	1
384	этого и	1	1
385	собою ясно	1	1
386	в очень	1	1
387	только одну	2	1
388	приходится сказать	1	1
389	факт что	1	1
390	значение этих	1	1
391	в дальнейшем	4	1
392	одинаково возможны	1	1
393	а все	3	1
394	поэтому в	1	1
395	только так	2	1
396	и та	1	1
397	но мы	3	1
398	к одному	1	1
399	все его	1	1
400	образом если	1	1
401	во втором	1	1
402	из нескольких	1	1
403	в ту	1	1
404	все время	1	1
405	которых она	1	1
406	но этим	1	1
407	и действительно	1	1
408	целого и	1	1
409	он уже	1	1
410	точка зрения	1	1
411	со всеми	2	1
412	промежуток времени	1	1
413	не можем	7	1
414	и они	2	1
415	за такое	1	1
416	себе в	1	1
417	общим характером	1	1
418	в одном	3	1
419	из одной	1	1
420	как его	1	1
421	у него	2	1
422	отметить что	1	1
423	и им	1	1
424	каждый элемент	1	1
425	ее на	2	1
426	а потому	1	1
427	а потом	1	1
428	с общим	2	1
429	этого объяснения	1	1
430	мы это	1	1
431	случае такого	1	1
432	и эту	1	1
433	один смысл	1	1
434	такое же	1	1
435	в живом	2	1
436	мы надеемся	1	1
437	конечно нет	1	1
438	нужно сказать	1	1
439	поскольку она	1	1
440	правда и	1	1
441	именно таковы	1	1
442	для их	1	1
443	там где	1	1
444	нет в	1	1
445	всех элементов	3	1
446	тот факт	1	1
447	эту терминологию	1	1
448	одной стороны	1	1
449	быть только	1	1
450	образом на	1	1
451	где это	1	1
452	и критику	1	1
453	сцене появляются	1	1
454	еще раз	1	1
455	благодаря этому	1	1
456	и развития	1	1
457	но для	1	1
458	например у	1	1
459	случае он	1	1
460	указать на	1	1
461	это как	1	1
462	но отнюдь	1	1
463	в отдельных	1	1
464	не представляет	1	1
465	себя самого	1	1
466	но еще	1	1
467	вполне достаточно	1	1
468	несмотря на	1	1
469	равно как	1	1
470	это просто	1	1
471	мере в	1	1
472	самое что	1	1
473	них это	1	1
474	к этому	1	1
475	можно назвать	2	1
476	они не	1	1
477	образом одна	1	1
