N	2gram	Losev_Dial_4	TeoriaLi
340	ведет к	1	1
341	в чистом	1	1
342	их фактического	1	1
343	об основной	1	1
344	же я	1	1
345	и становится	1	1
346	но я	1	1
347	но если	5	1
348	и без	2	1
349	эстетическое восприятие	1	1
350	в котором	2	1
351	и процесс	1	1
352	еще нет	1	1
353	себе а	1	1
354	не как	4	1
355	до последнего	1	1
356	– один	1	1
357	– только	3	1
358	сам же	1	1
359	– у	3	1
360	этих моментов	1	1
361	творчества творчество	1	1
362	друг другу	1	1
363	имеем не	1	1
364	и более	1	1
365	чем собственно	1	1
366	свобода и	1	1
367	личность в	1	1
368	внутренней свободе	1	1
369	и вся	1	1
370	она по	1	1
371	не способное	1	1
372	ее не	1	1
373	с которой	1	1
374	быть без	2	1
375	она могла	1	1
376	по крайней	7	1
377	не имеет	14	1
378	дело в	1	1
379	одна из	1	1
380	на себе	5	1
381	и сама	1	1
382	бытия и	4	1
383	свободы и	3	1
384	того и	1	1
385	от него	3	1
386	и теперь	1	1
387	связи с	1	1
388	ничто не	2	1
389	ту или	2	1
390	из того	1	1
391	не по	2	1
392	весьма существенным	1	1
393	– так	2	1
394	ее внутренней	1	1
395	не является	1	1
396	в каком	5	1
397	однако это	1	1
398	ему не	1	1
399	у нас	3	1
400	только мы	2	1
401	в коем	2	1
402	очень часто	1	1
403	деятельности и	1	1
404	не могут	2	1
405	и заключается	1	1
406	когда мы	1	1
407	с логической	1	1
408	сравнении с	2	1
409	для личности	2	1
410	ли не	1	1
411	его за	1	1
412	и развития	1	1
413	всего что	1	1
414	оно не	2	1
415	она не	4	1
416	говорит о	3	1
417	достоевского где	1	1
418	из всего	1	1
419	как мы	1	1
420	того чтобы	5	1
421	та или	3	1
422	имеет значение	1	1
423	только при	1	1
424	в собственном	3	1
425	каждая вещь	1	1
426	то или	3	1
427	чтобы быть	1	1
428	это ведет	1	1
429	только то	1	1
430	однако на	1	1
431	или иная	2	1
432	и совершенно	1	1
433	переход к	1	1
434	можно было	1	1
435	здесь как	1	1
436	в плоскости	1	1
437	и религии	3	1
438	осуществляется в	2	1
439	в новую	1	1
440	жизнь и	2	1
441	в словах	3	1
442	для этого	2	1
443	с ним	3	1
444	возможна только	1	1
445	определенным образом	1	1
446	никак не	2	1
447	не содержит	1	1
448	одного из	1	1
449	такого что	1	1
450	мира а	1	1
451	после того	1	1
452	основе своей	1	1
453	может не	1	1
454	в сущности	5	1
455	познавательного логического	1	1
456	под именем	1	1
457	жизни он	1	1
458	– во	1	1
459	по типу	2	1
460	но дело	1	1
461	эти два	2	1
462	я думаю	2	1
463	искусства к	1	1
464	от одного	2	1
465	и только	2	1
466	крайней мере	7	1
467	чем и	1	1
468	в другой	1	1
469	уже до	1	1
470	– например	1	1
471	человека как	1	1
472	– то	3	1
473	эти последние	1	1
474	один из	4	1
475	– их	1	1
476	но с	1	1
477	д и	3	1
478	оно и	3	1
479	тот же	1	1
480	но этим	1	1
481	именно о	4	1
482	тем или	2	1
483	даже если	1	1
484	ее смысл	1	1
485	образа в	2	1
486	к миру	1	1
487	их не	1	1
488	жить и	1	1
489	и жизни	2	1
490	судьба или	1	1
491	так что	6	1
492	же и	2	1
493	для всех	3	1
494	есть в	4	1
495	с нею	1	1
496	если мы	5	1
497	ничего нельзя	1	1
498	себе –	1	1
499	пусть это	1	1
500	бытия я	1	1
501	не дает	2	1
502	имя личности	1	1
503	из них	2	1
504	д как	1	1
505	за ним	1	1
506	только одно	1	1
507	одно из	1	1
508	и их	2	1
509	никто не	2	1
510	миф –	3	1
511	и прежде	1	1
512	в одном	4	1
513	с этими	1	1
514	так как	14	1
515	без этого	1	1
516	случае не	2	1
517	человек как	1	1
518	не говорит	5	1
519	в первую	1	1
520	для того	5	1
521	о каком	1	1
522	заданность и	1	1
523	границы и	1	1
524	с той	2	1
525	до смерти	1	1
526	такое же	1	1
527	души и	1	1
528	личность и	3	1
529	что для	1	1
530	и пр	9	1
531	превращается в	1	1
532	не было	2	1
533	природе и	2	1
534	– тогда	1	1
535	понимаем что	1	1
536	не сама	1	1
537	жизнь в	1	1
538	же точно	1	1
539	и я	1	1
540	когда же	2	1
541	и слово	2	1
542	ближе к	1	1
543	его как	2	1
544	то она	1	1
545	в связи	1	1
546	как ни	1	1
547	которые будут	1	1
548	нет никаких	1	1
549	путь –	1	1
550	до этого	1	1
551	но кто	1	1
552	в одной	1	1
553	к своему	2	1
554	и объект	1	1
555	после его	1	1
556	было и	1	1
557	но вы	1	1
558	тому как	4	1
559	я сейчас	1	1
560	есть как	1	1
561	реальность и	2	1
562	да и	2	1
563	выполняет свое	1	1
564	чувства и	2	1
565	же природы	1	1
566	в это	1	1
567	ценность и	1	1
568	он от	1	1
569	в контексте	1	1
570	с этой	2	1
571	этом случае	1	1
572	художественное произведение	2	1
573	быть и	3	1
574	и одна	1	1
575	своей жизни	1	1
576	чисто познавательного	1	1
577	все это	9	1
578	вы говорите	1	1
579	принципиально новой	1	1
580	при всем	1	1
581	– всегда	1	1
582	это уже	1	1
583	делает ее	1	1
584	и от	1	1
585	в результате	6	1
586	и иного	1	1
587	все они	1	1
588	о котором	1	1
589	которая в	1	1
590	себя самого	1	1
591	но обязательно	1	1
592	бы в	4	1
593	не более	1	1
594	полноты и	1	1
595	стороны в	1	1
596	она же	1	1
597	с другими	1	1
598	за его	2	1
599	в сравнении	3	1
600	мы видим	4	1
601	не есть	40	1
602	нами не	1	1
603	становления и	1	1
604	может и	2	1
605	как ряд	1	1
606	не быть	1	1
607	совершенно не	3	1
608	из этого	1	1
609	поведения в	1	1
610	только о	3	1
611	что такое	5	1
612	если она	2	1
613	включает в	1	1
614	жизни и	4	1
615	ее в	2	1
616	видим в	2	1
617	случае если	1	1
618	в своих	1	1
619	в лесу	1	1
620	в малом	1	1
621	можно назвать	3	1
622	точно так	2	1
623	все что	2	1
624	этой точки	2	1
