N	2gram	Bakhtin_Fr_5	Poddanst
152	подчеркнуть что	2	1
153	характер этого	1	1
154	и что	2	1
155	притом в	1	1
156	еще не	1	1
157	и на	5	1
158	он был	7	1
159	мира а	2	1
160	вечности и	1	1
161	своею ролью	1	1
162	в различных	2	1
163	с его	7	1
164	различия между	1	1
165	связь между	1	1
166	увидеть и	1	1
167	с трудом	1	1
168	не все	1	1
169	и растет	1	1
170	что и	7	1
171	отличие от	2	1
172	может исчезнуть	1	1
173	не просто	1	1
174	и чем	1	1
175	в истории	2	1
176	тем больше	1	1
177	что во	1	1
178	в рамках	1	1
179	оставаясь в	2	1
180	мысль и	2	1
181	все же	2	1
182	и где	1	1
183	власть и	1	1
184	в отрыве	2	1
185	и слова	2	1
186	сочетаются с	1	1
187	вопросом о	1	1
188	мы видим	5	1
189	жизни она	2	1
190	должен быть	2	1
191	духа в	2	1
192	в самом	4	1
193	в условиях	2	1
194	но как	1	1
195	во времени	2	1
196	бы и	1	1
197	что это	2	1
198	формы в	1	1
199	из этих	3	1
200	если мы	2	1
201	именно на	1	1
202	в эти	2	1
203	человека с	5	1
204	себя в	1	1
205	сложной и	1	1
206	оказывается в	1	1
207	переходит в	2	1
208	веку в	1	1
209	сливаются в	1	1
210	в большинстве	2	1
211	и государства	1	1
212	на то	1	1
213	но на	3	1
214	в наших	1	1
215	как оно	1	1
216	мы знаем	1	1
217	мир в	1	1
218	одно из	2	1
219	не как	1	1
220	и должна	1	1
221	к первой	1	1
222	к ним	1	1
223	друг друга	1	1
224	чтобы в	1	1
225	мы можем	2	1
226	века в	3	1
227	и только	2	1
228	и по	1	1
229	дело идет	3	1
230	в каждом	2	1
231	а затем	1	1
232	связанные с	3	1
233	имеют в	1	1
234	не были	1	1
235	ней и	1	1
236	или иной	1	1
237	на этой	1	1
238	большинстве случаев	2	1
239	его в	5	1
240	в душе	1	1
241	связаны с	4	1
242	звучат и	1	1
243	и тех	1	1
244	полноте и	1	1
245	бы эти	1	1
246	и быть	1	1
247	весь мир	6	1
248	было и	1	1
249	были в	1	1
250	русской истории	1	1
251	что не	1	1
252	в это	1	1
253	в искаженном	1	1
254	по всему	1	1
255	на свои	1	1
256	из нее	1	1
257	последующие века	2	1
258	кто не	2	1
259	где он	1	1
260	мир от	1	1
261	далеко не	1	1
262	смерти но	1	1
263	в этой	6	1
264	настолько они	1	1
265	как и	10	1
266	положительное содержание	1	1
267	как ни	1	1
268	в свете	2	1
269	говорится о	1	1
270	положительной в	1	1
271	нисколько не	3	1
272	когда в	2	1
273	в одно	2	1
274	прямо на	1	1
275	скота и	1	1
276	смысле на	1	1
277	должна была	1	1
278	и еще	1	1
279	но до	1	1
280	отрыве от	2	1
281	в ходе	1	1
282	и при	1	1
283	бытия как	1	1
284	так же	8	1
285	в положительном	2	1
286	в отличие	2	1
287	мысли и	6	1
288	в данном	2	1
289	в церковь	1	1
290	можно говорить	2	1
291	эта не	1	1
292	времени с	1	1
293	жива и	1	1
294	эти последние	2	1
295	эти черты	1	1
296	и более	1	1
297	там где	3	1
298	друг с	2	1
299	и судьбы	1	1
300	распадается на	1	1
301	времени эта	1	1
302	и вся	1	1
303	и другим	1	1
304	в формах	1	1
305	сущности не	2	1
306	стремление к	1	1
307	что эта	2	1
308	с которой	2	1
309	что с	1	1
310	степени может	1	1
311	правде и	1	1
312	которые были	1	1
313	тогда когда	1	1
314	и рассеяны	1	1
315	своего существования	1	1
316	противоречии с	1	1
317	в сферу	1	1
318	склонность к	1	1
319	и материализма	1	1
320	и образы	5	1
321	того чтобы	6	1
322	не имеет	3	1
323	сложны и	1	1
324	никогда не	1	1
325	ее лучшее	1	1
326	иерархии и	1	1
327	и всегда	1	1
328	казалось бы	1	1
329	этих двух	1	1
330	и притом	2	1
331	как она	1	1
332	что по	1	1
333	в наши	1	1
334	в г	2	1
335	исторический материализм	1	1
336	всеми его	2	1
337	на фоне	2	1
338	над ним	1	1
339	конечно и	2	1
340	и внутренне	1	1
341	и никому	1	1
342	традиции в	1	1
343	одновременно и	2	1
344	что все	2	1
345	есть и	5	1
346	в других	1	1
347	числе и	2	1
348	мы все	1	1
349	пути к	1	1
350	ни на	1	1
351	и другие	3	1
352	вместе с	3	1
353	именно здесь	1	1
354	это в	2	1
355	что от	1	1
356	темы и	1	1
357	что при	1	1
358	в последующие	1	1
359	во всяком	1	1
360	многие из	1	1
361	они не	1	1
