N	2gram	Medvedev_F_2	StatiiOP
115	и по	2	3
116	тем что	8	3
117	у нас	1	3
118	и именно	1	3
119	оно не	4	3
120	с самого	2	3
121	столько же	1	3
122	и здесь	3	3
123	должно было	3	3
124	материал для	1	3
125	но это	2	3
126	русского языка	1	3
127	так что	1	3
128	с нею	2	3
129	борьбы с	2	3
130	кажется что	1	3
131	всяком случае	5	3
132	т п	9	3
133	что на	2	3
134	и даже	4	3
135	в предисловии	2	3
136	до конца	2	3
137	так же	1	3
138	другой стороны	4	3
139	не является	3	3
140	во всяком	5	3
141	как известно	1	2
142	до него	1	2
143	того же	1	2
144	примеров такого	1	2
145	только потому	1	2
146	тем же	3	2
147	из его	1	2
148	то же	6	2
149	поэзии и	1	2
150	и была	1	2
151	это время	2	2
152	бы то	1	2
153	с его	11	2
154	отличие от	2	2
155	что они	4	2
156	на то	1	2
157	были не	1	2
158	к сожалению	2	2
159	там где	4	2
160	в истории	6	2
161	мере в	1	2
162	в одной	2	2
163	и как	3	2
164	более или	1	2
165	в чисто	1	2
166	и пушкин	1	2
167	все эти	6	2
168	выражение в	1	2
169	в этой	6	2
170	в себе	1	2
171	для которых	1	2
172	как он	1	2
173	больше всего	1	2
174	в статье	4	2
175	при этом	9	2
176	если бы	5	2
177	тем не	1	2
178	не к	2	2
179	полемики с	1	2
180	и более	2	2
181	значительной степени	3	2
182	то ни	2	2
183	тем в	1	2
184	поэтическим языком	4	2
185	не дает	1	2
186	литературного языка	3	2
187	его в	3	2
188	это было	3	2
189	на почве	9	2
190	само собою	2	2
191	как и	9	2
192	несмотря на	1	2
193	нигде не	2	2
194	или менее	1	2
195	нас не	1	2
196	к истории	1	2
197	с точки	7	2
198	в отличие	2	2
199	от его	2	2
200	не раз	1	2
201	борьбу с	1	2
202	не могли	2	2
203	даже в	2	2
204	и вся	1	2
205	но они	1	2
206	в то	5	2
207	не имеет	2	2
208	в процессе	9	2
209	это еще	1	2
210	просторечия и	1	2
211	и теперь	4	2
212	не может	14	2
213	не по	2	2
214	только с	1	2
215	в области	3	2
216	образом не	2	2
217	в каком	1	2
218	языка в	9	2
219	взглянуть на	1	2
220	чтобы сделать	2	2
221	поэтического языка	65	2
222	и это	2	2
223	в ее	2	2
224	этому поводу	1	2
225	и сам	1	2
226	особенно в	3	2
227	во многом	1	2
228	он был	2	2
229	говорят что	1	2
230	в значительной	3	2
231	по их	1	2
232	борьба с	2	2
233	что и	8	2
234	отметить что	2	2
235	у всех	1	2
236	как например	2	2
237	чем он	4	2
238	и дело	1	2
239	этот вопрос	2	2
240	в какой	3	2
241	только в	6	2
242	пишет он	1	2
243	по этому	2	2
244	очевидно что	2	2
245	сами по	2	2
246	в конце	2	2
247	так как	4	2
248	ли и	1	2
249	может быть	23	2
250	в них	1	2
251	в особенности	4	2
252	со стороны	2	2
253	и речи	5	2
254	и др	3	2
255	говорит о	1	2
256	и самый	1	2
257	в некоторых	4	2
258	на этот	1	2
259	не на	1	2
260	его как	2	2
261	взаимоотношения между	1	2
262	если не	1	2
263	связь с	1	2
264	должна была	2	2
265	как это	2	2
266	что именно	2	2
267	к своему	1	2
268	предисловии к	2	2
269	в данном	1	2
270	такого рода	1	2
271	в тех	2	2
272	по существу	7	2
273	том смысле	3	2
274	только о	1	2
275	языка которая	1	2
276	ее в	2	2
277	той мере	1	2
278	большая часть	1	2
279	в результате	6	2
280	а к	2	2
281	конечно и	1	2
282	сказать что	2	2
283	совершенно не	4	2
284	и другие	2	2
285	они не	4	2
286	литературной жизни	1	1
287	языка с	1	1
288	сам по	3	1
289	и то	2	1
290	нравов и	1	1
291	к своей	1	1
292	это и	5	1
293	критики но	1	1
294	в первом	7	1
295	характерное для	1	1
296	по преимуществу	5	1
297	и до	3	1
298	в конкретном	1	1
299	это доказывает	1	1
300	для понимания	6	1
301	высшей степени	4	1
302	в зависимости	3	1
303	равнодушен к	1	1
304	которыми он	1	1
305	той же	1	1
306	их и	1	1
307	причем и	1	1
308	на материале	1	1
309	мы не	3	1
310	этот был	1	1
311	в сущности	4	1
312	совпадает с	2	1
313	говорить о	5	1
314	не вполне	1	1
315	из того	1	1
316	этого термина	2	1
317	их не	1	1
318	которое в	1	1
319	как не	1	1
320	в народных	1	1
321	при таких	1	1
322	литературы и	4	1
323	поэтического слова	3	1
324	на них	1	1
325	в последних	2	1
326	со словами	1	1
327	в чем	2	1
328	истории русского	1	1
329	совсем не	2	1
330	а тем	1	1
331	но как	2	1
332	что язык	1	1
333	от характера	2	1
334	в сторону	4	1
335	не говорят	1	1
336	отношение к	2	1
337	произведение не	1	1
338	не просто	2	1
339	о необходимости	1	1
340	чем же	3	1
341	этот прием	2	1
342	что во	1	1
343	если она	1	1
344	независимо от	4	1
345	вот как	4	1
346	становится особенно	1	1
347	чтобы можно	1	1
348	что история	1	1
349	языку в	1	1
350	для поэтической	1	1
351	целый ряд	1	1
352	нового и	1	1
353	против такого	1	1
354	чтобы показать	3	1
355	следует сказать	1	1
356	именно эта	1	1
357	и хотя	1	1
358	непосредственно из	1	1
359	что слово	1	1
360	них как	1	1
361	за собой	1	1
362	к другому	2	1
363	в литературном	1	1
364	так или	1	1
365	из этих	3	1
366	что к	1	1
367	с их	1	1
368	им в	1	1
369	языка к	3	1
370	и тот	1	1
371	зависимости от	3	1
372	особое место	1	1
373	столько с	1	1
374	есть но	1	1
375	было быть	1	1
376	не следует	4	1
377	в определенном	1	1
378	но именно	3	1
379	где все	1	1
380	которой не	1	1
381	и еще	1	1
382	в понимании	2	1
383	в принципе	1	1
384	к одному	1	1
385	не как	4	1
386	ими в	1	1
387	ни была	3	1
388	для русского	1	1
389	языком и	2	1
390	же сколько	1	1
391	его от	4	1
392	на этом	2	1
393	говоря в	1	1
394	в основу	2	1
395	тут не	1	1
396	он просто	1	1
397	они должны	2	1
398	значение в	1	1
399	же касается	1	1
400	определенном направлении	1	1
401	связанных с	1	1
402	те же	1	1
403	разница между	2	1
404	с другими	10	1
405	основываться на	1	1
406	действительности в	1	1
407	евгения онегина	1	1
408	сколько и	1	1
409	этом смысле	2	1
410	роль в	3	1
411	и тем	2	1
412	сколько с	1	1
413	для них	3	1
414	нет в	1	1
415	это положение	2	1
416	в высшей	4	1
417	мы видели	4	1
418	в развитии	2	1
419	и некоторые	1	1
420	ряд новых	1	1
421	такой же	3	1
422	но если	1	1
423	во второй	2	1
424	и их	3	1
425	ли можно	1	1
426	работа в	1	1
427	место в	3	1
428	здесь следует	1	1
429	языке но	1	1
430	представление о	2	1
431	в прозе	1	1
432	в условиях	1	1
433	о языке	4	1
434	русской литературной	1	1
435	об отсутствии	1	1
436	нельзя было	1	1
437	не будем	1	1
438	значения с	1	1
439	диалогической речи	1	1
440	иной раз	1	1
441	на один	2	1
442	система взглядов	1	1
443	она не	2	1
444	виду что	1	1
445	с теми	2	1
446	наличного материала	1	1
447	который был	1	1
448	на него	1	1
449	в основе	5	1
450	материала в	1	1
451	при этой	1	1
452	о них	1	1
453	вырастал в	1	1
454	чем не	1	1
455	для всего	2	1
456	все свои	1	1
457	и без	1	1
458	вследствие того	1	1
459	же время	5	1
460	этих двух	2	1
461	и лишь	2	1
462	степени соответствуют	1	1
463	таким путем	1	1
464	к ней	1	1
465	как она	2	1
466	он пытался	1	1
467	не похож	1	1
468	для осуществления	1	1
469	другого но	1	1
470	как будто	1	1
471	ни о	5	1
472	так легко	1	1
473	п в	1	1
474	уже о	1	1
475	не могут	7	1
476	он и	3	1
477	и вполне	1	1
478	сравнительно с	1	1
479	похож на	1	1
480	эта полемика	1	1
481	отличается от	1	1
482	не встречается	1	1
483	они и	1	1
484	слова с	1	1
485	быть конечно	2	1
486	велико что	1	1
487	как мы	7	1
488	значения и	2	1
489	правом можно	1	1
490	свою очередь	1	1
491	настолько велико	1	1
492	здесь не	4	1
493	без всякого	1	1
494	данном случае	1	1
495	в в	2	1
496	общения между	1	1
497	только при	1	1
498	уже потому	1	1
499	характер и	1	1
500	все содержание	2	1
501	в пределах	12	1
502	так в	3	1
503	и совершенно	2	1
504	с собой	1	1
505	можно было	1	1
506	не так	2	1
507	поэтическое значение	1	1
508	и которые	1	1
509	с самим	1	1
510	каждого из	1	1
511	которые он	1	1
512	речь как	1	1
513	не ради	2	1
514	представляют собою	1	1
515	к вопросам	1	1
516	она была	1	1
517	русского литературного	2	1
518	в эпоху	2	1
519	отрицать что	1	1
520	понимании этого	2	1
521	к языку	1	1
522	для поэтического	3	1
523	образом в	1	1
524	говорит здесь	1	1
525	и глубокая	1	1
526	зависеть от	1	1
527	вот почему	1	1
528	столь же	2	1
529	настоящее время	1	1
530	могут дать	1	1
531	одного из	3	1
532	можно сказать	1	1
533	и во	1	1
534	пр но	3	1
535	свою теорию	1	1
536	или иначе	1	1
537	от них	1	1
538	судить о	1	1
539	во втором	7	1
540	этой социальной	1	1
541	в форме	1	1
542	качественный рост	1	1
543	но нельзя	1	1
544	от этих	2	1
545	все время	6	1
546	затруднения и	1	1
547	статье о	2	1
548	следует однако	1	1
549	говорит в	5	1
550	конце концов	2	1
551	не зная	1	1
552	нужно непременно	1	1
553	не совпадает	1	1
554	один из	2	1
555	пр совпадение	1	1
556	тот же	1	1
557	места в	1	1
558	согласиться с	1	1
559	с ними	2	1
560	особенно если	1	1
561	бы отрицать	1	1
562	и действительно	1	1
563	сторону от	1	1
564	поэтому и	1	1
565	другие произведения	1	1
566	он уже	1	1
567	эти определения	2	1
568	или же	2	1
569	и прочие	1	1
570	том чтобы	1	1
571	не будет	2	1
572	существенным и	1	1
573	конечно не	1	1
574	уже в	2	1
575	только на	3	1
576	какой они	1	1
577	указаний на	1	1
578	в поэзии	12	1
579	психологической и	1	1
580	языка как	11	1
581	поэзии но	1	1
582	от других	1	1
583	речь в	1	1
584	г и	1	1
585	но совершенно	2	1
586	литературного направления	2	1
587	себе в	1	1
588	ведь это	1	1
589	не находит	1	1
590	в известной	2	1
591	точка зрения	1	1
592	система приемов	1	1
593	не для	1	1
594	а в	6	1
595	не о	4	1
596	как его	2	1
597	но что	1	1
598	делать из	1	1
599	на ряде	1	1
600	в каждом	1	1
601	и вторичная	1	1
602	о каком	3	1
603	имеет значение	2	1
604	е в	1	1
605	таком виде	1	1
606	именно как	4	1
607	даже не	2	1
608	а на	1	1
609	язык в	2	1
610	за пределы	1	1
611	речи а	1	1
612	в каких	2	1
613	к которому	1	1
614	что для	2	1
615	естественно что	1	1
616	то и	3	1
617	ничем не	2	1
618	поэтические качества	1	1
619	языка не	2	1
620	в руках	1	1
621	же языком	1	1
622	очень велика	1	1
623	на эту	1	1
624	и исторической	1	1
625	что из	1	1
626	и тут	1	1
627	в связи	10	1
628	форма слова	1	1
629	было в	2	1
630	но оно	1	1
631	полемика во	1	1
632	самом языке	7	1
633	ни на	2	1
634	общего с	1	1
635	форме в	1	1
636	по своим	1	1
637	о возможности	3	1
638	не дают	1	1
639	пишет в	1	1
640	что же	5	1
641	со всею	2	1
642	да и	1	1
643	говоря уже	1	1
644	и такие	1	1
645	не создает	1	1
646	всем что	1	1
647	в контексте	1	1
648	этом случае	1	1
649	на своем	1	1
650	но для	1	1
651	должны быть	1	1
652	с приемами	1	1
653	особенностей в	1	1
654	в книге	1	1
655	в более	1	1
656	вопрос в	1	1
657	будет зависеть	1	1
658	языка все	2	1
659	и для	5	1
660	которых он	1	1
661	и сами	1	1
662	как материал	1	1
663	не существует	1	1
664	и от	2	1
665	его поэтому	1	1
666	или в	3	1
667	что оно	4	1
668	своем пути	1	1
669	а все	2	1
670	этой системы	1	1
671	в настоящее	1	1
672	пр в	1	1
673	для нас	1	1
674	от него	2	1
675	и все	3	1
676	идет не	1	1
677	отметить еще	1	1
678	бы в	5	1
679	и смысл	1	1
680	пишет по	1	1
681	а частью	1	1
682	язык не	1	1
683	все они	1	1
684	конечно нельзя	1	1
685	укладывается в	1	1
686	же в	1	1
687	в свою	1	1
688	к самому	1	1
689	тона в	1	1
690	к какому	1	1
691	между ними	2	1
692	не говоря	1	1
693	третьего отделения	1	1
694	прежде и	1	1
695	перестали быть	2	1
696	что многие	1	1
697	к его	2	1
698	языка на	1	1
699	является и	1	1
700	едва ли	2	1
701	в характере	2	1
702	в последнем	1	1
703	из этого	2	1
704	в трех	1	1
705	героя в	1	1
706	жизни и	3	1
707	но эти	1	1
708	в своих	1	1
709	можно назвать	1	1
710	в таком	2	1
711	ничего общего	1	1
712	гораздо более	1	1
713	которая не	1	1
714	смысле что	2	1
