N	2gram	Berdyaev_N_1	Myshleni
139	но это	6	3
140	все это	5	3
141	совершается в	1	3
142	в новой	7	3
143	в то	2	3
144	не означает	3	3
145	и есть	10	2
146	и до	1	2
147	время как	2	2
148	что его	1	2
149	значение и	1	2
150	отличие от	1	2
151	это привело	1	2
152	с этим	2	2
153	человека может	1	2
154	говорит что	1	2
155	в известном	1	2
156	о человеке	1	2
157	не могла	2	2
158	в нем	5	2
159	переходит от	1	2
160	от нее	1	2
161	в одну	2	2
162	значение в	1	2
163	а по	1	2
164	лишь в	6	2
165	ни в	6	2
166	должно быть	4	2
167	бы сказать	1	2
168	в этих	1	2
169	во время	1	2
170	но если	1	2
171	привело к	1	2
172	в отличие	1	2
173	но он	1	2
174	не имеет	4	2
175	того и	1	2
176	и весь	2	2
177	у нас	1	2
178	есть только	1	2
179	с ее	5	2
180	что все	2	2
181	то время	1	2
182	можно было	2	2
183	и которые	1	2
184	по природе	1	2
185	должно было	2	2
186	к ней	1	2
187	известном смысле	1	2
188	уже в	1	2
189	вопроса о	1	2
190	в большинстве	1	2
191	нас и	1	2
192	и вместе	1	2
193	на ее	1	2
194	в свою	1	2
195	себя и	1	2
196	что не	1	2
197	большинстве случаев	1	2
198	и она	1	2
199	мы говорим	2	2
200	наряду с	3	2
201	могут быть	2	2
202	но для	2	2
203	она должна	1	2
204	перестать быть	1	2
205	а в	2	2
206	гораздо больше	1	2
207	в период	1	2
208	природе и	2	2
209	к этой	1	2
210	я могу	1	2
211	во всяком	1	2
212	формы и	2	1
213	также что	1	1
214	того же	1	1
215	становится в	1	1
216	он может	1	1
217	переход от	1	1
218	было то	1	1
219	высшей степени	6	1
220	этих союзов	1	1
221	в зависимости	1	1
222	и этот	1	1
223	себе если	1	1
224	но она	2	1
225	во внешних	1	1
226	зависимости от	1	1
227	с большим	1	1
228	ни одно	1	1
229	не был	1	1
230	совсем не	12	1
231	за пределы	3	1
232	в центре	2	1
233	в своем	1	1
234	в каком-то	1	1
235	от этого	1	1
236	к чему	1	1
237	думать что	2	1
238	с их	2	1
239	но ведь	1	1
240	формальной и	1	1
241	все ее	1	1
242	идей и	1	1
243	самая постановка	1	1
244	она становится	1	1
245	перестает быть	4	1
246	подобно тому	3	1
247	заключает в	1	1
248	в глубину	1	1
249	от других	1	1
250	в основу	1	1
251	но все	1	1
252	может остаться	1	1
253	времени и	2	1
254	это было	3	1
255	на путь	1	1
256	и целиком	1	1
257	для них	1	1
258	этого она	1	1
259	в высшей	6	1
260	быть понят	1	1
261	этого не	1	1
262	рода и	1	1
263	еще в	1	1
264	но я	2	1
265	будет в	1	1
266	предметного содержания	1	1
267	не к	2	1
268	ее он	1	1
269	на место	1	1
270	по всем	1	1
271	их в	1	1
272	это скорее	1	1
273	есть прежде	1	1
274	она могла	1	1
275	новая же	1	1
276	одна из	2	1
277	бытия и	1	1
278	говорить о	1	1
279	так много	1	1
280	внутреннего единства	1	1
281	не достигается	1	1
282	а во	1	1
283	они являются	1	1
284	она с	1	1
285	есть такой	1	1
286	другой стороны	2	1
287	и мысли	1	1
288	для другого	1	1
289	в каком	1	1
290	ли это	2	1
291	и оно	1	1
292	заключается что	2	1
293	не та	1	1
294	про себя	1	1
295	в недрах	1	1
296	и это	2	1
297	оно может	1	1
298	легче чем	1	1
299	как не	8	1
300	не хочу	1	1
301	слишком большой	1	1
302	переход к	2	1
303	к самой	2	1
304	совершенно невозможно	1	1
305	быть может	4	1
306	обречен на	1	1
307	движения и	1	1
308	и небытия	1	1
309	и должно	2	1
310	вот почему	2	1
311	начинается в	1	1
312	я давно	1	1
313	это должно	1	1
314	всей нашей	1	1
315	место в	2	1
316	раньше чем	1	1
317	все время	2	1
318	и мы	4	1
319	должны перейти	1	1
320	значит что	4	1
321	этом смысле	2	1
322	ни к	2	1
323	который в	2	1
324	всяком случае	1	1
325	иллюзией и	1	1
326	положительное значение	1	1
327	конечно не	3	1
328	отнести к	1	1
329	а это	1	1
330	главной задачей	1	1
331	из них	1	1
332	человека на	1	1
333	себя все	1	1
334	в прошлом	3	1
335	не для	1	1
336	к ним	3	1
337	у него	2	1
338	и каждой	1	1
339	процессы которые	1	1
340	как будто	2	1
341	они будут	1	1
342	к той	1	1
343	от того	1	1
344	в них	4	1
345	ее на	1	1
346	и природа	1	1
347	не были	1	1
348	и из	1	1
349	нельзя сказать	1	1
350	к которому	1	1
351	говорят об	1	1
352	к более	2	1
353	связано с	1	1
354	процесс в	1	1
355	не было	4	1
356	в употреблении	2	1
357	ничем не	1	1
358	как ни	1	1
359	одну из	1	1
360	ближе к	1	1
361	он и	1	1
362	формах и	1	1
363	проходит через	1	1
364	все более	1	1
365	но оно	1	1
366	будет с	2	1
367	и особенно	1	1
368	но сама	1	1
369	не удалось	1	1
370	тому как	3	1
371	эту мысль	1	1
372	по существу	2	1
373	это значит	1	1
374	в состоянии	1	1
375	быть не	1	1
376	отмирают и	1	1
377	только для	1	1
378	общественной жизни	6	1
379	числе и	1	1
380	истории но	1	1
381	в каких	1	1
382	никогда еще	1	1
383	за его	1	1
384	этот переход	1	1
385	чтобы понять	1	1
386	а к	1	1
387	хотя и	2	1
388	и все	4	1
389	огромную роль	1	1
390	все они	2	1
391	человека не	1	1
392	имеет более	1	1
393	к ее	3	1
394	в высшем	1	1
395	лишь по	1	1
396	жизни а	1	1
397	него и	1	1
398	привел к	1	1
399	что такое	3	1
400	борьба и	2	1
401	том числе	1	1
402	они не	1	1
