N	2gram	Vinokur_Ku_2	Komedia
277	сих пор	1	2
278	бы в	1	2
279	хотя бы	9	2
280	ни было	1	2
281	не говоря	2	2
282	можно привести	1	2
283	в голову	1	2
284	во всяком	5	2
285	за ее	1	1
286	отношения к	2	1
287	ручаться что	1	1
288	самом деле	9	1
289	говорилось выше	1	1
290	мере в	1	1
291	не обходится	1	1
292	мы имели	1	1
293	г вот	1	1
294	сам автор	1	1
295	намеки на	1	1
296	по его	1	1
297	которыми он	1	1
298	то для	3	1
299	сравнению с	1	1
300	путь для	1	1
301	это что	1	1
302	на эти	1	1
303	в сущности	9	1
304	вместо того	1	1
305	один пример	1	1
306	эти жалобы	1	1
307	лиц здесь	1	1
308	же что	1	1
309	первого и	1	1
310	о роли	2	1
311	так давно	1	1
312	большей частью	1	1
313	думаю что	2	1
314	все эти	12	1
315	не был	1	1
316	время в	1	1
317	дают нам	1	1
318	в чем	1	1
319	только после	1	1
320	не без	1	1
321	то мы	1	1
322	в область	1	1
323	это видно	1	1
324	достаточно для	2	1
325	нет не	1	1
326	свою жизнь	1	1
327	конечном счете	2	1
328	в общем	1	1
329	не просто	2	1
330	эти внешние	1	1
331	и нам	1	1
332	употребляем это	1	1
333	же получает	1	1
334	в рамках	1	1
335	общего с	1	1
336	как к	1	1
337	однако не	4	1
338	ясно почему	1	1
339	тем же	2	1
340	гораздо более	3	1
341	вопрос приходится	1	1
342	этой цели	2	1
343	себе как	1	1
344	не приходится	1	1
345	привести к	1	1
346	мне не	2	1
347	если мы	4	1
348	одно время	2	1
349	что автор	1	1
350	лишний раз	1	1
351	период новой	2	1
352	в себе	1	1
353	не могла	1	1
354	если содержание	1	1
355	больше всего	1	1
356	главным образом	3	1
357	сказать в	1	1
358	можно ручаться	1	1
359	строить свою	2	1
360	признаки по	1	1
361	отца а	1	1
362	и более	2	1
363	свою силу	1	1
364	его от	1	1
365	в понятие	1	1
366	бы использовать	1	1
367	в другом	2	1
368	в ход	1	1
369	бы быть	1	1
370	а по	1	1
371	этой традиции	1	1
372	на все	2	1
373	знает что	3	1
374	в соответствии	3	1
375	за другой	1	1
376	всю свою	1	1
377	по себе	10	1
378	еще одно	3	1
379	но уже	2	1
380	самый характер	1	1
381	вложены в	1	1
382	дни в	1	1
383	соответствии с	2	1
384	и уже	1	1
385	он и	2	1
386	мы видели	2	1
387	и целые	1	1
388	здесь была	1	1
389	выражение в	3	1
390	вместо него	1	1
391	не мог	1	1
392	достаточной степени	1	1
393	и при	1	1
394	мысль и	2	1
395	таким же	2	1
396	свою речь	4	1
397	я взял	1	1
398	и без	1	1
399	же это	1	1
400	за которым	1	1
401	бы привести	2	1
402	интересующих нас	1	1
403	почти ни	2	1
404	еще с	1	1
405	многочисленные доказательства	1	1
406	значение для	1	1
407	касается женской	2	1
408	нельзя было	2	1
409	только для	2	1
410	начнем с	1	1
411	нам в	1	1
412	тем не	6	1
413	их в	1	1
414	как от	1	1
415	вещей и	1	1
416	том же	1	1
417	в устах	2	1
418	для нее	1	1
419	с точки	8	1
420	случае в	1	1
421	тем меньше	2	1
422	не раз	1	1
423	тем самым	2	1
424	что эта	2	1
425	это дает	2	1
426	на себе	4	1
427	первая половина	1	1
428	иметь в	2	1
429	никогда не	2	1
430	несколько лучше	1	1
431	ничего не	4	1
432	отнестись к	1	1
433	иными словами	8	1
434	для постановки	1	1
435	буквальном смысле	1	1
436	сводится к	3	1
437	так называемый	1	1
438	тогда в	1	1
439	в области	11	1
440	в каком	4	1
441	за отсутствием	1	1
442	и некоторые	1	1
443	обстоятельство что	7	1
444	такие случаи	3	1
445	от каждого	2	1
446	да рядом	2	1
447	отличается от	3	1
448	частый случай	1	1
449	все еще	1	1
450	темы и	2	1
451	это имело	1	1
452	должен быть	5	1
453	же образом	2	1
454	приходит к	1	1
455	то она	1	1
456	на основе	1	1
457	с каким	1	1
458	полное право	1	1
459	не легко	1	1
460	что само	2	1
461	в себя	1	1
462	в пределах	4	1
463	приводит к	5	1
464	обращаясь к	1	1
465	что однако	1	1
466	том случае	2	1
467	широкое значение	1	1
468	как источник	1	1
469	здесь нет	1	1
470	мог бы	1	1
471	по сравнению	2	1
472	в эпоху	1	1
473	о котором	2	1
474	стихи эти	1	1
475	помнить что	1	1
476	покончить с	1	1
477	и ход	1	1
478	можно найти	1	1
479	а также	3	1
480	быть более	1	1
481	внимание на	1	1
482	единственный в	1	1
483	никак не	3	1
484	одного из	2	1
485	все его	1	1
486	пор пока	1	1
487	слова эти	3	1
488	нас в	1	1
489	различие в	1	1
490	материал для	2	1
491	гораздо чаще	1	1
492	от них	1	1
493	говорить об	1	1
494	я думаю	1	1
495	но нет	1	1
496	нуждается в	2	1
497	речь шла	1	1
498	что же	5	1
499	этого периода	1	1
500	приемов и	2	1
501	и следовательно	2	1
502	следовало бы	2	1
503	с отдельными	1	1
504	как например	1	1
505	слов или	1	1
506	обе эти	1	1
507	всякого рода	2	1
508	что даже	1	1
509	и весьма	1	1
510	не идет	1	1
511	очень много	1	1
512	правда и	1	1
513	то он	1	1
514	наше время	2	1
515	по мнению	1	1
516	уж не	1	1
517	на западе	1	1
518	тот или	1	1
519	внимание в	1	1
520	конечно не	2	1
521	строя в	1	1
522	в большинстве	1	1
523	то и	3	1
524	ни одного	1	1
525	этого понятия	1	1
526	свидетельствует о	1	1
527	ознакомиться с	1	1
528	не все	3	1
529	речь в	5	1
530	большинстве случаев	2	1
531	мне кажется	2	1
532	не так	1	1
533	для него	1	1
534	могло бы	1	1
535	содержания и	1	1
536	слово как	1	1
537	при отсутствии	2	1
538	случаи жизни	1	1
539	как раз	3	1
540	о которых	3	1
541	в очень	1	1
542	мы употребляем	1	1
543	имели бы	1	1
544	и даже	2	1
545	более широкое	1	1
546	или иной	1	1
547	из примеров	1	1
548	да так	1	1
549	на примере	2	1
550	несколько месяцев	1	1
551	уже упоминавшейся	1	1
552	были найдены	1	1
553	не знали	1	1
554	имело место	1	1
555	по всей	1	1
556	и прекрасный	1	1
557	что не	6	1
558	как можно	2	1
559	он передает	1	1
560	у нас	12	1
561	что поэты	1	1
562	этого не	3	1
563	до конца	3	1
564	не на	2	1
565	а не	10	1
566	однако и	2	1
567	другой стороны	7	1
568	среди них	1	1
569	если эти	1	1
570	там где	5	1
571	самого начала	1	1
572	для каждой	1	1
573	речи и	5	1
574	жизнь в	1	1
575	становится ясным	1	1
576	несмотря на	5	1
577	всего этого	1	1
578	речь впереди	1	1
579	на использовании	1	1
580	с помощью	7	1
581	свою очередь	2	1
582	связь с	1	1
583	этой же	1	1
584	голову не	1	1
585	поскольку за	1	1
586	усилия которые	1	1
587	то обстоятельство	7	1
588	почти всех	1	1
589	предположить что	1	1
590	он говорит	1	1
591	такого рода	1	1
592	ведет к	1	1
593	и там	1	1
594	именно в	3	1
595	поскольку он	1	1
596	по существу	5	1
597	то к	1	1
598	в современной	2	1
599	и богатство	1	1
600	быть не	2	1
601	больше внимания	2	1
602	еще раз	1	1
603	но даже	2	1
604	сплошь да	2	1
605	показывают что	1	1
606	у вас	1	1
607	это такое?	1	1
608	которые были	1	1
609	в достаточной	1	1
610	в наше	2	1
611	в одно	1	1
612	может служить	2	1
613	ли в	1	1
614	собрании где	1	1
615	случае если	2	1
616	отношений и	1	1
617	само по	5	1
618	в результате	4	1
619	из положения	1	1
620	это как	1	1
621	когда он	1	1
622	дальше так	1	1
623	не с	1	1
624	за три	1	1
625	тем более	1	1
626	не должен	1	1
627	и как	1	1
628	основанное на	1	1
629	будто бы	2	1
630	том чтобы	1	1
631	в искусстве	1	1
632	все более	1	1
633	за этим	2	1
634	этой области	4	1
635	на фоне	3	1
636	нам не	2	1
637	сообщения о	1	1
638	между ними	1	1
639	союз с	1	1
640	не знает	3	1
641	сказать что	4	1
642	только как	2	1
643	была бы	4	1
644	в свою	2	1
645	или иного	2	1
646	т е	22	1
647	листа с	1	1
648	по сообщению	1	1
649	точно так	3	1
650	того или	2	1
651	к подобным	1	1
652	их отношений	1	1
653	под одной	1	1
654	так же	4	1
655	как на	1	1
656	одно лишь	1	1
