N	2gram	Bakhtin_sl_1	VLabPisa
437	относительно и	1	1
438	виду не	1	1
439	к действительности	1	1
440	зрения на	7	1
441	литературное произведение	1	1
442	сил в	2	1
443	свою очередь	2	1
444	отношение к	7	1
445	совершенно не	2	1
446	потому что	2	1
447	то есть	26	1
448	дело с	1	1
449	в начале	1	1
450	в таком	1	1
451	видим что	1	1
452	под понятие	1	1
453	дело и	1	1
454	в ином	1	1
455	связанных с	4	1
456	гораздо сложнее	1	1
457	с теми	1	1
458	в той	10	1
459	от творческой	1	1
460	слова и	13	1
461	и строится	1	1
462	конечно нет	1	1
463	сознания в	1	1
464	еще более	5	1
465	только два	1	1
466	как основные	1	1
467	жизнь и	1	1
468	но было	1	1
469	в рамки	2	1
470	очень часто	1	1
471	в этих	2	1
472	и той	2	1
473	к изучению	1	1
474	творческой работы	1	1
475	сама работа	1	1
476	состоит из	1	1
477	и сам	3	1
478	и ему	1	1
479	ни одной	1	1
480	как в	8	1
481	противном случае	1	1
482	чаще всего	1	1
483	основное содержание	2	1
484	с ее	4	1
485	и других	3	1
486	на почве	4	1
487	почти исключительно	1	1
488	связанная с	1	1
489	зрения и	2	1
490	силы и	1	1
491	прямо и	4	1
492	на одном	1	1
493	именно эти	1	1
494	с этой	3	1
495	и если	1	1
496	только с	1	1
497	между всеми	1	1
498	в определенном	1	1
499	богатство и	1	1
500	в противном	1	1
501	не все	1	1
502	или иные	3	1
503	ни в	1	1
504	каком направлении	1	1
505	да и	1	1
506	находится в	1	1
507	со всем	1	1
508	в меньшей	1	1
509	о романе	1	1
510	сводится именно	1	1
511	оказывается перед	1	1
512	должно быть	2	1
513	соотношения между	1	1
514	он был	1	1
515	в истории	3	1
516	и стиль	2	1
517	в последнем	1	1
518	же и	2	1
519	не могло	3	1
520	уже не	2	1
521	и дети	1	1
522	различиях в	1	1
523	это было	1	1
524	в основе	5	1
525	в последних	1	1
526	лежит в	4	1
527	в состоянии	1	1
528	и следует	3	1
529	этих формах	1	1
530	по своему	2	1
531	однако и	1	1
532	есть его	1	1
533	осознания своего	1	1
534	к необходимости	1	1
535	автора а	1	1
536	для этого	1	1
537	особенностей и	1	1
538	персонажа а	1	1
539	имеет свой	2	1
540	предмета в	1	1
541	всем своем	1	1
542	так сказать	5	1
543	то или	1	1
544	обычно же	1	1
545	авантюрного романа	1	1
546	неизбежно приводит	1	1
547	значит не	1	1
548	на другом	1	1
549	смерть и	1	1
550	единство и	3	1
551	в едином	1	1
552	случае является	1	1
553	бы быть	1	1
554	вне себя	3	1
555	процессе творчества	1	1
556	себя и	1	1
557	же о	1	1
558	и что	1	1
559	романа и	5	1
560	что всякий	1	1
561	громадное значение	1	1
562	с жизнью	1	1
563	это его	1	1
564	несводимо к	1	1
565	не как	4	1
566	героев это	1	1
567	таковы например	1	1
568	нет ничего	1	1
569	несмотря на	1	1
570	обращение к	1	1
571	в борьбу	1	1
572	с каждым	1	1
573	в известном	2	1
574	как целое	1	1
575	самого автора	2	1
576	друг друга	3	1
577	автор не	4	1
578	быть и	4	1
579	всеми этими	1	1
580	в действительной	1	1
581	или наоборот	1	1
582	время и	2	1
583	в плоскости	1	1
584	между этими	2	1
585	но что	1	1
586	чем он	2	1
587	в известной	2	1
588	в духе	2	1
589	не был	1	1
590	а также	2	1
591	но по	2	1
592	непосредственно как	1	1
593	и эти	2	1
594	или иного	2	1
595	содержание их	1	1
596	а иногда	3	1
597	быть отнесены	1	1
598	смотреть на	1	1
599	мы видим	2	1
600	целый ряд	1	1
601	которые не	1	1
602	бы его	2	1
603	них и	1	1
604	он должен	1	1
605	оно и	4	1
606	слова все	2	1
607	что может	1	1
608	как оно	3	1
609	в нескольких	1	1
610	которых он	1	1
611	оно может	2	1
612	имеют громадное	1	1
613	так или	1	1
614	форм и	3	1
615	и речи	2	1
616	входит как	1	1
617	но этим	1	1
618	и это	1	1
619	конечно не	3	1
620	др и	2	1
621	по аналогии	1	1
622	и самый	1	1
623	именно это	1	1
624	часто в	1	1
625	предмета до	1	1
626	имеем в	1	1
627	вот основные	1	1
628	быть включен	1	1
629	может иметь	1	1
630	и определяет	1	1
631	или иначе	1	1
632	и то	2	1
633	о нем	4	1
634	сложности и	1	1
635	и свой	1	1
636	своего собственного	1	1
637	и реплика	1	1
638	характерно что	2	1
639	отцы и	1	1
640	себя до	1	1
641	различных его	1	1
642	эти идеи	1	1
643	создан пушкиным	1	1
644	самого начала	1	1
645	произведения которое	1	1
646	эти формы	1	1
647	является в	1	1
648	п эти	2	1
649	друг другу	2	1
650	весь роман	1	1
651	мира в	1	1
652	но это	1	1
653	сознания могут	1	1
654	понимает и	2	1
655	той или	9	1
656	в данном	3	1
657	в свою	3	1
658	в прозе	1	1
