N	2gram	Tiupa_Narr_2	Mirosoze
270	для других	3	1
271	человеческих отношений	1	1
272	отличие от	5	1
273	что они	3	1
274	природа в	1	1
275	мира в	4	1
276	как говорит	1	1
277	более чем	2	1
278	стало быть	2	1
279	в одной	1	1
280	как к	3	1
281	ней в	2	1
282	это был	2	1
283	кто не	1	1
284	сознания в	1	1
285	его к	1	1
286	я верю	1	1
287	со своей	2	1
288	отказывается от	1	1
289	знанием и	1	1
290	жизни так	3	1
291	что же	1	1
292	роль в	2	1
293	его любовь	1	1
294	ее как	1	1
295	в силу	4	1
296	с таким	2	1
297	него есть	1	1
298	свет во	1	1
299	в плане	1	1
300	которое может	1	1
301	из него	1	1
302	лишь с	1	1
303	ее жизни	1	1
304	и характер	1	1
305	в душе	2	1
306	это было	1	1
307	всю свою	1	1
308	после этого	1	1
309	выходя из	1	1
310	которым он	1	1
311	любви в	1	1
312	такому пониманию	1	1
313	жизни то	1	1
314	личности не	1	1
315	и вопреки	1	1
316	которой он	3	1
317	с такой	1	1
318	без этой	1	1
319	хотя в	1	1
320	эти миры	1	1
321	это внутренняя	2	1
322	дома с	3	1
323	во время	2	1
324	иначе он	1	1
325	в такой	1	1
326	и без	1	1
327	она в	1	1
328	знает и	1	1
329	критике он	1	1
330	все и	1	1
331	не от	1	1
332	в отличие	5	1
333	что я	3	1
334	он осуществляет	1	1
335	мир и	1	1
336	есть его	1	1
337	точку зрения	3	1
338	делает его	1	1
339	и более	2	1
340	вовсе не	2	1
341	ему как	1	1
342	в отношении	1	1
343	между людьми	1	1
344	жизнь его	1	1
345	как будет	1	1
346	не менее	4	1
347	вплоть до	1	1
348	трудно было	1	1
349	в обоих	2	1
350	у кого	1	1
351	чем не	1	1
352	это еще	1	1
353	не могло	2	1
354	себе самом	2	1
355	миром с	1	1
356	настаивать на	1	1
357	находятся в	1	1
358	такова что	1	1
359	а во	2	1
360	с одним	1	1
361	такая же	1	1
362	у шекспира	1	1
363	а лишь	1	1
364	и после	1	1
365	ничто не	1	1
366	только с	1	1
367	в области	2	1
368	может показаться	1	1
369	бытия не	1	1
370	но все-таки	1	1
371	у меня	2	1
372	и оно	1	1
373	xx века	1	1
374	все то	2	1
375	к себе	7	1
376	бы это	1	1
377	оно не	2	1
378	от которой	1	1
379	почему он	1	1
380	и о	1	1
381	не могу	2	1
382	и исчезает	1	1
383	встреча с	1	1
384	не столько	5	1
385	в подземелье	1	1
386	природе своей	1	1
387	и сам	3	1
388	можно было	2	1
389	так и	9	1
390	было в	1	1
391	по природе	1	1
392	нужно было	1	1
393	когда его	1	1
394	жизнь и	1	1
395	и даже	3	1
396	к прошлому	1	1
397	означает что	1	1
398	об этом	4	1
399	а к	3	1
400	жизни не	1	1
401	люди с	1	1
402	человеческие отношения	1	1
403	и своей	1	1
404	этот момент	1	1
405	во всей	1	1
406	восходит к	2	1
407	в другой	1	1
408	в бытовой	1	1
409	также в	1	1
410	все время	1	1
411	и наконец	1	1
412	несет в	1	1
413	не несет	1	1
414	быть и	1	1
415	жизнь свою	1	1
416	одной из	1	1
417	этот вопрос	1	1
418	ли он	1	1
419	и быть	1	1
420	и кажется	1	1
421	их жизни	1	1
422	между тем	3	1
423	только художественная	1	1
424	так что	1	1
425	внутренней его	1	1
426	же она	2	1
427	с нею	2	1
428	ничего нельзя	1	1
429	то и	3	1
430	в нашей	1	1
431	не принимает	1	1
432	оно всегда	1	1
433	ответ на	5	1
434	участие в	2	1
435	и небо	1	1
436	свой собственный	1	1
437	всяком случае	1	1
438	что она	2	1
439	на одном	2	1
440	в одном	1	1
441	т п	2	1
442	это нужно	1	1
443	у нее	4	1
444	ему казалось	2	1
445	опыта а	1	1
446	обращением к	1	1
447	от ее	1	1
448	для художника	1	1
449	смысла жизни	1	1
450	как у	4	1
451	а именно	1	1
452	к которому	2	1
453	с той	1	1
454	чем он	1	1
455	действующих лиц	3	1
456	же о	1	1
457	мира это	2	1
458	или о	1	1
459	в темной	1	1
460	все было	1	1
461	что не	1	1
462	обратиться к	2	1
463	говорит о	2	1
464	это прежде	1	1
465	не на	1	1
466	свое собственное	1	1
467	если не	2	1
468	не видит	1	1
469	мог быть	1	1
470	вступает в	2	1
471	но оно	1	1
472	в частности	11	1
473	суждений о	1	1
474	исходит от	1	1
475	к его	3	1
476	завершается же	1	1
477	в столь	1	1
478	к жизни	1	1
479	сравнению с	1	1
480	в течение	2	1
481	наряду с	1	1
482	чтобы за	1	1
483	есть на	1	1
484	радость в	1	1
485	когда она	1	1
486	да и	3	1
487	в это	1	1
488	о жизни	4	1
489	что мы	1	1
490	своей жизни	1	1
491	но это	2	1
492	о его	1	1
493	для свободы	1	1
494	под знаком	1	1
495	это он	1	1
496	сознания и	1	1
497	что только	1	1
498	но также	2	1
499	образом их	1	1
500	еще более	1	1
501	тем более	2	1
502	верю в	1	1
503	не должен	2	1
504	действительной жизни	1	1
505	первая и	1	1
506	я в	5	1
507	давно уже	2	1
508	за этим	1	1
509	к ее	1	1
510	мир который	1	1
511	это все	1	1
512	отношением к	1	1
513	жизни а	1	1
514	не что	1	1
515	лишь для	1	1
516	можно назвать	2	1
517	судьба в	1	1
518	в своих	2	1
519	только одного	1	1
520	так же	2	1
521	во всяком	1	1
522	они не	2	1
523	которая не	2	1
