N	2gram	Vygotskiy__4	RusskieA
182	должен быть	1	2
183	в виду	2	2
184	на другой	1	2
185	то время	2	2
186	мнение что	3	2
187	можно было	4	2
188	которые с	2	2
189	жизнь и	4	2
190	образом в	2	2
191	с другим	1	2
192	в глаза	1	2
193	с другой	2	2
194	части и	2	2
195	все в	1	2
196	ее от	1	2
197	вся эта	1	2
198	что и	3	2
199	один из	2	2
200	совсем не	1	2
201	этот вопрос	4	2
202	и ее	2	2
203	есть в	1	2
204	или просто	1	2
205	на эту	1	2
206	одно из	2	2
207	моментов в	1	2
208	в руки	2	2
209	на две	2	2
210	ее на	2	2
211	здесь в	3	2
212	а с	2	2
213	прежде всего	2	2
214	одной стороны	3	2
215	там где	1	2
216	совершенно очевидно	1	2
217	совершенно не	4	2
218	из которых	3	2
219	в течение	1	2
220	с этой	4	2
221	человека который	1	2
222	вокруг него	1	2
223	и для	3	2
224	ее и	2	2
225	за этим	3	2
226	жизни в	1	2
227	не что	1	2
228	из этого	5	2
229	в своих	3	2
230	это в	4	2
231	человека и	1	1
232	показать что	7	1
233	к этой	3	1
234	и есть	4	1
235	из самых	1	1
236	нас на	1	1
237	и до	3	1
238	что эти	2	1
239	очень много	1	1
240	с основной	1	1
241	с таким	2	1
242	мы уже	5	1
243	например в	3	1
244	она в	1	1
245	что если	3	1
246	и наш	1	1
247	в первый	3	1
248	к новой	1	1
249	не была	1	1
250	говорить о	3	1
251	их с	1	1
252	из того	1	1
253	мы и	1	1
254	то это	3	1
255	так называемые	1	1
256	в ней	6	1
257	что каждый	1	1
258	эта смерть	2	1
259	что его	3	1
260	которое он	1	1
261	тем как	1	1
262	шли в	2	1
263	бы герой	1	1
264	если в	1	1
265	воплощенной в	1	1
266	что они	6	1
267	относится к	1	1
268	по обычаю	1	1
269	первый взгляд	1	1
270	независимо от	1	1
271	что именно	3	1
272	стороны и	1	1
273	в своем	7	1
274	все остальные	1	1
275	перед нами	6	1
276	когда он	7	1
277	в круг	2	1
278	и наконец	2	1
279	от других	1	1
280	нового и	1	1
281	увидим что	3	1
282	ясно и	1	1
283	от этого	3	1
284	в самом	12	1
285	уже в	2	1
286	или во	1	1
287	не оставляет	1	1
288	ни одна	1	1
289	все силы	1	1
290	рассказ о	1	1
291	не оправдывается	2	1
292	упоминания об	1	1
293	только один	1	1
294	тому же	3	1
295	как он	5	1
296	на то	10	1
297	тесно связаны	1	1
298	не могла	1	1
299	и если	9	1
300	вообще не	1	1
301	к выводу	1	1
302	не следует	1	1
303	в нем	7	1
304	и одна	1	1
305	так сказать	1	1
306	всех этих	3	1
307	до самого	2	1
308	он должен	1	1
309	есть та	1	1
310	воду в	1	1
311	необходимо для	1	1
312	только в	4	1
313	в нее	2	1
314	именно это	1	1
315	но все	2	1
316	это конечно	1	1
317	от нее	1	1
318	в одну	1	1
319	могла бы	4	1
320	что все	11	1
321	а когда	1	1
322	правильнее было	1	1
323	в другом	1	1
324	и чтобы	2	1
325	на все	2	1
326	из себя	1	1
327	а как	2	1
328	знает что	2	1
329	те или	1	1
330	от одного	1	1
331	уже знаем	3	1
332	уверенностью что	1	1
333	и дает	2	1
334	они по	1	1
335	за ней	2	1
336	еще одно	1	1
337	только одно	2	1
338	для чего	4	1
339	одна другую	1	1
340	которые из	1	1
341	такой же	2	1
342	можно найти	2	1
343	в связь	1	1
344	задачу но	1	1
345	этой связи	1	1
346	которая имеет	1	1
347	как все	4	1
348	в такой	2	1
349	это только	1	1
350	и вокруг	1	1
351	место в	2	1
352	сделано в	1	1
353	не от	1	1
354	нельзя отрицать	1	1
355	только для	1	1
356	но они	1	1
357	так называемое	1	1
358	что этот	3	1
359	и таким	1	1
360	и очень	1	1
361	что есть	1	1
362	что эта	6	1
363	в русской	2	1
364	со старой	1	1
365	все мы	1	1
366	нас это	2	1
367	дело в	1	1
368	ее с	4	1
369	на него	4	1
370	в основе	3	1
371	подходят к	1	1
372	вытекает из	1	1
373	есть уже	1	1
374	ничего не	2	1
375	в какой-нибудь	1	1
376	с одним	1	1
377	такая же	1	1
378	нами когда	1	1
379	и его	5	1
380	так например	4	1
381	до того	1	1
382	как будто	8	1
383	не является	2	1
384	и здесь	3	1
385	он называет	1	1
386	во все	3	1
387	и такие	1	1
388	чтобы сделать	2	1
389	как только	2	1
390	и другим	2	1
391	и за	3	1
392	не единственный	1	1
393	ничего общего	1	1
394	и это	5	1
395	некоторой степени	1	1
396	который только	1	1
397	и которая	1	1
398	из всего	1	1
399	себе в	1	1
400	не будет	4	1
401	указывали на	1	1
402	свою очередь	1	1
403	не могу	1	1
404	но далеко	1	1
405	без всякого	2	1
406	это имело	1	1
407	в особенности	1	1
408	в пределах	3	1
409	и совершенно	5	1
410	и когда	2	1
411	то как	2	1
412	что у	4	1
413	с собой	1	1
414	так и	3	1
415	других объяснений	1	1
416	что никакого	1	1
417	найти в	1	1
418	более сложное	1	1
419	том как	3	1
420	думает что	1	1
421	но у	1	1
422	основана на	2	1
423	если бы	10	1
424	и вообще	1	1
425	это обычно	1	1
426	с ним	5	1
427	выводу что	1	1
428	но может	2	1
429	сводится к	2	1
430	ему нужно	2	1
431	то они	1	1
432	совершенно иной	1	1
433	утверждает что	4	1
434	можно сказать	2	1
435	может не	1	1
436	и во	1	1
437	большое количество	1	1
438	привели к	1	1
439	в его	10	1
440	но нет	1	1
441	это нужно	2	1
442	во всей	3	1
443	не надо	2	1
444	в ту	1	1
445	все время	24	1
446	если это	1	1
447	дать в	1	1
448	это вызвано	1	1
449	вопрос который	1	1
450	с той	2	1
451	показывают что	1	1
452	но так	1	1
453	но с	1	1
454	сделать это	3	1
455	собирается в	1	1
456	тот же	3	1
457	на другие	1	1
458	что он	20	1
459	мы увидим	2	1
460	ли он	2	1
461	в какой	5	1
462	но ни	1	1
463	и является	2	1
464	и действительно	1	1
465	те которые	2	1
466	и так	4	1
467	верно и	2	1
468	меняют свой	1	1
469	всем этом	1	1
470	же и	1	1
471	только на	1	1
472	значение и	1	1
473	еще очень	1	1
474	так называемый	1	1
475	в д	1	1
476	при помощи	4	1
477	был бы	3	1
478	не так	1	1
479	для него	1	1
480	заключить что	2	1
481	всяком случае	3	1
482	могло бы	3	1
483	в одном	3	1
484	в конце	8	1
485	какое значение	2	1
486	ее не	1	1
487	до некоторой	1	1
488	как его	1	1
489	как раз	9	1
490	не просто	4	1
491	встречаемся с	1	1
492	которые нужны	1	1
493	с молитвой	1	1
494	рядом с	1	1
495	время как	2	1
496	в другой	1	1
497	в это	2	1
498	нужно было	1	1
499	ней и	1	1
500	и даже	1	1
501	даже не	2	1
502	живой и	1	1
503	и чем	1	1
504	по своим	1	1
505	и др	1	1
506	и затем	3	1
507	от другого	1	1
508	превращается в	1	1
509	смысла и	4	1
510	такого мнения	1	1
511	целым рядом	4	1
512	на которых	1	1
513	не на	2	1
514	понимать как	1	1
515	и своим	1	1
516	человек но	1	1
517	придает этому	1	1
518	него не	1	1
519	на которые	1	1
520	которые будут	1	1
521	которого она	1	1
522	это на	1	1
523	эти слова	3	1
524	в одной	2	1
525	и потому	2	1
526	некоторые из	2	1
527	раз наоборот	1	1
528	верно что	2	1
529	что за	1	1
530	только начало	1	1
531	смысле этого	3	1
532	он может	2	1
533	которая у	1	1
534	что весь	1	1
535	и основной	1	1
536	в тех	2	1
537	можно выразить	1	1
538	исходя из	4	1
539	который он	2	1
540	и более	1	1
541	быть не	2	1
542	этого слова	3	1
543	и не	13	1
544	на пути	2	1
545	но это	1	1
546	и действия	1	1
547	что касается	2	1
548	что изображает	1	1
549	происходит не	1	1
550	ли в	1	1
551	другую в	1	1
552	в двух	4	1
553	нас совершенно	2	1
554	из различных	1	1
555	от него	1	1
556	и новое	1	1
557	по одной	1	1
558	а может	1	1
559	однако к	1	1
560	мы должны	6	1
561	его жизнь	1	1
562	только что	15	1
563	которые в	1	1
564	или не	1	1
565	дерево не	1	1
566	к ее	1	1
567	несмотря на	1	1
568	он же	1	1
569	только с	2	1
570	этой же	1	1
571	в свою	1	1
572	сказать что	13	1
573	другой стороны	2	1
574	они как	1	1
575	него в	1	1
576	время не	1	1
577	в заключение	1	1
578	и состоит	1	1
579	это так	1	1
580	во всяком	3	1
581	и эта	2	1
582	как на	6	1
