N	2gram	Tiupa_Narr_2	slovoVRo
142	но оно	1	3
143	речь но	1	3
144	как сказано	1	3
145	в данном	10	3
146	с этой	3	3
147	как только	1	3
148	в результате	2	3
149	из существеннейших	1	3
150	хотя бы	2	3
151	одной из	1	3
152	с ними	3	3
153	из этого	1	3
154	но эти	1	3
155	которая не	2	3
156	а между	1	2
157	не должны	1	2
158	например в	1	2
159	на самом	2	2
160	к своей	1	2
161	то в	1	2
162	в котором	5	2
163	века в	1	2
164	той же	2	2
165	а как	3	2
166	мы не	2	2
167	же как	2	2
168	время как	1	2
169	мы и	1	2
170	между собой	3	2
171	как вещь	1	2
172	столь же	2	2
173	по своему	2	2
174	в ее	4	2
175	он может	2	2
176	но не	3	2
177	что они	3	2
178	сих пор	1	2
179	без другого	1	2
180	как к	3	2
181	хотя и	5	2
182	в целом	3	2
183	в известном	3	2
184	не могла	1	2
185	и по	3	2
186	на этом	1	2
187	те же	2	2
188	и иных	1	2
189	том что	13	2
190	в этих	1	2
191	но он	2	2
192	на авторскую	1	2
193	вместе со	1	2
194	тому что	3	2
195	будучи по	1	2
196	в единство	1	2
197	дело не	1	2
198	из него	1	2
199	такая же	1	2
200	для нас	2	2
201	в сознании	2	2
202	у нас	2	2
203	ни о	1	2
204	xx века	1	2
205	на протяжении	5	2
206	и о	1	2
207	но по	1	2
208	то время	1	2
209	при всех	1	2
210	роль в	2	2
211	на том	3	2
212	можно было	2	2
213	не с	1	2
214	в другом	4	2
215	за пределами	3	2
216	можно сказать	6	2
217	а также	6	2
218	в евгении	1	2
219	жизни но	1	2
220	наконец в	1	2
221	известном смысле	3	2
222	здесь не	2	2
223	среди других	1	2
224	между тем	3	2
225	и тем	5	2
226	так что	1	2
227	связи с	1	2
228	уже не	4	2
229	и у	4	2
230	только на	2	2
231	в виде	2	2
232	или даже	3	2
233	в одном	1	2
234	интенции автора	1	2
235	для того	1	2
236	в последние	1	2
237	в другой	1	2
238	именно как	1	2
239	жизнь слова	1	2
240	до сих	1	2
241	чем он	1	2
242	а с	2	2
243	с которым	1	2
244	что все	1	2
245	в частности	11	2
246	так же	2	2
247	его как	1	2
248	такого рода	12	2
249	быть только	1	2
250	евгении онегине	1	2
251	должно быть	1	2
252	не предполагает	1	2
253	того или	3	2
254	одно без	1	2
255	как раз	3	2
256	не является	4	2
257	одна из	3	2
258	говорящего и	1	2
259	тем и	1	2
260	оно как	1	2
261	интерес к	2	2
262	потому что	2	2
263	обстоит дело	1	2
264	между ними	1	2
265	сказать что	3	2
266	автора в	2	2
267	или иного	3	2
268	одновременно и	1	2
269	бы его	1	2
270	к этому	1	2
271	своей социальной	1	1
272	рассматривается как	1	1
273	которого в	1	1
274	словами и	1	1
275	фон для	1	1
276	в чужой	2	1
277	герое нашего	1	1
278	далее и	1	1
279	чего не	1	1
280	от самого	1	1
281	в определенный	1	1
282	из его	1	1
283	ведь и	1	1
284	конечно в	1	1
285	с таким	2	1
286	из персонажей	1	1
287	его не	1	1
288	героя на	2	1
289	мы имеем	3	1
290	и ничего	1	1
291	двух и	1	1
292	именно к	1	1
293	место в	5	1
294	высказывания в	1	1
295	оба эти	1	1
296	но она	1	1
297	как во	1	1
298	в некотором	1	1
299	случае в	1	1
300	и он	2	1
301	на другом	1	1
302	собой в	1	1
303	только два	1	1
304	и социально	1	1
305	могло быть	1	1
306	даже вовсе	1	1
307	только изнутри	1	1
308	в сторону	1	1
309	не входит	1	1
310	со всеми	2	1
311	свою жизнь	1	1
312	не все	2	1
313	в общем	1	1
314	в новом	1	1
315	произведение не	1	1
316	отличие от	5	1
317	в едином	1	1
318	в настоящем	2	1
319	из комнаты	1	1
320	характер и	3	1
321	в одной	1	1
322	в течение	2	1
323	стороны и	1	1
324	в противном	1	1
325	сознания в	1	1
326	могли бы	2	1
327	его к	1	1
328	в действительности	1	1
329	в герое	4	1
330	о самом	1	1
331	в себя	4	1
332	к другому	2	1
333	так или	1	1
334	бы не	1	1
335	между настоящим	1	1
336	или чаще	1	1
337	в этой	4	1
338	совершенно новые	1	1
339	говорит не	1	1
340	на то	2	1
341	вследствие этого	2	1
342	рассказе и	1	1
343	что она	2	1
344	только себя	1	1
345	к миру	2	1
346	от которого	3	1
347	не к	4	1
348	жизнью и	2	1
349	него есть	1	1
350	нашего времени	1	1
351	какой бы	1	1
352	в нее	1	1
353	по аналогии	1	1
354	не бывает	1	1
355	и ответ	1	1
356	есть все	1	1
357	высказывание в	1	1
358	не умел	1	1
359	может существенно	1	1
360	есть не	1	1
361	особенно в	1	1
362	того о	1	1
363	ценностный кругозор	1	1
364	содержание и	1	1
365	в жизни	6	1
366	смерть и	1	1
367	ни в	1	1
368	но уже	1	1
369	исходили из	1	1
370	и уже	4	1
371	несмотря на	2	1
372	это система	1	1
373	на этот	1	1
374	и того	3	1
375	высказывания как	2	1
376	таким же	1	1
377	как все	1	1
378	и без	1	1
379	целого но	1	1
380	не столько	5	1
381	в отличие	5	1
382	в которых	1	1
383	мир и	1	1
384	есть его	1	1
385	тонах и	1	1
386	тем не	5	1
387	и более	2	1
388	в подлинное	1	1
389	однако в	2	1
390	рассказчика за	1	1
391	не менее	4	1
392	персонажей но	1	1
393	которое нельзя	1	1
394	его внутренняя	1	1
395	того чтобы	3	1
396	только не	2	1
397	на котором	1	1
398	последние десятилетия	1	1
399	возможно и	1	1
400	в самой	1	1
401	и лишь	1	1
402	с одним	1	1
403	его отношение	1	1
404	его можно	1	1
405	по своей	3	1
406	людей и	1	1
407	рождается в	1	1
408	с социальным	1	1
409	и света	1	1
410	сопротивление или	1	1
411	этом отношении	3	1
412	без исключения	1	1
413	в каком	1	1
414	к той	1	1
415	не от	1	1
416	не звучат	1	1
417	в специальном	1	1
418	все то	2	1
419	в направлении	2	1
420	есть только	1	1
421	во все	1	1
422	как свой	1	1
423	встречаются и	1	1
424	в виду	1	1
425	определяется его	1	1
426	приводит к	1	1
427	углубляется как	1	1
428	на свой	2	1
429	и иные	2	1
430	каждого из	1	1
431	того и	1	1
432	в споре	1	1
433	и среди	1	1
434	в плоскости	1	1
435	в чужом	1	1
436	это только	1	1
437	жизнь и	1	1
438	если бы	4	1
439	со стороны	6	1
440	иного порядка	1	1
441	установку на	1	1
442	сводится к	9	1
443	и что	2	1
444	находятся в	1	1
445	его жизни	2	1
446	или на	1	1
447	в которое	1	1
448	в единую	1	1
449	как у	4	1
450	это было	1	1
451	и вследствие	2	1
452	возникает и	1	1
453	на одном	2	1
454	почти полное	1	1
455	что и	2	1
456	существенную роль	3	1
457	а его	1	1
458	может иметь	1	1
459	и она	1	1
460	в литературе	4	1
461	на будущее	1	1
462	время в	1	1
463	в двух	1	1
464	кроме самого	1	1
465	дело с	2	1
466	которым он	1	1
467	с каждым	1	1
468	героев при	1	1
469	и говорящей	1	1
470	и так	1	1
471	а лишь	1	1
472	именно на	1	1
473	есть в	1	1
474	затем следует	1	1
475	не встречается	1	1
476	вернуться к	1	1
477	в начале	2	1
478	не принимает	1	1
479	в душе	2	1
480	то у	3	1
481	автор с	1	1
482	и их	1	1
483	в прозе	1	1
484	у нее	4	1
485	но что	1	1
486	только с	1	1
487	каждый из	1	1
488	не просто	1	1
489	п не	1	1
490	в форме	5	1
491	теперь эта	1	1
492	это движение	1	1
493	где в	1	1
494	а потому	1	1
495	в обращении	1	1
496	или иначе	2	1
497	о своем	2	1
498	в ряде	1	1
499	же о	1	1
500	что не	1	1
501	художника слова	1	1
502	противном случае	1	1
503	только по	2	1
504	то и	3	1
505	ничем не	1	1
506	в отвлечении	1	1
507	однако и	1	1
508	у героя	2	1
509	формируется в	1	1
510	о чем	2	1
511	автору и	1	1
512	на эту	1	1
513	когда она	1	1
514	что мы	1	1
515	мира в	4	1
516	отвлечении от	1	1
517	с помощью	1	1
518	вступает в	2	1
519	о себе	1	1
520	вместе с	1	1
521	на границе	1	1
522	даже с	1	1
523	да и	3	1
524	возможность такого	1	1
525	в это	1	1
526	событием самого	1	1
527	эти два	2	1
528	аналогии с	1	1
529	и нет	1	1
530	но это	2	1
531	нем самом	1	1
532	от социального	1	1
533	тому или	1	1
534	но с	1	1
535	от действительного	1	1
536	к еще	1	1
537	которых он	1	1
538	слова но	1	1
539	этому миру	1	1
540	потому не	2	1
541	лицо и	3	1
542	тем более	2	1
543	как рассказчик	1	1
544	о котором	3	1
545	бы в	2	1
546	протяжении веков	1	1
547	как сопротивление	1	1
548	настоящим и	1	1
549	же в	4	1
550	самому и	1	1
551	или поддержка	1	1
552	в системе	1	1
553	превращаясь в	1	1
554	персонажа и	2	1
555	первый раз	1	1
556	героя и	2	1
557	не знает	1	1
558	у предшественников	1	1
559	отношением к	1	1
560	может послужить	1	1
561	и возникает	1	1
562	себе самому	5	1
563	в последнем	1	1
564	в какой	4	1
565	речи как	1	1
566	жизни и	4	1
567	который не	1	1
568	как на	2	1
569	в таком	3	1
570	все что	4	1
571	этой точки	1	1
572	они не	2	1
