N	2gram	Propp_Isto_6	TeoriaLi
393	из которого	1	1
394	же и	1	1
395	есть в	1	1
396	если мы	1	1
397	словами из	1	1
398	или даже	1	1
399	одно из	1	1
400	никто не	2	1
401	в одном	3	1
402	так как	18	1
403	к ним	1	1
404	ту сторону	1	1
405	может служить	1	1
406	случае не	1	1
407	в первую	1	1
408	ее на	2	1
409	для того	1	1
410	он же	1	1
411	разница в	1	1
412	новая форма	1	1
413	на примере	1	1
414	как у	2	1
415	связаны с	5	1
416	с той	1	1
417	в уме	1	1
418	еще и	1	1
419	такое же	1	1
420	однако что	1	1
421	и пр	1	1
422	превращается в	7	1
423	не было	3	1
424	зависит от	4	1
425	долгое время	1	1
426	могут служить	1	1
427	что из	2	1
428	его как	1	1
429	в одно	2	1
430	в связи	1	1
431	как ни	1	1
432	может иметь	2	1
433	имея в	1	1
434	делает их	1	1
435	это на	1	1
436	перейдем к	1	1
437	но кто	1	1
438	в одной	2	1
439	от ее	1	1
440	к своему	3	1
441	на колени	1	1
442	тому как	1	1
443	в мир	1	1
444	мыслится как	1	1
445	в это	4	1
446	с этой	2	1
447	и формы	2	1
448	на время	1	1
449	можно предположить	1	1
450	этом случае	6	1
451	быть и	1	1
452	своей жизни	1	1
453	всегда имеются	1	1
454	о его	1	1
455	все это	1	1
456	еще одна	1	1
457	окрашено в	1	1
458	и от	3	1
459	о котором	2	1
460	больше и	3	1
461	это может	1	1
462	бы в	1	1
463	в сравнении	1	1
464	же в	1	1
465	мы видим	5	1
466	не есть	2	1
467	вступает в	1	1
468	может и	1	1
469	со мной	1	1
470	в иной	1	1
471	из этого	3	1
472	перед нею	1	1
473	жизни и	2	1
474	ее в	6	1
475	видим в	1	1
476	и другие	3	1
477	случае если	1	1
478	в своих	3	1
479	нее как	1	1
480	в лесу	1	1
481	см в	1	1
482	следующее с	1	1
483	в таком	1	1
484	точно так	2	1
485	все что	4	1
486	этой точки	1	1
