N	2gram	Berdyaev_M_2	Myslijsy
120	бы ни	1	3
121	и на	3	3
122	в чем	3	3
123	не то	1	3
124	в целом	1	3
125	что она	5	3
126	в человеческой	1	3
127	образа и	2	3
128	в каждом	3	3
129	не будет	3	3
130	что все	5	3
131	его в	3	3
132	этого не	1	3
133	и тогда	3	3
134	как бы	8	3
135	место в	2	3
136	есть еще	2	3
137	тому что	4	3
138	существует для	1	3
139	тогда и	1	3
140	того чтобы	4	3
141	для себя	1	3
142	в образе	3	3
143	быть может	2	3
144	в словах	1	3
145	жизни не	2	3
146	к нему	2	3
147	вслед за	1	3
148	слова для	1	3
149	же и	2	3
150	есть в	3	3
151	никто не	1	3
152	прежде всего	12	3
153	друг друга	12	3
154	себе представить	1	3
155	до сих	3	3
156	такое же	1	3
157	человеческой жизни	2	3
158	его я	1	3
159	связь с	1	3
160	так же	6	3
161	в человеке	2	3
162	самого себя	4	3
163	сих пор	3	3
164	все остальные	1	3
165	не существует	3	3
166	это можно	1	3
167	а к	1	3
168	и все	5	3
169	в свою	4	3
170	не знает	9	3
171	в которой	2	3
172	к этому	1	3
173	а между	1	2
174	о любви	1	2
175	самом деле	1	2
176	это и	3	2
177	той же	3	2
178	все в	1	2
179	то он	2	2
180	с любовью	2	2
181	в новом	1	2
182	отношение к	8	2
183	за пределы	1	2
184	что они	3	2
185	но без	1	2
186	сама по	1	2
187	человек может	1	2
188	я представляю	1	2
189	и той	2	2
190	целый ряд	1	2
191	его к	1	2
192	со своей	1	2
193	та же	10	2
194	в этой	7	2
195	а напротив	1	2
196	и тот	2	2
197	на то	1	2
198	человек не	7	2
199	и если	2	2
200	на его	2	2
201	идеи и	3	2
202	с таким	2	2
203	подобно тому	2	2
204	что ни	1	2
205	людей и	3	2
206	но все	1	2
207	не образ	1	2
208	не дает	1	2
209	на все	3	2
210	входит в	1	2
211	за собою	1	2
212	ни в	3	2
213	не всегда	2	2
214	точки зрения	2	2
215	в своей	5	2
216	что такое	1	2
217	во времена	1	2
218	в мысли	2	2
219	в которых	1	2
220	их в	1	2
221	что есть	2	2
222	она не	8	2
223	как о	1	2
224	отличное от	1	2
225	в разных	2	2
226	природы в	2	2
227	и идеал	1	2
228	этом отношении	1	2
229	от этого	2	2
230	его с	2	2
231	мысли о	1	2
232	и самое	2	2
233	в ее	1	2
234	когда в	1	2
235	к тем	1	2
236	и с	3	2
237	об этом	1	2
238	о том	3	2
239	и та	2	2
240	другое его	1	2
241	мысль не	1	2
242	как ее	2	2
243	которое было	2	2
244	вне себя	1	2
245	мы видим	2	2
246	в какой	1	2
247	в природе	1	2
248	на мир	1	2
249	связи с	2	2
250	способен к	4	2
251	был бы	1	2
252	но что	1	2
253	у него	22	2
254	почему не	2	2
255	есть выражение	2	2
256	не были	1	2
257	что человек	2	2
258	только один	1	2
259	а с	1	2
260	души и	2	2
261	идеи в	1	2
262	нет ни	2	2
263	в разговоре	1	2
264	к своему	2	2
265	по своему	1	2
266	сознание необходимости	1	2
267	что же	2	2
268	с этой	1	2
269	из себя	1	2
270	бы в	2	2
271	отношении к	3	2
272	такой степени	2	2
273	а образ	1	2
274	но этот	2	2
275	в свое	1	2
276	есть то	1	2
277	жизни и	6	2
278	это в	1	2
279	которая не	1	2
280	народ в	3	1
281	отношения к	2	1
282	в сфере	2	1
283	необходимости соединения	1	1
284	себе путь	2	1
285	на самом	1	1
286	искать в	1	1
287	силу на	1	1
288	бы для	1	1
289	когда человек	2	1
290	человеческой души	1	1
291	по преимуществу	5	1
292	в мыслях	1	1
293	должна быть	1	1
294	внутренняя связь	1	1
295	значение но	1	1
296	его не	2	1
297	их и	1	1
298	он уже	2	1
299	не встречает	1	1
300	если я	2	1
301	и явится	2	1
302	человеческой природы	7	1
303	что если	1	1
304	вопрос о	6	1
305	чтобы не	3	1
306	который был	2	1
307	в сущности	2	1
308	только это	2	1
309	но она	2	1
310	внешних условий	1	1
311	не знают	1	1
312	явление не	1	1
313	того же	1	1
314	и он	11	1
315	нет то	2	1
316	он был	9	1
317	на них	1	1
318	он сам	6	1
319	со словами	1	1
320	страданием и	1	1
321	соответствие с	1	1
322	с его	4	1
323	чтобы образ	1	1
324	мысль что	4	1
325	так для	1	1
326	от его	2	1
327	он может	1	1
328	совсем не	5	1
329	к нам	1	1
330	в голове	1	1
331	если в	1	1
332	его во	1	1
333	есть по	2	1
334	себе и	2	1
335	со страданием	1	1
336	нет и	1	1
337	которые не	1	1
338	его на	4	1
339	это был	1	1
340	хотя и	2	1
341	когда он	1	1
342	могли бы	1	1
343	слова нельзя	1	1
344	образа если	1	1
345	увидим что	2	1
346	вносит в	1	1
347	но в	10	1
348	зла не	3	1
349	то в	2	1
350	но эта	2	1
351	идея и	3	1
352	духа в	2	1
353	к чему	4	1
354	явления и	1	1
355	из жизни	1	1
356	за жизнь	1	1
357	формы в	1	1
358	всю мою	1	1
359	все эти	1	1
360	право на	1	1
361	отношение между	1	1
362	бы только	1	1
363	свободы но	1	1
364	о человеке	1	1
365	мира но	1	1
366	во многих	1	1
367	как он	3	1
368	но на	2	1
369	в первых	1	1
370	если для	1	1
371	к миру	1	1
372	после этого	1	1
373	он должен	1	1
374	есть та	1	1
375	и вот	5	1
376	под конец	1	1
377	имел бы	1	1
378	слияния с	1	1
379	может понять	1	1
380	в нее	1	1
381	перенести в	1	1
382	тем в	1	1
383	сознание и	1	1
384	в мире	7	1
385	скажет я	1	1
386	лишь в	2	1
387	его личности	1	1
388	это не	5	1
389	человека только	2	1
390	то все	2	1
391	есть отрицание	3	1
392	в жизни	4	1
393	люди не	1	1
394	в тот	1	1
395	она и	1	1
396	берет на	1	1
397	жизни то	1	1
398	которой он	1	1
399	одна и	3	1
400	нигде не	1	1
401	для чего	3	1
402	разных людей	1	1
403	с такой	1	1
404	сам в	1	1
405	потому и	1	1
406	он сказал	1	1
407	в этих	2	1
408	закона и	2	1
409	соединению с	1	1
410	но если	1	1
411	от своего	1	1
412	как все	1	1
413	тогда человек	2	1
414	человека хотя	1	1
415	в такой	3	1
416	с точки	1	1
417	ее образ	1	1
418	его отношение	4	1
419	жизни с	1	1
420	всякий раз	1	1
421	стало быть	1	1
422	которые в	2	1
423	другом и	1	1
424	но он	11	1
425	свое состояние	1	1
426	и более	1	1
427	если нет	8	1
428	любовь к	8	1
429	был уже	1	1
430	человека есть	3	1
431	это чувство	1	1
432	человека но	1	1
433	глубины человеческой	1	1
434	нем же	1	1
435	душе и	1	1
436	было не	2	1
437	личности к	2	1
438	и именно	1	1
439	а может	1	1
440	чем не	2	1
441	принадлежит к	2	1
442	он с	1	1
443	следовательно и	1	1
444	а еще	1	1
445	принадлежат к	3	1
446	ничего не	2	1
447	свобода с	1	1
448	своей природе	1	1
449	во всем	5	1
450	есть это	1	1
451	в более	2	1
452	на людей	2	1
453	к соединению	2	1
454	быть в	1	1
455	и искусства	1	1
456	уже и	1	1
457	что на	1	1
458	него но	1	1
459	своего я	1	1
460	представляется нам	1	1
461	из глубины	2	1
462	нигде нет	2	1
463	про себя	1	1
464	отличается от	1	1
465	основы и	1	1
466	он видит	1	1
467	чтобы произвести	1	1
468	которая есть	2	1
469	быть назван	2	1
470	любовь в	2	1
471	должен быть	4	1
472	приходит к	2	1
473	мгновения жизни	1	1
474	его художественного	1	1
475	это с	1	1
476	свободу и	5	1
477	что у	4	1
478	жизни это	4	1
479	на нее	1	1
480	не с	1	1
481	было в	3	1
482	с самим	3	1
483	мог бы	1	1
484	и каждый	1	1
485	личности на	1	1
486	жизнь и	4	1
487	для этого	4	1
488	сама она	1	1
489	действия не	1	1
490	находится в	1	1
491	через этот	2	1
492	именно потому	1	1
493	и здесь	6	1
494	состояние сознания	1	1
495	одно то	1	1
496	после того	2	1
497	теперь и	1	1
498	другому в	1	1
499	и который	1	1
500	сила не	1	1
501	принадлежит уже	2	1
502	нас в	2	1
503	во всех	2	1
504	стоит и	1	1
505	нельзя себе	1	1
506	другого в	2	1
507	но нельзя	1	1
508	образа который	1	1
509	он легко	2	1
510	уже из	1	1
511	происходит в	1	1
512	его собственная	2	1
513	только одной	1	1
514	тот же	2	1
515	известного рода	1	1
516	и свобода	2	1
517	в стороне	1	1
518	и ее	1	1
519	себя в	4	1
520	и счастье	1	1
521	чем они	1	1
522	и чисто	1	1
523	не принадлежит	1	1
524	его и	1	1
525	для человечества	2	1
526	не сам	1	1
527	не находит	1	1
528	эту силу	1	1
529	в прошлом	1	1
530	это верно	1	1
531	самосознания в	1	1
532	другому и	1	1
533	отдельного человека	1	1
534	была только	1	1
535	лишь для	1	1
536	к самому	2	1
537	это будет	1	1
538	жизни в	3	1
539	как у	2	1
540	черты сходства	2	1
541	миру и	1	1
542	и быть	1	1
543	ко многим	1	1
544	на которые	1	1
545	мы еще	2	1
546	но есть	1	1
547	и люди	2	1
548	к более	1	1
549	быть названо	1	1
550	превращается в	2	1
551	идея не	1	1
552	одного только	1	1
553	не сама	1	1
554	может ли	1	1
555	и нередко	1	1
556	нашей души	1	1
557	бы назвать	1	1
558	принадлежит не	1	1
559	в картине	3	1
560	не означает	2	1
561	у человека	1	1
562	с которым	3	1
563	было для	2	1
564	его собственной	1	1
565	сердце в	1	1
566	есть явление	2	1
567	и отношение	1	1
568	человека к	8	1
569	все свое	1	1
570	человек должен	2	1
571	своей души	1	1
572	она есть	2	1
573	достигается в	1	1
574	им с	1	1
575	а потом	1	1
576	да и	2	1
577	многих других	1	1
578	человека или	1	1
579	и там	6	1
580	во всю	1	1
581	и другим	1	1
582	то так	1	1
583	есть знак	1	1
584	тогда все	2	1
585	от человека	1	1
586	формы и	1	1
587	сознания и	2	1
588	а все	1	1
589	в силах	1	1
590	человек и	2	1
591	друга не	1	1
592	на такой	1	1
593	сторона в	1	1
594	с людьми	1	1
595	в какие	1	1
596	между ними	1	1
597	не вижу	1	1
598	есть и	3	1
599	в массе	1	1
600	друга а	1	1
601	и соответствует	1	1
602	этим объясняется	1	1
603	на лице	1	1
604	собственной природы	1	1
605	но эти	1	1
606	это так	1	1
607	уже есть	1	1
608	ее в	2	1
609	и эта	2	1
610	нас не	2	1
611	еще слишком	1	1
