N	2gram	Tiupa_Hudo_1	SlovoVZh
186	что в	6	2
187	и другие	1	2
188	если же	1	2
189	а между	1	1
190	и это	4	1
191	некрасов и	1	1
192	например в	2	1
193	же как	2	1
194	как мы	3	1
195	и о	4	1
196	с ее	2	1
197	мы здесь	1	1
198	свою очередь	1	1
199	на основе	2	1
200	это и	1	1
201	характер и	2	1
202	нам кажется	1	1
203	вообще по	1	1
204	в произведении	1	1
205	с самого	1	1
206	по преимуществу	3	1
207	нем но	1	1
208	множественного числа	2	1
209	из его	1	1
210	проникает в	1	1
211	не имеют	3	1
212	однако эта	1	1
213	в рамки	1	1
214	высшей степени	1	1
215	с таким	1	1
216	по аналогии	1	1
217	из двух	1	1
218	можно было	5	1
219	мы уже	4	1
220	к постановке	1	1
221	и приемов	1	1
222	душевное состояние	1	1
223	жизнь и	1	1
224	та же	4	1
225	подумать что	1	1
226	что уже	1	1
227	от породившей	1	1
228	высказывания в	1	1
229	способен породить	1	1
230	само слово	1	1
231	сводится к	1	1
232	становится только	1	1
233	и он	5	1
234	слово не	2	1
235	им она	1	1
236	за пределами	1	1
237	но при	1	1
238	не нужно	2	1
239	на них	1	1
240	там же	2	1
241	столь же	4	1
242	в значительной	2	1
243	во всех	1	1
244	в конечном	2	1
245	собственной внутренней	1	1
246	все в	1	1
247	не требует	1	1
248	то в	4	1
249	у которой	2	1
250	русской литературе	3	1
251	сознания не	1	1
252	конечном счете	2	1
253	в общем	1	1
254	не индивидуальными	1	1
255	себе и	2	1
256	произведение не	1	1
257	в свои	1	1
258	непосредственно в	1	1
259	что они	1	1
260	именно в	7	1
261	стал бы	1	1
262	нем и	1	1
263	слов и	1	1
264	и уж	1	1
265	в лучшем	1	1
266	и она	1	1
267	в одной	2	1
268	в лице	3	1
269	что именно	1	1
270	можно подумать	1	1
271	и следа	1	1
272	она как	1	1
273	как например	1	1
274	которое было	1	1
275	перед нами	5	1
276	и точность	1	1
277	автора героя	2	1
278	понять и	1	1
279	хотя и	2	1
280	в двух	1	1
281	художественного восприятия	2	1
282	тот же	1	1
283	более или	1	1
284	о самом	1	1
285	это особый	1	1
286	по мнению	5	1
287	к художественному	2	1
288	во времени	1	1
289	отношения между	1	1
290	отказывается от	1	1
291	в целом	2	1
292	себя в	4	1
293	есть в	1	1
294	литературы в	1	1
295	и политической	1	1
296	так можно	1	1
297	во многих	1	1
298	именно этим	2	1
299	не исчерпывает	1	1
300	исходит из	1	1
301	что она	4	1
302	не из	1	1
303	обращение к	1	1
304	оно всегда	1	1
305	или даже	1	1
306	его и	1	1
307	одно из	1	1
308	высказывания его	1	1
309	всяком случае	1	1
310	не как	1	1
311	художественного высказывания	1	1
312	в одном	1	1
313	и вот	1	1
314	в пространстве	1	1
315	отделилась от	1	1
316	вовсе не	1	1
317	может претендовать	1	1
318	ничего общего	1	1
319	у нее	2	1
320	близости с	1	1
321	друг друга	5	1
322	как его	3	1
323	бытия и	4	1
324	у него	9	1
325	из нее	1	1
326	этими словами	1	1
327	и рождается	1	1
328	на этом	3	1
329	не бывает	2	1
330	вопросов о	1	1
331	герой и	1	1
332	самом же	1	1
333	значительной степени	2	1
334	и только	1	1
335	что все	1	1
336	же деле	1	1
337	в другом	2	1
338	и т.п	1	1
339	и из	1	1
340	должно быть	2	1
341	входит в	1	1
342	со своею	2	1
343	деле в	2	1
344	говорить и	1	1
345	и тех	1	1
346	было бы	6	1
347	этом смысле	1	1
348	и тем	1	1
349	один и	1	1
350	что для	1	1
351	говорит о	1	1
352	во внутренней	1	1
353	для них	1	1
354	от нее	1	1
355	но уже	1	1
356	не было	4	1
357	рядом с	1	1
358	а с	2	1
359	это прежде	2	1
360	не знает	2	1
361	все равно	2	1
362	далеко не	1	1
363	не на	1	1
364	в ее	3	1
365	в слове	1	1
366	которой он	1	1
367	одна и	1	1
368	несмотря на	4	1
369	в руках	1	1
370	историческая поэтика	1	1
371	о чем	1	1
372	такою же	1	1
373	уверенность в	1	1
374	же не	1	1
375	и того	1	1
376	себя на	1	1
377	или менее	1	1
378	до степени	1	1
379	места в	1	1
380	это на	1	1
381	вступает в	1	1
382	в частности	5	1
383	на который	1	1
384	он вдруг	1	1
385	и без	1	1
386	это делает	1	1
387	подхода к	1	1
388	она в	3	1
389	к одному	1	1
390	свою художественную	1	1
391	в порыве	1	1
392	подробнее на	1	1
393	не могут	1	1
394	что я	2	1
395	признать что	1	1
396	если оно	1	1
397	он будет	1	1
398	и другого	1	1
399	двух людей	1	1
400	нельзя было	1	1
401	этих моментов	1	1
402	и тот	1	1
403	сами по	1	1
404	все зависит	1	1
405	том и	1	1
406	не должно	1	1
407	ним в	1	1
408	мы еще	1	1
409	и менее	1	1
410	для нее	2	1
411	бы но	1	1
412	тенденция к	1	1
413	ни единого	2	1
414	и тому	1	1
415	между людьми	1	1
416	что современная	1	1
417	только для	2	1
418	в высшей	1	1
419	в который	1	1
420	в смысле	1	1
421	самого начала	1	1
422	как о	1	1
423	в русской	4	1
424	в науке	1	1
425	и остается	1	1
426	в основе	1	1
427	уже на	1	1
428	при таком	1	1
429	того чтобы	3	1
430	чем не	1	1
431	лицо и	1	1
432	для всего	2	1
433	в результате	2	1
434	чрезвычайно важным	1	1
435	автора к	1	1
436	эта сторона	1	1
437	в качестве	9	1
438	как особая	1	1
439	слова как	2	1
440	же время	8	1
441	от него	3	1
442	и внешней	1	1
443	полагать что	1	1
444	тем более	1	1
445	к внешнему	1	1
446	мы должны	1	1
447	по своей	4	1
448	них и	1	1
449	же он	1	1
450	связи с	4	1
451	в классицизме	1	1
452	участие в	2	1
453	науке о	1	1
454	в свою	1	1
455	как будто	4	1
456	этом отношении	3	1
457	и уверенность	1	1
458	жизни в	6	1
459	может и	3	1
460	явно не	2	1
461	что можно	1	1
462	поэтому не	1	1
463	теперь когда	1	1
464	когда мы	1	1
465	или иного	2	1
466	и героем	1	1
467	культуры в	1	1
468	время не	1	1
469	героя в	2	1
470	я и	2	1
471	произведения с	2	1
472	что оно	1	1
473	к другим	1	1
474	но из	1	1
475	и эта	1	1
476	в таком	3	1
477	во всяком	1	1
478	они не	2	1
479	к тому	7	1
