N	2gram	Vinokur_St_1	Analitik
107	казалось бы	1	3
108	имеем дело	2	3
109	тем что	5	3
110	как будто	4	3
111	этом отношении	7	3
112	что на	2	3
113	ни о	1	3
114	той или	1	3
115	как мы	1	3
116	можно было	13	3
117	в результате	3	3
118	если бы	9	3
119	того или	4	3
120	что и	6	3
121	крайней мере	2	3
122	и все	2	3
123	одной из	1	3
124	так что	6	3
125	есть в	2	3
126	я в	1	3
127	из них	8	3
128	со стороны	6	3
129	или иной	1	3
130	именно в	6	3
131	было бы	17	3
132	текста это	1	3
133	и за	3	3
134	или иного	4	3
135	в первой	12	3
136	этого слова	2	3
137	или в	1	3
138	бы в	1	3
139	прежде всего	7	3
140	а в	17	3
141	не знает	2	3
142	по поводу	7	3
143	речь идет	4	2
144	отношения к	2	2
145	художественного произведения	1	2
146	и до	1	2
147	из его	1	2
148	ведь и	3	2
149	той же	5	2
150	а как	2	2
151	еще не	3	2
152	он был	3	2
153	на основе	1	2
154	и я	3	2
155	как говорит	1	2
156	оказывается не	1	2
157	момент его	1	2
158	с их	1	2
159	на то	4	2
160	в случае	2	2
161	вообще не	2	2
162	он не	2	2
163	от которого	1	2
164	что она	4	2
165	таким образом	7	2
166	значительной степени	1	2
167	в одну	1	2
168	что все	2	2
169	текста как	1	2
170	это было	1	2
171	обоих случаях	1	2
172	на протяжении	1	2
173	этом смысле	1	2
174	по себе	1	2
175	соответствии с	1	2
176	еще в	1	2
177	в этих	2	2
178	в своей	6	2
179	в котором	5	2
180	с точки	8	2
181	но эта	1	2
182	речи в	1	2
183	и наоборот	1	2
184	даже в	3	2
185	в таких	1	2
186	она не	2	2
187	что с	2	2
188	в обоих	1	2
189	а л	1	2
190	в то	9	2
191	дело не	4	2
192	не имеет	4	2
193	на котором	1	2
194	текста и	1	2
195	на него	2	2
196	же время	4	2
197	так например	7	2
198	ли не	2	2
199	языка и	4	2
200	на которую	1	2
201	это только	1	2
202	нас к	1	2
203	что в	30	2
204	его в	2	2
205	и во	2	2
206	между тем	3	2
207	в его	9	2
208	не знаю	2	2
209	того что	9	2
210	с той	1	2
211	времени как	1	2
212	себя в	1	2
213	этой системе	1	2
214	свидетельствует о	2	2
215	а то	2	2
216	ни с	3	2
217	одно из	2	2
218	и их	2	2
219	ведь это	1	2
220	в одном	1	2
221	вовсе не	19	2
222	не о	1	2
223	уже и	1	2
224	здесь в	1	2
225	в соответствии	1	2
226	превращается в	2	2
227	на этот	3	2
228	была бы	5	2
229	о чем	1	2
230	должна была	4	2
231	вместе с	1	2
232	так же	5	2
233	к его	1	2
234	данного произведения	1	2
235	к своему	1	2
236	такого рода	2	2
237	по существу	2	2
238	не случайным	1	2
239	и для	3	2
240	этого рода	1	2
241	при таком	2	2
242	тот кто	1	2
243	в двух	3	2
244	внимание на	3	2
245	еще более	4	2
246	знаками препинания	1	2
247	от своего	1	2
248	сказать что	7	2
249	другой стороны	7	2
250	т е	15	2
251	к этому	1	2
252	в таком	3	2
253	в роли	1	2
254	а между	1	1
255	как известно	1	1
256	этого в	1	1
257	и т	30	1
258	также и	9	1
259	мечты в	1	1
260	самом деле	11	1
261	идет о	2	1
262	здесь и	1	1
263	в первом	2	1
264	который совершенно	1	1
265	остальных его	1	1
266	по его	2	1
267	их и	1	1
268	полагает что	1	1
269	в каждый	1	1
270	равной мере	2	1
271	почти исключительно	1	1
272	я не	7	1
273	из того	2	1
274	но даже	1	1
275	отступление от	1	1
276	в сцене	1	1
277	из второй	1	1
278	целом я	1	1
279	и самого	1	1
280	что оба	1	1
281	когда речь	2	1
282	бы себе	1	1
283	быть в	2	1
284	не хотелось	1	1
285	в чем	3	1
286	иных случаях	2	1
287	о существе	1	1
288	совсем не	2	1
289	втором слоге	1	1
290	тех же	1	1
291	не все	3	1
292	очевидно что	1	1
293	дала ему	1	1
294	для русской	1	1
295	чтения в	1	1
296	так называемая	3	1
297	этой стороны	1	1
298	на человека	1	1
299	применении к	3	1
300	писал что	1	1
301	тем же	3	1
302	дело только	1	1
303	счетом ничего	1	1
304	себе как	1	1
305	не приходится	1	1
306	в которой	4	1
307	бы и	4	1
308	в литературном	2	1
309	бы с	1	1
310	так или	2	1
311	все эти	5	1
312	бы не	2	1
313	не оставляет	1	1
314	из этих	6	1
315	которые в	2	1
316	но без	1	1
317	в известном	1	1
318	раз в	2	1
319	и те	2	1
320	но ведь	8	1
321	как он	1	1
322	в наших	2	1
323	но на	2	1
324	по словам	4	1
325	в нем	5	1
326	в статье	7	1
327	всё это	4	1
328	время и	1	1
329	всех этих	2	1
330	в первую	2	1
331	не как	1	1
332	у читателя	1	1
333	культурный читатель	1	1
334	евгения онегина	5	1
335	свое время	2	1
336	чтобы в	1	1
337	никому не	1	1
338	целого ряда	2	1
339	и по	5	1
340	тут не	2	1
341	в каждом	3	1
342	об этом	3	1
343	времени и	1	1
344	входит в	1	1
345	заключается в	4	1
346	первую очередь	2	1
347	в глазах	1	1
348	это не	8	1
349	то все	1	1
350	каждого из	2	1
351	слова без	1	1
352	в ином	1	1
353	только одно	1	1
354	говорить в	1	1
355	ни в	3	1
356	он именует	1	1
357	в них	1	1
358	далеко не	1	1
359	место и	1	1
360	которой он	1	1
361	всегда и	1	1
362	ровным счетом	1	1
363	такой же	5	1
364	постановку вопроса	1	1
365	нисколько не	2	1
366	со всей	1	1
367	но я	4	1
368	но если	4	1
369	и при	1	1
370	в такой	2	1
371	не становится	1	1
372	это делает	1	1
373	что о	3	1
374	одним и	2	1
375	их собственно	1	1
376	от себя	1	1
377	что я	1	1
378	вплоть до	5	1
379	который всегда	1	1
380	времени не	4	1
381	не считает	1	1
382	обращение к	1	1
383	не его	1	1
384	и эти	1	1
385	и более	2	1
386	достаточно привести	1	1
387	мере в	2	1
388	внимание и	1	1
389	однако в	1	1
390	том же	1	1
391	что этот	2	1
392	тому что	3	1
393	счел нужным	1	1
394	точно и	2	1
395	таких случаях	1	1
396	и другое	1	1
397	р и	1	1
398	меня не	2	1
399	хотелось бы	1	1
400	тогда когда	1	1
401	одна из	1	1
402	было не	2	1
403	и имеет	1	1
404	в стилистическом	1	1
405	приведем один	1	1
406	но только	1	1
407	констатировать что	1	1
408	каждый из	1	1
409	что ни	2	1
410	в разных	1	1
411	только и	1	1
412	к каждой	1	1
413	его речи	1	1
414	и такой	1	1
415	этих двух	3	1
416	с одним	1	1
417	впрочем в	1	1
418	по своей	2	1
419	крайний случай	1	1
420	это слово	4	1
421	убедиться в	2	1
422	потому что	6	1
423	о чем-то	1	1
424	странным и	1	1
425	только с	2	1
426	же до	1	1
427	которая по	1	1
428	конечно и	3	1
429	всех прочих	1	1
430	у нас	11	1
431	и далее	1	1
432	которых он	1	1
433	начиная с	2	1
434	если он	1	1
435	и другой	1	1
436	и такие	2	1
437	зато очень	1	1
438	отличается от	1	1
439	должны быть	3	1
440	всё что	1	1
441	личности от	1	1
442	от замены	1	1
443	что при	2	1
444	отказаться от	1	1
445	к фразе	1	1
446	о них	2	1
447	в применении	3	1
448	для себя	3	1
449	например он	1	1
450	и о	1	1
451	и тогда	2	1
452	в виду	1	1
453	но при	1	1
454	в ее	4	1
455	на последнем	1	1
456	могут и	1	1
457	только то	1	1
458	том-то и	1	1
459	в отношении	9	1
460	стилистическом отношении	1	1
461	она была	1	1
462	ли и	1	1
463	в диалог	1	1
464	поэтому в	3	1
465	к предложению	1	1
466	автора к	1	1
467	о нем	1	1
468	текста с	2	1
469	вопроса и	1	1
470	в другом	3	1
471	но к	1	1
472	на вопрос	4	1
473	и что	4	1
474	отдельном случае	1	1
475	что его	1	1
476	все его	1	1
477	может не	2	1
478	это была	1	1
479	каждом из	1	1
480	к нему	2	1
481	с его	1	1
482	или иначе	2	1
483	поводу того	1	1
484	где у	1	1
485	данного текста	1	1
486	них в	1	1
487	что здесь	2	1
488	сразу же	1	1
489	тот же	1	1
490	дело с	2	1
491	нуждается в	1	1
492	в какой	3	1
493	хотя бы	6	1
494	и после	1	1
495	который в	1	1
496	деле не	1	1
497	одних и	1	1
498	в уста	3	1
499	голосом и	1	1
500	же и	4	1
501	этот вопрос	4	1
502	дважды в	1	1
503	уже в	2	1
504	вопроса о	3	1
505	в начале	3	1
506	как более	2	1
507	случаях оказывается	1	1
508	его текст	1	1
509	его и	1	1
510	этот раз	2	1
511	сам не	1	1
512	который как	2	1
513	как справедливо	1	1
514	представить себе	1	1
515	его интерпретации	1	1
516	это место	2	1
517	слова в	1	1
518	сами по	1	1
519	иного из	1	1
520	так как	5	1
521	с настоящим	1	1
522	к ним	1	1
523	дело и	1	1
524	которые могут	1	1
525	в стихах	1	1
526	характерны для	1	1
527	другой и	1	1
528	в текстах	1	1
529	бы это	2	1
530	где в	1	1
531	и речи	2	1
532	даже не	4	1
533	и из	1	1
534	с другим	1	1
535	который не	2	1
536	на ее	1	1
537	делает в	2	1
538	каждом отдельном	1	1
539	что тот	1	1
540	зрения как	1	1
541	которая на	1	1
542	текст в	1	1
543	еще и	2	1
544	но о	1	1
545	исходит из	1	1
546	обратиться к	1	1
547	прилагательных и	2	1
548	говорит я	1	1
549	а главное	1	1
550	более того	1	1
551	не означает	1	1
552	х где	1	1
553	возвращаясь к	1	1
554	в том-то	1	1
555	которая является	1	1
556	и своим	1	1
557	ближе к	1	1
558	если не	2	1
559	было в	1	1
560	материал для	3	1
561	вещи иначе	1	1
562	внимания к	1	1
563	и последующие	1	1
564	и потому	2	1
565	и тех	1	1
566	свою собственную	2	1
567	так уж	1	1
568	лексику и	1	1
569	обратил внимание	1	1
570	его личной	1	1
571	целом ряде	1	1
572	слова он	1	1
573	случае она	1	1
574	первой строфе	2	1
575	в тех	3	1
576	здесь совершенно	3	1
577	за рамки	1	1
578	и всей	1	1
579	стороны и	1	1
580	да и	3	1
581	указание на	1	1
582	я с	2	1
583	том смысле	2	1
584	и там	1	1
585	что же	6	1
586	с этой	3	1
587	остается один	1	1
588	и звучит	1	1
589	на которой	2	1
590	при условии	1	1
591	между прочим	2	1
592	естественно не	1	1
593	с этими	1	1
594	перед нами	1	1
595	это явление	2	1
596	только частный	1	1
597	не является	3	1
598	случаях когда	1	1
599	быть объединены	1	1
600	который ставит	1	1
601	сколько бы	1	1
602	как на	1	1
603	его не	1	1
604	другое дело	1	1
605	себя самого	1	1
606	для нас	7	1
607	по одной	1	1
608	или нет	1	1
609	за исключением	1	1
610	в литературной	1	1
611	тем более	4	1
612	зрения в	2	1
613	будто бы	3	1
614	но это	6	1
615	в равной	2	1
616	себя на	1	1
617	могли быть	1	1
618	отношении к	1	1
619	начале своего	1	1
620	слово в	1	1
621	с ней	1	1
622	состоит из	1	1
623	совершенно не	5	1
624	совпадать с	1	1
625	из этого	1	1
626	в свое	2	1
627	например во	2	1
628	просто не	1	1
629	и б	1	1
630	без исключения	1	1
631	это в	4	1
632	точно так	1	1
633	смысле что	1	1
