N	2gram	Vinokur_Vv_1	Vladivir
227	что такое	10	2
228	это делает	2	2
229	почти не	1	2
230	тем не	8	2
231	для нее	1	2
232	этой области	3	2
233	не менее	8	2
234	что с	3	2
235	дело не	3	2
236	не по	1	2
237	которого он	1	2
238	того чтобы	21	2
239	которые и	1	2
240	к концу	1	2
241	уже и	7	2
242	что на	1	2
243	в каком	1	2
244	у меня	1	2
245	обстоятельство что	1	2
246	в момент	1	2
247	со стороны	12	2
248	для того	21	2
249	для себя	1	2
250	и о	1	2
251	не столько	2	2
252	то как	1	2
253	ясно что	9	2
254	она была	2	2
255	о котором	8	2
256	ними и	1	2
257	образом в	1	2
258	в вопросах	1	2
259	времени в	3	2
260	а именно	6	2
261	знания и	3	2
262	которая как	2	2
263	того что	12	2
264	с ними	1	2
265	всяком случае	3	2
266	этот факт	1	2
267	по этому	2	2
268	том чтобы	6	2
269	русской истории	1	2
270	одной из	3	2
271	чтобы он	2	2
272	а это	1	2
273	и других	3	2
274	из них	3	2
275	мы знаем	1	2
276	и никогда	1	2
277	и начал	1	2
278	тем что	6	2
279	в очень	3	2
280	этому времени	2	2
281	обратить внимание	2	2
282	только что	4	2
283	именно так	1	2
284	что мы	2	2
285	жизнь в	1	2
286	виде в	2	2
287	по причинам	1	2
288	него в	2	2
289	еще на	1	2
290	духовного развития	1	2
291	в тех	2	2
292	знания в	3	2
293	по существу	2	2
294	впрочем не	1	2
295	оба они	1	2
296	этом и	1	2
297	нисколько не	3	2
298	и для	4	2
299	которых он	1	2
300	просто не	1	2
301	в результате	3	2
302	того с	1	2
303	особого рода	4	2
304	тем более	2	2
305	мы должны	1	2
306	вопросы философии	1	2
307	но зато	2	2
308	сведения о	1	2
309	совершенно не	1	2
310	в самом	12	2
311	ко времени	2	2
312	и это	6	2
313	в частности	3	2
314	как на	11	2
315	во всяком	3	2
316	все что	1	2
317	которых не	3	1
318	в мировоззрении	1	1
319	от научного	1	1
320	по адресу	1	1
321	отношении к	2	1
322	котором уже	1	1
323	и имел	1	1
324	и объясняется	1	1
325	на самом	1	1
326	только потому	1	1
327	и есть	3	1
328	то в	1	1
329	канта гегеля	1	1
330	вида и	1	1
331	можно говорить	1	1
332	и нужно	1	1
333	ведь и	1	1
334	видеть в	1	1
335	был и	1	1
336	отношения к	1	1
337	в их	11	1
338	то для	1	1
339	в и	4	1
340	есть не	3	1
341	стиль его	1	1
342	том насколько	1	1
343	все той	1	1
344	был издан	1	1
345	человеческой природы	1	1
346	что если	2	1
347	что уже	3	1
348	ответить на	1	1
349	и совсем	1	1
350	была с	1	1
351	и литературы	2	1
352	есть нечто	1	1
353	работой то	1	1
354	не вполне	4	1
355	крупнейших немецких	1	1
356	в некотором	1	1
357	для исторического	1	1
358	что можно	2	1
359	в ней	3	1
360	значительной мере	1	1
361	литературы и	1	1
362	в принципиальном	5	1
363	не нужно	2	1
364	дать ему	1	1
365	иное как	5	1
366	бы то	1	1
367	в различных	2	1
368	которое он	1	1
369	во всех	2	1
370	природы и	1	1
371	изучения в	1	1
372	и всего	1	1
373	понятно почему	1	1
374	значение и	2	1
375	по отношению	4	1
376	а и	1	1
377	тогда как	2	1
378	а через	1	1
379	себе и	2	1
380	быть никакой	1	1
381	на вопрос	6	1
382	в настоящем	1	1
383	ему не	1	1
384	тем больше	1	1
385	материалом для	1	1
386	государства и	2	1
387	с чисто	2	1
388	дает нам	1	1
389	от истории	4	1
390	в одних	1	1
391	в распоряжении	1	1
392	склонность к	1	1
393	как уже	2	1
394	академии наук	1	1
395	что по	1	1
396	даже просто	1	1
397	себе не	1	1
398	науке но	2	1
399	как иногда	1	1
400	ясно и	1	1
401	для которого	1	1
402	таковы например	1	1
403	так или	4	1
404	представляет собой	12	1
405	и искусно	1	1
406	человеке и	1	1
407	для которых	3	1
408	говорят о	1	1
409	возможна ли	1	1
410	и те	2	1
411	на две	1	1
412	если он	1	1
413	не могла	1	1
414	так сказать	1	1
415	не следует	2	1
416	в свет	1	1
417	после этого	2	1
418	интерес представляет	1	1
419	не к	2	1
420	в силу	3	1
421	новое и	1	1
422	чтобы в	1	1
423	одной и	2	1
424	из него	1	1
425	именно это	1	1
426	одно и	1	1
427	но все	3	1
428	такого же	2	1
429	наука не	1	1
430	в германии	3	1
431	том же	2	1
432	подход к	1	1
433	факт что	1	1
434	в духовной	1	1
435	нельзя противополагать	1	1
436	л в	1	1
437	говорил что	1	1
438	них не	1	1
439	рода примеры	1	1
440	заключается в	4	1
441	на протяжении	2	1
442	которого не	1	1
443	с другими	1	1
444	это не	8	1
445	независимо и	1	1
446	уже знаем	1	1
447	на почве	5	1
448	так называемую	2	1
449	принципиальном отношении	3	1
450	и тем	5	1
451	для них	1	1
452	но уже	2	1
453	о которых	2	1
454	ни одной	1	1
455	и представить	2	1
456	мы имеем	3	1
457	тому что	2	1
458	и уже	3	1
459	причиной глубокого	1	1
460	этим и	1	1
461	большой сложностью	1	1
462	чем в	3	1
463	мы не	2	1
464	духовной жизни	3	1
465	выражение в	1	1
466	и ничего	1	1
467	и тогда	3	1
468	истории русской	1	1
469	в этих	3	1
470	в г	5	1
471	бы на	1	1
472	эта наука	2	1
473	как часто	1	1
474	а главное	1	1
475	работы в	3	1
476	пока не	1	1
477	и без	2	1
478	философского идеализма	2	1
479	наук однако	1	1
480	каким был	1	1
481	ее часто	1	1
482	времен когда	1	1
483	из анализа	1	1
484	важнее всего	1	1
485	представление о	1	1
486	от времени	1	1
487	от его	1	1
488	вопрос о	8	1
489	не считал	2	1
490	действительность в	3	1
491	мы теперь	1	1
492	для объяснения	2	1
493	сам же	2	1
494	и той	2	1
495	но во	1	1
496	нам в	1	1
497	ни было	1	1
498	языков и	2	1
499	ним в	1	1
500	что свою	1	1
501	любовь к	4	1
502	приводят к	1	1
503	любви и	1	1
504	в атмосфере	1	1
505	был уже	1	1
506	как будет	2	1
507	в таких	1	1
508	вполне естественно	1	1
509	с теми	2	1
510	к лицу	1	1
511	как о	4	1
512	и сама	1	1
513	тех времен	1	1
514	и искусство	1	1
515	о них	2	1
516	что иное	4	1
517	собственный термин	1	1
518	не могло	1	1
519	он мог	3	1
520	следовательно и	1	1
521	судя по	1	1
522	его от	1	1
523	источников в	1	1
524	правда в	1	1
525	одна из	2	1
526	имеем дело	1	1
527	этих двух	1	1
528	или как	3	1
529	действительно в	1	1
530	не выходя	1	1
531	за исключением	1	1
532	убедиться в	1	1
533	связи с	3	1
534	до того	2	1
535	только с	3	1
536	этом отношении	3	1
537	его общими	1	1
538	в области	4	1
539	к чтению	1	1
540	не потому	1	1
541	и далее	2	1
542	курс лекций	1	1
543	кто занимается	1	1
544	деятельности и	2	1
545	уже о	1	1
546	не одно	1	1
547	все то	1	1
548	прямо говорит	1	1
549	не могут	5	1
550	есть только	2	1
551	сравнении с	1	1
552	же самое	2	1
553	для такого	1	1
554	этой книги	2	1
555	этого и	1	1
556	в каждом	4	1
557	что об	1	1
558	почему эта	1	1
559	сейчас можем	1	1
560	то ни	1	1
561	очень не	1	1
562	из всего	1	1
563	представляли себе	1	1
564	которого мы	2	1
565	мировое значение	1	1
566	свою очередь	1	1
567	были только	1	1
568	говоря уже	2	1
569	этим предметом	1	1
570	коренным образом	1	1
571	у разных	1	1
572	только то	1	1
573	с самого	1	1
574	случаях очень	1	1
575	и совершенно	2	1
576	что может	3	1
577	не с	2	1
578	и которые	1	1
579	том виде	3	1
580	можно только	2	1
581	во второй	3	1
582	интересом к	1	1
583	если бы	2	1
584	в эпоху	1	1
585	в настоящее	1	1
586	в разных	5	1
587	пор пока	1	1
588	о ней	1	1
589	содержание этого	1	1
590	познания и	2	1
591	было не	1	1
592	искусства и	1	1
593	вот почему	3	1
594	другом месте	2	1
595	внимание на	4	1
596	настоящее время	1	1
597	второй половине	2	1
598	многое и	1	1
599	не содержит	1	1
600	одного из	1	1
601	в значительной	2	1
602	все в	1	1
603	связь между	4	1
604	истории в	2	1
605	возможности и	1	1
606	поводу того	1	1
607	интерес к	1	1
608	во всей	1	1
609	в историческом	1	1
610	этот последний	1	1
611	которые он	1	1
612	которая должна	1	1
613	он только	1	1
614	наук к	1	1
615	сомнения в	1	1
616	если это	2	1
617	в литературе	1	1
618	содержания но	1	1
619	тех пор	1	1
620	на которой	1	1
621	но с	4	1
622	рассуждение о	1	1
623	и значительным	1	1
624	целое в	1	1
625	оказалось что	2	1
626	не как	3	1
627	и критика	1	1
628	что даже	2	1
629	с каждым	1	1
630	истории и	4	1
631	как нечто	8	1
632	самые разнообразные	1	1
633	прогресса но	1	1
634	не мешает	1	1
635	вопрос об	1	1
636	историк права	1	1
637	с одной	4	1
638	по другим	1	1
639	история и	3	1
640	с какой	1	1
641	самом деле	6	1
642	этому поводу	2	1
643	в сторону	1	1
644	раз в	1	1
645	относятся те	1	1
646	или не	1	1
647	и которая	1	1
648	и частными	1	1
649	же в	1	1
650	что не	5	1
651	чем с	1	1
652	от других	2	1
653	слова не	1	1
654	сказано в	1	1
655	говорить в	1	1
656	который как	1	1
657	одно из	5	1
658	деятельности он	1	1
659	вообще в	2	1
660	в известной	3	1
661	в одном	4	1
662	мы можем	2	1
663	потому его	1	1
664	заметить что	1	1
665	не просто	4	1
666	от того	3	1
667	этого кризиса	1	1
668	ближайшим образом	1	1
669	без того	1	1
670	духовной деятельности	1	1
671	но одно	1	1
672	или иначе	4	1
673	с известным	1	1
674	именно в	8	1
675	которых мы	1	1
676	вообще и	3	1
677	в выражениях	1	1
678	с той	1	1
679	в свою	1	1
680	слово но	1	1
681	говорит о	3	1
682	прежде всего	8	1
683	по тем	1	1
684	самом же	1	1
685	нужно сказать	1	1
686	одной стороны	4	1
687	которые не	1	1
688	а наоборот	1	1
689	до конца	3	1
690	а не	3	1
691	однако и	1	1
692	и своим	1	1
693	в руках	1	1
694	фантазии и	1	1
695	о чем	4	1
696	на эту	1	1
697	систему и	1	1
698	учиться и	1	1
699	об ее	1	1
700	в изучении	2	1
701	его биографии	1	1
702	как именно	1	1
703	нее не	1	1
704	с помощью	1	1
705	в точности	1	1
706	входить в	1	1
707	не осталось	1	1
708	так же	3	1
709	в одной	1	1
710	д в	2	1
711	например когда	1	1
712	что понятие	1	1
713	из которых	2	1
714	и историк	1	1
715	в изображении	1	1
716	в данном	11	1
717	она есть	5	1
718	иначе но	2	1
719	лицом к	1	1
720	смысле этого	8	1
721	но который	1	1
722	о человеке	1	1
723	кто из	1	1
724	деятельность этого	1	1
725	с изучением	2	1
726	есть тот	1	1
727	и более	1	1
728	быть не	1	1
729	этого слова	2	1
730	с этой	4	1
731	что здесь	2	1
732	времени вполне	1	1
733	и была	1	1
734	как предмет	1	1
735	заставляет нас	1	1
736	в который	1	1
737	не любил	1	1
738	и того	2	1
739	в более	2	1
740	и часто	1	1
741	в с	1	1
742	отношениях между	1	1
743	не существует	2	1
744	об отношении	2	1
745	ответов на	1	1
746	котором он	2	1
747	или в	1	1
748	которая в	1	1
749	это уже	1	1
750	уже совсем	2	1
751	у них	1	1
752	по одной	1	1
753	то о	2	1
754	бы в	1	1
755	ни к	2	1
756	на языке	2	1
757	на одно	1	1
758	ее в	1	1
759	научной или	1	1
760	хотя в	2	1
761	г и	1	1
762	начал читать	1	1
763	эти сведения	1	1
764	не есть	4	1
765	себя всю	1	1
766	нами не	2	1
767	до тех	1	1
768	о своем	1	1
769	но если	3	1
770	между ними	2	1
771	с ней	2	1
772	не говоря	2	1
773	от своего	1	1
774	дело с	6	1
775	понимает как	1	1
776	жизни а	1	1
777	одновременно и	1	1
778	научной работой	2	1
779	в сравнении	1	1
780	не что	4	1
781	ко всему	1	1
782	время не	1	1
783	мысли но	1	1
784	со всей	3	1
785	и другие	1	1
786	и эта	1	1
787	уже после	3	1
788	переворот в	1	1
