N	2gram	Berdyaev_M_1	Myshleni
300	отличие от	1	1
301	он ни	2	1
302	с возможностью	1	1
303	в истории	2	1
304	отношение человека	1	1
305	что во	1	1
306	это ни	1	1
307	как к	1	1
308	к какому	1	1
309	особенно верно	1	1
310	этих словах	1	1
311	его к	1	1
312	это более	1	1
313	не очень	1	1
314	та же	1	1
315	с какой	1	1
316	а ведь	1	1
317	что же	1	1
318	философских и	1	1
319	с их	2	1
320	имеет для	1	1
321	хочет знать	1	1
322	и кто	1	1
323	чувств и	1	1
324	ее как	1	1
325	в мышлении	1	1
326	вообще не	2	1
327	с чем	1	1
328	в нем	13	1
329	потребности в	1	1
330	которой не	1	1
331	этой первичной	1	1
332	такой остротой	1	1
333	и еще	3	1
334	чем у	4	1
335	к одному	1	1
336	от низших	1	1
337	в плане	1	1
338	его от	1	1
339	не разрешает	1	1
340	заключает в	3	1
341	не интересуется	1	1
342	и заключается	1	1
343	как они	1	1
344	который он	1	1
345	и менее	1	1
346	что сознание	1	1
347	моменты в	1	1
348	свою противоположность	2	1
349	не боится	1	1
350	делает его	1	1
351	этим именем	1	1
352	в жизни	3	1
353	к области	1	1
354	в самую	5	1
355	шаг вперед	1	1
356	которой он	1	1
357	ведет к	6	1
358	мир в	3	1
359	нисколько не	1	1
360	существенно иное	2	1
361	с еще	1	1
362	ум его	1	1
363	он уходит	1	1
364	во время	1	1
365	но если	3	1
366	этой связи	1	1
367	и без	1	1
368	что вся	1	1
369	возможны только	1	1
370	что до	1	1
371	о последнем	1	1
372	оказывается что	2	1
373	что я	1	1
374	от его	2	1
375	исключительно на	1	1
376	войти в	1	1
377	что сам	1	1
378	и вся	1	1
379	стоит в	1	1
380	с необычайной	1	1
381	не менее	1	1
382	вплоть до	1	1
383	идет на	1	1
384	человека но	4	1
385	психологии к	1	1
386	есть огромное	1	1
387	и сама	2	1
388	и именно	1	1
389	есть путь	4	1
390	из него	1	1
391	только свобода	3	1
392	находятся в	1	1
393	может в	1	1
394	природы в	3	1
395	пути и	2	1
396	он хочет	1	1
397	на природу	2	1
398	вопрос же	1	1
399	в более	2	1
400	как будто	2	1
401	может показаться	1	1
402	всему этому	1	1
403	и оно	1	1
404	когда мы	2	1
405	своей книге	1	1
406	отличается от	2	1
407	совершается у	1	1
408	оно не	1	1
409	которой она	1	1
410	этот путь	3	1
411	что человек	3	1
412	из всего	1	1
413	не существует	2	1
414	связи со	1	1
415	сравнению со	1	1
416	можно сделать	1	1
417	не мог	3	1
418	исключительно с	1	1
419	в нескольких	1	1
420	с самим	2	1
421	живет в	2	1
422	когда его	1	1
423	еще в	2	1
424	настолько же	1	1
425	находится в	1	1
426	только и	3	1
427	именно потому	1	1
428	все достоинства	1	1
429	но к	1	1
430	в самой	7	1
431	и та	1	1
432	это потому	1	1
433	все его	3	1
434	нас в	1	1
435	на протяжении	2	1
436	но нет	1	1
437	на одном	1	1
438	что и	4	1
439	это нужно	1	1
440	показывает как	2	1
441	это не	5	1
442	хотел бы	4	1
443	которая должна	1	1
444	во внутренней	1	1
445	также в	1	1
446	о своих	2	1
447	значит что	4	1
448	социальной среды	3	1
449	сразу же	1	1
450	что только	1	1
451	о двух	1	1
452	мы увидим	3	1
453	бы из	1	1
454	в вопросе	1	1
455	также и	2	1
456	раскрыть в	1	1
457	и действительно	1	1
458	не имеющих	1	1
459	в обществе	1	1
460	и судьбе	1	1
461	в эти	1	1
462	первый период	1	1
463	с одного	1	1
464	так что	1	1
465	или другую	1	1
466	определяющее значение	2	1
467	одной из	1	1
468	и у	2	1
469	самой мысли	1	1
470	ряду других	1	1
471	к разложению	1	1
472	нам все	1	1
473	вперед по	1	1
474	него для	1	1
475	себе в	1	1
476	к ним	1	1
477	как его	1	1
478	у него	17	1
479	должен был	4	1
480	его мысль	2	1
481	и никогда	1	1
482	и вместе	4	1
483	нужно было	1	1
484	не были	1	1
485	существенным для	1	1
486	не хочет	2	1
487	и из	1	1
488	этом пути	2	1
489	главное и	1	1
490	связаны с	1	1
491	а именно	1	1
492	уходит в	1	1
493	же о	1	1
494	и др	1	1
495	в середине	4	1
496	что не	1	1
497	к человеку	9	1
498	не на	1	1
499	не было	18	1
500	сообщения и	1	1
501	явиться только	1	1
502	у человека	5	1
503	стать на	1	1
504	до конца	14	1
505	как ни	1	1
506	вопросе о	1	1
507	это значит	3	1
508	только от	1	1
509	в ряду	1	1
510	когда я	1	1
511	все разговоры	1	1
512	этот центральный	1	1
513	и психологической	1	1
514	я хочу	3	1
515	для них	3	1
516	с первого	1	1
517	мы говорим	1	1
518	если так	1	1
519	по своему	2	1
520	к жизни	1	1
521	наряду с	1	1
522	собой в	1	1
523	к великому	1	1
524	у самого	2	1
525	для понимания	1	1
526	человек с	1	1
527	в это	1	1
528	раскрыть с	1	1
529	же принципиально	1	1
530	человеку как	1	1
531	это исследование	1	1
532	о его	1	1
533	знает только	1	1
534	сознании и	1	1
535	и для	2	1
536	он видел	1	1
537	отношение между	1	1
538	совершается в	1	1
539	отношений и	1	1
540	человек и	6	1
541	а к	1	1
542	бы исключительно	1	1
543	и создания	1	1
544	находит свое	1	1
545	которую он	2	1
546	иначе он	1	1
547	конце концов	2	1
548	ни к	1	1
549	вообще и	1	1
550	можно признать	1	1
551	хотя в	1	1
552	себя на	1	1
553	потребность в	1	1
554	все то	1	1
555	психологической точки	1	1
556	отношении к	2	1
557	к ее	1	1
558	только с	1	1
559	не быть	1	1
560	впервые в	1	1
561	должно привести	2	1
562	о себе	3	1
563	разум и	1	1
564	есть и	3	1
565	на это	1	1
566	судьбы в	1	1
567	к этой	2	1
568	бы даже	1	1
569	все что	2	1
570	и скрыта	2	1
571	которая не	1	1
