N	2gram	Tiupa_Vved_1	Istorich
131	в свою	4	3
132	героя и	3	3
133	не превращается	1	3
134	они не	1	3
135	о герое	1	2
136	того же	1	2
137	самом деле	3	2
138	он может	1	2
139	тех же	1	2
140	одним из	5	2
141	а как	1	2
142	мы и	2	2
143	это время	2	2
144	во всех	2	2
145	по отношению	7	2
146	до его	1	2
147	перед нами	6	2
148	уже в	1	2
149	еще один	1	2
150	на то	1	2
151	том чтобы	2	2
152	из него	1	2
153	и по	3	2
154	так например	1	2
155	о чем	2	2
156	и мы	1	2
157	это одна	1	2
158	сказке о	1	2
159	о которых	1	2
160	к которым	1	2
161	которой он	1	2
162	несмотря на	1	2
163	точки зрения	1	2
164	в своей	5	2
165	от себя	1	2
166	бы мы	1	2
167	но он	1	2
168	по себе	2	2
169	даже в	1	2
170	по мере	1	2
171	а на	2	2
172	одна из	4	2
173	мы узнаем	1	2
174	должен быть	1	2
175	данном случае	6	2
176	а тот	1	2
177	так в	4	2
178	роль в	1	2
179	и сам	1	2
180	здесь как	1	2
181	особенно в	1	2
182	об этом	4	2
183	еще в	2	2
184	вошел в	1	2
185	если бы	7	2
186	приближается к	1	2
187	обратим внимание	1	2
188	можно сказать	4	2
189	на своих	1	2
190	от них	1	2
191	же в	1	2
192	того что	6	2
193	в формах	1	2
194	но так	1	2
195	том как	3	2
196	во всем	1	2
197	то в	1	2
198	так что	1	2
199	из них	1	2
200	его и	1	2
201	вовсе не	1	2
202	мы можем	2	2
203	у него	1	2
204	со стороны	5	2
205	как у	1	2
206	и затем	1	2
207	а не	15	2
208	один из	3	2
209	что мы	2	2
210	и потому	1	2
211	из которых	1	2
212	в течение	1	2
213	есть на	1	2
214	как бы	4	2
215	и для	3	2
216	это уже	1	2
217	также не	1	2
218	сказать что	1	2
219	к его	3	2
220	отношению к	7	2
221	к этому	2	2
222	жизни и	7	2
223	и вновь	3	2
224	также и	4	1
225	относится и	1	1
226	рассматривается как	1	1
227	и борьбы	1	1
228	неожиданным образом	2	1
229	и иными	1	1
230	переход от	1	1
231	говорилось выше	1	1
232	на наших	1	1
233	смерти с	1	1
234	тем же	1	1
235	между двумя	3	1
236	о мальчике	1	1
237	должна быть	2	1
238	едва ли	3	1
239	в зависимости	1	1
240	той же	1	1
241	из рассказов	1	1
242	на первом	1	1
243	двух и	1	1
244	именно к	1	1
245	пространство не	1	1
246	место в	2	1
247	не вполне	3	1
248	из того	1	1
249	зависимости от	1	1
250	мы читаем	1	1
251	своей работе	1	1
252	на самом	4	1
253	но как	1	1
254	ответ на	1	1
255	должны были	2	1
256	отношение к	2	1
257	отличие от	2	1
258	что они	1	1
259	его развития	1	1
260	к сожалению	1	1
261	отнюдь не	7	1
262	вследствие чего	1	1
263	в одной	2	1
264	стороны и	1	1
265	как к	1	1
266	что касается	5	1
267	встрече с	2	1
268	не улавливает	1	1
269	целый ряд	2	1
270	как уже	1	1
271	к иному	1	1
272	оказывается в	1	1
273	и наконец	2	1
274	и к	2	1
275	в маленькой	1	1
276	но в	6	1
277	в противоположность	1	1
278	более глубокую	1	1
279	за собой	1	1
280	впечатление что	1	1
281	но после	1	1
282	та же	1	1
283	он в	1	1
284	только на	1	1
285	и тот	1	1
286	в себе	5	1
287	как принцип	1	1
288	но на	2	1
289	и если	1	1
290	что она	1	1
291	задний план	1	1
292	при этом	26	1
293	этом он	1	1
294	в четыре	1	1
295	еще раньше	1	1
296	ключ к	1	1
297	чтобы они	1	1
298	всех этих	1	1
299	и еще	1	1
300	in der	1	1
301	состоит в	10	1
302	пределах одного	1	1
303	в силу	2	1
304	и вот	1	1
305	уже говорилось	1	1
306	свидетельствует о	4	1
307	наших глазах	1	1
308	ему на	1	1
309	подобно тому	2	1
310	например мы	1	1
311	в приведенных	1	1
312	это явление	1	1
313	слуги в	1	1
314	разнообразных формах	1	1
315	героя на	1	1
316	было бы	4	1
317	в жизни	4	1
318	по всему	1	1
319	да к	1	1
320	он является	2	1
321	соответствии с	6	1
322	этого не	1	1
323	одна и	1	1
324	не сам	1	1
325	в ходе	2	1
326	деталей мы	1	1
327	уже имеется	1	1
328	не хватает	1	1
329	в их	1	1
330	в своем	5	1
331	в отличие	2	1
332	от его	1	1
333	героя то	1	1
334	его тайну	1	1
335	в одном	1	1
336	нами а	1	1
337	пока еще	4	1
338	героя из	1	1
339	и более	3	1
340	в конце	1	1
341	случае мы	1	1
342	с которой	1	1
343	что есть	1	1
344	но они	2	1
345	тем самым	5	1
346	меня не	1	1
347	как о	2	1
348	дело не	1	1
349	не имеет	2	1
350	на котором	1	1
351	в науке	1	1
352	не по	1	1
353	о них	3	1
354	не могло	2	1
355	здесь может	1	1
356	это мы	1	1
357	судя по	2	1
358	находятся в	1	1
359	у этого	1	1
360	же время	3	1
361	него нет	1	1
362	мире и	1	1
363	в сознании	4	1
364	в процессе	1	1
365	из истории	1	1
366	ли это	2	1
367	однако это	1	1
368	мира а	2	1
369	к себе	1	1
370	истории не	1	1
371	числе и	1	1
372	к тому	6	1
373	а что	1	1
374	его с	2	1
375	как для	2	1
376	указывает на	1	1
377	оно не	1	1
378	легко могло	1	1
379	и о	1	1
380	в виду	1	1
381	свою очередь	4	1
382	здесь не	2	1
383	один с	1	1
384	второго лица	1	1
385	приводит к	2	1
386	что может	1	1
387	с собой	1	1
388	мог бы	1	1
389	это только	2	1
390	он сам	1	1
391	где каждый	1	1
392	с человеком	2	1
393	иного порядка	1	1
394	о ней	4	1
395	сводится к	4	1
396	и соответственно	2	1
397	в состав	4	1
398	и неожиданно	1	1
399	за пределами	3	1
400	на свет	1	1
401	никак не	2	1
402	одного из	3	1
403	к обряду	1	1
404	а также	8	1
405	таковой в	1	1
406	важно не	2	1
407	восходит к	2	1
408	на основе	1	1
409	во втором	2	1
410	во всей	1	1
411	и только	1	1
412	вслед за	2	1
413	наконец в	1	1
414	он обладает	1	1
415	также в	1	1
416	не тот	1	1
417	как правило	6	1
418	ряд других	1	1
419	народов и	1	1
420	несколько иначе	1	1
421	в литературе	2	1
422	известно что	1	1
423	в этнографии	1	1
424	но с	1	1
425	хотя бы	1	1
426	то он	2	1
427	тот же	1	1
428	природой и	1	1
429	не само	1	1
430	еще и	1	1
431	сделанной из	1	1
432	при некоторых	1	1
433	и так	1	1
434	смерти как	1	1
435	всяком случае	1	1
436	они могут	1	1
437	это означает	1	1
438	и ее	1	1
439	их не	1	1
440	со своим	1	1
441	и у	1	1
442	соответственно с	1	1
443	в нашей	1	1
444	что не	1	1
445	а то	2	1
446	или даже	1	1
447	или просто	1	1
448	постановка вопроса	1	1
449	не так	1	1
450	для него	3	1
451	себе в	1	1
452	мир так	1	1
453	слова в	2	1
454	в котором	8	1
455	ее не	2	1
456	само по	1	1
457	но люди	1	1
458	ставят на	2	1
459	быть названа	1	1
460	которого служит	1	1
461	что на	2	1
462	могут встречаться	1	1
463	и даже	1	1
464	или иной	3	1
465	не обязательно	1	1
466	их ставят	2	1
467	служит не	1	1
468	а с	2	1
469	мира это	2	1
470	объясняется тем	1	1
471	что для	1	1
472	можно назвать	1	1
473	в соответствии	6	1
474	только по	1	1
475	то и	2	1
476	не было	2	1
477	относится к	1	1
478	не знает	1	1
479	в стране	1	1
480	которое по	1	1
481	человек в	1	1
482	и оно	2	1
483	него можно	1	1
484	литература в	1	1
485	мы пока	1	1
486	стороны в	1	1
487	нет ничего	1	1
488	видели в	1	1
489	как это	1	1
490	отразилось в	1	1
491	дела мы	1	1
492	не сразу	1	1
493	к своему	1	1
494	случаях в	1	1
495	ни от	2	1
496	по своему	2	1
497	такого рода	16	1
498	тому как	2	1
499	говорит с	1	1
500	в тот	1	1
501	матери а	1	1
502	на свете	1	1
503	ко мне	1	1
504	в современной	3	1
505	далеко за	1	1
506	и солнце	1	1
507	хватает только	1	1
508	как будто	4	1
509	быть не	4	1
510	как таковой	1	1
511	к другим	1	1
512	легко можно	1	1
513	только одна	1	1
514	но такой	1	1
515	рассмотренный нами	1	1
516	происходит в	1	1
517	и от	2	1
518	это он	1	1
519	мира и	2	1
520	герой садится	1	1
521	или другой	1	1
522	в основе	3	1
523	у них	1	1
524	бы в	3	1
525	к этой	1	1
526	только что	1	1
527	все они	2	1
528	этот рассказ	1	1
529	хотя в	1	1
530	к ее	3	1
531	при встрече	1	1
532	но если	1	1
533	см в	1	1
534	немного погодя	3	1
535	все люди	1	1
536	из этого	1	1
537	в самом	2	1
538	проникнуть в	1	1
539	чего в	1	1
540	что такое	18	1
541	не говорится	1	1
542	в искусстве	1	1
543	в своих	2	1
544	в таком	1	1
545	во всяком	1	1
546	все что	3	1
547	том числе	1	1
