N	2gram	Propp_Isto_2	Tvorches
283	для которого	1	1
284	со своей	1	1
285	к чему	2	1
286	что это	6	1
287	он в	3	1
288	все эти	4	1
289	так в	3	1
290	еще один	1	1
291	им в	1	1
292	говорят о	2	1
293	имеем в	5	1
294	тому же	2	1
295	мнение что	2	1
296	если он	1	1
297	человек не	1	1
298	и если	2	1
299	три года	4	1
300	связанные с	1	1
301	да и	2	1
302	т д	18	1
303	всех этих	3	1
304	к одному	1	1
305	этого вопроса	1	1
306	собой не	1	1
307	душу и	1	1
308	в пещере	1	1
309	в нее	2	1
310	в основу	1	1
311	человек а	1	1
312	его не	2	1
313	на этой	2	1
314	в несколько	1	1
315	его в	10	1
316	это было	1	1
317	которого не	1	1
318	по ночам	1	1
319	который и	1	1
320	было бы	5	1
321	роль в	3	1
322	центральное место	1	1
323	ты мне	3	1
324	не боится	2	1
325	связанным с	1	1
326	приходит в	1	1
327	в огонь	1	1
328	он приходит	1	1
329	же именно	1	1
330	ни в	2	1
331	для них	1	1
332	открытие которых	1	1
333	в них	1	1
334	героя или	1	1
335	он же	1	1
336	две линии	1	1
337	показывает что	4	1
338	с этой	1	1
339	с тем	9	1
340	он и	3	1
341	нигде не	2	1
342	иногда в	1	1
343	он любил	1	1
344	чем в	1	1
345	ключ к	2	1
346	без этой	1	1
347	свою собственную	1	1
348	что такое	1	1
349	и ее	2	1
350	все как	1	1
351	как указывает	2	1
352	не решена	1	1
353	бы что	1	1
354	всякий раз	1	1
355	как одна	1	1
356	но эта	1	1
357	ночь он	1	1
358	времен и	1	1
359	и более	2	1
360	что этот	3	1
361	по себе	1	1
362	власть в	1	1
363	вплоть до	1	1
364	в таких	2	1
365	что эта	2	1
366	что их	1	1
367	а ты	1	1
368	к этим	1	1
369	на него	5	1
370	в процессе	1	1
371	и далеко	1	1
372	и снова	1	1
373	этот тип	1	1
374	казалось бы	1	1
375	слово и	1	1
376	не вполне	1	1
377	по достижении	1	1
378	на себя	1	1
379	дочери и	2	1
380	в русском	2	1
381	как она	4	1
382	к живой	1	1
383	до того	1	1
384	входят в	1	1
385	только с	2	1
386	в бою	1	1
387	и бессмертие	1	1
388	всю ночь	1	1
389	и сохраняет	1	1
390	у нас	1	1
391	сюжета в	1	1
392	среди них	1	1
393	к себе	2	1
394	не могут	1	1
395	относиться к	1	1
396	мы узнаем	1	1
397	но все	5	1
398	в других	3	1
399	вокруг него	1	1
400	бы он	1	1
401	что на	1	1
402	указывает на	1	1
403	за свою	1	1
404	если же	1	1
405	она не	5	1
406	и это	3	1
407	и о	1	1
408	но по	3	1
409	минут в	1	1
410	отношения и	1	1
411	всего этого	1	1
412	к нам	1	1
413	другой стороны	2	1
414	грязью и	1	1
415	только не	1	1
416	и говорит	2	1
417	говорили что	2	1
418	ушел от	1	1
419	что у	2	1
420	особенно в	1	1
421	за волосы	2	1
422	часто в	2	1
423	по мере	3	1
424	в таком	1	1
425	связанное с	1	1
426	и здесь	9	1
427	он живет	1	1
428	и что	6	1
429	или на	4	1
430	она всегда	3	1
431	но когда	1	1
432	связь между	1	1
433	к нему	5	1
434	путь к	1	1
435	она это	1	1
436	не чувствует	1	1
437	нуждается в	1	1
438	восходит к	1	1
439	большого дома	1	1
440	представления о	5	1
441	так говорит	1	1
442	делает это	1	1
443	с человеческим	1	1
444	бросается в	1	1
445	он стал	2	1
446	при входе	1	1
447	как он	3	1
448	с ними	2	1
449	пришел к	2	1
450	эту форму	1	1
451	и действительно	1	1
452	должен был	3	1
453	это очень	1	1
454	человеческой натуры	1	1
455	узнаем что	1	1
456	их не	1	1
457	с одной	4	1
458	вся эта	1	1
459	в эти	1	1
460	человека к	1	1
461	знал что	1	1
462	для всех	1	1
463	особое значение	1	1
464	был так	1	1
465	если мы	1	1
466	не все	2	1
467	но с	2	1
468	а это	1	1
469	на этих	1	1
470	его и	4	1
471	на столе	2	1
472	мы знаем	11	1
473	что происходило	1	1
474	могло бы	1	1
475	в одном	5	1
476	и со	1	1
477	у нее	4	1
478	но что	1	1
479	отметить что	1	1
480	заметить что	2	1
481	тем что	4	1
482	не обладает	3	1
483	представляют собой	3	1
484	и герои	1	1
485	не было	2	1
486	и стал	1	1
487	видим что	5	1
488	и из	2	1
489	до сих	6	1
490	мне не	1	1
491	к которому	5	1
492	а с	2	1
493	себя и	2	1
494	у других	1	1
495	и их	2	1
496	превращается в	2	1
497	одной стороны	3	1
498	связи с	8	1
499	а на	1	1
500	такие же	1	1
501	на которых	1	1
502	жизнь в	1	1
503	из героев	1	1
504	а так	1	1
505	о чем	1	1
506	когда она	3	1
507	на лице	1	1
508	нет есть	1	1
509	при появлении	1	1
510	связь с	4	1
511	мы перейдем	1	1
512	жизнью что	1	1
513	но кто	1	1
514	как это	3	1
515	он ее	1	1
516	по своему	1	1
517	в область	4	1
518	а если	1	1
519	утверждая что	1	1
520	героя что	1	1
521	во все	1	1
522	что же	1	1
523	и братья	1	1
524	человек с	1	1
525	это значит	1	1
526	материал для	1	1
527	и некоторые	1	1
528	сих пор	7	1
529	только для	1	1
530	поэтому герои	1	1
531	о его	2	1
532	между прочим	3	1
533	ему свое	1	1
534	была одной	1	1
535	в более	1	1
536	и часто	2	1
537	уже на	3	1
538	из дома	4	1
539	в связи	5	1
540	но на	1	1
541	в точном	1	1
542	во время	2	1
543	от него	1	1
544	в последней	1	1
545	что после	3	1
546	себе что	1	1
547	чтобы его	1	1
548	мы должны	4	1
549	можно вывести	1	1
550	все они	1	1
551	же в	1	1
552	хотя в	3	1
553	человека не	1	1
554	и вдруг	1	1
555	этот вопрос	1	1
556	да не	1	1
557	не сами	1	1
558	него и	1	1
559	не что	2	1
560	отношению к	3	1
561	т е	29	1
562	бы его	1	1
563	этот момент	1	1
564	героя в	1	1
565	в какой	1	1
566	о нем	4	1
567	а может	1	1
568	он заслуживает	1	1
569	в герое	1	1
