N	2gram	Vinokur_Ku_1	formyVre
220	как бы	7	2
221	как он	1	2
222	широком смысле	1	2
223	все другие	1	2
224	и еще	2	2
225	уже не	8	2
226	и по	1	2
227	но дело	1	2
228	что все	2	2
229	об этом	1	2
230	ясно что	3	2
231	было бы	15	2
232	на почве	1	2
233	бы совершенно	1	2
234	нет в	1	2
235	рядом с	5	2
236	строгом смысле	1	2
237	для него	1	2
238	в своей	2	2
239	наблюдает и	1	2
240	он должен	1	2
241	с точки	9	2
242	оказывается что	1	2
243	в отличие	1	2
244	в которых	6	2
245	точку зрения	1	2
246	но он	1	2
247	друг другу	1	2
248	том же	2	2
249	по себе	2	2
250	раз и	1	2
251	тогда когда	6	2
252	дело в	1	2
253	никогда не	2	2
254	в самой	4	2
255	с большой	1	2
256	и является	4	2
257	не столь	1	2
258	в каком	2	2
259	ч i	1	2
260	особых форм	1	2
261	сюжета и	1	2
262	мы встречаем	1	2
263	все то	1	2
264	выход из	1	2
265	есть только	1	2
266	во все	2	2
267	здесь совершенно	1	2
268	той или	1	2
269	оно не	3	2
270	если они	1	2
271	здесь как	2	2
272	во многом	1	2
273	можно только	1	2
274	ту же	1	2
275	по сравнению	1	2
276	разумеется что	2	2
277	с ним	5	2
278	или иной	3	2
279	часто и	1	2
280	а также	1	2
281	на основе	1	2
282	связь между	1	2
283	во втором	2	2
284	они приобретают	1	2
285	там где	4	2
286	того что	9	2
287	разного рода	1	2
288	важное значение	1	2
289	явления в	1	2
290	в стороне	2	2
291	до наших	1	2
292	есть в	4	2
293	уже в	3	2
294	если мы	2	2
295	речи в	4	2
296	в данной	1	2
297	его и	1	2
298	мы находим	1	2
299	не для	1	2
300	отношение к	1	2
301	к ним	1	2
302	отличие от	1	2
303	тем что	8	2
304	сколько угодно	1	2
305	и даже	3	2
306	даже не	1	2
307	с другой	7	2
308	и тех	1	2
309	далеко не	1	2
310	еще и	5	2
311	соответствии с	3	2
312	в некоторых	1	2
313	в соответствии	3	2
314	одной стороны	1	2
315	и культур	1	2
316	жизнь в	1	2
317	что мы	1	2
318	здесь только	2	2
319	с помощью	7	2
320	в честь	1	2
321	к своему	2	2
322	в данном	4	2
323	к жизни	2	2
324	существу не	1	2
325	этим мы	1	2
326	к настоящему	1	2
327	наконец и	1	2
328	в это	2	2
329	слова и	4	2
330	но для	1	2
331	здесь в	1	2
332	человека о	1	2
333	в более	2	2
334	не является	2	2
335	одна из	1	2
336	уже на	2	2
337	и может	3	2
338	как она	1	2
339	для нас	2	2
340	лишь как	2	2
341	поэтому все	1	2
342	хотя бы	10	2
343	ее в	2	2
344	беседа с	1	2
345	была бы	3	2
346	совершенно не	1	2
347	в свою	3	2
348	в которой	6	2
349	я и	1	1
350	одним из	2	1
351	связана с	1	1
352	идет о	2	1
353	и есть	2	1
354	из самых	1	1
355	п все	1	1
356	в зависимости	5	1
357	собою в	1	1
358	для своего	1	1
359	мы имеем	6	1
360	бы в	7	1
361	и ничего	1	1
362	с более	1	1
363	именно к	1	1
364	бы и	2	1
365	который был	1	1
366	на себе	6	1
367	я не	2	1
368	как я	2	1
369	из того	1	1
370	что можно	2	1
371	не знают	2	1
372	зависимости от	6	1
373	и он	3	1
374	жизни данного	1	1
375	события в	1	1
376	что люди	1	1
377	самом деле	9	1
378	дом отца	1	1
379	что этого	2	1
380	то он	1	1
381	но как	1	1
382	в противоречии	1	1
383	его во	1	1
384	менее всего	1	1
385	совершенно ясно	1	1
386	большое значение	2	1
387	не оказалось	1	1
388	форме и	1	1
389	сказать как	1	1
390	данный момент	1	1
391	что касается	2	1
392	однако не	6	1
393	перед нами	1	1
394	тех случаях	2	1
395	могли бы	2	1
396	вопросом о	1	1
397	увы они	1	1
398	по пути	1	1
399	и сам	1	1
400	п наконец	1	1
401	это просто	1	1
402	увидим что	2	1
403	литературы в	1	1
404	не приходится	1	1
405	та же	1	1
406	что это	5	1
407	ни один	1	1
408	бы не	1	1
409	из этих	4	1
410	которые в	1	1
411	отчасти и	1	1
412	в этой	3	1
413	имеем в	1	1
414	на то	4	1
415	сравнительно небольших	1	1
416	сомнений и	1	1
417	не следует	1	1
418	связанные с	1	1
419	культур в	1	1
420	а вовсе	1	1
421	его зрелости	1	1
422	что еще	1	1
423	себя прежде	1	1
424	особенно важное	1	1
425	лишь с	1	1
426	в большой	1	1
427	без исключения	1	1
428	касается до	1	1
429	как они	2	1
430	главным образом	1	1
431	в совершенно	1	1
432	есть все	1	1
433	конечно в	1	1
434	но ему	1	1
435	особенности в	1	1
436	них не	1	1
437	это было	2	1
438	на протяжении	1	1
439	вместе со	2	1
440	лишь на	1	1
441	и основные	1	1
442	и понимание	1	1
443	бытие и	1	1
444	она и	1	1
445	на второй	1	1
446	бы было	1	1
447	социального целого	2	1
448	его все	1	1
449	должно быть	3	1
450	и тогда	4	1
451	в научной	1	1
452	этом случае	2	1
453	и при	2	1
454	наших дней	1	1
455	всяком случае	5	1
456	на месте	2	1
457	громадная роль	1	1
458	не столько	2	1
459	их вообще	1	1
460	своего рода	1	1
461	должны были	1	1
462	и более	2	1
463	нельзя забывать	1	1
464	с такими	1	1
465	что этот	1	1
466	человека но	1	1
467	в историческом	1	1
468	вернемся к	1	1
469	основного сюжета	1	1
470	в таких	4	1
471	ничего нового	1	1
472	иной раз	2	1
473	как о	2	1
474	дело не	2	1
475	с повторяющимися	1	1
476	правда в	1	1
477	как его	1	1
478	например что	1	1
479	составные элементы	1	1
480	когда они	1	1
481	та или	1	1
482	греческого и	1	1
483	находится в	1	1
484	на точно	1	1
485	что их	2	1
486	в русском	4	1
487	на те	2	1
488	и после	1	1
489	это слово	3	1
490	самосознание вовсе	1	1
491	наконец такие	1	1
492	эта проблема	1	1
493	и со	1	1
494	у нас	10	1
495	такие же	1	1
496	xx века	1	1
497	одном ряду	1	1
498	как только	1	1
499	должны быть	2	1
500	что оно	3	1
501	различных типов	1	1
502	бы он	1	1
503	они и	1	1
504	всегда есть	1	1
505	свое значение	1	1
506	в каждом	2	1
507	толчок к	1	1
508	и самое	1	1
509	свою очередь	3	1
510	и сами	2	1
511	их значение	1	1
512	о власти	2	1
513	были бы	2	1
514	в организации	1	1
515	чтобы быть	2	1
516	необходимости и	1	1
517	в себя	1	1
518	как с	2	1
519	на том	3	1
520	было в	2	1
521	которая была	1	1
522	относятся только	1	1
523	в новом	1	1
524	в чужом	1	1
525	смысле и	2	1
526	отходит на	1	1
527	образом в	1	1
528	и здесь	3	1
529	не был	1	1
530	тех кто	1	1
531	эти проблемы	1	1
532	о том	9	1
533	внимание на	4	1
534	все содержание	1	1
535	находятся в	1	1
536	упоминает о	1	1
537	и своей	1	1
538	в данных	1	1
539	всего на	1	1
540	или иная	1	1
541	когда оно	2	1
542	сюда же	1	1
543	и только	1	1
544	были связаны	1	1
545	тотчас же	1	1
546	также в	1	1
547	в теории	1	1
548	у всех	1	1
549	значение лишь	1	1
550	может иметь	2	1
551	в него	1	1
552	которой и	1	1
553	и дело	1	1
554	тот же	2	1
555	действие в	2	1
556	что он	6	1
557	мы увидим	3	1
558	что даже	1	1
559	должен быть	4	1
560	не имеющих	1	1
561	очень много	2	1
562	поэтому необходимо	2	1
563	этой площади	1	1
564	пассивным и	1	1
565	вопрос об	1	1
566	в эти	1	1
567	к изменению	1	1
568	чаще всего	1	1
569	себя в	1	1
570	так что	4	1
571	указать на	4	1
572	быта в	1	1
573	переходит в	1	1
574	в большинстве	2	1
575	случаях когда	2	1
576	ни одного	2	1
577	историческом развитии	1	1
578	за пределами	1	1
579	является не	1	1
580	или даже	1	1
581	из них	4	1
582	с совершенно	1	1
583	могло бы	1	1
584	сами по	1	1
585	моментов в	1	1
586	мы можем	1	1
587	противоречии с	1	1
588	но уже	5	1
589	она имеет	1	1
590	на некоторые	1	1
591	явлений в	2	1
592	начался процесс	2	1
593	и конкретном	2	1
594	на деле	1	1
595	связан с	1	1
596	в данный	1	1
597	говорим о	1	1
598	в каких	1	1
599	говорит о	1	1
600	к более	1	1
601	что им	1	1
602	притом не	1	1
603	то и	2	1
604	а на	2	1
605	бы назвать	1	1
606	не на	4	1
607	конкретный характер	1	1
608	о чем	2	1
609	на которые	1	1
610	если не	3	1
611	примера из	1	1
612	между собою	2	1
613	все более	1	1
614	эта идея	1	1
615	но кроме	1	1
616	мы говорим	2	1
617	в иных	2	1
618	основу его	1	1
619	возможно лишь	1	1
620	по своему	1	1
621	и вот	1	1
622	я так	1	1
623	это также	1	1
624	она есть	1	1
625	когда мы	2	1
626	в последнем	2	1
627	смысле этого	3	1
628	говоря об	2	1
629	в тех	4	1
630	быть как	1	1
631	самого себя	1	1
632	в словах	1	1
633	из этой	1	1
634	нашего анализа	1	1
635	здесь идет	1	1
636	мы сказали	1	1
637	этого слова	3	1
638	ряду с	1	1
639	мы также	1	1
640	прямое и	1	1
641	между прочим	2	1
642	этом и	1	1
643	ведь и	1	1
644	стороне от	1	1
645	же люди	1	1
646	процесс не	1	1
647	к другим	1	1
648	же значение	1	1
649	при всем	1	1
650	это уже	1	1
651	и позволяет	1	1
652	иной не	1	1
653	слова но	2	1
654	могло не	1	1
655	живет и	2	1
656	и от	1	1
657	ее но	1	1
658	не подлежит	1	1
659	явления как	1	1
660	которого они	1	1
661	форм в	2	1
662	себя самого	2	1
663	на первый	1	1
664	но эти	1	1
665	в собственно	2	1
666	связанных между	1	1
667	тем более	2	1
668	исключительно лишь	2	1
669	здесь даже	1	1
670	процессы в	1	1
671	его к	3	1
672	с ними	4	1
673	слово в	1	1
674	дороги в	1	1
675	этот вопрос	1	1
676	сопоставлении с	1	1
677	забывать что	1	1
678	культуры в	1	1
679	где он	1	1
680	в искусстве	1	1
681	в своих	1	1
682	гораздо более	3	1
