N	2gram	Berdyaev_M_1	Myslijsy
176	ко всем	3	2
177	одним из	2	2
178	чтобы не	2	2
179	и есть	14	2
180	а как	2	2
181	есть не	4	2
182	из глубины	3	2
183	что до	1	2
184	есть для	1	2
185	себя а	1	2
186	то мы	1	2
187	одним словом	1	2
188	то он	1	2
189	не все	2	2
190	что дух	2	2
191	за пределы	4	2
192	которые не	1	2
193	что во	1	2
194	и высшее	1	2
195	в течение	1	2
196	более и	1	2
197	сознания в	1	2
198	его к	1	2
199	необходимости и	2	2
200	в которой	6	2
201	из души	1	2
202	во многих	1	2
203	после этого	1	2
204	ключ к	1	2
205	он должен	3	2
206	к одному	1	2
207	и более	1	2
208	общество и	1	2
209	из него	1	2
210	с этой	4	2
211	значительной степени	1	2
212	человеку но	1	2
213	на все	1	2
214	мог бы	4	2
215	для них	3	2
216	есть дело	1	2
217	чем в	2	2
218	духовной жизни	3	2
219	но если	3	2
220	есть свобода	5	2
221	в их	4	2
222	обнаруживается в	1	2
223	но он	9	2
224	если и	1	2
225	эта мысль	1	2
226	от нас	1	2
227	то чего	1	2
228	что иное	1	2
229	того чтобы	2	2
230	в разных	1	2
231	природы в	3	2
232	к ней	4	2
233	заключает в	3	2
234	как будто	2	2
235	не потому	1	2
236	необходимости в	2	2
237	в движении	3	2
238	все то	1	2
239	когда мы	2	2
240	его с	2	2
241	нем есть	1	2
242	и самое	1	2
243	уже с	1	2
244	в виду	2	2
245	них не	1	2
246	иное как	1	2
247	о том	2	2
248	при котором	1	2
249	одного из	1	2
250	все в	6	2
251	стало быть	1	2
252	и только	1	2
253	еще более	1	2
254	никакого другого	1	2
255	этот вопрос	1	2
256	силы человека	1	2
257	уже не	4	2
258	самой мысли	1	2
259	в начале	2	2
260	чего бы	1	2
261	но всегда	1	2
262	человека не	4	2
263	к ним	1	2
264	явлений в	1	2
265	и вместе	4	2
266	даже и	2	2
267	не были	1	2
268	влияние на	1	2
269	в пути	2	2
270	у нас	5	2
271	на этот	2	2
272	для человека	3	2
273	под влиянием	1	2
274	есть явление	1	2
275	если не	1	2
276	людьми и	3	2
277	нет ничего	7	2
278	его на	1	2
279	есть если	1	2
280	что же	1	2
281	и о	1	2
282	о его	1	2
283	к новому	2	2
284	нисколько не	1	2
285	не существует	2	2
286	его стороны	1	2
287	тем более	1	2
288	хотя бы	3	2
289	что свобода	3	2
290	не что	1	2
291	жизни и	2	2
292	бы даже	1	2
293	все что	2	2
294	вряд ли	3	1
295	отношения к	4	1
296	и всякому	1	1
297	человека и	14	1
298	начинается с	1	1
299	должен быть	2	1
300	корней и	2	1
301	выражения в	1	1
302	самом деле	1	1
303	переход от	1	1
304	руки в	1	1
305	проникает в	2	1
306	с таким	1	1
307	в зависимости	1	1
308	и этот	4	1
309	его не	3	1
310	можно и	1	1
311	мы имеем	1	1
312	не во	1	1
313	имеет свою	1	1
314	не была	3	1
315	не столько	1	1
316	отказывается от	1	1
317	человеку это	1	1
318	не вполне	1	1
319	его пути	1	1
320	жизни как	1	1
321	ему в	1	1
322	зависимости от	1	1
323	непостижима в	1	1
324	телесном и	1	1
325	быть выражена	1	1
326	стороны его	1	1
327	ожидать от	1	1
328	и на	6	1
329	влияния на	1	1
330	смотрят на	1	1
331	с его	3	1
332	природы и	1	1
333	и бог	2	1
334	механизм и	1	1
335	на самом	1	1
336	сущности и	1	1
337	для других	1	1
338	если в	1	1
339	себе и	2	1
340	что они	1	1
341	же мало	1	1
342	вызывает в	1	1
343	тем он	2	1
344	и нет	2	1
345	человека вообще	1	1
346	оторваться от	1	1
347	на человека	2	1
348	он будто	1	1
349	когда он	3	1
350	был связан	1	1
351	в противоположность	1	1
352	от этого	2	1
353	та же	1	1
354	он в	2	1
355	все эти	2	1
356	так в	1	1
357	приводит к	2	1
358	что ничего	1	1
359	с их	2	1
360	с божественным	1	1
361	его свободы	2	1
362	человеке и	8	1
363	и кто	1	1
364	как он	2	1
365	если он	5	1
366	человек не	10	1
367	этот процесс	3	1
368	может уже	1	1
369	высшей степени	2	1
370	есть переход	1	1
371	не как	4	1
372	природы человека	1	1
373	свобода есть	3	1
374	его от	1	1
375	на этом	3	1
376	что она	1	1
377	же не	1	1
378	и характер	1	1
379	ничего выше	2	1
380	все ли	1	1
381	из самой	1	1
382	она связана	1	1
383	лишь в	6	1
384	его в	3	1
385	входит в	2	1
386	было в	1	1
387	от одного	1	1
388	и мы	2	1
389	не совпадает	1	1
390	даны человеку	1	1
391	всю свою	1	1
392	истории и	2	1
393	должен был	4	1
394	весь мир	1	1
395	мира так	1	1
396	выходя из	1	1
397	которым он	1	1
398	только одно	3	1
399	рядом с	1	1
400	ли может	2	1
401	были в	1	1
402	жизни то	1	1
403	одна и	1	1
404	с такой	1	1
405	он от	1	1
406	же есть	1	1
407	его нельзя	1	1
408	во время	1	1
409	от своего	1	1
410	что такое	1	1
411	из человеческой	1	1
412	в отношении	1	1
413	в такой	1	1
414	в котором	8	1
415	эта жизнь	1	1
416	и действует	1	1
417	себе а	1	1
418	в которых	4	1
419	что я	1	1
420	высшей духовной	1	1
421	должны были	1	1
422	любовь и	1	1
423	своей жизни	1	1
424	есть его	1	1
425	бы так	1	1
426	и эти	1	1
427	возвращается к	2	1
428	этот мир	2	1
429	есть всегда	1	1
430	полярных противоположностей	1	1
431	что есть	5	1
432	между людьми	1	1
433	а на	1	1
434	человека но	4	1
435	что ему	1	1
436	этими двумя	1	1
437	начинает с	2	1
438	в самых	1	1
439	для кого	1	1
440	ставит его	1	1
441	себе самом	1	1
442	человека во	1	1
443	самой жизни	1	1
444	ничего не	3	1
445	том только	1	1
446	может в	1	1
447	по своей	2	1
448	на природу	2	1
449	сознанием и	1	1
450	к этим	2	1
451	не нужен	1	1
452	свет и	2	1
453	человеке на	1	1
454	же до	1	1
455	был бы	10	1
456	ли нам	1	1
457	в области	1	1
458	может показаться	1	1
459	свое собственное	1	1
460	в духе	1	1
461	не меньшее	1	1
462	лежит в	1	1
463	про себя	1	1
464	а что	1	1
465	творчества не	1	1
466	быть назван	1	1
467	всегда в	1	1
468	из всего	1	1
469	людей в	1	1
470	будет видно	1	1
471	в ее	3	1
472	внутренние противоречия	1	1
473	живой организм	1	1
474	лучше сказать	1	1
475	то время	2	1
476	роль в	1	1
477	различие между	2	1
478	на том	3	1
479	в образе	1	1
480	можно было	1	1
481	в нескольких	1	1
482	истине что	1	1
483	этой мысли	1	1
484	еще в	2	1
485	сознания и	1	1
486	без основания	1	1
487	является в	1	1
488	быть может	7	1
489	нужно для	1	1
490	связанная с	1	1
491	слова а	1	1
492	и историческое	2	1
493	это все	1	1
494	о нем	2	1
495	начинается в	3	1
496	два периода	1	1
497	это потому	1	1
498	все его	3	1
499	нас в	1	1
500	на мгновение	1	1
501	к нему	7	1
502	свои произведения	1	1
503	о влиянии	1	1
504	переходит в	15	1
505	и всякая	1	1
506	свободы с	3	1
507	но все-таки	1	1
508	чтобы все	1	1
509	его мысль	2	1
510	во всей	1	1
511	примыкает к	1	1
512	даже для	1	1
513	движения в	2	1
514	отлично от	1	1
515	значит что	4	1
516	на которой	1	1
517	один из	4	1
518	бы был	1	1
519	мысли не	1	1
520	она ведет	1	1
521	что он	10	1
522	пришел к	1	1
523	проникнуть в	1	1
524	и свобода	7	1
525	в обществе	1	1
526	всяком случае	1	1
527	между этими	1	1
528	и ее	1	1
529	духа как	2	1
530	от них	1	1
531	великий мыслитель	1	1
532	с какой	1	1
533	моей воли	1	1
534	к идее	1	1
535	уже в	4	1
536	себя в	3	1
537	останется для	1	1
538	что вообще	1	1
539	нам все	1	1
540	человека когда	1	1
541	ответ на	1	1
542	мышления и	1	1
543	он принадлежит	1	1
544	говорит что	1	1
545	мир в	3	1
546	него нет	1	1
547	к области	1	1
548	с психологической	1	1
549	наука о	1	1
550	ничего но	1	1
551	произведения и	1	1
552	человек так	1	1
553	его природа	1	1
554	ее не	1	1
555	как его	1	1
556	у него	17	1
557	него это	1	1
558	но человек	4	1
559	свободной человеческой	1	1
560	в свой	2	1
561	человека то	2	1
562	но одно	1	1
563	до сих	2	1
564	понимания в	1	1
565	глубины его	1	1
566	каждый человек	1	1
567	будет ли	1	1
568	мысли для	1	1
569	что бог	2	1
570	человек может	2	1
571	мир был	4	1
572	себя и	3	1
573	человеческой природе	3	1
574	их движение	1	1
575	не без	1	1
576	окружающего мира	1	1
577	света и	2	1
578	не на	1	1
579	человеческой жизни	2	1
580	его как	2	1
581	человек в	9	1
582	человек есть	4	1
583	и оно	1	1
584	в боге	3	1
585	разных местах	1	1
586	нельзя принять	1	1
587	я хочу	3	1
588	более чем	1	1
589	от национальных	1	1
590	имея в	1	1
591	в творчестве	10	1
592	момент своей	1	1
593	тогда только	2	1
594	в одной	1	1
595	могут понять	1	1
596	перейти в	1	1
597	оно имеет	1	1
598	над ним	1	1
599	и строения	1	1
600	с внутренней	2	1
601	пройти через	2	1
602	она есть	1	1
603	его собственной	2	1
604	этих словах	1	1
605	ведет к	6	1
606	к великому	1	1
607	и там	4	1
608	ко всему	1	1
609	в мир	3	1
610	да и	1	1
611	человек всегда	1	1
612	этом основании	1	1
613	познания на	1	1
614	это значит	3	1
615	в телесном	1	1
616	история была	1	1
617	их было	1	1
618	свободы потому	1	1
619	стремятся к	1	1
620	бытия с	2	1
621	свободы в	11	1
622	приблизиться к	1	1
623	один только	1	1
624	сих пор	2	1
625	болезнь и	1	1
626	все это	6	1
627	природу и	2	1
628	ничего кроме	1	1
629	раскрывается в	5	1
630	на одной	1	1
631	подходит и	1	1
632	предположении что	1	1
633	новое слово	1	1
634	к пониманию	1	1
635	не имея	1	1
636	решить вопрос	2	1
637	потому не	3	1
638	человека для	1	1
639	находит свое	1	1
640	не должен	1	1
641	мысль на	1	1
642	будто бы	3	1
643	не одну	1	1
644	ума есть	1	1
645	психологической точки	1	1
646	давно уже	1	1
647	к ее	1	1
648	процессы в	1	1
649	лишь по	1	1
650	отношением к	1	1
651	бог в	1	1
652	жизни а	1	1
653	природу человека	1	1
654	на это	1	1
655	быть признана	1	1
656	собственной природы	1	1
657	это было	1	1
658	ее пути	1	1
659	бы из	1	1
660	к этому	2	1
661	они не	1	1
662	смысле что	1	1
